"","Region","ZoneSubzone","CFRG_SS","SiteSeries","Standard","Suitability","PreferredAcceptable","Species","FN1","FN2","FN3","FN4","FN5","FN6","Flag"
"1611","LMH26-Pr Rupert","CWHvm3","11","Fl51",999,0,"X","Act",901,NA,NA,NA,NA,NA,0
"1612","LMH26-Pr Rupert","CWHvm1","11","Fl50",999,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1613","LMH26-Pr Rupert","CWHvm1","11","Fl51",999,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1614","LMH26-Pr Rupert","CWHvm3","11","Fl50",999,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1615","LMH26-Pr Rupert","CWHvm3","11","Fl51",999,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1616","LMH26-Pr Rupert","CWHvm1","12","113",85046,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1617","LMH26-Pr Rupert","CWHvm1","12","113",85046,1,"P","Hw",1,30,NA,NA,NA,NA,0
"1618","LMH26-Pr Rupert","CWHvm1","12","113",85046,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1619","LMH26-Pr Rupert","CWHvm1","12","113",85046,2,"A","Pl",1,NA,NA,NA,NA,NA,0
"1620","LMH26-Pr Rupert","CWHvm1","12","113",85046,3,"X","Hm",1,30,NA,NA,NA,NA,0
"1621","LMH26-Pr Rupert","CWHvm1","13*","Wb51",85047,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1622","LMH26-Pr Rupert","CWHvm1","13*","Wb55",85047,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1623","LMH26-Pr Rupert","CWHvm1","13*","Wb56",85047,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1624","LMH26-Pr Rupert","CWHvm3","13*","Wb51",85047,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1625","LMH26-Pr Rupert","CWHvm3","13*","Wb52",85047,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1626","LMH26-Pr Rupert","CWHvm3","13*","Wb53",85047,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1627","LMH26-Pr Rupert","CWHvm1","13*","Wb51",85047,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1628","LMH26-Pr Rupert","CWHvm1","13*","Wb55",85047,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1629","LMH26-Pr Rupert","CWHvm1","13*","Wb56",85047,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1630","LMH26-Pr Rupert","CWHvm3","13*","Wb51",85047,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1631","LMH26-Pr Rupert","CWHvm3","13*","Wb52",85047,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1632","LMH26-Pr Rupert","CWHvm3","13*","Wb53",85047,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1633","LMH26-Pr Rupert","CWHvm1","13*","Wb51",85047,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1634","LMH26-Pr Rupert","CWHvm1","13*","Wb55",85047,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1635","LMH26-Pr Rupert","CWHvm1","13*","Wb56",85047,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1636","LMH26-Pr Rupert","CWHvm3","13*","Wb51",85047,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1637","LMH26-Pr Rupert","CWHvm3","13*","Wb52",85047,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1638","LMH26-Pr Rupert","CWHvm3","13*","Wb53",85047,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1639","LMH26-Pr Rupert","CWHvm1","13*","Wb51",85047,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1640","LMH26-Pr Rupert","CWHvm1","13*","Wb55",85047,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1641","LMH26-Pr Rupert","CWHvm1","13*","Wb56",85047,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1642","LMH26-Pr Rupert","CWHvm3","13*","Wb51",85047,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1643","LMH26-Pr Rupert","CWHvm3","13*","Wb52",85047,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1644","LMH26-Pr Rupert","CWHvm3","13*","Wb53",85047,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1645","LMH26-Pr Rupert","CWHvm1","14","Ws54",85048,0,"X","Act",901,NA,NA,NA,NA,NA,0
"1646","LMH26-Pr Rupert","CWHvm1","14","Ws54.1",85048,0,"X","Act",901,NA,NA,NA,NA,NA,0
"1647","LMH26-Pr Rupert","CWHvm1","14","Ws56",85048,0,"X","Act",901,NA,NA,NA,NA,NA,0
"1648","LMH26-Pr Rupert","CWHvm1","14","Ws56.1",85048,0,"X","Act",901,NA,NA,NA,NA,NA,0
"1649","LMH26-Pr Rupert","CWHvm3","14","Ws54",85048,0,"X","Act",901,NA,NA,NA,NA,NA,0
"1650","LMH26-Pr Rupert","CWHvm3","14","Ws54.1",85048,0,"X","Act",901,NA,NA,NA,NA,NA,0
"1651","LMH26-Pr Rupert","CWHvm3","14","Ws56",85048,0,"X","Act",901,NA,NA,NA,NA,NA,0
"1652","LMH26-Pr Rupert","CWHvm3","14","Ws56.3",85048,0,"X","Act",901,NA,NA,NA,NA,NA,0
"1653","LMH26-Pr Rupert","CWHvm1","14","Ws54",85048,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1654","LMH26-Pr Rupert","CWHvm1","14","Ws54.1",85048,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1655","LMH26-Pr Rupert","CWHvm1","14","Ws56",85048,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1656","LMH26-Pr Rupert","CWHvm1","14","Ws56.1",85048,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1657","LMH26-Pr Rupert","CWHvm3","14","Ws54",85048,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1658","LMH26-Pr Rupert","CWHvm3","14","Ws54.1",85048,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1659","LMH26-Pr Rupert","CWHvm3","14","Ws56",85048,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1660","LMH26-Pr Rupert","CWHvm3","14","Ws56.3",85048,0,"X","Dr",901,NA,NA,NA,NA,NA,0
"1661","LMH26-Pr Rupert","CWHvm1","14","Ws54",85048,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1662","LMH26-Pr Rupert","CWHvm1","14","Ws54.1",85048,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1663","LMH26-Pr Rupert","CWHvm1","14","Ws56",85048,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1664","LMH26-Pr Rupert","CWHvm1","14","Ws56.1",85048,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1665","LMH26-Pr Rupert","CWHvm3","14","Ws54",85048,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1666","LMH26-Pr Rupert","CWHvm3","14","Ws54.1",85048,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1667","LMH26-Pr Rupert","CWHvm3","14","Ws56",85048,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1668","LMH26-Pr Rupert","CWHvm3","14","Ws56.3",85048,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1669","LMH26-Pr Rupert","CWHvm1","14","Ws54",85048,3,"X","Ba",1,NA,NA,NA,NA,NA,0
"1670","LMH26-Pr Rupert","CWHvm1","14","Ws54.1",85048,3,"X","Ba",1,NA,NA,NA,NA,NA,0
"1671","LMH26-Pr Rupert","CWHvm1","14","Ws56",85048,3,"X","Ba",1,NA,NA,NA,NA,NA,0
"1672","LMH26-Pr Rupert","CWHvm1","14","Ws56.1",85048,3,"X","Ba",1,NA,NA,NA,NA,NA,0
"1673","LMH26-Pr Rupert","CWHvm3","14","Ws54",85048,3,"X","Ba",1,NA,NA,NA,NA,NA,0
"1674","LMH26-Pr Rupert","CWHvm3","14","Ws54.1",85048,3,"X","Ba",1,NA,NA,NA,NA,NA,0
"1675","LMH26-Pr Rupert","CWHvm3","14","Ws56",85048,3,"X","Ba",1,NA,NA,NA,NA,NA,0
"1676","LMH26-Pr Rupert","CWHvm3","14","Ws56.3",85048,3,"X","Ba",1,NA,NA,NA,NA,NA,0
"1677","LMH26-Pr Rupert","CWHvm1","14","Ws54",85048,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1678","LMH26-Pr Rupert","CWHvm1","14","Ws54.1",85048,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1679","LMH26-Pr Rupert","CWHvm1","14","Ws56",85048,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1680","LMH26-Pr Rupert","CWHvm1","14","Ws56.1",85048,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1681","LMH26-Pr Rupert","CWHvm3","14","Ws54",85048,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1682","LMH26-Pr Rupert","CWHvm3","14","Ws54.1",85048,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1683","LMH26-Pr Rupert","CWHvm3","14","Ws56",85048,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1684","LMH26-Pr Rupert","CWHvm3","14","Ws56.3",85048,3,"A","Hw",1,30,NA,NA,NA,NA,0
"1685","LMH26-Pr Rupert","CWHvm1","14","Ws54",85048,3,"X","Pl",1,NA,NA,NA,NA,NA,0
"1686","LMH26-Pr Rupert","CWHvm1","14","Ws54.1",85048,3,"X","Pl",1,NA,NA,NA,NA,NA,0
"1687","LMH26-Pr Rupert","CWHvm1","14","Ws56",85048,3,"X","Pl",1,NA,NA,NA,NA,NA,0
"1688","LMH26-Pr Rupert","CWHvm1","14","Ws56.1",85048,3,"X","Pl",1,NA,NA,NA,NA,NA,0
"1689","LMH26-Pr Rupert","CWHvm3","14","Ws54",85048,3,"X","Pl",1,NA,NA,NA,NA,NA,0
"1690","LMH26-Pr Rupert","CWHvm3","14","Ws54.1",85048,3,"X","Pl",1,NA,NA,NA,NA,NA,0
"1691","LMH26-Pr Rupert","CWHvm3","14","Ws56",85048,3,"X","Pl",1,NA,NA,NA,NA,NA,0
"1692","LMH26-Pr Rupert","CWHvm3","14","Ws56.3",85048,3,"X","Pl",1,NA,NA,NA,NA,NA,0
"1693","LMH26-Pr Rupert","CWHvm1","14","Ws54",85048,3,"A","Ss",1,30,NA,NA,NA,NA,0
"1694","LMH26-Pr Rupert","CWHvm1","14","Ws54.1",85048,3,"A","Ss",1,30,NA,NA,NA,NA,0
"1695","LMH26-Pr Rupert","CWHvm1","14","Ws56",85048,3,"A","Ss",1,30,NA,NA,NA,NA,0
"1696","LMH26-Pr Rupert","CWHvm1","14","Ws56.1",85048,3,"A","Ss",1,30,NA,NA,NA,NA,0
"1697","LMH26-Pr Rupert","CWHvm3","14","Ws54",85048,3,"A","Ss",1,30,NA,NA,NA,NA,0
"1698","LMH26-Pr Rupert","CWHvm3","14","Ws54.1",85048,3,"A","Ss",1,30,NA,NA,NA,NA,0
"1699","LMH26-Pr Rupert","CWHvm3","14","Ws56",85048,3,"A","Ss",1,30,NA,NA,NA,NA,0
"1700","LMH26-Pr Rupert","CWHvm3","14","Ws56.3",85048,3,"A","Ss",1,30,NA,NA,NA,NA,0
"1701","LMH26-Pr Rupert","CWHvm1","14","Ws54",85048,3,"A","Yc",1,NA,NA,NA,NA,NA,0
"1702","LMH26-Pr Rupert","CWHvm1","14","Ws54.1",85048,3,"A","Yc",1,NA,NA,NA,NA,NA,0
"1703","LMH26-Pr Rupert","CWHvm1","14","Ws56",85048,3,"A","Yc",1,NA,NA,NA,NA,NA,0
"1704","LMH26-Pr Rupert","CWHvm1","14","Ws56.1",85048,3,"A","Yc",1,NA,NA,NA,NA,NA,0
"1705","LMH26-Pr Rupert","CWHvm3","14","Ws54",85048,3,"A","Yc",1,NA,NA,NA,NA,NA,0
"1706","LMH26-Pr Rupert","CWHvm3","14","Ws54.1",85048,3,"A","Yc",1,NA,NA,NA,NA,NA,0
"1707","LMH26-Pr Rupert","CWHvm3","14","Ws56",85048,3,"A","Yc",1,NA,NA,NA,NA,NA,0
"1708","LMH26-Pr Rupert","CWHvm3","14","Ws56.3",85048,3,"A","Yc",1,NA,NA,NA,NA,NA,0
"1709","LMH26-Pr Rupert","CWHvm1","31","31",999,0,"X","X",NA,NA,NA,NA,NA,NA,0
"1710","LMH26-Pr Rupert","CWHvm1","32","32",999,0,"X","X",NA,NA,NA,NA,NA,NA,0
"1711","LMH26-Pr Rupert","CWHvm1","51","51",999,0,"X","X",NA,NA,NA,NA,NA,NA,0
"1712","LMH26-Pr Rupert","CWHvm2","01","101",85049,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1713","LMH26-Pr Rupert","CWHvm2","01","111",85049,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1714","LMH26-Pr Rupert","CWHvm2","01","111.2",85049,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1715","LMH26-Pr Rupert","CWHvm4","01","101",85049,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1716","LMH26-Pr Rupert","CWHvm2","01","101",85049,2,"P","Cw",14,NA,NA,NA,NA,NA,0
"1717","LMH26-Pr Rupert","CWHvm2","01","111",85049,2,"P","Cw",14,NA,NA,NA,NA,NA,0
"1718","LMH26-Pr Rupert","CWHvm2","01","111.2",85049,2,"P","Cw",14,NA,NA,NA,NA,NA,0
"1719","LMH26-Pr Rupert","CWHvm4","01","101",85049,2,"P","Cw",14,NA,NA,NA,NA,NA,0
"1720","LMH26-Pr Rupert","CWHvm2","01","101",85049,2,"P","Hw",30,NA,NA,NA,NA,NA,0
"1721","LMH26-Pr Rupert","CWHvm2","01","111",85049,2,"P","Hw",30,NA,NA,NA,NA,NA,0
"1722","LMH26-Pr Rupert","CWHvm2","01","111.2",85049,2,"P","Hw",30,NA,NA,NA,NA,NA,0
"1723","LMH26-Pr Rupert","CWHvm4","01","101",85049,2,"P","Hw",30,NA,NA,NA,NA,NA,0
"1724","LMH26-Pr Rupert","CWHvm2","01","101",85049,2,"A","Ss",7,30,NA,NA,NA,NA,0
"1725","LMH26-Pr Rupert","CWHvm2","01","111",85049,2,"A","Ss",7,30,NA,NA,NA,NA,0
"1726","LMH26-Pr Rupert","CWHvm2","01","111.2",85049,2,"A","Ss",7,30,NA,NA,NA,NA,0
"1727","LMH26-Pr Rupert","CWHvm4","01","101",85049,2,"A","Ss",7,30,NA,NA,NA,NA,0
"1728","LMH26-Pr Rupert","CWHvm2","01","101",85049,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1729","LMH26-Pr Rupert","CWHvm2","01","111",85049,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1730","LMH26-Pr Rupert","CWHvm2","01","111.2",85049,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1731","LMH26-Pr Rupert","CWHvm4","01","101",85049,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1732","LMH26-Pr Rupert","CWHvm2","01","101",85049,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1733","LMH26-Pr Rupert","CWHvm2","01","111",85049,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1734","LMH26-Pr Rupert","CWHvm2","01","111.2",85049,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1735","LMH26-Pr Rupert","CWHvm4","01","101",85049,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1736","LMH26-Pr Rupert","CWHvm2","02*","102",85050,1,"P","Pl",NA,NA,NA,NA,NA,NA,0
"1737","LMH26-Pr Rupert","CWHvm4","02*","102",85050,1,"P","Pl",NA,NA,NA,NA,NA,NA,0
"1738","LMH26-Pr Rupert","CWHvm2","02*","102",85050,2,"P","Cw",NA,NA,NA,NA,NA,NA,0
"1739","LMH26-Pr Rupert","CWHvm4","02*","102",85050,2,"P","Cw",NA,NA,NA,NA,NA,NA,0
"1740","LMH26-Pr Rupert","CWHvm2","02*","102",85050,2,"A","Hw",30,NA,NA,NA,NA,NA,0
"1741","LMH26-Pr Rupert","CWHvm4","02*","102",85050,2,"A","Hw",30,NA,NA,NA,NA,NA,0
"1742","LMH26-Pr Rupert","CWHvm2","02*","102",85050,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1743","LMH26-Pr Rupert","CWHvm4","02*","102",85050,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1744","LMH26-Pr Rupert","CWHvm2","02*","102",85050,3,"X","Hm",13,30,NA,NA,NA,NA,0
"1745","LMH26-Pr Rupert","CWHvm4","02*","102",85050,3,"X","Hm",13,30,NA,NA,NA,NA,0
"1746","LMH26-Pr Rupert","CWHvm2","03","103",85051,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1747","LMH26-Pr Rupert","CWHvm4","03","103",85051,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1748","LMH26-Pr Rupert","CWHvm2","03","103",85051,1,"P","Hw",30,NA,NA,NA,NA,NA,0
"1749","LMH26-Pr Rupert","CWHvm4","03","103",85051,1,"P","Hw",30,NA,NA,NA,NA,NA,0
"1750","LMH26-Pr Rupert","CWHvm2","03","103",85051,2,"A","Pl",NA,NA,NA,NA,NA,NA,0
"1751","LMH26-Pr Rupert","CWHvm4","03","103",85051,2,"A","Pl",NA,NA,NA,NA,NA,NA,0
"1752","LMH26-Pr Rupert","CWHvm2","03","103",85051,2,"A","Yc",13,NA,NA,NA,NA,NA,0
"1753","LMH26-Pr Rupert","CWHvm4","03","103",85051,2,"A","Yc",13,NA,NA,NA,NA,NA,0
"1754","LMH26-Pr Rupert","CWHvm2","03","103",85051,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1755","LMH26-Pr Rupert","CWHvm4","03","103",85051,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1756","LMH26-Pr Rupert","CWHvm2","05","110",85052,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1757","LMH26-Pr Rupert","CWHvm4","05","110",85052,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1758","LMH26-Pr Rupert","CWHvm2","05","110",85052,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1759","LMH26-Pr Rupert","CWHvm4","05","110",85052,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1760","LMH26-Pr Rupert","CWHvm2","05","110",85052,2,"P","Hw",30,NA,NA,NA,NA,NA,0
"1761","LMH26-Pr Rupert","CWHvm4","05","110",85052,2,"P","Hw",30,NA,NA,NA,NA,NA,0
"1762","LMH26-Pr Rupert","CWHvm2","05","110",85052,2,"A","Ss",30,NA,NA,NA,NA,NA,0
"1763","LMH26-Pr Rupert","CWHvm4","05","110",85052,2,"A","Ss",30,NA,NA,NA,NA,NA,0
"1764","LMH26-Pr Rupert","CWHvm2","05","110",85052,2,"P","Yc",13,NA,NA,NA,NA,NA,0
"1765","LMH26-Pr Rupert","CWHvm4","05","110",85052,2,"P","Yc",13,NA,NA,NA,NA,NA,0
"1766","LMH26-Pr Rupert","CWHvm2","05","110",85052,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1767","LMH26-Pr Rupert","CWHvm4","05","110",85052,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1768","LMH26-Pr Rupert","CWHvm2","06","111",85053,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1769","LMH26-Pr Rupert","CWHvm2","06","111.1",85053,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1770","LMH26-Pr Rupert","CWHvm4","06","111",85053,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1771","LMH26-Pr Rupert","CWHvm2","06","111",85053,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1772","LMH26-Pr Rupert","CWHvm2","06","111.1",85053,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1773","LMH26-Pr Rupert","CWHvm4","06","111",85053,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1774","LMH26-Pr Rupert","CWHvm2","06","111",85053,2,"P","Hw",30,NA,NA,NA,NA,NA,0
"1775","LMH26-Pr Rupert","CWHvm2","06","111.1",85053,2,"P","Hw",30,NA,NA,NA,NA,NA,0
"1776","LMH26-Pr Rupert","CWHvm4","06","111",85053,2,"P","Hw",30,NA,NA,NA,NA,NA,0
"1777","LMH26-Pr Rupert","CWHvm2","06","111",85053,2,"A","Ss",7,30,NA,NA,NA,NA,0
"1778","LMH26-Pr Rupert","CWHvm2","06","111.1",85053,2,"A","Ss",7,30,NA,NA,NA,NA,0
"1779","LMH26-Pr Rupert","CWHvm4","06","111",85053,2,"A","Ss",7,30,NA,NA,NA,NA,0
"1780","LMH26-Pr Rupert","CWHvm2","06","111",85053,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1781","LMH26-Pr Rupert","CWHvm2","06","111.1",85053,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1782","LMH26-Pr Rupert","CWHvm4","06","111",85053,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1783","LMH26-Pr Rupert","CWHvm2","06","111",85053,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1784","LMH26-Pr Rupert","CWHvm2","06","111.1",85053,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1785","LMH26-Pr Rupert","CWHvm4","06","111",85053,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1786","LMH26-Pr Rupert","CWHvm2","08","112",85054,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1787","LMH26-Pr Rupert","CWHvm2","08","112.2",85054,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1788","LMH26-Pr Rupert","CWHvm4","08","112",85054,1,"P","Ba",NA,NA,NA,NA,NA,NA,0
"1789","LMH26-Pr Rupert","CWHvm2","08","112",85054,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1790","LMH26-Pr Rupert","CWHvm2","08","112.2",85054,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1791","LMH26-Pr Rupert","CWHvm4","08","112",85054,1,"P","Cw",14,NA,NA,NA,NA,NA,0
"1792","LMH26-Pr Rupert","CWHvm2","08","112",85054,2,"P","Hw",2,30,NA,NA,NA,NA,0
"1793","LMH26-Pr Rupert","CWHvm2","08","112.2",85054,2,"P","Hw",2,30,NA,NA,NA,NA,0
"1794","LMH26-Pr Rupert","CWHvm4","08","112",85054,2,"P","Hw",2,30,NA,NA,NA,NA,0
"1795","LMH26-Pr Rupert","CWHvm2","08","112",85054,2,"A","Ss",30,35,NA,NA,NA,NA,0
"1796","LMH26-Pr Rupert","CWHvm2","08","112.2",85054,2,"A","Ss",30,35,NA,NA,NA,NA,0
"1797","LMH26-Pr Rupert","CWHvm4","08","112",85054,2,"A","Ss",30,35,NA,NA,NA,NA,0
"1798","LMH26-Pr Rupert","CWHvm2","08","112",85054,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1799","LMH26-Pr Rupert","CWHvm2","08","112.2",85054,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1800","LMH26-Pr Rupert","CWHvm4","08","112",85054,2,"P","Yc",NA,NA,NA,NA,NA,NA,0
"1801","LMH26-Pr Rupert","CWHvm2","08","112",85054,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1802","LMH26-Pr Rupert","CWHvm2","08","112.2",85054,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1803","LMH26-Pr Rupert","CWHvm4","08","112",85054,3,"A","Hm",13,30,NA,NA,NA,NA,0
"1804","LMH26-Pr Rupert","CWHvm2","09","113",85055,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1805","LMH26-Pr Rupert","CWHvm4","09","113",85055,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1806","LMH26-Pr Rupert","CWHvm2","09","113",85055,1,"P","Hw",1,30,NA,NA,NA,NA,0
"1807","LMH26-Pr Rupert","CWHvm4","09","113",85055,1,"P","Hw",1,30,NA,NA,NA,NA,0
"1808","LMH26-Pr Rupert","CWHvm2","09","113",85055,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1809","LMH26-Pr Rupert","CWHvm4","09","113",85055,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1810","LMH26-Pr Rupert","CWHvm2","09","113",85055,2,"A","Hm",1,30,NA,NA,NA,NA,0
"1811","LMH26-Pr Rupert","CWHvm4","09","113",85055,2,"A","Hm",1,30,NA,NA,NA,NA,0
"1812","LMH26-Pr Rupert","CWHvm2","09","113",85055,3,"A","Pl",1,NA,NA,NA,NA,NA,0
"1813","LMH26-Pr Rupert","CWHvm4","09","113",85055,3,"A","Pl",1,NA,NA,NA,NA,NA,0
"1814","LMH26-Pr Rupert","CWHvm2","10*","Wb51",85056,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1815","LMH26-Pr Rupert","CWHvm2","10*","Wb53",85056,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1816","LMH26-Pr Rupert","CWHvm2","10*","Wb57",85056,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1817","LMH26-Pr Rupert","CWHvm4","10*","Wb51",85056,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1818","LMH26-Pr Rupert","CWHvm4","10*","Wb52",85056,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1819","LMH26-Pr Rupert","CWHvm4","10*","Wb53",85056,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1820","LMH26-Pr Rupert","CWHvm4","10*","Wb57",85056,1,"P","Pl",1,NA,NA,NA,NA,NA,0
"1821","LMH26-Pr Rupert","CWHvm2","10*","Wb51",85056,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1822","LMH26-Pr Rupert","CWHvm2","10*","Wb53",85056,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1823","LMH26-Pr Rupert","CWHvm2","10*","Wb57",85056,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1824","LMH26-Pr Rupert","CWHvm4","10*","Wb51",85056,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1825","LMH26-Pr Rupert","CWHvm4","10*","Wb52",85056,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1826","LMH26-Pr Rupert","CWHvm4","10*","Wb53",85056,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1827","LMH26-Pr Rupert","CWHvm4","10*","Wb57",85056,1,"P","Yc",1,NA,NA,NA,NA,NA,0
"1828","LMH26-Pr Rupert","CWHvm2","10*","Wb51",85056,2,"A","Hm",30,NA,NA,NA,NA,NA,0
"1829","LMH26-Pr Rupert","CWHvm2","10*","Wb53",85056,2,"A","Hm",30,NA,NA,NA,NA,NA,0
"1830","LMH26-Pr Rupert","CWHvm2","10*","Wb57",85056,2,"A","Hm",30,NA,NA,NA,NA,NA,0
"1831","LMH26-Pr Rupert","CWHvm4","10*","Wb51",85056,2,"A","Hm",30,NA,NA,NA,NA,NA,0
"1832","LMH26-Pr Rupert","CWHvm4","10*","Wb52",85056,2,"A","Hm",30,NA,NA,NA,NA,NA,0
"1833","LMH26-Pr Rupert","CWHvm4","10*","Wb53",85056,2,"A","Hm",30,NA,NA,NA,NA,NA,0
"1834","LMH26-Pr Rupert","CWHvm4","10*","Wb57",85056,2,"A","Hm",30,NA,NA,NA,NA,NA,0
"1835","LMH26-Pr Rupert","CWHvm2","11","Ws55",85057,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1836","LMH26-Pr Rupert","CWHvm4","11","Ws55",85057,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1837","LMH26-Pr Rupert","CWHvm4","11","Ws56",85057,1,"P","Cw",1,NA,NA,NA,NA,NA,0
"1838","LMH26-Pr Rupert","CWHvm2","11","Ws55",85057,1,"P","Yc",1,NA,NA,NA,NA,NA,0
