"","SS_NoSpace","chng_type","SiteSeriesLongName","SpecialCode","Special"
"4425","MSxk1/Wf09","+","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"4426","MSxk1/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"4427","MSxk1/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"4428","MSxk1/Wf13","+","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"4429","MSxk1/Wf15","+","Rocky mountain sedge – Glow moss","Wf","wetland fen"
"4430","MSxk1/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4431","MSxk1/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4432","MSxk1/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"4433","MSxk1/Wm16","+","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"4434","MSxk1/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4435","MSxk1/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4436","MSxk1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4437","MSxk1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4438","MSxk1/Ws12","+","Sxw – Rocky Mountain sedge – Glow moss","Ws","wetland swamp"
"4439","MSxk2/101","+","Pl – Pinegrass – Grouseberry – Feather moss",NA,NA
"4440","MSxk2/102","+","Pl – Grouseberry – Clad lichens",NA,NA
"4441","MSxk2/103","+","Pl – Grouseberry – Kinnikinnick – Clad lichens",NA,NA
"4442","MSxk2/105","+","Pl – Juniper – Grouseberry – Feather moss",NA,NA
"4443","MSxk2/106","+","PlSxw – Trapper's tea – Grouseberry",NA,NA
"4444","MSxk2/111","+","SxwBl – Gooseberry",NA,NA
"4445","MSxk2/112","+","Sxw – Horsetail – Soft-leaved sedge",NA,NA
"4446","MSxk2/Ag03","+","Timber oatgrass – Kinnikinnick","Ag","alpine grassland"
"4447","MSxk2/Fl06","+","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"4448","MSxk2/Gb21","+","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"4449","MSxk2/Gg02","+","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"4450","MSxk2/Gg12","+","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"4451","MSxk2/Gg12$2.1","+","Rough fescue – Bluebunch wheatgrass – Yellow salsify","Gg","grassland "
"4452","MSxk2/Gg12$2.2","+","Spreading needlegrass – Rough fescue – Kentucky bluegrass","Gg","grassland "
"4453","MSxk2/Gg12$2.3","+","Spreading needlegrass – Columbia needlegrass","Gg","grassland "
"4454","MSxk2/Gg12$2.5","+","Kentucky bluegrass – Yarrow","Gg","grassland "
"4455","MSxk2/Gg12.1","+","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"4456","MSxk2/Gg32","+","Pinegrass – Kinnikinnick","Gg","grassland "
"4457","MSxk2/Gs04","+","Mountain sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4458","MSxk2/Ro04","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4459","MSxk2/Ro04.1","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4460","MSxk2/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4461","MSxk2/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4462","MSxk2/Ro06","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4463","MSxk2/Ro06.1","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4464","MSxk2/Ro06.2","+","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"4465","MSxk2/Ro11","+","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4466","MSxk2/Rt01","+","Rocktripe – Green map","Rt","talus"
"4467","MSxk2/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"4468","MSxk2/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4469","MSxk2/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"4470","MSxk2/Wb16","+","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"4471","MSxk2/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"4472","MSxk2/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"4473","MSxk2/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4474","MSxk2/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"4475","MSxk2/Wf06","+","Slender sedge – Buckbean","Wf","wetland fen"
"4476","MSxk2/Wf07","+","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4477","MSxk2/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4478","MSxk2/Wf09","+","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"4479","MSxk2/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"4480","MSxk2/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"4481","MSxk2/Wf13","+","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"4482","MSxk2/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4483","MSxk2/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4484","MSxk2/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"4485","MSxk2/Wm16","+","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"4486","MSxk2/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4487","MSxk2/Ws05","+","Maccalla's willow – Beaked sedge","Ws","wetland swamp"
"4488","MSxk2/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4489","MSxk2/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4490","MSxk2/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4491","MSxk3/01","+","Pl – Pinegrass – Lupine",NA,NA
"4492","MSxk3/02","+","Fd – Juniper – Grouseberry",NA,NA
"4493","MSxk3/03","+","Bluebunch wheatgrass – Junegrass",NA,NA
"4494","MSxk3/04","+","Big sage – Pinegrass",NA,NA
"4495","MSxk3/05","+","FdPl – Pinegrass – Arnica",NA,NA
"4496","MSxk3/06","+","Pl – Falsebox – Lupine",NA,NA
"4497","MSxk3/07","+","Sxw – Trapper's tea – Grouseberry",NA,NA
"4498","MSxk3/08","+","Sxw – Gooseberry – Grouseberry",NA,NA
"4499","MSxk3/09","+","Sxw – Horsetail – Leafy moss",NA,NA
"4500","MSxk3/10","+","Pl – Water sedge – Peat mosses",NA,NA
"4501","MSxk3/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4502","MSxk3/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"4503","MSxk3/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4504","MSxv/01","+","Pl – Grouseberry – Feather moss",NA,NA
"4505","MSxv/02","+","Pl – Fescue – Stereocaulon",NA,NA
"4506","MSxv/03","+","Pl – Kinnikinnick – Cladonia",NA,NA
"4507","MSxv/03a","+","Pl – Kinnikinnick – Cladonia; Typic",NA,NA
"4508","MSxv/03b","+","Pl – Kinnikinnick – Cladonia; Shallow",NA,NA
"4509","MSxv/04","+","Pl – Grouseberry – Kinnikinnick",NA,NA
"4510","MSxv/05","+","Pl – Trapper's tea – Crowberry",NA,NA
"4511","MSxv/06","+","Sxw – Crowberry – Knight's plume",NA,NA
"4512","MSxv/08","+","Sxw – Horsetail – Crowberry",NA,NA
"4513","MSxv/10","+","Sb – Soft-leaved sedge – Peat moss",NA,NA
"4514","MSxv/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"4515","MSxv/Sc01","+","Scrub birch – Kinnikinnick","Sc","subalpine"
"4516","MSxv/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"4517","MSxv/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"4518","MSxv/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4519","MSxv/Wf09","+","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"4520","MSxv/Wf14","+","Tea-leaved willow – Water sedge – Glow moss","Wf","wetland fen"
"4521","MSxv/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4522","MSxv/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4523","MSxv/Wm09","+","Inflated sedge","Wm","wetland marsh"
"4524","MSxv/Wm10","+","Boreal mannagrass","Wm","wetland marsh"
"4525","MSxv/Wm13","+","Seaside arrow-grass","Wm","wetland marsh"
"4526","PPxh1/101","+","Py(Fd) – Bluebunch wheatgrass – Rough fescue",NA,NA
"4527","PPxh1/102","+","Py(Fd) – Bluebunch wheatgrass – Selaginella",NA,NA
"4528","PPxh1/103","+","Py – Antelope-brush – Bluebunch wheatgrass",NA,NA
"4529","PPxh1/104","+","Py – Bluebunch wheatgrass – Balsamroot",NA,NA
"4530","PPxh1/111","+","Fd(Py) – Snowberry – Oregon-grape",NA,NA
"4531","PPxh1/Ff01","+","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"4532","PPxh1/Ff01a","+","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"4533","PPxh1/Ff01b","+","Water birch – Red-osier dogwood – Rose; Grassland draw phase","Ff","fringe fluvial "
"4534","PPxh1/Ff02","+","Snowberry – Prairie Rose","Ff","fringe fluvial "
"4535","PPxh1/Ff04","+","Aspen – Snowberry – Roses","Ff","fringe fluvial "
"4536","PPxh1/Ff05","+","Aspen – Dogwood – Nootka rose","Ff","fringe fluvial "
"4537","PPxh1/Fm05","+","Cottonwood – Douglas-fir – Douglas' maple – Snowberry","Fm","mid fluvial bench"
"4538","PPxh1/Ga01","+","Saltgrass","Ga","alkaline meadow"
"4539","PPxh1/Ga01.1","+","Saltgrass","Ga","alkaline meadow"
"4540","PPxh1/Ga02","+","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"4541","PPxh1/Ga02.1","+","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"4542","PPxh1/Ga02.2","+","Foxtail barley – Nuttall's alkaligrass","Ga","alkaline meadow"
"4543","PPxh1/Ga03","+","Field sedge","Ga","alkaline meadow"
"4544","PPxh1/Ga03$2","+","Field sedge","Ga","alkaline meadow"
"4545","PPxh1/Ga05","+","Giant wildrye","Ga","alkaline meadow"
"4546","PPxh1/Ga07","+","Red glasswort","Ga","alkaline meadow"
"4547","PPxh1/Gb02","+","Saskatoon – Snowberry – Bluebunch wheatgrass","Gb","brushland"
"4548","PPxh1/Gb05","+","Sumac – Bluebunch wheatgrass","Gb","brushland"
"4549","PPxh1/Gg01","+","Bluebunch wheatgrass – Prairie sagewort – Junegrass","Gg","grassland "
"4550","PPxh1/Gg02","+","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"4551","PPxh1/Gg02$2.3","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4552","PPxh1/Gg02$3.1","+","Big sagebrush – Bluebunch wheatgrass – Sandberg's bluegrass","Gg","grassland "
"4553","PPxh1/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"4554","PPxh1/Gg11$2.1","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4555","PPxh1/Gg11$2.3","+","Columbia needlegrass – Cheatgrass","Gg","grassland "
"4556","PPxh1/Gg11$2.4","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4557","PPxh1/Gg11$3.1","+","Big sagebrush – Bluebunch wheatgrass – Idaho fescue","Gg","grassland "
"4558","PPxh1/Gg11$3.3","+","Big sagebrush – Sandberg's bluegrass","Gg","grassland "
"4559","PPxh1/Gg13","+","Idaho fescue – Silky lupine","Gg","grassland "
"4560","PPxh1/Gg13$2.2","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4561","PPxh1/Gg13$2.4","+","Kentucky bluegrass – Yarrow","Gg","grassland "
"4562","PPxh1/Gg13$3.1","+","Big sagebrush – Kentucky bluegrass","Gg","grassland "
"4563","PPxh1/Gg26","+","Red three-awn – Needle-and-thread grass","Gg","grassland "
"4564","PPxh1/Gs10","+","Antelope-brush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4565","PPxh1/Gs10$2.1","+","Sand dropseed – Cheatgrass – Sandberg's bluegrass","Gs","shrub-steppe"
"4566","PPxh1/Gs10$3.1","+","Antelope-brush – Cheatgrass – Needle-and-thread grass","Gs","shrub-steppe"
"4567","PPxh1/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4568","PPxh1/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4569","PPxh1/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"4570","PPxh1/Ro03","+","Antelope-brush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4571","PPxh1/Ro04","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4572","PPxh1/Ro04.1","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4573","PPxh1/Ro04.2","+","Rabbit-brush – Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4574","PPxh1/Rt01","+","Rocktripe – Green map","Rt","talus"
"4575","PPxh1/Rt04","+","Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4576","PPxh1/Rt05","+","Big sagebrush – Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4577","PPxh1/Rt06","+","Saskatoon – Mock-orange – Bluebunch wheatgrass","Rt","talus"
"4578","PPxh1/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4579","PPxh1/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4580","PPxh1/Wm04","+","Common spikerush","Wm","wetland marsh"
"4581","PPxh1/Wm05","+","Cattail","Wm","wetland marsh"
"4582","PPxh1/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"4583","PPxh1/Wm07","+","Baltic rush","Wm","wetland marsh"
"4584","PPxh1/Wm08","+","Three-square bulrush","Wm","wetland marsh"
"4585","PPxh1/Wm11","+","Seacoast bulrush","Wm","wetland marsh"
"4586","PPxh1/Ws03","+","Bebb's willow – Bluejoint","Ws","wetland swamp"
"4587","PPxh2/101","+","Py(Fd) – Bluebunch wheatgrass – Rough fescue",NA,NA
"4588","PPxh2/102","+","Py(Fd) – Bluebunch wheatgrass – Selaginella",NA,NA
"4589","PPxh2/103","+","Py – Rabbit-brush – Bluebunch wheatgrass",NA,NA
"4590","PPxh2/110.1","+","Fd – Feather moss – Step moss",NA,NA
"4591","PPxh2/110.2","+","Fd – Rough fescue – Bluebunch wheatgrass",NA,NA
"4592","PPxh2/111","+","Fd – Douglas' maple – Saskatoon",NA,NA
"4593","PPxh2/Ff01","+","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"4594","PPxh2/Ff01a","+","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"4595","PPxh2/Ff01b","+","Water birch – Red-osier dogwood – Rose; Grassland draw phase","Ff","fringe fluvial "
"4596","PPxh2/Ff02","+","Snowberry – Prairie Rose","Ff","fringe fluvial "
"4597","PPxh2/Ff04","+","Aspen – Snowberry – Roses","Ff","fringe fluvial "
"4598","PPxh2/Ff05","+","Aspen – Dogwood – Nootka rose","Ff","fringe fluvial "
"4599","PPxh2/Fl05","+","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"4600","PPxh2/Fm05","+","Cottonwood – Douglas-fir – Douglas' maple – Snowberry","Fm","mid fluvial bench"
"4601","PPxh2/Ga01","+","Saltgrass","Ga","alkaline meadow"
"4602","PPxh2/Ga01.1","+","Saltgrass","Ga","alkaline meadow"
"4603","PPxh2/Ga02","+","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"4604","PPxh2/Ga02.1","+","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"4605","PPxh2/Ga02.2","+","Foxtail barley – Nuttall's alkaligrass","Ga","alkaline meadow"
"4606","PPxh2/Ga03","+","Field sedge","Ga","alkaline meadow"
"4607","PPxh2/Ga03$2","+","Field sedge","Ga","alkaline meadow"
"4608","PPxh2/Ga05","+","Giant wildrye","Ga","alkaline meadow"
"4609","PPxh2/Ga06","+","Seablite","Ga","alkaline meadow"
"4610","PPxh2/Ga07","+","Red glasswort","Ga","alkaline meadow"
"4611","PPxh2/Gb02","+","Saskatoon – Snowberry – Bluebunch wheatgrass","Gb","brushland"
"4612","PPxh2/Gg01","+","Bluebunch wheatgrass – Prairie sagewort – Junegrass","Gg","grassland "
"4613","PPxh2/Gg02","+","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"4614","PPxh2/Gg02$3.1","+","Big sagebrush – Bluebunch wheatgrass – Sandberg's bluegrass","Gg","grassland "
"4615","PPxh2/Gg03","+","Bluebunch wheatgrass – Selaginella","Gg","grassland "
"4616","PPxh2/Gg04","+","Bluebunch wheatgrass – Junegrass – Pussytoes","Gg","grassland "
"4617","PPxh2/Gg04$2.1","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4618","PPxh2/Gg04$3.1","+","Big sagebrush – Bluebunch wheatgrass – Sandberg's bluegrass","Gg","grassland "
"4619","PPxh2/Gg10","+","Rough fescue – Bluebunch wheatgrass","Gg","grassland "
"4620","PPxh2/Gg10$2.1","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4621","PPxh2/Gg10$3.1","+","Big sagebrush – Bluebunch wheatgrass – Rough fescue","Gg","grassland "
"4622","PPxh2/Gg12","+","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"4623","PPxh2/Gg12$2.1","+","Rough fescue – Bluebunch wheatgrass – Yellow salsify","Gg","grassland "
"4624","PPxh2/Gg12$2.2","+","Spreading needlegrass – Rough fescue – Kentucky bluegrass","Gg","grassland "
"4625","PPxh2/Gg12$2.3","+","Spreading needlegrass – Columbia needlegrass","Gg","grassland "
"4626","PPxh2/Gg12$2.5","+","Kentucky bluegrass – Yarrow","Gg","grassland "
"4627","PPxh2/Gg12.1","+","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"4628","PPxh2/Gg25","+","Sand dropseed – Needle-and-thread grass","Gg","grassland "
"4629","PPxh2/Gs05","+","Rocky Mountain juniper – Big sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4630","PPxh2/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4631","PPxh2/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4632","PPxh2/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"4633","PPxh2/Ro04","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4634","PPxh2/Ro04.1","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4635","PPxh2/Ro04.2","+","Rabbit-brush – Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4636","PPxh2/Rt01","+","Rocktripe – Green map","Rt","talus"
"4637","PPxh2/Rt04","+","Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4638","PPxh2/Rt05","+","Big sagebrush – Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4639","PPxh2/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4640","PPxh2/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4641","PPxh2/Wm03","+","Awned sedge","Wm","wetland marsh"
"4642","PPxh2/Wm04","+","Common spikerush","Wm","wetland marsh"
"4643","PPxh2/Wm05","+","Cattail","Wm","wetland marsh"
"4644","PPxh2/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"4645","PPxh2/Wm07","+","Baltic rush","Wm","wetland marsh"
"4646","PPxh2/Wm08","+","Three-square bulrush","Wm","wetland marsh"
"4647","PPxh2/Wm11","+","Seacoast bulrush","Wm","wetland marsh"
"4648","PPxh2/Wm12","+","Woolly sedge","Wm","wetland marsh"
"4649","PPxh2/Ws03","+","Bebb's willow – Bluejoint","Ws","wetland swamp"
"4650","SBPSdc/01","+","Pl – Juniper – Feather moss",NA,NA
"4651","SBPSdc/02","+","Pl – Kinnikinnick – Cladonia",NA,NA
"4652","SBPSdc/02a","+","Pl – Kinnikinnick – Cladonia; Typic",NA,NA
"4653","SBPSdc/02b","+","Pl – Kinnikinnick – Cladonia; Shallow",NA,NA
"4654","SBPSdc/03","+","Pl – Kinnikinnick – Feather moss",NA,NA
"4655","SBPSdc/03a","+","Pl – Kinnikinnick – Feather moss; Typic",NA,NA
"4656","SBPSdc/03b","+","Pl – Kinnikinnick – Feather moss; Sand",NA,NA
"4657","SBPSdc/04","+","PlSb – Feather moss","FR","frost"
"4658","SBPSdc/05","+","Sxw – Scrub birch – Feather moss","FR","frost"
"4659","SBPSdc/06","+","Sxw – Horsetail – Meadowrue",NA,NA
"4660","SBPSdc/08","+","Sxw – Horsetail – Glow moss",NA,NA
"4661","SBPSdc/Fl05","+","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"4662","SBPSdc/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"4663","SBPSdc/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"4664","SBPSdc/Wf07","+","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4665","SBPSdc/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4666","SBPSdc/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4667","SBPSdc/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4668","SBPSdc/Wm03","+","Awned sedge","Wm","wetland marsh"
"4669","SBPSmc/01","+","Pl – Feather moss – Cladina",NA,NA
"4670","SBPSmc/01a","+","Pl – Feather moss – Cladina; Mesic",NA,NA
"4671","SBPSmc/01b","+","Pl – Feather moss – Cladina; Submesic",NA,NA
"4672","SBPSmc/02","+","Pl – Kinnikinnick – Cladonia",NA,NA
"4673","SBPSmc/03","+","SbPl – Feather moss","FR","frost"
"4674","SBPSmc/04","+","Sxw – Scrub birch – Feather moss","FR","frost"
"4675","SBPSmc/05","+","Sxw – Horsetail",NA,NA
"4676","SBPSmc/06","+","Sxw – Horsetail – Glow moss",NA,NA
"4677","SBPSmc/08","+","Sb – Creeping-snowberry – Peat moss",NA,NA
"4678","SBPSmc/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"4679","SBPSmk/01","+","Pl – Pinegrass – Arnica",NA,NA
