"","SS_NoSpace","chng_type","SiteSeriesLongName","SpecialCode","Special"
"337","CWHvh3/Ws58","+","CwYc – Slough sedge","",""
"338","CWHvh3/Ws58.2","-","CwHw – Slough sedge","",""
"339","CWHvm1/111.1","+","HwCw – Deer fern – Lanky moss; Deer fern variation","",""
"340","CWHvm1/111.1","-","HwCw – Deer fern – Lanky moss","",""
"341","CWHvm1/111.2","+","HwCw – Deer fern – Lanky moss; Salal variation","",""
"342","CWHvm1/111.2","-","HwCw – Deer fern – Lanky moss","",""
"343","CWHvm1/112.1","+","BaHw – Salmonberry – Devil's club; Salmonberry variation","",""
"344","CWHvm1/112.1","-","BaHw – Salmonberry – Devil's club","",""
"345","CWHvm1/112.2","+","BaHw – Salmonberry – Devil's club; Devil's club variation","",""
"346","CWHvm1/112.2","-","BaHw – Salmonberry – Devil's club","",""
"347","CWHvm1/Fl50","-","Sitka willow – Lily-of-the-Valley","Fl","Fl"
"348","CWHvm1/Fl51","-","Dr – Salmonberry – Horsetail","Fl","Fl"
"349","CWHvm1/Fm50","+","ActDr – Salmonberry","Fm","mid fluvial bench"
"350","CWHvm1/Fm50","-","ActDr – Salmonberry","Fm","Fm"
"351","CWHvm1/Fm50.1","+","ActDr – Salmonberry; Salmonberry variation","Fm","mid fluvial bench"
"352","CWHvm1/Fm50.1","-","ActDr – Salmonberry","Fm","Fm"
"353","CWHvm1/Fm50.2","+","ActDr – Salmonberry; Devil's club variation","Fm","mid fluvial bench"
"354","CWHvm1/Fm50.2","-","ActDr – Salmonberry","Fm","Fm"
"355","CWHvm1/Fm54","+","MbDr – Salmonberry – Sword fern","Fm","mid fluvial bench"
"356","CWHvm1/Fm54","-","MbDr – Salmonberry – Sword fern","Fm","Fm"
"357","CWHvm1/Wb51","+","Plc – Crowberry – Peat mosses","",""
"358","CWHvm1/Wb53","+","PlcYc – Tufted clubrush","",""
"359","CWHvm1/Wb53.2","+","PlcYc – Tufted clubrush; Tall shrub variation","",""
"360","CWHvm1/Wb53.3","+","PlcYc – Tufted clubrush; Low shrub variation","",""
"361","CWHvm1/Wb55","+","Plc – Labrador tea – Peat mosses","",""
"362","CWHvm1/Wb55.1","+","Plc – Labrador tea – Peat mosses; Typic variation","",""
"363","CWHvm1/Wb56","+","PlcHw – Salal – Peat mosses","",""
"364","CWHvm1/Ws52","-","Dr – Skunk cabbage","",""
"365","CWHvm1/Ws54.1","+","CwHw – Azalea – Skunk cabbage; Typic variation","",""
"366","CWHvm1/Ws54.1","-","CwHw – Azalea – Skunk cabbage","",""
"367","CWHvm1/Ws56.1","+","SsHw – Skunk cabbage; CwHw variation","",""
"368","CWHvm1/Ws56.1","-","SsHw – Skunk cabbage","",""
"369","CWHvm1/Ws58.1","+","CwHw – Slough sedge; Typic variation","",""
"370","CWHvm1/Ws58.1","-","CwHw – Slough sedge","",""
"371","CWHvm1/Ws60","+","Ss – Crabapple – Slough sedge","SS","salt spray"
"372","CWHvm1/Ws60","-","Ss – Pacific crabapple – Slough sedge","",""
"373","CWHvm2/111.1","+","HmBaYc – Deer fern – Lanky moss; Deer fern variation","",""
"374","CWHvm2/111.1","-","HmBaYc – Deer fern – Lanky moss","",""
"375","CWHvm2/111.2","+","HmBaYc – Deer fern – Lanky moss; Salal variation","",""
"376","CWHvm2/111.2","-","HmBaYc – Deer fern – Lanky moss","",""
"377","CWHvm2/112.1","+","BaHw – Salmonberry – Devil's club; Salmonberry variation","",""
"378","CWHvm2/112.1","-","BaHw – Salmonberry – Devil's club","",""
"379","CWHvm2/112.2","+","BaHw – Salmonberry – Devil's club; Devil's club variation","",""
"380","CWHvm2/112.2","-","BaHw – Salmonberry – Devil's club","",""
"381","CWHvm2/114","+","HmYc – Deer cabbage – Peat mosses","",""
"382","CWHvm2/114","-","HmYc – Deer-cabbage – Peat mosses","",""
"383","CWHvm2/Fl51","-","Dr – Salmonberry – Horsetail","Fl","Fl"
"384","CWHvm2/Wb51","+","Plc – Crowberry – Peat mosses","",""
"385","CWHvm2/Wb53","+","PlcYc – Tufted clubrush","",""
"386","CWHvm2/Wb53.2","+","PlcYc – Tufted clubrush; Tall shrub variation","",""
"387","CWHvm2/Wb53.3","+","PlcYc – Tufted clubrush; Low shrub variation","",""
"388","CWHvm2/Wb55","+","Plc – Labrador tea – Peat mosses","",""
"389","CWHvm2/Wb55.1","+","Plc – Labrador tea – Peat mosses; Typic variation","",""
"390","CWHvm2/Wb58","+","YcHm – Narrow-leaved cotton-grass – Peat mosses","",""
"391","CWHvm2/Ws54","+","CwHw – Azalea – Skunk cabbage","",""
"392","CWHvm2/Ws54.1","+","CwHw – Azalea – Skunk cabbage; Typic variation","",""
"393","CWHvm3/111.1","+","HwCw – Deer fern – Lanky moss; Deer fern variation","",""
"394","CWHvm3/111.1","-","HwCw – Deer fern – Lanky moss","",""
"395","CWHvm3/111.2","+","HwCw – Deer fern – Lanky moss; Salal variation","",""
"396","CWHvm3/111.2","-","HwCw – Deer fern – Lanky moss","",""
"397","CWHvm3/112.1","+","BaHwSs – Devil's club – Salmonberry; Salmonberry variation","",""
"398","CWHvm3/112.1","-","BaHwSs – Devil's club – Salmonberry","",""
"399","CWHvm3/112.2","+","BaHwSs – Devil's club – Salmonberry; Devil's club variation","",""
"400","CWHvm3/112.2","-","BaHwSs – Devil's club – Salmonberry","",""
"401","CWHvm3/Fm50","+","ActDr – Salmonberry","Fm","mid fluvial bench"
"402","CWHvm3/Fm50.2","+","ActDr – Salmonberry; Devil's club variation","Fm","mid fluvial bench"
"403","CWHvm3/Wb51","+","Plc – Crowberry – Peat mosses","",""
"404","CWHvm3/Wb53","+","PlcYc – Tufted clubrush","",""
"405","CWHvm3/Wb53.2","+","PlcYc – Tufted clubrush; Tall shrub variation","",""
"406","CWHvm3/Wb53.3","+","PlcYc – Tufted clubrush; Low shrub variation","",""
"407","CWHvm3/Ws54.1","+","CwHw – Azalea – Skunk cabbage; Typic variation","",""
"408","CWHvm3/Ws54.1","-","CwHw – Azalea – Skunk cabbage","",""
"409","CWHvm3/Ws56","+","SsHw – Skunk cabbage","",""
"410","CWHvm3/Ws56.3","+","SsHw – Skunk cabbage; HwSs variation","",""
"411","CWHvm3/Ws56.3","-","SsHw – Skunk cabbage","",""
"412","CWHvm3/Ws58","+","CwHw – Slough sedge","",""
"413","CWHvm3/Ws58.1","+","CwHw – Slough sedge; Typic variation","",""
"414","CWHvm3/Ws60","+","Ss – Crabapple – Slough sedge","SS","salt spray"
"415","CWHvm4/Wb51","+","Plc – Crowberry – Peat mosses","",""
"416","CWHvm4/Wb53","+","PlcYc – Tufted clubrush","",""
"417","CWHvm4/Wb53.2","+","PlcYc – Tufted clubrush; Tall shrub variation","",""
"418","CWHvm4/Wb53.3","+","PlcYc – Tufted clubrush; Low shrub variation","",""
"419","CWHvm4/Wb58","+","YcHm – Narrow-leaved cotton-grass – Peat mosses","",""
"420","CWHvm4/Ws54","+","CwHw – Azalea – Skunk cabbage","",""
"421","CWHvm4/Ws54.1","+","CwHw – Azalea – Skunk cabbage; Typic variation","",""
"422","CWHvm4/Ws56","+","SsHw – Skunk cabbage","",""
"423","CWHvm4/Ws56.2","+","SsHw – Skunk cabbage; CwSs variation","",""
"424","CWHvm4/Ws56.3","+","SsHw – Skunk cabbage; HwSs variation","",""
"425","CWHwh1/101a","+","HwSs – Lanky moss; Mesic phase","",""
"426","CWHwh1/101a","-","HwSs – Lanky moss","",""
"427","CWHwh1/101b","+","HwSs – Lanky moss; Moister phase","",""
"428","CWHwh1/101b","-","HwSs – Lanky moss","",""
"429","CWHwh1/103","+","Ss – Salal","SS","salt spray"
"430","CWHwh1/103","-","Ss – Salal","SS","Salt Spray"
"431","CWHwh1/103.1","+","Ss – Salal ; typic variation","SS","salt spray"
"432","CWHwh1/103.1","-","Ss – Salal","SS","Salt Spray"
"433","CWHwh1/103.2","+","Ss – Salal; reedgrass variation","SS","salt spray"
"434","CWHwh1/103.2","-","Ss – Salal","SS","Salt Spray"
"435","CWHwh1/104","+","SsHw – Oregon beaked moss","SS","salt spray"
"436","CWHwh1/104","-","SsHw – Oregon beaked moss","SS","Salt Spray"
"437","CWHwh1/105a","+","CwSs – Sword fern; Colluvial/morainal phase","",""
"438","CWHwh1/105a","-","CwSs – Sword fern","",""
"439","CWHwh1/105b","+","CwSs – Sword fern; Limestone phase","",""
"440","CWHwh1/105b","-","CwSs – Sword fern","",""
"441","CWHwh1/110a","+","CwHw – Salal – Deer fern; Podzolic phase","",""
"442","CWHwh1/110a","-","CwHw – Salal – Deer fern","",""
"443","CWHwh1/110b","+","CwHw – Salal – Deer fern; Gleysolic/organic phase","",""
"444","CWHwh1/110b","-","CwHw – Salal – Deer fern","",""
"445","CWHwh1/111a","+","CwSs – Foamflower; Colluvial/morainal phase","",""
"446","CWHwh1/111a","-","CwSs – Foamflower","",""
"447","CWHwh1/111b","+","CwSs – Foamflower; Alluvial fan phase","Fh","high fluvial bench"
"448","CWHwh1/111b","-","CwSs – Foamflower","Fh","High fluvial bench"
"449","CWHwh1/111c","+","CwSs – Foamflower; Limestone phase","",""
"450","CWHwh1/111c","-","CwSs – Foamflower","",""
"451","CWHwh1/112","+","Ss – Lily-of-the-valley","Fh","high fluvial bench"
"452","CWHwh1/112","-","Ss – Lily-of-the-valley","Fh","High fluvial bench"
"453","CWHwh1/113","+","Ss – Trisetum","Fm","mid fluvial bench"
"454","CWHwh1/113","-","Ss – Trisetum","Fm","Mid fluvial bench"
"455","CWHwh1/117","+","Ss – Pacific crabapple – Slough sedge","SS","salt spray"
"456","CWHwh1/117","-","Ss – Pacific crab apple – Slough sedge","SS","Salt Spray"
"457","CWHwh1/118a","+","CwSs – Skunk cabbage; Mineral phase","",""
"458","CWHwh1/118a","-","CwSs – Skunk cabbage","",""
"459","CWHwh1/118b","+","CwSs – Skunk cabbage; Organic phase","",""
"460","CWHwh1/118b","-","CwSs – Skunk cabbage","",""
"461","CWHwh1/Fl51","-","Dr – Salmonberry – Horsetail","Fl","Fl"
"462","CWHwh1/Wb51","+","Plc – Crowberry – Austin's Peat moss","",""
"463","CWHwh1/Wb51.1","+","Plc – Crowberry – Austin's Peat moss; Tall shrub variation","",""
"464","CWHwh1/Wb51.2","+","Plc – Crowberry – Austin's Peat moss; Wooded variation","",""
"465","CWHwh1/Wb53","+","PlcYc – Tufted clubrush","",""
"466","CWHwh1/Wb53.1","+","PlcYc – Tufted clubrush; Wooded variation","",""
"467","CWHwh1/Wb53.2","+","PlcYc – Tufted clubrush; Tall shrub variation","",""
"468","CWHwh1/Ws58","-","CwHw – Slough sedge","",""
"469","CWHwh1/Ws58.2","-","CwHw – Slough sedge","",""
"470","CWHwh1/Ws60","-","Ss – Pacific crabapple – Slough sedge","",""
"471","CWHwh2/101a","+","HwSs – Lanky moss; Mesic phase","",""
"472","CWHwh2/101a","-","HwSs – Lanky moss","",""
"473","CWHwh2/101b","+","HwSs – Lanky moss; Drier phase","",""
"474","CWHwh2/101b","-","HwSs – Lanky moss","",""
"475","CWHwh2/101c","+","HwSs – Lanky moss; Moister phase","",""
"476","CWHwh2/101c","-","HwSs – Lanky moss","",""
"477","CWHwh2/112a","+","SsYc – Hellebore – Snake liverwort; Hygric phase","Fh","high fluvial bench"
"478","CWHwh2/112a","-","SsYc – Hellebore – Snake liverwort","Fh","High fluvial bench"
"479","CWHwh2/112b","+","SsYc – Hellebore – Snake liverwort ; Subhydric phase","",""
"480","CWHwh2/112b","-","SsYc – Hellebore – Snake liverwort","",""
"481","CWHwh2/Wb53","+","PlcYc – Tufted clubrush","",""
"482","CWHwm/101a","+","HwSs – Blueberry – Lanky moss; Typic phase","",""
"483","CWHwm/101a","-","HwSs – Blueberry – Lanky moss","",""
"484","CWHwm/101b","+","HwSs – Blueberry – Lanky moss; Subxeric phase","",""
"485","CWHwm/101b","-","HwSs – Blueberry – Lanky moss","",""
"486","CWHwm/112a","+","SsHw – Devil's club – Wood fern; Typic phase","",""
"487","CWHwm/112a","-","SsHw – Devil's club – Wood fern","",""
"488","CWHwm/112b","+","SsHw – Devil's club – Wood fern; Fluvial phase","Fh","high fluvial bench"
"489","CWHwm/112b","-","SsHw – Devil's club – Wood fern","",""
"490","CWHwm/Fl50","-","Sitka willow – Lily-of-the-Valley","Fl","Fl"
"491","CWHwm/Fl51","-","Dr – Salmonberry – Horsetail","Fl","Fl"
"492","CWHwm/Fm50","+","ActDr – Salmonberry","Fm","mid fluvial bench"
"493","CWHwm/Fm50.1","+","ActDr – Salmonberry; Salmonberry variation","Fm","mid fluvial bench"
"494","CWHwm/Fm50.2","+","ActDr – Salmonberry; Devil's club variation","Fm","mid fluvial bench"
"495","CWHwm/Fm51","-","ActDr – Red-osier dogwood – Devil's club","Fm","Fm"
"496","CWHwm/Wb51","+","Plc – Crowberry – Peat mosses","",""
"497","CWHwm/Wb53","+","PlcYc – Tufted clubrush","",""
"498","CWHwm/Wb53.3","+","PlcYc – Tufted clubrush; Low shrub variation","",""
"499","CWHwm/Wb57","+","PlcYc – Deer cabbage – Peat mosses","",""
"500","CWHwm/Ws56","+","SsHw – Skunk cabbage","",""
"501","CWHwm/Ws56.3","+","SsHw – Skunk cabbage; HwSs variation","",""
"502","CWHwm/Ws56.3","-","SsHw – Skunk cabbage","",""
"503","CWHwm/Ws60","+","Ss – Crabapple – Slough sedge","SS","salt spray"
"504","CWHws1/Fl51","-","Dr – Salmonberry – Horsetail","Fl","Fl"
"505","CWHws1/Fm50","+","ActDr – Salmonberry","Fm","mid fluvial bench"
"506","CWHws1/Fm50","-","ActDr – Salmonberry","Fm","Fm"
"507","CWHws1/Fm50.1","+","ActDr – Salmonberry; Salmonberry variation","Fm","mid fluvial bench"
"508","CWHws1/Fm50.1","-","ActDr – Salmonberry","Fm","Fm"
"509","CWHws1/Wb51","+","Plc – Crowberry – Peat mosses","",""
"510","CWHws1/Wb53","+","PlcYc – Tufted clubrush","",""
"511","CWHws1/Wb53.3","+","PlcYc – Tufted clubrush; Low shrub variation","",""
"512","CWHws1/Ws56.2","+","SsHw – Skunk cabbage; CwSs variation","",""
"513","CWHws1/Ws56.2","-","SsHw – Skunk cabbage","",""
"514","CWHws2/114","+","Bl – Devil's club – Oak fern","FR","frost"
"515","CWHws2/114","-","Bl – Devil's club – Oak fern","CA","cold air"
"516","CWHws2/Fl51","-","Dr – Salmonberry – Horsetail","Fl","Fl"
"517","CWHws2/Fm50","+","ActDr – Salmonberry","Fm","mid fluvial bench"
"518","CWHws2/Fm50","-","ActDr – Salmonberry","Fm","Fm"
"519","CWHws2/Fm50.2","+","ActDr – Salmonberry; Devil's club variation","Fm","mid fluvial bench"
"520","CWHws2/Fm50.2","-","ActDr – Salmonberry","Fm","Fm"
"521","CWHws2/Wb51","+","Plc – Crowberry – Peat mosses","",""
"522","CWHws2/Ws56.2","+","SsHw – Skunk cabbage; CwSs variation","",""
"523","CWHws2/Ws56.2","-","SsHw – Skunk cabbage","",""
"524","CWHws2/Ws59","+","HmBl – Skunk cabbage","",""
"525","CWHws3/Wb51","+","Plc – Crowberry – Peat mosses","",""
"526","CWHws3/Ws56.2","+","SsHw – Skunk cabbage; CwSs variation","",""
"527","CWHws3/Ws56.2","-","SsHw – Skunk cabbage","",""
"528","CWHws3/Ws58.1","+","CwHw – Slough sedge; Typic variation","",""
"529","CWHws3Ws58.1","-","CwHw – Slough sedge","",""
"530","CWHxs/101.1","+","FdcHw – Dull Oregon-grape – Falsebox; Typic variation","",""
"531","CWHxs/101.1","-","FdcHw – Dull Oregon-grape – Falsebox","",""
"532","CWHxs/101.2","+","FdcHw – Dull Oregon-grape – Falsebox; Rhododendron variation","",""
"533","CWHxs/101.2","-","FdcHw – Dull Oregon-grape – Falsebox","",""
"534","CWHxs/103.1","+","Fdc – Dull Oregon-grape – Feather moss; Typic variation","",""
"535","CWHxs/103.1","-","Fdc – Dull Oregon-grape – Feather moss","",""
"536","CWHxs/103.2","+","Fdc – Dull Oregon-grape – Feather moss; Rhododendron variation","",""
"537","CWHxs/103.2","-","Fdc – Dull Oregon-grape – Feather moss","",""
"538","CWHxs/111","+","Hw – Queen's cup","",""
"539","CWHxs/111","-","CwFdc – Vine maple – Foamflower","",""
"540","CWHxs/112","+","CwFdc – Vine maple – Foamflower","",""
"541","CWHxs/112","-","CwHw – Vine maple – Red-osier dogwood","Fh","high fluvial bench"
"542","CWHxs/113","+","CwHw – Vine maple – Dogwood","Fh","high fluvial bench"
"543","CWHxs/Fl50","-","Sitka willow – Lily-of-the-Valley","Fl","Fl"
"544","CWHxs/Fm52","-","ActCw – Vine maple – Devil's club","Fm","Fm"
"545","CWHxs/Wb55","+","Plc – Labrador tea – Peat mosses","",""
"546","CWHxs/Ws56.1","+","SsHw – Skunk cabbage; CwHw variation","",""
"547","CWHxs/Ws56.1","-","SsHw – Skunk cabbage","",""
"548","ESSFdc1/112a","+","Se – Horsetail – Globeflower; Riparian phase","",""
"549","ESSFdc1/112b","+","Se – Valerian – Horsetail; Swamp phase","",""
"550","ESSFdc1/Gg","-","","",""
"551","ESSFdc1/Ro","-","","",""
"552","ESSFdc1/Wb","-","","",""
"553","ESSFdc1/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"554","ESSFdc1/Ws","-","","",""
"555","ESSFdc1/Ws08","+","Bl – Sitka valerian – Horsetail","",""
"556","ESSFdc1/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"557","ESSFdc1/Ws08.2","+","SxwBl – Horsetail – Canby's Lovage","",""
"558","ESSFdc2/103","+","Pl – Pinegrass – Grouseberry","IN","insolation"
"559","ESSFdc2/110","+","SeBl – Trapper's tea – Grouseberry","CA","cold aspects - cold air"
"560","ESSFdc2/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"561","ESSFdc2/Ws08","+","Bl – Sitka valerian – Horsetail","",""
"562","ESSFdc2/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"563","ESSFdcw/Ws08.2","+","SeBl – Horsetail – Canby's Lovage","",""
"564","ESSFdh1/104","+","FdBl – Falsebox – Pinegrass","IN","insolation"
"565","ESSFdh1/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"566","ESSFdh1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"567","ESSFdh1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"568","ESSFdk1/103","+","BlPl – Grouseberry","IN","insolation"
"569","ESSFdk1/103","-","BlPl – Grouseberry","IN","Insolation"
"570","ESSFdk1/111a","+","Se – Horsetail – Bluejoint; Riparian phase","Fh","high fluvial bench"
"571","ESSFdk1/111a","-","Se – Horsetail – Bluejoint","Fh","High fluvial bench"
"572","ESSFdk1/111b","+","Se – Horsetail – Bluejoint; Swamp phase","",""
"573","ESSFdk1/111b","-","Se – Horsetail – Bluejoint","",""
"574","ESSFdk1/Wb15","+","Sxw – Labrador tea – Peat moss","",""
"575","ESSFdk1/Wb16","+","Sxw – Trapper’s tea – Peat moss","",""
"576","ESSFdk1/Ws08","+","Bl – Sitka valerian – Common horsetail","",""
"577","ESSFdk2/103","+","PlBl – Juniper – Showy aster","IN","insolation"
"578","ESSFdk2/103","-","PlBl – Juniper – Showy aster","IN","Insolation"
"579","ESSFdk2/112a","+","SeBl – Horsetail – Feathermoss; Riparian phase","Fh","high fluvial bench"
"580","ESSFdk2/112a","-","SeBl – Horsetail – Feathermoss","Fh","High fluvial bench"
"581","ESSFdk2/112b","+","SeBl – Horsetail – Feathermoss; Swamp phase","",""
"582","ESSFdk2/112b","-","SeBl – Horsetail – Feathermoss","",""
"583","ESSFdk2/Wb15","+","Sxw – Labrador tea – Peat moss","",""
"584","ESSFdk2/Ws08","+","Bl – Sitka valerian – Common horsetail","",""
"585","ESSFmc/01a","+","Bl – Huckleberry – Leafy liverwort; Medium-textured","",""
"586","ESSFmc/01b","+","Bl – Huckleberry – Leafy liverwort; Fine-textured","",""
"587","ESSFmc/08","+","Bl – Valerian – Sickle moss","SN","late snow"
"588","ESSFmcw/101a","+","Bl – Huckleberry – (Valerian) – Heron's-bill; Mesic phase","",""
"589","ESSFmcw/101b","+","Bl – Huckleberry – (Valerian) – Heron's-bill; Submesic phase","",""
"590","ESSFmcw/103","+","Bl – Mountain-heather – Leafy liverwort","SN","late snow"
"591","ESSFmh/112","-","SeBl – Horsetail – Arrow-leaved groundsel","",""
"592","ESSFmh/112a","+","SeBl – Horsetail – Arrow–leaved groundsel; Riparian phase","",""
"593","ESSFmh/112a","-","SeBl – Horsetail – Arrow-leaved groundsel","",""
"594","ESSFmh/112a","-","SeBl – Horsetail – Arrow–leaved groundsel","",""
"595","ESSFmh/112b","+","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"596","ESSFmh/Gg","-","","",""
"597","ESSFmh/Ro","-","","",""
"598","ESSFmh/Wb","-","","",""
"599","ESSFmh/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"600","ESSFmh/Ws","-","","",""
"601","ESSFmh/Ws08","+","Bl – Sitka valerian – Horsetail","",""
"602","ESSFmh/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"603","ESSFmh/Ws08.2","+","SeBl – Horsetail – Canby's Lovage","",""
"604","ESSFmk/02a","+","BlPa – Cladonia; Lithic","",""
"605","ESSFmk/02b","+","BlPa – Cladonia; Fluvial","Fh","high fluvial bench"
"606","ESSFmkw/103","+","BlHm – Mountain-heather – Leafy liverwort","SN","late snow"
"607","ESSFmkw/103","-","BlHm – Mountain-heather – Leafy liverwort","SN","Late Snow"
"608","ESSFmkw/Ro","-","","",""
"609","ESSFmkw/Ws","-","","",""
"610","ESSFmv2/03","+","BlSb – Labrador tea","CA","cold aspects - cold air"
"611","ESSFmv2/03","-","BlSb – Labrador tea","CA","Cool aspects/cold air"
"612","ESSFmv3/03","+","BlSb – Labrador tea","CA","cold aspects - cold air"
"613","ESSFmv4/03","+","BlSb – Labrador tea","CA","cold aspects - cold air"
"614","ESSFmv4/03","-","BlSb – Labrador tea","CA","Cool aspects/cold air"
"615","ESSFmw1/104","+","FdPl – Falsebox – Pinegrass","IN","insolation"
"616","ESSFmw1/110","+","Bl – Valerian – Foamflower","CAS","cold aspects - cold air"
"617","ESSFmw1/Ws08","+","Bl – Sitka valerian – Horsetail","",""
"618","ESSFmw1/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"619","ESSFwc3/101","-","Bl –  Rhododendron – Oak fern","",""
"620","ESSFwc3/102","-","Bl –  Huckleberry  –  Rock mosses","",""
"621","ESSFwc3/103","-","Bl –  Rhododendron – Five-leaved bramble – Heron's-bill mosses","",""
"622","ESSFwc3/110","-","Bl – Twistedstalks – Leafy mosses","",""
"623","ESSFwc3/111","-","Bl – Sitka valerian – Horsetail","",""
"624","ESSFwc4/103a","+","Bl – Rhododendron – Huckleberry – Heron's-bill; Subxeric phase","",""
"625","ESSFwc4/103b","+","Bl – Rhododendron – Huckleberry – Heron's-bill; Submesic phase","",""
"626","ESSFwc4/103b","-","Bl – Rhododendron – Huckleberry – Heron's-bill","",""
"627","ESSFwc4/112a","+","Se – Horsetail – Valerian; Riparian phase","Fh","high fluvial bench"
"628","ESSFwc4/112b","+","Se – Valerian – Horsetail; Swamp phase","",""
"629","ESSFwc4/112b","-","Se – Valerian – Horsetail","",""
"630","ESSFwc7/101","+","Bl – Rhododendron – Oak fern","",""
"631","ESSFwc7/102","+","Bl – Huckleberry – Rock mosses","",""
"632","ESSFwc7/103","+","Bl – Rhododendron – Bramble – Heron's-bill mosses","",""
"633","ESSFwc7/110","+","Bl – Twistedstalks – Leafy mosses","",""
"634","ESSFwc7/111","+","Bl – Valerian – Horsetail","",""
"635","ESSFwcw/104","+","Bl – Mountain-heather","SN","late snow"
"636","ESSFwcw/104.1","+","Bl – Mountain-heather – Woodrush","SN","late snow"
"637","ESSFwcw/104.2","+","Bl – Mountain-heather – Partridge-foot","SN","late snow"
"638","ESSFwcw/104.3","+","Bl – Mountain-heather – Mountain sagewort","SN","late snow"
"639","ESSFwcw/Ws08.2","+","SeBl – Horsetail – Canby's Lovage","",""
"640","ESSFwh1/103","+","BlFd – Huckleberry – Falsebox","IN","insolation"
"641","ESSFwh1/111a","+","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"642","ESSFwh1/111b","+","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"643","ESSFwh1/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"644","ESSFwh1/Ws08.2","+","SxwBl – Horsetail – Canby's Lovage","",""
"645","ESSFwh2/103","+","Bl – Huckleberry – Falsebox","IN","insolation"
"646","ESSFwh2/103","-","Bl – Huckleberry – Falsebox","IN","Insolation"
"647","ESSFwh2/112a","+","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"648","ESSFwh2/112a","-","SeBl – Horsetail – Canby's lovage","Fh","High fluvial bench"
"649","ESSFwh2/112b","+","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"650","ESSFwh2/112b","-","SeBl – Horsetail – Canby's lovage","",""
"651","ESSFwh2/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"652","ESSFwh2/Ws08.2","+","SxwBl – Horsetail – Canby's Lovage","",""
"653","ESSFwh3/103","+","BlPl – Huckleberry – Bear-grass","IN","insolation"
"654","ESSFwh3/103","-","BlPl – Huckleberry – Bear-grass","IN","Insolation"
"655","ESSFwh3/112a","+","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"656","ESSFwh3/112a","-","SeBl – Horsetail – Canby's lovage","Fh","High fluvial bench"
"657","ESSFwh3/112b","+","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"658","ESSFwh3/112b","-","SeBl – Horsetail – Canby's lovage","",""
"659","ESSFwh3/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"660","ESSFwh3/Ws08.2","+","SxwBl – Horsetail – Canby's Lovage","",""
"661","ESSFwk1/04","+","Bl – Twinberry – Lady fern","CA","cold aspects - cold air"
"662","ESSFwk1/06","+","Bl – Horsetail – Sphagnum","CA","cold aspects - cold air"
"663","ESSFwm1/103","+","Bl – Huckleberry – Falsebox","IN","insolation"
"664","ESSFwm1/103","-","Bl – Huckleberry – Falsebox","IN","Insolation"
"665","ESSFwm1/104","+","Bl – Rhododendron – Azalea","CAS","cold aspects - cold air"
"666","ESSFwm1/104","-","Bl – Rhododendron – Azalea","CAS","Cool aspects/cold air"
"667","ESSFwm1/Ws08","+","Bl – Sitka valerian – Common horsetail","",""
"668","ESSFwm2/112a","+","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"669","ESSFwm2/112a","-","SeBl – Horsetail – Canby's lovage","Fh","High fluvial bench"
"670","ESSFwm2/112b","+","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"671","ESSFwm2/112b","-","SeBl – Horsetail – Canby's lovage","",""
"672","ESSFwm2/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"673","ESSFwm2/Ws08.2","+","SxwBl – Horsetail – Canby's Lovage","",""
"674","ESSFwm3/103","+","BlSe – Rhododendron – Bear-grass","IN","insolation"
"675","ESSFwm3/103","-","BlSe – Rhododendron – Bear-grass","IN","Insolation"
"676","ESSFwm3/104","+","Bl – Rhododendron – Huckleberry – Heron's-bill","CAS","cold aspects - cold air"
"677","ESSFwm3/104","-","Bl – Rhododendron – Huckleberry – Heron's-bill","CAS","Cool aspects/cold air"
"678","ESSFwm3/112a","+","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"679","ESSFwm3/112a","-","SeBl – Horsetail – Canby's lovage","Fh","High fluvial bench"
