"","SS_NoSpace","chng_type","SiteSeriesLongName","SpecialCode","Special"
"1026","IDFxm/02a","-","Fd – Bluebunch wheatgrass – Penstemon","IN","Insolation"
"1027","IDFxm/02b","+","Fd – Bluebunch wheatgrass – Penstemon; Shallow","",""
"1028","IDFxm/02b","-","Fd – Bluebunch wheatgrass – Penstemon","",""
"1029","IDFxm/04","+","Fd – Bluebunch wheatgrass – Pasture sage","IN","insolation"
"1030","IDFxm/04","-","Fd – Bluebunch wheatgrass – Pasture sage","IN","Insolation"
"1031","IDFxm/05","+","Fd – Feathermoss – Step moss","CAS","cold aspects"
"1032","IDFxm/05","-","Fd – Feathermoss – Step moss","CAS","Cool aspects"
"1033","IDFxw/03","+","FdPy – Western snowberry – Bluebunch wheatgrass","IN","insolation"
"1034","IDFxw/04","+","FdPy – Bluebunch wheatgrass – Balsamroot","IN","insolation"
"1035","IDFxw/05","+","Fd – Feathermoss","CAS","cold aspects"
"1036","IDFxx1/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1037","IDFxx1/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1038","IDFxx1/Gg","-","","",""
"1039","IDFxx1/Ro","-","","",""
"1040","IDFxx1/Ws","-","","",""
"1041","IDFxx2/103","+","Py(Fd) – Antelope-brush – Bluebunch wheatgrass","IN","insolation"
"1042","IDFxx2/103","-","Py(Fd) – Antelope-brush – Bluebunch wheatgrass","IN","Insolation"
"1043","IDFxx2/110","+","Fd – Feathermoss – Step moss","CAS","cold aspects"
"1044","IDFxx2/110","-","Fd – Feathermoss – Step moss","CAS","Cool aspects"
"1045","IDFxx2/112a","+","Sxw – Dogwood – Horsetail; High bench phase","Fh","high fluvial bench"
"1046","IDFxx2/112a","-","Sxw – Dogwood – Horsetail","Fh","High fluvial bench"
"1047","IDFxx2/112b","+","Sxw – Dogwood – Horsetail; Swamp phase","CA",""
"1048","IDFxx2/112b","-","Sxw – Dogwood – Horsetail","CA","Cold air/Frost"
"1049","IDFxx2/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1050","IDFxx2/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1051","IDFxx2/Fm07","+","Aspen – Dogwood – Sarsaparilla","Fm","mid fluvial bench"
"1052","MHmm1/101a","+","HmBa – Blueberry – Pipecleaner moss; Typic phase","",""
"1053","MHmm1/101a","-","HmBa – Blueberry – Pipecleaner moss","",""
"1054","MHmm1/101b","+","HmBa – Blueberry – Pipecleaner moss; Subxeric phase","",""
"1055","MHmm1/101b","-","HmBa – Blueberry – Pipecleaner moss","",""
"1056","MHmm1/111","+","HmYc – Copperbush – Deer cabbage","",""
"1057","MHmm1/111","-","HmYc – Copperbush – Deer-cabbage","",""
"1058","MHmm1/Wb58","+","YcHm – Narrow-leaved cotton-grass – Peat mosses","",""
"1059","MHmm2/101a","+","HmBa – Blueberry – Pipecleaner moss; Typic phase","",""
"1060","MHmm2/101a","-","HmBa – Blueberry – Pipecleaner moss","",""
"1061","MHmm2/101b","+","HmBa – Blueberry – Pipecleaner moss; Subxeric phase","",""
"1062","MHmm2/101b","-","HmBa – Blueberry – Pipecleaner moss","",""
"1063","MHmm2/111","+","HmBa – Deer cabbage – Peat mosses","",""
"1064","MHmm2/111","-","HmBa – Deer-cabbage – Peat mosses","",""
"1065","MHmm2/Wb57","+","PlcYc – Deer cabbage – Peat mosses","",""
"1066","MHmm2/Ws63","+","HmBl – Lady fern – Horsetail","",""
"1067","MHms/Wb57","+","PlcYc – Deer cabbage – Peat mosses","",""
"1068","MHms/Ws08","+","Bl – Valerian – Horsetail","",""
"1069","MHms/Ws63","+","HmBl – Lady fern – Horsetail","",""
"1070","MHvh/101a","+","HmYc – Blueberry – Lanky moss; Typic phase","",""
"1071","MHvh/101a","-","HmYc – Blueberry – Lanky moss","",""
"1072","MHvh/101b","+","HmYc – Blueberry – Lanky moss; Subxeric phase","",""
"1073","MHvh/101b","-","HmYc – Blueberry – Lanky moss","",""
"1074","MHvh/111","+","HmYc – Copperbush – Deer cabbage","",""
"1075","MHvh/111","-","HmYc – Copperbush – Deer-cabbage","",""
"1076","MHvh/Wb51","+","Plc – Crowberry – Peat mosses","",""
"1077","MHvh/Wb53","+","PlcYc – Tufted clubrush","",""
"1078","MHvh/Wb53.2","+","PlcYc – Tufted clubrush; Tall shrub variation","",""
"1079","MHvh/Wb53.3","+","PlcYc – Tufted clubrush; Low shrub variation","",""
"1080","MHvh/Wb57","+","PlcYc – Deer cabbage – Peat mosses","",""
"1081","MHvh/Ws55","+","YcHm – Skunk cabbage","",""
"1082","MHwh/101a","+","HmSs – Blueberry; Mesic phase","",""
"1083","MHwh/101a","-","HmSs – Blueberry","",""
"1084","MHwh/101b","+","HmSs – Blueberry; Drier phase","",""
"1085","MHwh/101b","-","HmSs – Blueberry","",""
"1086","MHwh/101c","+","HmSs – Blueberry; Moister phase","",""
"1087","MHwh/101c","-","HmSs – Blueberry","",""
"1088","MHwh/111","+","HmSs – Reedgrass – Deer cabbage","",""
"1089","MHwh/111","-","HmSs – Reedgrass – Deer-cabbage","",""
"1090","MHwh/Wb53","+","PlcYc – Tufted clubrush","",""
"1091","MHwh/Wb54","+","Yc – Tufted clubrush – Tufted hairgrass","",""
"1092","MHwhp/Sk33","+","Mountain hemlock – Bog blueberry – Crowberry","",""
"1093","MSdc2/03","+","FdBl – Soopolallie – Kinnikinnick","IN","insolation"
"1094","MSdc2/05","+","Sxw – Rhododendron – Crowberry","FR","frost"
"1095","MSdk/103","+","FdPl – Juniper – Pinegrass","IN","insolation"
"1096","MSdk/103","-","FdPl – Juniper – Pinegrass","IN","Insolation"
"1097","MSdk/104","+","SxwPl – Labrador tea – Feathermoss","CA","cold aspects - cold air"
"1098","MSdk/104","-","SxwPl – Labrador tea – Feathermoss","CA","Cold air/Frost"
"1099","MSdk/111a","+","SxwBl – Horsetail; Riparian phase","Fh","high fluvial bench"
"1100","MSdk/111a","-","SxwBl – Horsetail","Fh","High fluvial bench"
"1101","MSdk/111b","+","SxwBl – Horsetail; Swamp phase","",""
"1102","MSdk/111b","-","SxwBl – Horsetail","",""
"1103","MSdk/112a","+","Sxw – Labrador tea – Peat moss; Riparian phase","Fh","high fluvial bench"
"1104","MSdk/112a","-","Sxw – Labrador tea – Peat moss","Fh","High fluvial bench"
"1105","MSdk/112b","+","Sxw – Labrador tea – Peat moss; Bog phase","",""
"1106","MSdk/112b","-","Sxw – Labrador tea – Peat moss","",""
"1107","MSdk/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1108","MSdk/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1109","MSdk/Wb15","+","Sxw – Labrador tea – Peat moss","",""
"1110","MSdk/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"1111","MSdk/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1112","MSdk/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1113","MSdm1/103a","+","Fd(Lw) – Pinegrass – Kinnikinnick; Subxeric phase","",""
"1114","MSdm1/103b","+","Fd(Lw) – Pinegrass – Kinnikinnick; Submesic phase","",""
"1115","MSdm1/113a","+","Sxw(Bl) – Horsetail; Riparian phase","Fh","high fluvial bench"
"1116","MSdm1/113b","+","Sxw(Bl) – Horsetail; Swamp phase","",""
"1117","MSdm1/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1118","MSdm1/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"1119","MSdm1/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"1120","MSdm1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1121","MSdm1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1122","MSdm2/103","+","FdPl – Falsebox – Pinegrass","IN","insolation"
"1123","MSdm2/103","-","FdPl – Falsebox – Pinegrass","IN","Insolation"
"1124","MSdm2/105","+","PlSxw – Trapper's tea – Grouseberry","CA","cold aspects - cold air"
"1125","MSdm2/105","-","PlSxw – Trapper's tea – Grouseberry","CA","Cold air/Frost"
"1126","MSdm2/110","+","SxwBl – Trapper's tea – Bramble","CA","cold aspects - cold air"
"1127","MSdm2/110","-","SxwBl – Trapper's tea – Bramble","CA","Cold air/Frost"
"1128","MSdm2/Gg","-","","",""
"1129","MSdm2/Gs","-","","",""
"1130","MSdm2/Ro","-","","",""
"1131","MSdm2/Wb","-","","",""
"1132","MSdm2/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"1133","MSdm2/Ws","-","","",""
"1134","MSdm2/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"1135","MSdm2/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1136","MSdm2/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1137","MSdm3/02","-","Juniper – Bluebunch wheatgrass","",""
"1138","MSdv/02a","+","Pl – Penstemon – Balsamroot; Shallow","",""
"1139","MSdv/02a","-","Pl – Penstemon – Balsamroot","",""
"1140","MSdv/02b","+","Pl – Penstemon – Balsamroot; South slope","IN","insolation"
"1141","MSdv/02b","-","Pl – Penstemon – Balsamroot","",""
"1142","MSdv/03","+","Pl – Short-awned ricegrass – Peltigera","CA","cold aspects - cold air"
"1143","MSdv/03","-","Pl – Short-awned ricegrass – Peltigera","CA","Cold air/Frost"
"1144","MSdv/07","+","Sxw – Dwarf blueberry – Crowberry","FR","frost"
"1145","MSdv/07","-","Sxw – Dwarf blueberry – Crowberry","CA","Cold air/Frost"
"1146","MSdw/103","+","Fd(LwPl) – Pinegrass","IN","insolation"
"1147","MSdw/103","-","Fd(LwPl) – Pinegrass","IN","Insolation"
"1148","MSdw/111a","+","Sxw – Horsetail; Riparian phase","Fh","high fluvial bench"
"1149","MSdw/111a","-","Sxw – Horsetail","Fh","High fluvial bench"
"1150","MSdw/111b","+","Sxw – Horsetail; Swamp phase","",""
"1151","MSdw/111b","-","Sxw – Horsetail","",""
"1152","MSdw/112","+","Sxw – Trapper's tea – Peat moss","CA","cold aspects - cold air"
"1153","MSdw/112","-","Sxw – Trapper's tea – Peat moss","CA","Cold air/Frost"
"1154","MSdw/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1155","MSdw/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1156","MSdw/Wb15","+","Sxw – Labrador tea – Peat moss","",""
"1157","MSdw/Wb16","+","Sxw – Trapper’s tea – Peat moss","",""
"1158","MSdw/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"1159","MSdw/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1160","MSdw/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1161","MSxk1/101a","+","Pl – Pinegrass – Grouseberry – Feather moss; Typic phase","",""
"1162","MSxk1/101a","-","Pl – Pinegrass – Grouseberry – Feather moss","",""
"1163","MSxk1/101b","+","Pl – Pinegrass – Grouseberry – Feather moss; Warm phase","",""
"1164","MSxk1/101b","-","Pl – Pinegrass – Grouseberry – Feather moss","",""
"1165","MSxk1/Gg","-","","",""
"1166","MSxk1/Gs","-","","",""
"1167","MSxk1/Ro","-","","",""
"1168","MSxk1/Wb","-","","",""
"1169","MSxk1/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"1170","MSxk1/Ws","-","","",""
"1171","MSxk1/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"1172","MSxk1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1173","MSxk1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1174","MSxk1/Ws12","+","Sxw – Rocky Mountain sedge – Glow moss","",""
"1175","MSxk2/104","+","FdPl – Pinegrass – Twinflower","IN","insolation"
"1176","MSxk2/110","+","Sxw – Trapper's tea – Bunchberry – Glow moss","CA","cold aspects - cold air"
"1177","MSxk2/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"1178","MSxk2/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"1179","MSxk2/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1180","MSxk2/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1181","MSxv/03a","+","Pl – Kinnikinnick – Cladonia; Typic","",""
"1182","MSxv/03b","+","Pl – Kinnikinnick – Cladonia; Shallow","IN","insolation"
"1183","MSxv/07","+","Sxw – Crowberry – Glow moss","CA","cold aspects - cold air"
"1184","MSxv/09","+","Sxw – Labrador tea – Willow","CA","cold aspects - cold air"
"1185","PPxh1/110","+","FdPy – Pinegrass","CAS","cold aspects"
"1186","PPxh1/110","-","FdPy – Pinegrass","CAS","Cool aspects"
"1187","PPxh1/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1188","PPxh1/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1189","PPxh1/Fm06","+","Cottonwood – Poison ivy – Rose","Fm","mid fluvial bench"
"1190","PPxh1/Gg","-","","IN2","Insolation"
"1191","PPxh1/Gs","-","","IN2","Insolation"
"1192","PPxh1/Ro","-","","",""
"1193","PPxh1/Ws","-","","",""
"1194","PPxh2/110","+","Fd – Feather moss – Step moss","CAS","cold aspects"
"1195","PPxh2/110","-","Fd – Feather moss – Step moss","CAS","Cool aspects"
"1196","PPxh2/110.1","+","Fd – Feather moss – Step moss","CAS","cold aspects"
"1197","PPxh2/110.1","-","Fd – Feather moss – Step moss","CAS","Cool aspects"
"1198","PPxh2/110.2","+","Fd – Rough fescue – Bluebunch wheatgrass","CAS","cold aspects"
"1199","PPxh2/110.2","-","Fd – Rough fescue – Bluebunch wheatgrass","CAS","Cool aspects"
"1200","PPxh2/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1201","PPxh2/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1202","PPxh2/Gg","-","","IN2","Insolation"
"1203","PPxh2/Gs","-","","",""
"1204","PPxh2/Ro","-","","",""
"1205","PPxh2/Ws","-","","",""
"1206","SBPSdc/02a","+","Pl – Kinnikinnick – Cladonia; Typic","IN","insolation"
"1207","SBPSdc/02b","+","Pl – Kinnikinnick – Cladonia; Shallow","",""
"1208","SBPSdc/03a","+","Pl – Kinnikinnick – Feathermoss; Typic","",""
"1209","SBPSdc/03b","+","Pl – Kinnikinnick – Feathermoss; Sand","",""
"1210","SBPSdc/04","+","PlSb – Feathermoss","FR","frost"
"1211","SBPSdc/05","+","Sxw – Scrub birch – Feathermoss","FR","frost"
"1212","SBPSdc/07","+","Sb – Scrub birch – Sedge","CA","cold aspects - cold air"
"1213","SBPSmc/01a","+","Pl – Feathermoss – Cladina; Mesic","",""
"1214","SBPSmc/01b","+","Pl – Feathermoss – Cladina; Submesic","",""
"1215","SBPSmc/03","+","SbPl – Feathermoss","FR","frost"
"1216","SBPSmc/04","+","Sxw – Scrub birch – Feathermoss","FR","frost"
"1217","SBPSmc/07","+","SbSxw – Scrub birch – Sedge","CA","cold aspects - cold air"
"1218","SBPSmk/03","+","Fd – Pinegrass – Aster","IN","insolation"
"1219","SBPSmk/04a","+","Pl – Pinegrass – Feathermoss; Typic","",""
"1220","SBPSmk/04b","+","Pl – Pinegrass – Feathermoss; Sand","",""
"1221","SBPSmk/05","+","SxwFd – Step moss","CAS","cold aspects"
"1222","SBPSmk/06","+","Sxw – Twinberry","CA","cold aspects - cold air"
"1223","SBPSxc/02a","+","Pl – Kinnikinnick – Cladonia; Typic","",""
"1224","SBPSxc/02a","-","Pl – Kinnikinnick – Cladonia","",""
"1225","SBPSxc/02b","+","Pl – Kinnikinnick – Cladonia; Sand","",""
"1226","SBPSxc/02b","-","Pl – Kinnikinnick – Cladonia","",""
"1227","SBPSxc/02c","+","Pl – Kinnikinnick – Cladonia; Shallow","",""
"1228","SBPSxc/02c","-","Pl – Kinnikinnick – Cladonia","",""
"1229","SBSdk/01a","+","Sxw – Spirea – Purple peavine; Fine-textured","",""
"1230","SBSdk/01b","+","Sxw – Spirea – Purple peavine; Coarse-textured","",""
"1231","SBSdk/04","+","Fd – Soopolallie – Feathermoss","IN","insolation"
"1232","SBSdk/07a","+","Sxw – Horsetail; Freely drained","Fh","high fluvial bench"
"1233","SBSdk/07b","+","Sxw – Horsetail; Poorly drained","",""
"1234","SBSdk/08","+","Act – Dogwood – Prickly rose","Fm","mid fluvial bench"
"1235","SBSdk/08b","+","Act – Dogwood – Prickly rose; Medium-bench","Fm","mid fluvial bench"
"1236","SBSdk/09","+","Sb – Creeping-snowberry – Sphagnum","CA","cold aspects - cold air"
"1237","SBSdk/10","+","Sb – Soft-leaved sedge – Sphagnum","CA","cold aspects - cold air"
"1238","SBSdw1/03","+","Fd – Saskatoon – Pinegrass","IN","insolation"
"1239","SBSdw1/05","+","SxwFd – Ricegrass","CAS","cold aspects"
"1240","SBSdw1/07","+","Sxw – Twinberry – Coltsfoot","Fh","high fluvial bench"
"1241","SBSdw1/Wb01","+","Sb – Creeping-snowberry – Sphagnum","",""
"1242","SBSdw1/Wb05","+","Sb – Water sedge – Peat moss","",""
"1243","SBSdw2/04","+","Fd – Pinegrass – Aster","IN","insolation"
"1244","SBSdw2/05","+","SxwFd – Cat's-tail moss","CAS","cold aspects"
"1245","SBSdw2/07","+","PlSb – Feathermoss","FR","frost"
"1246","SBSdw2/08","+","Sxw – Twinberry","CA","cold aspects - cold air"
"1247","SBSdw2/Wb01","+","Sb – Creeping-snowberry – Sphagnum","",""
"1248","SBSdw2/Wb05","+","Sb – Water sedge – Peat moss","",""
"1249","SBSdw3/03","+","Pl – Feathermoss – Cladina","IN","insolation"
"1250","SBSdw3/05","+","PlSb – Feathermoss","FR","frost"
"1251","SBSdw3/10","+","Sb – Soft-leaved sedge – Sphagnum","CA","cold aspects - cold air"
"1252","SBSmc1/01a","+","Sxw – Huckleberry; Typic","",""
"1253","SBSmc1/01a","-","Sxw – Huckleberry","",""
"1254","SBSmc1/01b","+","Sxw – Huckleberry; Shallow","",""
"1255","SBSmc1/01b","-","Sxw – Huckleberry","",""
"1256","SBSmc1/01c","+","Sxw – Huckleberry; Sand","",""
"1257","SBSmc1/01c","-","Sxw – Huckleberry","",""
"1258","SBSmc1/03","+","Fd – Pinegrass – Aster","IN","insolation"
"1259","SBSmc1/03","-","Fd – Pinegrass – Aster","IN","Insolation"
"1260","SBSmc1/04","+","Sxw – Huckleberry – Labrador tea","CA","cold aspects - cold air"
"1261","SBSmc1/04","-","Sxw – Huckleberry – Labrador tea","CA","Cold air/Frost"
"1262","SBSmc1/05","+","Sxw – Spirea – Glow moss","CA","cold aspects - cold air"
"1263","SBSmc1/05","-","Sxw – Spirea – Glow moss","CA","Cold air/Frost"
"1264","SBSmc1/08","+","Sxw – Horsetail – Glow moss","CA","cold aspects - cold air"
"1265","SBSmc1/08","-","Sxw – Horsetail – Glow moss","CA","Cold air/Frost"
"1266","SBSmc2/01a","+","Sxw – Huckleberry; Typic","",""
"1267","SBSmc2/01b","+","Sxw – Huckleberry; Shallow","",""
"1268","SBSmc2/01c","+","Sxw – Huckleberry; Submesic","",""
"1269","SBSmc2/02a","+","Pl – Huckleberry – Cladonia; Typic","",""
"1270","SBSmc2/02a","-","Pl – Huckleberry – Cladonia","",""
"1271","SBSmc2/02b","+","Pl – Huckleberry – Cladonia; Sand","",""
"1272","SBSmc2/02b","-","Pl – Huckleberry – Cladonia","",""
"1273","SBSmc2/03","+","SbPl – Feathermoss","FR","frost"
"1274","SBSmc2/04","+","Sxw – Huckleberry – Dwarf blueberry","CA","cold aspects - cold air"
"1275","SBSmc2/07","+","Sxw – Scrub birch – Feathermoss","FR","frost"
"1276","SBSmc2/08","+","Sxw – Twinberry – Oak fern","CA","cold aspects - cold air"
"1277","SBSmc2/09a","+","Sxw – Devil's club; Fluvial","Fh","high fluvial bench"
"1278","SBSmc2/09b","+","Sxw – Devil's club; Morainal","",""
"1279","SBSmc2/10a","+","Sxw – Horsetail; Fluvial","Fh","high fluvial bench"
"1280","SBSmc2/10b","+","Sxw – Horsetail; Lacustrine/morainal","",""
"1281","SBSmc2/12","+","SbSxw – Scrub birch – Sedge","CA","cold aspects - cold air"
"1282","SBSmc3/05","+","Sb – Huckleberry – Spirea","FR","frost"
"1283","SBSmc3/06","+","SbPl – Feathermoss","FR","frost"
"1284","SBSmc3/09","+","SbSxw – Scrub birch – Sedge","CA","cold aspects - cold air"
"1285","SBSmh/04","+","Fd – Douglas maple – Step moss","IN","insolation"
"1286","SBSmh/08","+","Sxw – Ostrich fern","Fh","high fluvial bench"
"1287","SBSmk1/04","+","SxwFd – Knight's plume","IN","insolation"
"1288","SBSmk1/04","-","SxwFd – Knight's plume","IN","Insolation"
"1289","SBSmk1/06","+","Sb – Huckleberry – Spirea","FR","frost"
"1290","SBSmk1/06","-","Sb – Huckleberry – Spirea","CA","Cool aspects/cold air"
"1291","SBSmk1/08","+","Sxw – Devil's club","Fh","high fluvial bench"
"1292","SBSmk1/08","-","Sxw – Devil's club","Fh","High fluvial bench"
"1293","SBSmk1/09a","+","Sxw – Horsetail; Fluvial","Fh","high fluvial bench"
"1294","SBSmk1/09a","-","Sxw – Horsetail","Fh","High fluvial bench"
"1295","SBSmk1/09b","+","Sxw – Horsetail; Organic","",""
"1296","SBSmk1/09b","-","Sxw – Horsetail","",""
"1297","SBSmk2/04","+","Sb – Huckleberry – Spirea","FR","frost"
"1298","SBSmk2/04","-","Sb – Huckleberry – Spirea","CA","Cool aspects/cold air"
"1299","SBSmk2/06","+","Sxw – Horsetail","Fh","high fluvial bench"
"1300","SBSmk2/06","-","Sxw – Horsetail","Fh","High fluvial bench"
"1301","SBSmm/08","+","Sxw – Horsetail","Fh","high fluvial bench"
"1302","SBSmw/04","+","SxwFd – Knight's plume","IN","insolation"
"1303","SBSmw/05","+","Sxw – Pink spirea","CA","cold aspects - cold air"
"1304","SBSmw/Wb07","+","Pl – Water sedge – Peat moss","",""
"1305","SBSmz/101","+","BlPliSxl – Bunchberry – False toadflax","",""
"1306","SBSmz/101","-","BlPlSxw – Bunchberry – False toad-flax","",""
"1307","SBSmz/101a","+","BlPliSxl – Bunchberry – False toadflax; Mesic phase","",""
"1308","SBSmz/101a","-","BlPlSxw – Bunchberry – False toad-flax","",""
"1309","SBSmz/101b","+","BlPliSxl – Bunchberry – False toadflax; Subxeric phase","",""
"1310","SBSmz/101b","-","BlPlSxw – Bunchberry – False toad-flax","",""
"1311","SBSmz/102","+","PliBl – Kinnikinnick – Clad lichens","",""
"1312","SBSmz/102","-","PlBl – Kinnikinnick – Clad lichens","",""
"1313","SBSmz/103","-","AtEp – Juniper – Saskatoon","IN","insolation"
"1314","SBSmz/104","+","BlPli – Crowberry – Feather moss","",""
"1315","SBSmz/104","-","BlPl – Crowberry – Feather moss","",""
"1316","SBSmz/111","+","BlSxl – Devil's club","",""
"1317","SBSmz/111","-","BlSxw – Devil's club","",""
"1318","SBSmz/112","+","BlSxl – High bush-cranberry – Horsetail","Fh","high fluvial bench"
"1319","SBSmz/112","-","BlSxw – High bush-cranberry – Horsetail","Fh","Fh"
"1320","SBSmz/113","+","BlSxl – Scrub birch – Peat mosses","",""
"1321","SBSmz/113","-","BlSxw – Scrub birch – Peat mosses","",""
"1322","SBSmz/114","+","BlSxl – Horsetail – Peat mosses","",""
"1323","SBSmz/114","-","BlSxw – Horsetail – Peat mosses","",""
"1324","SBSvc/101","+","BlSxl – Devil's club – Dogwood","",""
"1325","SBSvc/102","+","PliBl – Juniper – Kinnikinnick","",""
"1326","SBSvc/103","+","PliBl – Soopolallie","",""
"1327","SBSvc/103.1","+","PliBl – Soopolallie; Prince's pine variation","",""
"1328","SBSvc/103.2","+","PliBl – Soopolallie; Dogbane variation","",""
"1329","SBSvc/104","+","PliSxlBl – False toadflax","",""
"1330","SBSvc/105","+","PliBl – High bush-cranberry","",""
"1331","SBSvc/110","+","BlSxl – Devil's club – Horsetail","",""
"1332","SBSvc/Fm02","+","ActSxl – Dogwood","Fm","mid fluvial bench"
"1333","SBSvk/03","+","SxwFd – Thimbleberry","IN","insolation"
"1334","SBSvk/03","-","SxwFd – Thimbleberry","IN","Insolation"
"1335","SBSvk/08","+","SbPl – Bog-laurel – Sphagnum","CA","cold aspects - cold air"
"1336","SBSvk/08","-","SbPl – Bog-laurel – Sphagnum","CA","Cool aspects/cold air"
"1337","SBSvz/101","-","BlSxw – Devil's club – Red-osier dogwood","",""
"1338","SBSvz/102","-","PlBl – Juniper – Kinnikinnick","",""
"1339","SBSvz/103","-","PlBl – Soopolallie","",""
"1340","SBSvz/103.1","-","PlBl – Soopolallie","",""
"1341","SBSvz/103.2","-","PlBl – Soopolallie","",""
"1342","SBSvz/104","-","PlSxwBl – False toad-flax","",""
"1343","SBSvz/105","-","PlBl – High bush-cranberry","",""
"1344","SBSvz/110","-","BlSxw – Devil's club – Horsetail","",""
"1345","SBSvz/Fm02","-","ActSxw – Red-osier dogwood","Fm","Fm"
"1346","SBSvz/Wm01","-","Beaked sedge","",""
"1347","SBSwk1/04","+","SxwFd – Knight's plume","IN","insolation"
"1348","SBSwk1/06","+","Sxw – Pink spirea – Oak fern","CA","cold aspects - cold air"
"1349","SBSwk1/07","+","Sxw – Twinberry – Oak fern","CA","cold aspects - cold air"
"1350","SBSwk1/11","+","SbSxw – Scrub birch – Sedge","CA","cold aspects - cold air"
"1351","SBSwk1/12","+","SbPl – Feathermoss","FR","frost"
"1352","SBSwk1/12","-","SbPl – Feathermoss","CA","Cool aspects/cold air"
"1353","SBSwk1/13","+","ActSxw – Red-osier dogwood","Fm","mid fluvial bench"
"1354","SBSwk1/14","+","Pl – Bog-rosemary – Peat moss","",""
"1355","SBSwk2/04","+","SbPl – Feathermoss","FR","frost"
"1356","SBSwk2/04","-","SbPl – Feathermoss","CA","Cool aspects/cold air"
"1357","SBSwk3/05","+","Sb – Labrador tea","FR","frost"
"1358","SBSwk3a/05","+","Sb – Labrador tea","FR","frost"
"1359","SBSwk3a/05","-","Sb – Labrador tea","CA","Cool aspects/cold air"
"1360","SBSwk3a/08","+","Sxw – Horsetail","Fh","high fluvial bench"
"1361","SBSwk3a/08","-","Sxw – Horsetail","Fh","High fluvial bench"
"1362","SWBmk/03","+","Sw – Juniper – Wildrye","CA","cold aspects - cold air"
"1363","SWBmk/04","+","Sw – Arctic lupine – Step moss","IN","insolation"
"1364","SWBmk/05","+","Sw – Willow – Crowberry","CAS","cold aspects"
"1365","SWBmk/07","+","Sw – Scrub birch – Bluejoint","CAS","cold aspects"
