"","Source","BGC","SS_NoSpace","Edatopic"
"1748","BECv13","CDFmm","CDFmm/Wf","E7"
"1749","BECv13","CDFmm","CDFmm/Wm","C7"
"1750","BECv13","CDFmm","CDFmm/Wm","D7"
"1751","BECv13","CDFmm","CDFmm/Wm","E7"
"1752","BECv13","CDFmm","CDFmm/Ws53","C7"
"1753","BECv13","CDFmm","CDFmm/Ws53","D7"
"1754","BECv13","CDFmm","CDFmm/Ws53","E7"
"1755","BECv13","CDFmm","CDFmm/Ws61","C7"
"1756","BECv13","CDFmm","CDFmm/Ws61","D7"
"1757","BECv13","CDFmm","CDFmm/Ws61","E7"
"1758","BECv13","CDFmm","CDFmm/Ws62","C7"
"1759","BECv13","CDFmm","CDFmm/Ws62","D7"
"1760","BECv13","CDFmm","CDFmm/Ws62","E7"
"1761","USA_2019","CDFmm_OR","CDFmm_OR/101","D4"
"1762","USA_2019","CDFmm_OR","CDFmm_OR/101","D3"
"1763","USA_2019","CDFmm_OR","CDFmm_OR/101","C4"
"1764","USA_2019","CDFmm_OR","CDFmm_OR/101","C3"
"1765","USA_2019","CDFmm_OR","CDFmm_OR/101","B4"
"1766","USA_2019","CDFmm_OR","CDFmm_OR/101","B3"
"1767","USA_2019","CDFmm_OR","CDFmm_OR/102","D1"
"1768","USA_2019","CDFmm_OR","CDFmm_OR/102","C1"
"1769","USA_2019","CDFmm_OR","CDFmm_OR/102","B1"
"1770","USA_2019","CDFmm_OR","CDFmm_OR/102","A1"
"1771","USA_2019","CDFmm_OR","CDFmm_OR/103","D2"
"1772","USA_2019","CDFmm_OR","CDFmm_OR/103","C2"
"1773","USA_2019","CDFmm_OR","CDFmm_OR/103","B2"
"1774","USA_2019","CDFmm_OR","CDFmm_OR/103","A2"
"1775","USA_2019","CDFmm_OR","CDFmm_OR/110","C5"
"1776","USA_2019","CDFmm_OR","CDFmm_OR/110","B5"
"1777","USA_2019","CDFmm_OR","CDFmm_OR/111","C6"
"1778","USA_2019","CDFmm_OR","CDFmm_OR/111","B6"
"1779","USA_2019","CDFmm_OR","CDFmm_OR/112","E5"
"1780","USA_2019","CDFmm_OR","CDFmm_OR/112","D5"
"1781","USA_2019","CDFmm_OR","CDFmm_OR/113","E6"
"1782","USA_2019","CDFmm_OR","CDFmm_OR/113","D6"
"1783","Add_2021","CDFmm_OR","CDFmm_OR/Ro","A0"
"1784","Add_2021","CDFmm_OR","CDFmm_OR/Ro","B0"
"1785","USA_2019","CDFmm_WA","CDFmm_WA/101","D4"
"1786","USA_2019","CDFmm_WA","CDFmm_WA/101","D3"
"1787","USA_2019","CDFmm_WA","CDFmm_WA/101","C4"
"1788","USA_2019","CDFmm_WA","CDFmm_WA/101","C3"
"1789","USA_2019","CDFmm_WA","CDFmm_WA/101","B4"
"1790","USA_2019","CDFmm_WA","CDFmm_WA/101","B3"
"1791","USA_2019","CDFmm_WA","CDFmm_WA/102","D1"
"1792","USA_2019","CDFmm_WA","CDFmm_WA/102","C1"
"1793","USA_2019","CDFmm_WA","CDFmm_WA/102","B1"
"1794","USA_2019","CDFmm_WA","CDFmm_WA/102","A1"
"1795","USA_2019","CDFmm_WA","CDFmm_WA/103","D2"
"1796","USA_2019","CDFmm_WA","CDFmm_WA/103","C2"
"1797","USA_2019","CDFmm_WA","CDFmm_WA/103","B2"
"1798","USA_2019","CDFmm_WA","CDFmm_WA/103","A2"
"1799","USA_2019","CDFmm_WA","CDFmm_WA/110","C5"
"1800","USA_2019","CDFmm_WA","CDFmm_WA/110","B5"
"1801","USA_2019","CDFmm_WA","CDFmm_WA/111","C6"
"1802","USA_2019","CDFmm_WA","CDFmm_WA/111","B6"
"1803","USA_2019","CDFmm_WA","CDFmm_WA/112","E5"
"1804","USA_2019","CDFmm_WA","CDFmm_WA/112","D5"
"1805","USA_2019","CDFmm_WA","CDFmm_WA/113","E6"
"1806","USA_2019","CDFmm_WA","CDFmm_WA/113","D6"
"1807","Add_2021","CDFmm_WA","CDFmm_WA/Ro","A0"
"1808","Add_2021","CDFmm_WA","CDFmm_WA/Ro","B0"
"1809","USA_2019","CDFxm_CA","CDFxm_CA/101","D4"
"1810","USA_2019","CDFxm_CA","CDFxm_CA/101","D3"
"1811","USA_2019","CDFxm_CA","CDFxm_CA/101","C4"
"1812","USA_2019","CDFxm_CA","CDFxm_CA/101","C3"
"1813","USA_2019","CDFxm_CA","CDFxm_CA/101","B4"
"1814","USA_2019","CDFxm_CA","CDFxm_CA/101","B3"
"1815","USA_2019","CDFxm_CA","CDFxm_CA/102","D1"
"1816","USA_2019","CDFxm_CA","CDFxm_CA/102","C1"
"1817","USA_2019","CDFxm_CA","CDFxm_CA/102","B1"
"1818","USA_2019","CDFxm_CA","CDFxm_CA/102","A1"
"1819","USA_2019","CDFxm_CA","CDFxm_CA/103","D2"
"1820","USA_2019","CDFxm_CA","CDFxm_CA/103","C2"
"1821","USA_2019","CDFxm_CA","CDFxm_CA/103","B2"
"1822","USA_2019","CDFxm_CA","CDFxm_CA/103","A2"
"1823","USA_2019","CDFxm_CA","CDFxm_CA/110","C5"
"1824","USA_2019","CDFxm_CA","CDFxm_CA/110","B5"
"1825","USA_2019","CDFxm_CA","CDFxm_CA/111","C6"
"1826","USA_2019","CDFxm_CA","CDFxm_CA/111","B6"
"1827","USA_2019","CDFxm_CA","CDFxm_CA/112","E5"
"1828","USA_2019","CDFxm_CA","CDFxm_CA/112","D5"
"1829","USA_2019","CDFxm_CA","CDFxm_CA/113","E6"
"1830","USA_2019","CDFxm_CA","CDFxm_CA/113","D6"
"1831","Add_2021","CDFxm_CA","CDFxm_CA/Ro","A0"
"1832","Add_2021","CDFxm_CA","CDFxm_CA/Ro","B0"
"1833","BECv10","CMAun","CMAun/00","E7"
"1834","BECv10","CMAun","CMAun/00","E6"
"1835","BECv10","CMAun","CMAun/00","E5"
"1836","BECv10","CMAun","CMAun/00","E4"
"1837","BECv10","CMAun","CMAun/00","E3"
"1838","BECv10","CMAun","CMAun/00","E2"
"1839","BECv10","CMAun","CMAun/00","E1"
"1840","BECv10","CMAun","CMAun/00","E0"
"1841","BECv10","CMAun","CMAun/00","D7"
"1842","BECv10","CMAun","CMAun/00","D6"
"1843","BECv10","CMAun","CMAun/00","D5"
"1844","BECv10","CMAun","CMAun/00","D4"
"1845","BECv10","CMAun","CMAun/00","D3"
"1846","BECv10","CMAun","CMAun/00","D2"
"1847","BECv10","CMAun","CMAun/00","D1"
"1848","BECv10","CMAun","CMAun/00","D0"
"1849","BECv10","CMAun","CMAun/00","C7"
"1850","BECv10","CMAun","CMAun/00","C6"
"1851","BECv10","CMAun","CMAun/00","C5"
"1852","BECv10","CMAun","CMAun/00","C4"
"1853","BECv10","CMAun","CMAun/00","C3"
"1854","BECv10","CMAun","CMAun/00","C2"
"1855","BECv10","CMAun","CMAun/00","C1"
"1856","BECv10","CMAun","CMAun/00","C0"
"1857","BECv10","CMAun","CMAun/00","B7"
"1858","BECv10","CMAun","CMAun/00","B6"
"1859","BECv10","CMAun","CMAun/00","B5"
"1860","BECv10","CMAun","CMAun/00","B4"
"1861","BECv10","CMAun","CMAun/00","B3"
"1862","BECv10","CMAun","CMAun/00","B2"
"1863","BECv10","CMAun","CMAun/00","B1"
"1864","BECv10","CMAun","CMAun/00","B0"
"1865","BECv10","CMAun","CMAun/00","A7"
"1866","BECv10","CMAun","CMAun/00","A6"
"1867","BECv10","CMAun","CMAun/00","A5"
"1868","BECv10","CMAun","CMAun/00","A4"
"1869","BECv10","CMAun","CMAun/00","A3"
"1870","BECv10","CMAun","CMAun/00","A2"
"1871","BECv10","CMAun","CMAun/00","A1"
"1872","BECv10","CMAun","CMAun/00","A0"
"1873","USA_2019","CMAun_CA","CMAun_CA/00","E7"
"1874","USA_2019","CMAun_CA","CMAun_CA/00","E6"
"1875","USA_2019","CMAun_CA","CMAun_CA/00","E5"
"1876","USA_2019","CMAun_CA","CMAun_CA/00","E4"
"1877","USA_2019","CMAun_CA","CMAun_CA/00","E3"
"1878","USA_2019","CMAun_CA","CMAun_CA/00","E2"
"1879","USA_2019","CMAun_CA","CMAun_CA/00","E1"
"1880","USA_2019","CMAun_CA","CMAun_CA/00","E0"
"1881","USA_2019","CMAun_CA","CMAun_CA/00","D7"
"1882","USA_2019","CMAun_CA","CMAun_CA/00","D6"
"1883","USA_2019","CMAun_CA","CMAun_CA/00","D5"
"1884","USA_2019","CMAun_CA","CMAun_CA/00","D4"
"1885","USA_2019","CMAun_CA","CMAun_CA/00","D3"
"1886","USA_2019","CMAun_CA","CMAun_CA/00","D2"
"1887","USA_2019","CMAun_CA","CMAun_CA/00","D1"
"1888","USA_2019","CMAun_CA","CMAun_CA/00","D0"
"1889","USA_2019","CMAun_CA","CMAun_CA/00","C7"
"1890","USA_2019","CMAun_CA","CMAun_CA/00","C6"
"1891","USA_2019","CMAun_CA","CMAun_CA/00","C5"
"1892","USA_2019","CMAun_CA","CMAun_CA/00","C4"
"1893","USA_2019","CMAun_CA","CMAun_CA/00","C3"
"1894","USA_2019","CMAun_CA","CMAun_CA/00","C2"
"1895","USA_2019","CMAun_CA","CMAun_CA/00","C1"
"1896","USA_2019","CMAun_CA","CMAun_CA/00","C0"
"1897","USA_2019","CMAun_CA","CMAun_CA/00","B7"
"1898","USA_2019","CMAun_CA","CMAun_CA/00","B6"
"1899","USA_2019","CMAun_CA","CMAun_CA/00","B5"
"1900","USA_2019","CMAun_CA","CMAun_CA/00","B4"
"1901","USA_2019","CMAun_CA","CMAun_CA/00","B3"
"1902","USA_2019","CMAun_CA","CMAun_CA/00","B2"
"1903","USA_2019","CMAun_CA","CMAun_CA/00","B1"
"1904","USA_2019","CMAun_CA","CMAun_CA/00","B0"
"1905","USA_2019","CMAun_CA","CMAun_CA/00","A7"
"1906","USA_2019","CMAun_CA","CMAun_CA/00","A6"
"1907","USA_2019","CMAun_CA","CMAun_CA/00","A5"
"1908","USA_2019","CMAun_CA","CMAun_CA/00","A4"
"1909","USA_2019","CMAun_CA","CMAun_CA/00","A3"
"1910","USA_2019","CMAun_CA","CMAun_CA/00","A2"
"1911","USA_2019","CMAun_CA","CMAun_CA/00","A1"
"1912","USA_2019","CMAun_CA","CMAun_CA/00","A0"
"1913","USA_2019","CMAun_OR","CMAun_OR/00","E7"
"1914","USA_2019","CMAun_OR","CMAun_OR/00","E6"
"1915","USA_2019","CMAun_OR","CMAun_OR/00","E5"
"1916","USA_2019","CMAun_OR","CMAun_OR/00","E4"
"1917","USA_2019","CMAun_OR","CMAun_OR/00","E3"
"1918","USA_2019","CMAun_OR","CMAun_OR/00","E2"
"1919","USA_2019","CMAun_OR","CMAun_OR/00","E1"
"1920","USA_2019","CMAun_OR","CMAun_OR/00","E0"
"1921","USA_2019","CMAun_OR","CMAun_OR/00","D7"
"1922","USA_2019","CMAun_OR","CMAun_OR/00","D6"
"1923","USA_2019","CMAun_OR","CMAun_OR/00","D5"
"1924","USA_2019","CMAun_OR","CMAun_OR/00","D4"
"1925","USA_2019","CMAun_OR","CMAun_OR/00","D3"
"1926","USA_2019","CMAun_OR","CMAun_OR/00","D2"
"1927","USA_2019","CMAun_OR","CMAun_OR/00","D1"
"1928","USA_2019","CMAun_OR","CMAun_OR/00","D0"
"1929","USA_2019","CMAun_OR","CMAun_OR/00","C7"
"1930","USA_2019","CMAun_OR","CMAun_OR/00","C6"
"1931","USA_2019","CMAun_OR","CMAun_OR/00","C5"
"1932","USA_2019","CMAun_OR","CMAun_OR/00","C4"
"1933","USA_2019","CMAun_OR","CMAun_OR/00","C3"
"1934","USA_2019","CMAun_OR","CMAun_OR/00","C2"
"1935","USA_2019","CMAun_OR","CMAun_OR/00","C1"
"1936","USA_2019","CMAun_OR","CMAun_OR/00","C0"
"1937","USA_2019","CMAun_OR","CMAun_OR/00","B7"
"1938","USA_2019","CMAun_OR","CMAun_OR/00","B6"
"1939","USA_2019","CMAun_OR","CMAun_OR/00","B5"
"1940","USA_2019","CMAun_OR","CMAun_OR/00","B4"
"1941","USA_2019","CMAun_OR","CMAun_OR/00","B3"
"1942","USA_2019","CMAun_OR","CMAun_OR/00","B2"
"1943","USA_2019","CMAun_OR","CMAun_OR/00","B1"
"1944","USA_2019","CMAun_OR","CMAun_OR/00","B0"
"1945","USA_2019","CMAun_OR","CMAun_OR/00","A7"
"1946","USA_2019","CMAun_OR","CMAun_OR/00","A6"
"1947","USA_2019","CMAun_OR","CMAun_OR/00","A5"
"1948","USA_2019","CMAun_OR","CMAun_OR/00","A4"
"1949","USA_2019","CMAun_OR","CMAun_OR/00","A3"
"1950","USA_2019","CMAun_OR","CMAun_OR/00","A2"
"1951","USA_2019","CMAun_OR","CMAun_OR/00","A1"
"1952","USA_2019","CMAun_OR","CMAun_OR/00","A0"
"1953","USA_2019","CMAun_WA","CMAun_WA/00","E7"
"1954","USA_2019","CMAun_WA","CMAun_WA/00","E6"
"1955","USA_2019","CMAun_WA","CMAun_WA/00","E5"
"1956","USA_2019","CMAun_WA","CMAun_WA/00","E4"
"1957","USA_2019","CMAun_WA","CMAun_WA/00","E3"
"1958","USA_2019","CMAun_WA","CMAun_WA/00","E2"
"1959","USA_2019","CMAun_WA","CMAun_WA/00","E1"
"1960","USA_2019","CMAun_WA","CMAun_WA/00","E0"
"1961","USA_2019","CMAun_WA","CMAun_WA/00","D7"
"1962","USA_2019","CMAun_WA","CMAun_WA/00","D6"
"1963","USA_2019","CMAun_WA","CMAun_WA/00","D5"
"1964","USA_2019","CMAun_WA","CMAun_WA/00","D4"
"1965","USA_2019","CMAun_WA","CMAun_WA/00","D3"
"1966","USA_2019","CMAun_WA","CMAun_WA/00","D2"
"1967","USA_2019","CMAun_WA","CMAun_WA/00","D1"
"1968","USA_2019","CMAun_WA","CMAun_WA/00","D0"
"1969","USA_2019","CMAun_WA","CMAun_WA/00","C7"
"1970","USA_2019","CMAun_WA","CMAun_WA/00","C6"
"1971","USA_2019","CMAun_WA","CMAun_WA/00","C5"
"1972","USA_2019","CMAun_WA","CMAun_WA/00","C4"
"1973","USA_2019","CMAun_WA","CMAun_WA/00","C3"
"1974","USA_2019","CMAun_WA","CMAun_WA/00","C2"
"1975","USA_2019","CMAun_WA","CMAun_WA/00","C1"
"1976","USA_2019","CMAun_WA","CMAun_WA/00","C0"
"1977","USA_2019","CMAun_WA","CMAun_WA/00","B7"
"1978","USA_2019","CMAun_WA","CMAun_WA/00","B6"
"1979","USA_2019","CMAun_WA","CMAun_WA/00","B5"
"1980","USA_2019","CMAun_WA","CMAun_WA/00","B4"
"1981","USA_2019","CMAun_WA","CMAun_WA/00","B3"
"1982","USA_2019","CMAun_WA","CMAun_WA/00","B2"
"1983","USA_2019","CMAun_WA","CMAun_WA/00","B1"
"1984","USA_2019","CMAun_WA","CMAun_WA/00","B0"
"1985","USA_2019","CMAun_WA","CMAun_WA/00","A7"
"1986","USA_2019","CMAun_WA","CMAun_WA/00","A6"
"1987","USA_2019","CMAun_WA","CMAun_WA/00","A5"
"1988","USA_2019","CMAun_WA","CMAun_WA/00","A4"
"1989","USA_2019","CMAun_WA","CMAun_WA/00","A3"
"1990","USA_2019","CMAun_WA","CMAun_WA/00","A2"
"1991","USA_2019","CMAun_WA","CMAun_WA/00","A1"
"1992","USA_2019","CMAun_WA","CMAun_WA/00","A0"
"1993","BECv10","CMAunp","CMAunp/00","E7"
"1994","BECv10","CMAunp","CMAunp/00","E6"
"1995","BECv10","CMAunp","CMAunp/00","E5"
"1996","BECv10","CMAunp","CMAunp/00","E4"
"1997","BECv10","CMAunp","CMAunp/00","E3"
"1998","BECv10","CMAunp","CMAunp/00","E2"
"1999","BECv10","CMAunp","CMAunp/00","E1"
"2000","BECv10","CMAunp","CMAunp/00","E0"
"2001","BECv10","CMAunp","CMAunp/00","D7"
"2002","BECv10","CMAunp","CMAunp/00","D6"
"2003","BECv10","CMAunp","CMAunp/00","D5"
"2004","BECv10","CMAunp","CMAunp/00","D4"
"2005","BECv10","CMAunp","CMAunp/00","D3"
"2006","BECv10","CMAunp","CMAunp/00","D2"
"2007","BECv10","CMAunp","CMAunp/00","D1"
"2008","BECv10","CMAunp","CMAunp/00","D0"
"2009","BECv10","CMAunp","CMAunp/00","C7"
"2010","BECv10","CMAunp","CMAunp/00","C6"
"2011","BECv10","CMAunp","CMAunp/00","C5"
"2012","BECv10","CMAunp","CMAunp/00","C4"
"2013","BECv10","CMAunp","CMAunp/00","C3"
"2014","BECv10","CMAunp","CMAunp/00","C2"
"2015","BECv10","CMAunp","CMAunp/00","C1"
"2016","BECv10","CMAunp","CMAunp/00","C0"
"2017","BECv10","CMAunp","CMAunp/00","B7"
"2018","BECv10","CMAunp","CMAunp/00","B6"
"2019","BECv10","CMAunp","CMAunp/00","B5"
"2020","BECv10","CMAunp","CMAunp/00","B4"
"2021","BECv10","CMAunp","CMAunp/00","B3"
"2022","BECv10","CMAunp","CMAunp/00","B2"
"2023","BECv10","CMAunp","CMAunp/00","B1"
"2024","BECv10","CMAunp","CMAunp/00","B0"
"2025","BECv10","CMAunp","CMAunp/00","A7"
"2026","BECv10","CMAunp","CMAunp/00","A6"
"2027","BECv10","CMAunp","CMAunp/00","A5"
"2028","BECv10","CMAunp","CMAunp/00","A4"
"2029","BECv10","CMAunp","CMAunp/00","A3"
"2030","BECv10","CMAunp","CMAunp/00","A2"
"2031","BECv10","CMAunp","CMAunp/00","A1"
"2032","BECv10","CMAunp","CMAunp/00","A0"
"2033","BECv10","CMAwh","CMAwh/00","E7"
"2034","BECv10","CMAwh","CMAwh/00","E6"
"2035","BECv10","CMAwh","CMAwh/00","E5"
"2036","BECv10","CMAwh","CMAwh/00","E4"
"2037","BECv10","CMAwh","CMAwh/00","E3"
"2038","BECv10","CMAwh","CMAwh/00","E2"
"2039","BECv10","CMAwh","CMAwh/00","E1"
"2040","BECv10","CMAwh","CMAwh/00","E0"
"2041","BECv10","CMAwh","CMAwh/00","D7"
"2042","BECv10","CMAwh","CMAwh/00","D6"
"2043","BECv10","CMAwh","CMAwh/00","D5"
"2044","BECv10","CMAwh","CMAwh/00","D4"
"2045","BECv10","CMAwh","CMAwh/00","D3"
"2046","BECv10","CMAwh","CMAwh/00","D2"
"2047","BECv10","CMAwh","CMAwh/00","D1"
"2048","BECv10","CMAwh","CMAwh/00","D0"
"2049","BECv10","CMAwh","CMAwh/00","C7"
"2050","BECv10","CMAwh","CMAwh/00","C6"
"2051","BECv10","CMAwh","CMAwh/00","C5"
"2052","BECv10","CMAwh","CMAwh/00","C4"
"2053","BECv10","CMAwh","CMAwh/00","C3"
"2054","BECv10","CMAwh","CMAwh/00","C2"
"2055","BECv10","CMAwh","CMAwh/00","C1"
"2056","BECv10","CMAwh","CMAwh/00","C0"
"2057","BECv10","CMAwh","CMAwh/00","B7"
"2058","BECv10","CMAwh","CMAwh/00","B6"
"2059","BECv10","CMAwh","CMAwh/00","B5"
"2060","BECv10","CMAwh","CMAwh/00","B4"
"2061","BECv10","CMAwh","CMAwh/00","B3"
"2062","BECv10","CMAwh","CMAwh/00","B2"
"2063","BECv10","CMAwh","CMAwh/00","B1"
"2064","BECv10","CMAwh","CMAwh/00","B0"
"2065","BECv10","CMAwh","CMAwh/00","A7"
"2066","BECv10","CMAwh","CMAwh/00","A6"
"2067","BECv10","CMAwh","CMAwh/00","A5"
"2068","BECv10","CMAwh","CMAwh/00","A4"
"2069","BECv10","CMAwh","CMAwh/00","A3"
"2070","BECv10","CMAwh","CMAwh/00","A2"
"2071","BECv10","CMAwh","CMAwh/00","A1"
"2072","BECv10","CMAwh","CMAwh/00","A0"
"2073","USA_2019","CMXdm_OR","CMXdm_OR/101","D4"
"2074","USA_2019","CMXdm_OR","CMXdm_OR/101","D3"
"2075","USA_2019","CMXdm_OR","CMXdm_OR/101","C4"
"2076","USA_2019","CMXdm_OR","CMXdm_OR/101","C3"
"2077","USA_2019","CMXdm_OR","CMXdm_OR/101","B4"
"2078","USA_2019","CMXdm_OR","CMXdm_OR/101","B3"
"2079","USA_2019","CMXdm_OR","CMXdm_OR/102","D1"
"2080","USA_2019","CMXdm_OR","CMXdm_OR/102","C1"
"2081","USA_2019","CMXdm_OR","CMXdm_OR/102","B1"
"2082","USA_2019","CMXdm_OR","CMXdm_OR/102","A1"
"2083","USA_2019","CMXdm_OR","CMXdm_OR/103","D2"
"2084","USA_2019","CMXdm_OR","CMXdm_OR/103","C2"
"2085","USA_2019","CMXdm_OR","CMXdm_OR/103","B2"
"2086","USA_2019","CMXdm_OR","CMXdm_OR/103","A2"
"2087","USA_2019","CMXdm_OR","CMXdm_OR/110","C5"
"2088","USA_2019","CMXdm_OR","CMXdm_OR/110","B5"
"2089","USA_2019","CMXdm_OR","CMXdm_OR/111","C6"
"2090","USA_2019","CMXdm_OR","CMXdm_OR/111","B6"
"2091","USA_2019","CMXdm_OR","CMXdm_OR/112","E5"
"2092","USA_2019","CMXdm_OR","CMXdm_OR/112","D5"
"2093","USA_2019","CMXdm_OR","CMXdm_OR/113","E6"
"2094","USA_2019","CMXdm_OR","CMXdm_OR/113","D6"
"2095","Add_2021","CMXdm_OR","CMXdm_OR/Ro","A0"
"2096","Add_2021","CMXdm_OR","CMXdm_OR/Ro","B0"
"2097","USA_2023","CMXmm_OR","CMXmm_OR/101","D4"
"2098","USA_2023","CMXmm_OR","CMXmm_OR/101","D3"
"2099","USA_2023","CMXmm_OR","CMXmm_OR/101","C4"
"2100","USA_2023","CMXmm_OR","CMXmm_OR/101","C3"
"2101","USA_2023","CMXmm_OR","CMXmm_OR/101","B4"
"2102","USA_2023","CMXmm_OR","CMXmm_OR/101","B3"
"2103","USA_2023","CMXmm_OR","CMXmm_OR/102","D1"
"2104","USA_2023","CMXmm_OR","CMXmm_OR/102","C1"
"2105","USA_2023","CMXmm_OR","CMXmm_OR/102","B1"
"2106","USA_2023","CMXmm_OR","CMXmm_OR/102","A1"
"2107","USA_2023","CMXmm_OR","CMXmm_OR/103","D2"
"2108","USA_2023","CMXmm_OR","CMXmm_OR/103","C2"
"2109","USA_2023","CMXmm_OR","CMXmm_OR/103","B2"
"2110","USA_2023","CMXmm_OR","CMXmm_OR/103","A2"
"2111","USA_2023","CMXmm_OR","CMXmm_OR/110","C5"
"2112","USA_2023","CMXmm_OR","CMXmm_OR/110","B5"
"2113","USA_2023","CMXmm_OR","CMXmm_OR/111","C6"
"2114","USA_2023","CMXmm_OR","CMXmm_OR/111","B6"
"2115","USA_2023","CMXmm_OR","CMXmm_OR/112","E5"
"2116","USA_2023","CMXmm_OR","CMXmm_OR/112","D5"
"2117","USA_2023","CMXmm_OR","CMXmm_OR/113","E6"
"2118","USA_2023","CMXmm_OR","CMXmm_OR/113","D6"
"2119","USA_2023","CMXmm_OR","CMXmm_OR/Ro","A0"
"2120","USA_2023","CMXmm_OR","CMXmm_OR/Ro","B0"
"2121","USA_2019","CMXwm_OR","CMXwm_OR/101","D4"
"2122","USA_2019","CMXwm_OR","CMXwm_OR/101","D3"
"2123","USA_2019","CMXwm_OR","CMXwm_OR/101","C4"
"2124","USA_2019","CMXwm_OR","CMXwm_OR/101","C3"
"2125","USA_2019","CMXwm_OR","CMXwm_OR/101","B4"
"2126","USA_2019","CMXwm_OR","CMXwm_OR/101","B3"
"2127","USA_2019","CMXwm_OR","CMXwm_OR/102","D1"
"2128","USA_2019","CMXwm_OR","CMXwm_OR/102","C1"
"2129","USA_2019","CMXwm_OR","CMXwm_OR/102","B1"
"2130","USA_2019","CMXwm_OR","CMXwm_OR/102","A1"
"2131","USA_2019","CMXwm_OR","CMXwm_OR/103","D2"
"2132","USA_2019","CMXwm_OR","CMXwm_OR/103","C2"
"2133","USA_2019","CMXwm_OR","CMXwm_OR/103","B2"
"2134","USA_2019","CMXwm_OR","CMXwm_OR/103","A2"
"2135","USA_2019","CMXwm_OR","CMXwm_OR/110","C5"
"2136","USA_2019","CMXwm_OR","CMXwm_OR/110","B5"
"2137","USA_2019","CMXwm_OR","CMXwm_OR/111","C6"
"2138","USA_2019","CMXwm_OR","CMXwm_OR/111","B6"
"2139","USA_2019","CMXwm_OR","CMXwm_OR/112","E5"
"2140","USA_2019","CMXwm_OR","CMXwm_OR/112","D5"
"2141","USA_2019","CMXwm_OR","CMXwm_OR/113","E6"
"2142","USA_2019","CMXwm_OR","CMXwm_OR/113","D6"
"2143","Add_2021","CMXwm_OR","CMXwm_OR/Ro","A0"
"2144","Add_2021","CMXwm_OR","CMXwm_OR/Ro","B0"
"2145","USA_2019","CMXxm_CA","CMXxm_CA/101","D4"
"2146","USA_2019","CMXxm_CA","CMXxm_CA/101","D3"
"2147","USA_2019","CMXxm_CA","CMXxm_CA/101","C4"
"2148","USA_2019","CMXxm_CA","CMXxm_CA/101","C3"
"2149","USA_2019","CMXxm_CA","CMXxm_CA/101","B4"
"2150","USA_2019","CMXxm_CA","CMXxm_CA/101","B3"
"2151","USA_2019","CMXxm_CA","CMXxm_CA/102","D1"
"2152","USA_2019","CMXxm_CA","CMXxm_CA/102","C1"
"2153","USA_2019","CMXxm_CA","CMXxm_CA/102","B1"
"2154","USA_2019","CMXxm_CA","CMXxm_CA/102","A1"
"2155","USA_2019","CMXxm_CA","CMXxm_CA/103","D2"
"2156","USA_2019","CMXxm_CA","CMXxm_CA/103","C2"
"2157","USA_2019","CMXxm_CA","CMXxm_CA/103","B2"
"2158","USA_2019","CMXxm_CA","CMXxm_CA/103","A2"
"2159","USA_2019","CMXxm_CA","CMXxm_CA/110","C5"
"2160","USA_2019","CMXxm_CA","CMXxm_CA/110","B5"
"2161","USA_2019","CMXxm_CA","CMXxm_CA/111","C6"
"2162","USA_2019","CMXxm_CA","CMXxm_CA/111","B6"
"2163","USA_2019","CMXxm_CA","CMXxm_CA/112","E5"
"2164","USA_2019","CMXxm_CA","CMXxm_CA/112","D5"
"2165","USA_2019","CMXxm_CA","CMXxm_CA/113","E6"
"2166","USA_2019","CMXxm_CA","CMXxm_CA/113","D6"
"2167","Add_2021","CMXxm_CA","CMXxm_CA/Ro","A0"
"2168","Add_2021","CMXxm_CA","CMXxm_CA/Ro","B0"
"2169","USA_2019","CRFdh_CA","CRFdh_CA/101","D4"
"2170","USA_2019","CRFdh_CA","CRFdh_CA/101","D3"
"2171","USA_2019","CRFdh_CA","CRFdh_CA/101","C4"
"2172","USA_2019","CRFdh_CA","CRFdh_CA/101","C3"
"2173","USA_2019","CRFdh_CA","CRFdh_CA/101","B4"
"2174","USA_2019","CRFdh_CA","CRFdh_CA/101","B3"
"2175","USA_2019","CRFdh_CA","CRFdh_CA/102","D1"
"2176","USA_2019","CRFdh_CA","CRFdh_CA/102","C1"
"2177","USA_2019","CRFdh_CA","CRFdh_CA/102","B1"
"2178","USA_2019","CRFdh_CA","CRFdh_CA/102","A1"
"2179","USA_2019","CRFdh_CA","CRFdh_CA/103","D2"
"2180","USA_2019","CRFdh_CA","CRFdh_CA/103","C2"
"2181","USA_2019","CRFdh_CA","CRFdh_CA/103","B2"
"2182","USA_2019","CRFdh_CA","CRFdh_CA/103","A2"
"2183","USA_2019","CRFdh_CA","CRFdh_CA/110","E5"
"2184","USA_2019","CRFdh_CA","CRFdh_CA/110","D5"
"2185","USA_2019","CRFdh_CA","CRFdh_CA/110","C5"
"2186","USA_2019","CRFdh_CA","CRFdh_CA/110","B5"
"2187","USA_2019","CRFdh_CA","CRFdh_CA/111","E6"
"2188","USA_2019","CRFdh_CA","CRFdh_CA/111","D6"
"2189","USA_2019","CRFdh_CA","CRFdh_CA/111","C6"
"2190","USA_2019","CRFdh_CA","CRFdh_CA/111","B6"
"2191","Add_2021","CRFdh_CA","CRFdh_CA/Ro","A0"
"2192","Add_2021","CRFdh_CA","CRFdh_CA/Ro","B0"
