"","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes"
"63","USA_2019","IDF","IDF","IDFdh","IDFdh_UT","Dry Hot Utah IDF","Interior Douglas-fir","Dry Hot","Utah","Utah, E Nevada, W Colorado","IDF utz","USA","UT",""
"64","USA_2019","IDF","IDF_hot","IDFxh","IDFxh_WA","Very Dry Hot Washington IDF","Interior Douglas-fir","Very Dry Hot","Washington","NC & C Washington","IDF xhy","USA","WA",""
"65","USA_2019","IDF","IDF_hot","IDFxh","IDFxh_ID","Very Dry Hot Idaho IDF","Interior Douglas-fir","Very Dry Hot","Idaho","C Idaho, NE Oregon, SE Washington","IDF xhz","USA","ID",""
"662","USA_2019","IDF","IDF_hot","IDFxx","IDFxx_MT","Very Dry Very Hot Montana IDF","Interior Douglas-fir","Very Dry Very Hot","Montana","NW Montana","IDF xxy","USA","MT",""
"671","USA_2019","IDF","IDF","IDFdx","IDFdx_MT","Dry Very Hot Montana IDF","Interior Douglas-fir","Dry Very Hot","Montana","SW Montana, EC Idaho, NW Wyoming","IDF xxz","USA","MT",""
"68","USA_2019","IDF","IDF_hot","IDFxx","IDFxx_WA","Very Dry Very Hot Washington IDF","Interior Douglas-fir","Very Dry Very Hot","Washington","SC Washington & NC Oregon","IDF xyz","USA","WA",""
"692","USA_2019","IGF","IGF_meso","IGFdk","IGFdk_WA","Dry Cool Washington IGF","Interior Grand Fir","Dry Cool","Washington","WC Washington","IGF dmz","USA","WA",""
"70","USA_2019","IGF","IGF_meso","IGFmm","IGFmm_OR","Moist Mild Oregon IGF","Interior Grand Fir","Moist Mild","Oregon","NE Oregon, C & NW Idaho, SE Washington","IGF mmz","USA","OR",""
"71","USA_2019","IGF","IGF_dry","IGFdw","IGFdw_OR","Dry Warm Oregon IGF","Interior Grand Fir","Dry Warm","Oregon","NC Oregon & SC Washington","IGF mwz","USA","OR",""
"72","USA_2019","IMA","IMA","IMAun","IMAun_CO","Colorado IMA","Interior Mountain-heather Alpine","","Colorado","E Utah & W Colorado","IMA us","USA","CO",""
"73","USA_2023","IMA","IMA","IMAun","IMAun_ID","Idaho IMA","Interior Mountain-heather Alpine","","Idaho","C & EC Idaho","IMA us","USA","WY",""
"74","USA_2019","IMA","IMA","IMAun","IMAun_MT","Montana IMA","Interior Mountain-heather Alpine","","Montana","W Montana","IMA us","USA","MT",""
"75","USA_2023","IMA","IMA","IMAun","IMAun_OR","Oregon IMA","Interior Mountain-heather Alpine","","Oregon","NE Oregon & WC Idaho","IMA us","USA","WY",""
"76","USA_2019","IMA","IMA","IMAun","IMAun_WA","Washington IMA","Interior Mountain-heather Alpine","","Washington","WC Washington","IMA us","USA","WA",""
"77","USA_2019","IMA","IMA","IMAun","IMAun_WY","Wyoming IMA","Interior Mountain-heather Alpine","","Wyoming","WC Wyoming, EC Idaho, & SW Montana","IMA us","USA","WY",""
"78","USA_2019","IWF","IWF","IWFdm","IWFdm_CO","Dry Mild Colorado IWF","Interior White Fir","Dry Mild","Colorado","SW & SC Colorado","IWF cow","USA","CO",""
"79","USA_2019","IWF","IWF","IWFdw","IWFdw_OR","Dry Warm Oregon IWF","Interior White Fir","Dry Warm","Oregon","SC Oregon, NE California","IWF dcz","USA","OR",""
"80","USA_2019","IWF","IWF","IWFxm","IWFxm_CA","Very Dry Mild Nevada IWF","Interior White Fir","Very Dry Mild","Nevada","NE California, W Nevada, near Lake Tahoe","IWF nvy","USA","NV",""
"81","USA_2019","MDCH","MDCH","MDCHun","MDCHun_NV","Nevada MDCH","Madrean Chaparral","","Nevada","SE Nevada, SW Utah [NW & C Arizona]","MDCH un","USA","NV",""
"82","USA_2019","MGP","MGP","MGPmw","MGPmw_MT","Moist Warm Montana MGP","Mixed-grass Prairie","Moist Warm","Montana","N & E Montana, E Wyoming, C & NC Colorado","MGP un","USA","MT",""
"83","USA_2019","MH","MH_maritime","MHdm","MHdm_OR","Dry Maritime Oregon MH","Mountain Hemlock","Dry Maritime","Oregon","NW & WC Oregon","MH  dmz","USA","OR",""
"84","USA_2019","MH","MH_submaritme","MHds","MHds_OR","Dry Submaritime Oregon MH","Mountain Hemlock","Dry Submaritime","Oregon","W Oregon","MH  dsz","USA","OR",""
"85","USA_2019","MH","MH_submaritme","MHds","MHds_WA","Dry Submaritime Washington MH","Mountain Hemlock","Dry Submaritime","Washinton","SW Washington","MH  dsz","USA","WA",""
"86","USA_2019","MH","MH_maritime","MHmm","MHmm_WA","Moist Maritime Washington MH","Mountain Hemlock","Moist Maritime","Washington","W Washington","MH  mmz","USA","WA",""
"87","USA_2019","MH","MH_submaritme","MHms","MHms_WA","Moist Submaritime Washington MH","Mountain Hemlock","Moist Submaritime","Washington","NW & WC Washington","MH  msz","USA","WA",""
"88","USA_2019","MHRF","MHRF","MHRFdm","MHRFdm_OR","Dry Maritime Oregon MHRF","Mountain Hemlock – Shasta Red Fir","Dry Maritime","Oregon","SW Oregon, N California","MHRFmmz","USA","OR",""
"891","USA_2019","MHRF","MHRF","MHRFds","MHRFds_CA","Dry Submaritime California MHRF","Mountain Hemlock – Shasta Red Fir","Dry Submaritime","California","SW Oregon, N & EC California","MHRFmsz","USA","CA",""
"90","USA_2019","MHRF","MHRF","MHRFmm","MHRFmm_OR","Moist Maritime Oregon MHRF","Mountain Hemlock – Shasta Red Fir","Moist Maritime","Oregon","SW Oregon","MHRFwmz","USA","OR",""
"91","USA_2019","MS","MS_dry","MSxm","MSxm_CO","Very Dry Mild Colorado MS","Montane Spruce ","Very Dry Mild","Colorado","C & N Colorado, SE Wyoming [E Utah]","MS  coa","USA","CO",""
"92","USA_2019","MS","MS_meso","MSdk","MSdk_CO","Dry Cool Colorado MS","Montane Spruce ","Dry Cool","Colorado","SW & SC Colorado","MS  cow","USA","CO",""
"93","USA_2019","MS","MS_meso","MSdm","MSdm_WA","Dry Mild Washington MS","Montane Spruce ","Dry Mild","Washington","NC & NE Washington","MS  dmz","USA","WA",""
"94","USA_2019","MS","MS_meso","MSdw","MSdw_MT","Dry Warm Montana MS","Montane Spruce ","Dry Warm","Montana","NW Montana","MS  dwz","USA","MT",""
"95","USA_2019","MS","MS_dry","MSxx","MSxx_NV","Very Dry Very Hot Nevada MS","Montane Spruce ","Very Dry Very Hot","Nevada","C & EC Nevada","MS  nvz","USA","CO",""
"96","USA_2019","MS","MS_meso","MSdh","MSdh_UT","Dry Hot Utah MS","Montane Spruce ","Dry Hot","Utah","Utah, E Nevada [W Colorado]","MS  utz","USA","UT",""
"97","USA_2019","MS","MS_dry","MSxh","MSxh_OR","Very Dry Hot Oregon MS","Montane Spruce ","Very Dry Hot","Oregon","NE Oregon, SE Washington","MS  xcy","USA","OR",""
"98","USA_2019","MS","MS_dry","MSxk","MSxk_WA","Very Dry Cool Washington MS","Montane Spruce ","Very Dry Cool","Washington","NC & C Washington","MS  xkz","USA","WA",""
"99","USA_2019","MS","MS_meso","MSmm","MSmm_ID","Moist Mild Idaho MS","Montane Spruce ","Moist Mild","Idaho","C Idaho, WC Montana","MS  xmz","USA","ID",""
"100","USA_2019","MS","MS_meso","MSdh","MSdh_WY","Dry Hot Wyoming MS","Montane Spruce ","Dry Hot","Wyoming","SE Idaho, SW Montana, W Wyoming","MS  xxz","USA","WY",""
"101","USA_2019","MSSD","MSSD","MSSDun","MSSDun_NV","Nevada MSSD","Mojave – Sonoran Semi-Desert","","Nevada","SE California, S Nevada","MSSD un","USA","NV",""
"102","USA_2019","PP","PP","PPxh","PPxh_CO","Very Dry Hot Colorado PP","Ponderosa Pine","Very Dry Hot","Colorado","SW, SC, & NC Colorado","PP  coz","USA","CO",""
"103","USA_2019","PP","PP","PPxm","PPxm_OR","Very Dry Mild Oregon PP","Ponderosa Pine","Very Dry Mild","Oregon","C & S Oregon, NE California","PP  orz","USA","OR",""
"104","USA_2019","PP","PP","PPxk","PPxk_OR","Very Dry Cool Oregon PP","Ponderosa Pine","Very Dry Cool","Oregon","SC Oregon","PP  pum","USA","OR",""
"105","USA_2019","PP","PP","PPmx","PPmx_WY","Moist Very Hot Wyoming PP","Ponderosa Pine","Moist Very Hot","Wyoming","NE Wyoming [SE Montana]","PP  wy","USA","WY",""
"106","USA_2019","PP","PP","PPxh","PPxh_WA","Very Dry Hot Washington PP","Ponderosa Pine","Very Dry Hot","Washington","NC & E Washington, NE Oregon, W Idaho","PP  xhz","USA","WA",""
"107","USA_2019","PP","PP","PPxw","PPxw_MT","Very Dry Warm Montana PP","Ponderosa Pine","Very Dry Warm","Montana","C & S Montana, NE Wyoming","PP  xxz","USA","MT",""
"108","USA_2019","PP","PP","PPxx","PPxx_OR","Very Dry Very Hot Oregon PP","Ponderosa Pine","Very Dry Very Hot","Oregon","SC Washington, NC Oregon","PP  xyz","USA","OR",""
"109","AB_2018","SBAP","SBAP","SBAPfp","SBAPfp","Foothills Parkland Sub-boreal Aspen Parkland","Sub-boreal Aspen Parkland","","","NW Montana, to AB border","SBAPfp","AB","AB",""
"110","USA_2019","SGP","SGP","SGPdm","SGPdm_CO","Dry Mild Colorado SGP","Shortgrass Prairie","Dry Mild","Colorado","E Colorado, SE Wyoming","SGP un","USA","CO",""
"111","USA_2019","WJP","WJP","WJPxm","WJPxm_OR","Very Dry Mild Oregon WJP","Western Juniper – Pine","Very Dry Mild","Oregon","Oregon, NE California, NW Nevada, SW Idaho","WJP juz","USA","OR",""
"112","USA_2021","MMM","MMM","MMMdk","MMMdk_NV","Dry Cool Nevada MMM"," Montane Mountain Mahogany ","Dry Cool","Nevada","C & N Nevada","","USA","NV",""
"113","USA_2019","IWF","IWF","IWFxk","IWFxk_NV","Very Dry Cool Nevada IWF","Interior White Fir","Very Dry Cool","Nevada","E Nevada","","USA","NV",""
"114","USA_2023","IDF","IDF_hot","IDFxh","IDFxh_OR","Very Dry Hot Oregon IDF","Interior Douglas-fir","Very Dry Hot","Oregon","C & NE Oregon","","USA","OR",""
"115","USA_2023","ICH","ICH_dry","ICHxh","ICHxh_ID","Very Dry Hot Idaho ICH","Interior Cedar – Hemlock","Very Dry Hot","Idaho","N Idaho [W Montana]","","USA","ID",""
"116","USA_2023","ICH","ICH_dry","ICHxw","ICHxw_ID","Very Dry Warm Idaho ICH","Interior Cedar – Hemlock","Very Dry Warm","Idaho","NC Idaho","","USA","ID",""
"117","USA_2019","BG","BG","BGmk","BGmk_NV","Moist Cool Nevada BG","Bunchgrass","Moist Cool","Nevada","N Nevada, S Oregon, S Idaho","","USA","NV",""
"118","USA_2019","BG","BG","BGdw","BGdw_OR","Dry Warm Oregon BG","Bunchgrass","Dry Warm","Oregon","NE Oregon","","USA","OR",""
"119","USA_2019","BG","BG","BGmw","BGmw_OR","Moist Warm Oregon BG","Bunchgrass","Moist Warm","Oregon","NE Oregon","","USA","OR",""
"120","USA_2019","IGF","IGF_meso","IGFmh","IGFmh_OR","Moist Hot Oregon IGF","Interior Grand Fir","Moist Hot","Oregon","NE Oregon","","USA","OR",""
"121","USA_2019","IGF","IGF_dry","IGFxm","IGFxm_OR","Very Dry Mild Oregon IGF","Interior Grand Fir","Very Dry Mild","Oregon","NE Oregon, C & NW Idaho, SE Washington","","USA","OR",""
"122","USA_2023","CWF","CWF","CWFdm","CWFdm_OR","Dry Maritime Oregon CWF","Coastal White Fir","Dry Maritime","","SW Oregon, NW & EC California","","USA","OR",""
"123","USA_2019","PP","PP","PPxw","PPxw_WY","Very Dry Warm Wyoming PP","Ponderosa Pine","Very Dry Warm","Wyoming","SE Wyoming","","USA","WY",""
"124","USA_2019","IDF","IDF_cool","IDFdkx","IDFdkx_MT","Dry Cool/Mild Montana IDF","Interior Douglas-fir","Dry Cool Mild","Montana","SW Montana, S Idaho, NW Wyoming","","USA","MT",""
"125","USA_2023","OW","OW","OWmm","OWmm_OR","Moist Maritime Oregon OW","Oak Woodland","Moist Maritime","Oregon","SW Oregon, N California","","USA","OR",""
"126","USA_2023","CMX","CMX","CMXmm","CMXmm_OR","Moist Maritime Oregon CMX","Coastal Mixed Evergreen","Moist Maritime","Oregon","SW Oregon, NW California","","USA","OR",""
"127","USA_2019","MS","MS_meso","MSdh","MSdh_MT","Dry Hot Montana MS","Montane Spruce ","Dry Hot","Montana","W Montana [EC Idaho]","","USA","MT",""
"128","USA_2023","CWH","CWH_dry/continental","CWHdm","CWHdm_OC","Dry Maritime Oregon Coast CWH","Coastal Western Hemlock","Dry Maritime","Oregon Coast","Coastal Oregon","","USA","OR",""
"1291","USA_2023","CWH","CWH_dry/continental","CWHdm","CWHdm_WC","Dry Maritime Washington Coast CWH","Coastal Western Hemlock","Dry Maritime","Washington Coast","Coastal Washington","","USA","WA",""
"1301","USA_2019","ESSF","ESSF_dry","ESSFxx","ESSFxx_WY","Very Dry Very Hot Wyoming ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Very Hot","Wyoming","W & NC Wyoming","","USA","WY",""
"131","USA_2019","ESSF","ESSF_dry","ESSFxk","ESSFxk_WY","Very Dry Cool Wyoming ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","Wyoming","W Wyoming, SW Montana, C Idaho","","USA","WY",""
"132","USA_2019","BG","BG","BGmm","BGmm_MT","Moist Mild Montana BG","Bunchgrass","Moist Mild","Montana","E Wyoming, S Montana","","USA","MT",""
"133","USA_2019","IDF","IDF","IDFdxx","IDFdxx_WY","Dry Very Hot Wyoming IDF","Interior Douglas-fir","Dry Very Hot","Wyoming","NC & SE Wyoming, SC Montana","","USA","WY",""
"134","USA_2019","BG","BG","BGxx","BGxx_WY","Very Dry Very Hot Wyoming BG","Bunchgrass","Very Dry Very Hot","Wyoming","SW Wyoming","","USA","WY",""
"135","USA_2023","ESSF","ESSF_dry","ESSFdw","ESSFdw_ID","Dry Warm Idaho ESSF","Engelmann Spruce – Subalpine Fir","Dry Warm","Idaho","NE Idaho & NW Montana","","USA","ID",""
"136","USA_2026","BG","BG","BGxxx","BGxxx_WY","Very Very Dry Very Hot Wyoming BG","Bunchgrass","Very Very Dry Very Hot","WY","C & NC Wyoming","","USA","WY",""
"3111","USA_2026","CRF","CRF","CRFmh","CRFmh_CA","Moist Hypermaritime California CRF","Coastal Redwood Forest","Moist Hypermaritime","CA","N California","","USA","CA",""
"581","USA_2026","ESSF","ESSF_dry","ESSFdkp","ESSFdkp_MT","Dry Cool Montana Parkland ESSF","Engelmann Spruce – Subalpine Fir","Dry Cool","MT","NW Montana","","USA","MT",""
"601","USA_2026","ESSF","ESSF_dry","ESSFdmp","ESSFdmp_ID","Dry Mild Idaho Parkland ESSF","Engelmann Spruce – Subalpine Fir","Dry Mild","ID","C Idaho & WC Montana","","USA","ID",""
"631","USA_2026","ESSF","ESSF_meso","ESSFmwp","ESSFmwp_WA","Moist Warm Washington Parkland ESSF","Engelmann Spruce – Subalpine Fir","Moist Warm","WA","NW Washington (E Cascades)","","USA","WA",""
"661","USA_2026","ESSF","ESSF_wet","ESSFwmp","ESSFwmp_MT","Wet Mild Montana Parkland ESSF","Engelmann Spruce – Subalpine Fir","Wet Mild","MT","NE Washington, N Idaho, NW Montana","","USA","MT",""
"691","USA_2026","ESSF","ESSF_dry","ESSFxcp","ESSFxcp_CO","Very Dry Cold Colorado Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","CO","W & C Colorado","","USA","CO",""
"701","USA_2026","ESSF","ESSF_dry","ESSFxcp","ESSFxcp_WA","Very Dry Cold Washington Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","WA","NC Washington","","USA","WA",""
"751","USA_2026","ESSF","ESSF_dry","ESSFxkp","ESSFxkp_MT","Very Dry Cool Montana Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","MT","WC Montana & EC Idaho","","USA","MT",""
"761","USA_2026","ESSF","ESSF_dry","ESSFxkp","ESSFxkp_UT","Very Dry Cool Utah Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","UT","SW, C, & NE Utah","","USA","UT",""
"771","USA_2026","ESSF","ESSF_dry","ESSFxkp","ESSFxkp_WY","Very Dry Cool Wyoming Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","WY","W Wyoming, SW Montana, C Idaho","","USA","WY",""
"791","USA_2026","ESSF","ESSF_dry","ESSFxwp","ESSFxwp_OR","Very Dry Warm Oregon Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Warm","OR","NE Oregon & WC Idaho","","USA","OR",""
"811","USA_2026","ESSF","ESSF_dry","ESSFxxp","ESSFxxp_WY","Very Dry Very Hot Wyoming ESSF Parkland","Engelmann Spruce – Subalpine Fir","Very Dry Very Hot","WY","W & NC Wyoming","","USA","WY",""
"137","USA_2026","MH","MH_maritme","MHdmp","MHdmp_OR","Dry Maritime Oregon Parkland MH","Mountain Hemlock","Dry Maritime","OR","NW & WC Oregon","","USA","OR",""
"1411","USA_2026","MH","MH_maritme","MHmmp","MHmmp_WA","Moist Maritime Washington Parkland MH","Mountain Hemlock","Moist Maritime","WA","W Washington","","USA","WA",""
"143","USA_2026","MH","MH_submaritme","MHmsp","MHmsp_WA","Moist Submaritime Washington Parkland MH","Mountain Hemlock","Moist Submaritime","WA","NW & WC Washington","","USA","WA",""
"146","USA_2026","MHRF","MHRF","MHRFdmp","MHRFdmp_OR","Dry Maritime Oregon Parkland MHRF","Mountain Hemlock – Shasta Red Fir","Dry Maritime","OR","SW Oregon, N California","","USA","OR",""
"148","USA_2026","MHRF","MHRF","MHRFdsp","MHRFdsp_CA","Dry Submaritime California Parkland MHRF","Mountain Hemlock – Shasta Red Fir","Dry Submaritime","CA","SW Oregon, N & EC California","","USA","CA",""
"150","USA_2026","MHRF","MHRF","MHRFmmp","MHRFmmp_OR","Moist Maritime Oregon Parkland MHRF","Mountain Hemlock – Shasta Red Fir","Moist Maritime","OR","SW Oregon","","USA","OR",""
"168","USA_2026","OW","OW","OWdm","OWdm_CA","Dry Maritime California OW","Oak Woodland","Dry Maritime","CA","C & N California","","USA","CA",""
"170","USA_2026","OW","OW","OWwm","OWwm_OR","Wet Maritime Oregon OW","Oak Woodland","Wet Maritime","OR","SW Oregon","","USA","OR",""
"171","USA_2026","OW","OW","OWxm","OWxm_CA","Very Dry Maritime California OW","Oak Woodland","Very Dry Maritime","CA","S California","","USA","CA",""
"1741","USA_2026","PPJW","PPJW","PPJWdm","PPJWdm_WY","Dry Mild Wyoming PPJW","Pinyon Pine – Juniper Woodland","Dry Mild","WY","Wyoming [NE Utah, NW Colorado]","","USA","WY",""
"1751","USA_2026","PPJW","PPJW","PPJWdw","PPJWdw_UT","Dry Warm Utah PPJW","Pinyon Pine – Juniper Woodland","Dry Warm","UT","Utah, W Colorado [SE Idaho]","","USA","UT",""
"1761","USA_2026","PPJW","PPJW","PPJWmw","PPJWmw_UT","Moist Warm Utah PPJW","Pinyon Pine – Juniper Woodland","Moist Warm","UT","E Utah, W Colorado","","USA","UT",""
"1771","USA_2026","PPJW","PPJW","PPJWwm","PPJWwm_CO","Wet Mild Colorado PPJW","Pinyon Pine – Juniper Woodland","Wet Mild","CO","EC & SE Colorado","","USA","CO",""
"1781","USA_2026","PPJW","PPJW","PPJWxh","PPJWxh_CA","Very Dry Hot California PPJW","Pinyon Pine – Juniper Woodland","Very Dry Hot","CA","S California","","USA","CA",""
"1791","USA_2026","PPJW","PPJW","PPJWxw","PPJWxw_NV","Very Dry Warm Nevada PPJW","Pinyon Pine – Juniper Woodland","Very Dry Warm","NV","Nevada, E California, W Utah, S Idaho","","USA","NV",""
