"","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes"
"159","BGCv11","ESSF","ESSF_dry","ESSFdv","ESSFdv1","Cayoosh Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold","Cayoosh","","","BC","BC",""
"160","BGCv11","ESSF","ESSF_dry","ESSFdv","ESSFdv2","Tyaughton Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold","Tyaughton","","","BC","BC",""
"161","BGCv11","ESSF","ESSF_dry","ESSFdvp","ESSFdvp","Dry Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold Parkland","","","","BC","BC",""
"162","BGCv11","ESSF","ESSF_dry","ESSFdvw","ESSFdvw","Dry Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold Woodland","","","","BC","BC",""
"163","BGCv11","ESSF","ESSF_meso","ESSFmc","ESSFmc","Moist Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold","","","","BC","BC",""
"164","BGCv11","ESSF","ESSF_meso","ESSFmcp","ESSFmcp","Moist Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold Parkland","","","","BC","BC",""
"165","BGCv11","ESSF","ESSF_meso","ESSFmh","ESSFmh","Moist Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Hot","","","","BC","BC",""
"166","BGCv11","ESSF","ESSF_meso","ESSFmk","ESSFmk","Moist Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool","","","","BC","BC",""
"167","BGCv11","ESSF","ESSF_meso","ESSFmkp","ESSFmkp","Moist Cool Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool Parkland","","","","BC","BC",""
"168","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm1","Raush Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Raush","","","BC","BC",""
"169","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm2","Robson Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Robson","","","BC","BC",""
"170","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm3","Spillimacheen Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Spillimacheen","","","BC","BC",""
"171","BGCv11","ESSF","ESSF_meso","ESSFmmp","ESSFmmp","Moist Mild Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild Parkland","","","","BC","BC",""
"172","BGCv11","ESSF","ESSF_meso","ESSFmmw","ESSFmmw","Moist Mild Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild Woodland","","","","BC","BC",""
"173","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv1","Nechako Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Nechako","","","BC","BC",""
"174","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv2","Bullmoose Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Bullmoose","","","BC","BC",""
"175","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv3","Omineca Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Omineca","","","BC","BC",""
"176","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv4","Graham Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Graham","","","BC","BC",""
"177","BGCv11","MS","MS_meso","MSdw","MSdw","Dry Warm MS","Montane Spruce","Dry Warm","","","","BC","BC",""
"178","BGCv11","MS","MS_dry","MSxk","MSxk1","Similkameen Very Dry Cool MS","Montane Spruce","Very Dry Cool","Similkameen","","","BC","BC",""
"179","BGCv11","MS","MS_dry","MSxk","MSxk2","South Thompson Very Dry Cool MS","Montane Spruce","Very Dry Cool","South Thompson","","","BC","BC",""
"180","BGCv11","MS","MS_dry","MSxk","MSxk3","Pavillion Very Dry Cool MS","Montane Spruce","Very Dry Cool","Pavillion","","","BC","BC",""
"181","BGCv11","MS","MS_dry","MSxv","MSxv","Very Dry Very Cold MS","Montane Spruce","Very Dry Very Cold","","","","BC","BC",""
"182","BGCv11","PP","PP","PPxh","PPxh1","Okanagan Very Dry Hot PP","Ponderosa Pine","Very Dry Hot","Okanagan","","","BC","BC",""
"183","BGCv11","PP","PP","PPxh","PPxh2","Thompson Very Dry Hot PP","Ponderosa Pine","Very Dry Hot","Thompson","","","BC","BC",""
"184","BGCv11","SBPS","SBPS","SBPSdc","SBPSdc","Dry Cold SBPS","Sub-Boreal Pine  –  Spruce","Dry Cold","","","","BC","BC",""
"185","BGCv11","SBPS","SBPS","SBPSmc","SBPSmc","Moist Cold SBPS","Sub-Boreal Pine  –  Spruce","Moist Cold","","","","BC","BC",""
"186","BGCv11","SBPS","SBPS","SBPSmk","SBPSmk","Moist Cool SBPS","Sub-Boreal Pine  –  Spruce","Moist Cool","","","","BC","BC",""
"187","BGCv11","SBPS","SBPS","SBPSxc","SBPSxc","Very Dry Cold SBPS","Sub-Boreal Pine  –  Spruce","Very Dry Cold","","","","BC","BC",""
"188","BGCv11","SBS","SBS_warm","SBSdh","SBSdh1","McLennan Dry Hot SBS","Sub-Boreal Spruce","Dry Hot","McLennan","","","BC","BC",""
"189","BGCv11","SBS","SBS_warm","SBSdh","SBSdh2","Robson Dry Hot SBS","Sub-Boreal Spruce","Dry Hot","Robson","","","BC","BC",""
"190","BGCv11","SBS","SBS_warm","SBSdk","SBSdk","Dry Cool SBS","Sub-Boreal Spruce","Dry Cool","","","","BC","BC",""
"191","BGCv11","SBS","SBS_warm","SBSdw","SBSdw1","Horsefly Dry Warm SBS","Sub-Boreal Spruce","Dry Warm","Horsefly","","","BC","BC",""
"192","BGCv11","SBS","SBS_warm","SBSdw","SBSdw2","Blackwater Dry Warm SBS","Sub-Boreal Spruce","Dry Warm","Blackwater","","","BC","BC",""
"193","BGCv11","SBS","SBS_warm","SBSdw","SBSdw3","Stuart Dry Warm SBS","Sub-Boreal Spruce","Dry Warm","Stuart","","","BC","BC",""
"194","BGCv11","SBS","SBS_meso","SBSmc","SBSmc1","Moffat Moist Cold SBS","Sub-Boreal Spruce","Moist Cold","Moffat","","","BC","BC",""
"195","BGCv11","SBS","SBS_meso","SBSmc","SBSmc2","Babine Moist Cold SBS","Sub-Boreal Spruce","Moist Cold","Babine","","","BC","BC",""
"196","BGCv11","SBS","SBS_meso","SBSmc","SBSmc3","Kluskus Moist Cold SBS","Sub-Boreal Spruce","Moist Cold","Kluskus","","","BC","BC",""
"197","BGCv11","SBS","SBS_warm","SBSmh","SBSmh","Moist Hot SBS","Sub-Boreal Spruce","Moist Hot","","","","BC","BC",""
"198","BGCv11","SBS","SBS_meso","SBSmk","SBSmk1","Mossvale Moist Cool SBS","Sub-Boreal Spruce","Moist Cool","Mossvale","","","BC","BC",""
"199","BGCv11","SBS","SBS_meso","SBSmk","SBSmk2","Williston Moist Cool SBS","Sub-Boreal Spruce","Moist Cool","Williston","","","BC","BC",""
"200","BGCv11","SBS","SBS_meso","SBSmm","SBSmm","Moist Mild SBS","Sub-Boreal Spruce","Moist Mild","","","","BC","BC",""
"201","BGCv11","SBS","SBS_warm","SBSmw","SBSmw","Moist Warm SBS","Sub-Boreal Spruce","Moist Warm","","","","BC","BC",""
"202","BGCv11","SBS","SBS_meso","SBSun","SBSun","Undifferentiated SBS","Sub-Boreal Spruce","Undifferentiated","","","","BC","BC",""
"203","BGCv11","SBS","SBS_wet","SBSvk","SBSvk","Very Wet Cool SBS","Sub-Boreal Spruce","Very Wet Cool","","","","BC","BC",""
"204","BGCv11","SBS","SBS_wet","SBSwk","SBSwk1","Willow Wet Cool SBS","Sub-Boreal Spruce","Wet Cool","Willow","","","BC","BC",""
"205","BGCv11","SBS","SBS_wet","SBSwk","SBSwk2","Finlay  –  Peace Wet Cool SBS","Sub-Boreal Spruce","Wet Cool","Finlay  –  Peace","","","BC","BC",""
"206","BGCv11","SBS","SBS_wet","SBSwk","SBSwk3","Takla Wet Cool SBS","Sub-Boreal Spruce","Wet Cool","Takla","","","BC","BC",""
"207","BGCv11","SBS","SBS_wet","SBSwka","SBSwk3a","Takla Wet Cool SBS","Sub-Boreal Spruce","Wet Cool","Takla","","","BC","BC",""
"208","BGCv11","SWB","SWB","SWBmk","SWBmk","Moist Cool SWB","Spruce –  Willow  –  Birch","Moist Cool","","","","BC","BC",""
"209","BGCv11","SWB","SWB","SWBmks","SWBmks","Moist Cool Scrub SWB","Spruce –  Willow  –  Birch","Moist Cool Scrub","","","","BC","BC",""
"210","BGCv11","SWB","SWB","SWBuns","SWBuns","Undifferentiated Scrub SWB","Spruce –  Willow  –  Birch","Undifferentiated Scrub","","","","BC","BC",""
"211","BGCv11","SWB","SWB","SWBvk","SWBvk","Very Wet Cool SWB","Spruce –  Willow  –  Birch","Very Wet Cool","","","","BC","BC",""
"212","BGCv11","SWB","SWB","SWBvks","SWBvks","Very Wet Cool Scrub SWB","Spruce –  Willow  –  Birch","Very Wet Cool Scrub","","","","BC","BC",""
"213","BGCv12","ESSF","ESSF_dry","ESSFdh","ESSFdh1","Cascade Dry Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Hot","Cascade","","","BC","BC",""
"214","BGCv12","ESSF","ESSF_dry","ESSFdh","ESSFdh2","Stein Dry Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Hot","Stein","","","BC","BC",""
"215","BGCv12","ESSF","ESSF_meso","ESSFmcw","ESSFmcw","Moist Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold Woodland","","","","BC","BC",""
"216","BGCv12","ESSF","ESSF_meso","ESSFmkw","ESSFmkw","Moist Cool Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool Woodland","","","","BC","BC",""
"217","BGCv12","ESSF","ESSF_wet","ESSFwvw","ESSFwvw","Wet Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Very Cold Woodland","","","","BC","BC",""
"218","BGCv12","ICH","ICH_dry","ICHxm","ICHxm1","Shuswap Very Dry Mild ICH","Interior Cedar  –  Hemlock","Very Dry Mild","Shuswap","","","BC","BC",""
"219","BGCv12","IDF","IDF","IDFdh","IDFdh","Dry Hot IDF","Interior Douglas-fir","Dry Hot","","","","BC","BC",""
"220","BGCv12","IDF","IDF_hot","IDFxx","IDFxx1","Kettle Very Hot Very Dry IDF","Interior Douglas-fir","Very Hot Very Dry","Kettle","","","BC","BC",""
"221","BGCv13","CWH","CWH_dry/continental","CWHdm","CWHdm1","Central Dry Maritime CWH","Coastal Western Hemlock","Dry Maritime","Central","","","BC","BC",""
"222","BGCv13","CWH","CWH_dry/continental","CWHdm","CWHdm2","Western Dry Maritime CWH","Coastal Western Hemlock","Dry Maritime","Western","","","BC","BC",""
"223","BGCv13","CWH","CWH_dry/continental","CWHdm","CWHdm3","Eastern Dry Maritime CWH","Coastal Western Hemlock","Dry Maritime","Eastern","","","BC","BC",""
"224","BGCv13","CWH","CWH_dry/continental","CWHds","CWHds1","Southern Dry Submaritime CWH","Coastal Western Hemlock","Dry Submaritime","Southern","","","BC","BC",""
"225","BGCv13","CWH","CWH_dry/continental","CWHds","CWHds2","Central Dry Submaritime CWH","Coastal Western Hemlock","Dry Submaritime","Central","","","BC","BC",""
"226","BGCv13","CWH","CWH_meso","CWHmm","CWHmm1","Submontane Moist Maritime CWH","Coastal Western Hemlock","Moist Maritime","Submontane","","","BC","BC",""
"227","BGCv13","CWH","CWH_meso","CWHmm","CWHmm2","Montane Moist Maritime CWH","Coastal Western Hemlock","Moist Maritime","Montane","","","BC","BC",""
"228","BGCv13","CWH","CWH_meso","CWHms","CWHms3","Submontane Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Submontane","","","BC","BC",""
"229","BGCv13","CWH","CWH_meso","CWHms","CWHms4","Montane Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Montane","","","BC","BC",""
"230","BGCv13","CWH","CWH_meso","CWHms","CWHms5","Subcontinental Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Subcontinental","","","BC","BC",""
"231","BGCv13","CWH","CWH_hypermaritime","CWHvh","CWHvh1","Southern Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Southern","","","BC","BC",""
"232","BGCv13","CWH","CWH_hypermaritime","CWHvh","CWHvh2","Central Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Central","","","BC","BC",""
"233","BGCv13","CWH","CWH_meso","CWHvm","CWHvm1","Southern Submontane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Southern Submontane","","","BC","BC",""
"234","BGCv13","CWH","CWH_meso","CWHvm","CWHvm2","Southern Montane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Southern Montane","","","BC","BC",""
"235","BGCv13","CWH","CWH_meso","CWHvm","CWHvm3","Northern Submontane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Northern Submontane","","","BC","BC",""
"236","BGCv13","CWH","CWH_meso","CWHvm","CWHvm4","Northern Montane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Northern Montane","","","BC","BC",""
"237","BGCv13","CWH","CWH_meso","CWHwm","CWHwm","Wet Maritime CWH","Coastal Western Hemlock","Wet Maritime","","","","BC","BC",""
"238","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws1","Northern Submontane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Northern Submontane","","","BC","BC",""
"239","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws2","Montane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Montane","","","BC","BC",""
"240","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws3","Central Submontane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Central Submontane","","","BC","BC",""
"241","BGCv13","CWH","CWH_dry/continental","CWHxs","CWHxs","Very Dry SubMaritime CWH","Coastal Western Hemlock","Very Dry SubMaritime","","","","BC","BC",""
"242","BGCv13","MH","MH_submaritme","MHms","MHms","Moist Submaritime MH","Mountain Hemlock","Moist Submaritime","","","","BC","BC",""
"243","BGCv13","MH","MH_submaritme","MHmsp","MHmsp","Moist Submaritime Parkland MH","Mountain Hemlock","Moist Submaritime Parkland","","","","BC","BC",""
"244","BGCv13","MH","MH_maritime","MHvh","MHvh","Very Wet Hypermaritime MH","Mountain Hemlock","Very Wet Hypermaritime","","","","BC","BC",""
"245","BGCv13","MH","MH_maritime","MHvhp","MHvhp","Very Wet Hypermaritime Parkland MH","Mountain Hemlock","Very Wet Hypermaritime Parkland","","","","BC","BC",""
"246","USA_2019","BG","BG","BGmw","BGmw_WA","Moist Warm Washington BG","Bunchgrass","Moist Warm","Washington","C Washington","BG  dwz","USA","WA",""
"247","USA_2019","BG","BG","BGmk","BGmk_MT","Moist Cool Montana BG","Bunchgrass","Moist Cool","Montana","SW Montana, EC Idaho","BG  mmx","USA","MT",""
"248","USA_2019","BG","BG","BGdw","BGdw_WA","Dry Warm Washington BG","Bunchgrass","Dry Warm","Washington","C Washington","BG  mmz","USA","WA",""
"249","USA_2019","BG","BG","BGwm","BGwm_WA","Wet Mild Washington BG","Bunchgrass","Wet Mild","Washington","C Washington","BG  wmz","USA","WA",""
"250","USA_2019","BG","BG","BGdh","BGdh_OR","Dry Hot Oregon BG","Bunchgrass","Dry Hot","Oregon","SE Oregon, S Idaho, N Nevada","BG  xhy","USA","OR",""
"251","USA_2019","BG","BG","BGxh","BGxh_WA","Very Dry Hot Washington BG","Bunchgrass","Very Dry Hot","Washington","C Washington","BG  xhz","USA","WA",""
"252","USA_2019","CCH","CCH","CCHun","CCHun_CA","California CCH","California Chaparral ","","California","WC & SW California ","CCH un","USA","CA",""
"253","USA_2019","CDF","CDF","CDFmm","CDFmm_OR","Moist Maritime Oregon CDF","Coastal Douglas-fir","Moist Maritime","Oregon","W Oregon","CDF dmz","USA","OR",""
"254","USA_2019","CDF","CDF","CDFmm","CDFmm_WA","Moist Maritime Washington CDF","Coastal Douglas-fir","Moist Maritime","Washington","NW Washington","CDF mmz","USA","WA",""
"255","USA_2019","CDF","CDF","CDFxm","CDFxm_CA","Very Dry Maritime California CDF","Coastal Douglas-fir","Very Dry Maritime","California","SW Oregon, N California","CDF xmz","USA","CA",""
"256","USA_2019","CMA","CMA","CMAun","CMAun_CA","California CMA","Coastal Mountain-heather Alpine","","California","EC California","CMA us","USA","CA",""
"257","USA_2019","CMA","CMA","CMAun","CMAun_OR","Oregon CMA","Coastal Mountain-heather Alpine","","Oregon","W Oregon","CMA us","USA","OR",""
"258","USA_2019","CMA","CMA","CMAun","CMAun_WA","Washington CMA","Coastal Mountain-heather Alpine","","Washington","W Washington","CMA us","USA","WA",""
"259","USA_2019","CMX","CMX","CMXxm","CMXxm_CA","Very Dry Maritime California CMX","Coastal Mixed Evergreen","Very Dry Maritime","California","C & N California","CMX dmy","USA","CA",""
"260","USA_2019","CMX","CMX","CMXdm","CMXdm_OR","Dry Maritime Oregon CMX","Coastal Mixed Evergreen","Dry Maritime","Oregon","SW Oregon, NW California","CMX dmz","USA","OR",""
"261","USA_2019","CMX","CMX","CMXwm","CMXwm_OR","Wet Maritime Oregon CMX","Coastal Mixed Evergreen","Wet Maritime","Oregon","SW Oregon, NW California","CMX wmz","USA","OR",""
"262","USA_2019","CRF","CRF","CRFdh","CRFdh_CA","Dry Hypermaritime California CRF","Coastal Redwood Forest","Dry Hypermaritime","California","N & C California","CRF dhz","USA","CA",""
"263","USA_2019","CVG","CVG","CVGdm","CVGdm_CA","Dry Mild CVG","Central Valley Grassland ","Dry Mild","","C California","CVG un","USA","CA",""
"264","USA_2019","CWF","CWF","CWFds","CWFds_CA","Dry Submaritime California CWF","Coastal White Fir","Dry Submaritime","California","EC California","CWF msz","USA","CA",""
"265","USA_2019","CWF","CWF","CWFwm","CWFwm_OR","Wet Maritime Oregon CWF","Coastal White Fir","Wet Maritime","Oregon","SW Oregon, NW California","CWF wmz","USA","OR",""
"266","USA_2019","CWF","CWF","CWFmm","CWFmm_OR","Moist Maritime Oregon CWF","Coastal White Fir","Moist Maritime","Oregon","SW Oregon","CWF wsz","USA","OR",""
"267","USA_2019","CWH","CWH_dry/continental","CWHdm","CWHdm_OR","Dry Maritime Oregon CWH","Coastal Western Hemlock","Dry Maritime","Oregon","W Oregon","CWH dmx","USA","OR",""
"268","USA_2019","CWH","CWH_dry/continental","CWHdm","CWHdm_WA","Dry Maritime Washington CWH","Coastal Western Hemlock","Dry Maritime","Washington","W Washington","CWH dmz","USA","WA",""
"269","USA_2019","CWH","CWH_dry/continental","CWHds","CWHds_WA","Dry Submaritime Washington CWH","Coastal Western Hemlock","Dry Submaritime","Washington","NW Washington","CWH dsz","USA","WA",""
"270","USA_2019","CWH","CWH_hypermaritime","CWHmh","CWHmh_OR","Moist Hypermaritime Oregon CWH","Coastal Western Hemlock","Moist Hypermaritime","Oregon","SW Coastal Oregon & N Coastal California","CWH mhz","USA","OR",""
"271","USA_2019","CWH","CWH_dry/continental","CWHms","CWHms_OR","Moist Submaritime Oregon CWH","Coastal Western Hemlock","Moist Submaritime","Oregon","W Oregon","CWH msy","USA","OR",""
"272","USA_2019","CWH","CWH_dry/continental","CWHms","CWHms_WA","Moist Submaritime Washington CWH","Coastal Western Hemlock","Moist Submaritime","Washington","W Washington","CWH msz","USA","WA",""
"273","USA_2019","CWH","CWH_hypermaritime","CWHvh","CWHvh_WA","Very Wet Hypermaritime Washington CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Washington","W Coastal Washington","CWH vhz","USA","WA",""
"274","USA_2019","CWH","CWH_meso","CWHvm","CWHvm_OR","Very Wet Maritime Oregon CWH","Coastal Western Hemlock","Very Wet Maritime","Oregon","SW Washington & W Oregon","CWH vmy","USA","OR",""
"275","USA_2019","CWH","CWH_meso","CWHvm","CWHvm_WA","Very Wet Maritime Washington CWH","Coastal Western Hemlock","Very Wet Maritime","Washington","W Washington","CWH vmz","USA","WA",""
"276","USA_2023","CWH","CWH_hypermaritime","CWHwh","CWHwh_OR","Wet Hypermaritime Oregon CWH","Coastal Western Hemlock","Wet Hypermaritime","Oregon","Coastal Oregon","CWH whz","USA","WA",""
"277","USA_2019","CWH","CWH_hypermaritime","CWHwh","CWHwh_WA","Wet Hypermaritime Washington CWH","Coastal Western Hemlock","Wet Hypermaritime","Washington","Coastal Washington","CWH whz","USA","WA",""
"278","USA_2019","CWH","CWH_dry/continental","CWHxm","CWHxm_OR","Very Dry Maritime Oregon CWH","Coastal Western Hemlock","Very Dry Maritime","Oregon","W Oregon","CWH xmy","USA","OR",""
"279","USA_2019","CWH","CWH_dry/continental","CWHxm","CWHxm_WA","Very Dry Maritime Washington CWH","Coastal Western Hemlock","Very Dry Maritime","Washington","W Washington and NW Oregon","CWH xmz","USA","WA",""
"280","USA_2019","ESSF","ESSF_dry","ESSFxc","ESSFxc_CO","Very Dry Cold Colorado ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","Colorado","W & C Colorado","ESSFcoz","USA","CO",""
"281","USA_2019","ESSF","ESSF_dry","ESSFdh","ESSFdh_WA","Dry Hot Washington ESSF","Engelmann Spruce – Subalpine Fir","Dry Hot","Washington","NW Washington (E Cascades)","ESSFdhz","USA","WA",""
"282","USA_2019","ESSF","ESSF_dry","ESSFdk","ESSFdk_MT","Dry Cool Montana ESSF","Engelmann Spruce – Subalpine Fir","Dry Cool","Montana","NW Montana","ESSFdkz","USA","MT",""
"283","USA_2019","ESSF","ESSF_meso","ESSFmw","ESSFmw_WA","Moist Warm Washington ESSF","Engelmann Spruce – Subalpine Fir","Moist Warm","Washington","NW Washington (E Cascades)","ESSFmwz","USA","WA",""
"284","USA_2019","ESSF","ESSF_dry","ESSFxk","ESSFxk_UT","Very Dry Cool Utah ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","Utah","SW, C, & NE Utah","ESSFutz","USA","UT",""
"285","USA_2019","ESSF","ESSF_wet","ESSFwh","ESSFwh_MT","Wet Hot Montana ESSF","Engelmann Spruce – Subalpine Fir","Wet Hot","Montana","NE Washington, N Idaho, NW Montana","ESSFwhz","USA","MT",""
"286","USA_2019","ESSF","ESSF_wet","ESSFwm","ESSFwm_MT","Wet Mild Montana ESSF","Engelmann Spruce – Subalpine Fir","Wet Mild","Montana","NE Washington, N Idaho, NW Montana","ESSFwmz","USA","MT",""
"287","USA_2019","ESSF","ESSF_dry","ESSFxw","ESSFxw_OR","Very Dry Warm Oregon ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Warm","Oregon","NE Oregon & WC Idaho","ESSFxcy","USA","OR",""
"288","USA_2019","ESSF","ESSF_dry","ESSFxc","ESSFxc_WA","Very Dry Cold Washington ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","Washington","NC Washington","ESSFxcz","USA","WA",""
"289","USA_2019","ESSF","ESSF_dry","ESSFxh","ESSFxh_WA","Very Dry Hot Washington ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Hot","Washington","NE Washington [N Idaho, NW Montana]","ESSFxhz","USA","WA",""
"290","USA_2019","ESSF","ESSF_dry","ESSFdm","ESSFdm_ID","Dry Mild Idaho ESSF","Engelmann Spruce – Subalpine Fir","Dry Mild","Idaho","C Idaho & WC Montana","ESSFxmz","USA","ID",""
"291","USA_2019","ESSF","ESSF_dry","ESSFxk","ESSFxk_MT","Very Dry Cool Montana ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","Montana","WC Montana & EC Idaho","ESSFxxz","USA","MT",""
"292","AB_2018","FG","FG","FGff","FGff","Foothills Fescue FG","Fescue Grassland","","","NW Montana, to AB border","FG  ff","AB","AB",""
"293","USA_2019","GBD","GBD","GBDxx","GBDxx_UT","Very Dry Very Hot Utah GBD","Great Basin Desert","Very Dry Very Hot","Utah","SE Utah","GBD xxw","USA","UT",""
"294","USA_2019","GBD","GBD","GBDdw","GBDdw_UT","Dry Warm Utah GBD","Great Basin Desert","Dry Warm","Utah","Utah, E Nevada, WC Wyoming","GBD xxx","USA","UT",""
"295","USA_2019","GBD","GBD","GBDxh","GBDxh_NV","Very Dry Hot Nevada GBD","Great Basin Desert","Very Dry Hot","Nevada","Nevada, NE California","GBD xxy","USA","NV",""
"296","USA_2019","ICH","ICH_dry","ICHdh","ICHdh_ID","Dry Hot Idaho ICH","Interior Cedar – Hemlock","Dry Hot","Idaho","NEd Idaho & NW Montana","ICH dhz","USA","ID",""
"297","USA_2019","ICH","ICH_dry","ICHdw","ICHdw_ID","Dry Warm Idaho ICH","Interior Cedar – Hemlock","Dry Warm","Idaho","NE Washington, N Idaho, NW Montana","ICH dwz","USA","ID",""
"298","USA_2019","ICH","ICH_meso","ICHmw","ICHmw_MT","Moist Warm Montana ICH","Interior Cedar – Hemlock","Moist Warm","Montana","NW Montana [N Idaho]","ICH mwy","USA","MT",""
"299","USA_2019","ICH","ICH_meso","ICHmh","ICHmh_MT","Moist Hot Montana ICH","Interior Cedar – Hemlock","Moist Hot","Montana","NW Montana","ICH mwz","USA","MT",""
"300","USA_2019","ICH","ICH_dry","ICHxw","ICHxw_WA","Very Dry Warm Washington ICH","Interior Cedar – Hemlock","Very Dry Warm","Washington","NE Washington, N Idaho","ICH xwz","USA","WA",""
"301","USA_2019","IDF","IDF_hot","IDFxm","IDFxm_CO","Very Dry Mild Colorado IDF","Interior Douglas-fir","Very Dry Mild","Colorado","W & C Colorado [SE Wyoming]","IDF coz","USA","CO",""
"302","USA_2019","IDF","IDF","IDFdh","IDFdh_MT","Dry Hot Montana IDF","Interior Douglas-fir","Dry Hot","Montana","NW Montana","IDF dhx","USA","MT",""
"303","USA_2019","IDF","IDF","IDFdh","IDFdh_WA","Dry Hot Washington IDF","Interior Douglas-fir","Dry Hot","Washington","NE Washington, NW Idaho","IDF dhy","USA","WA",""
"304","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_WA","Dry Cool Washington IDF","Interior Douglas-fir","Dry Cool","Washington","NC Washington","IDF dky","USA","WA",""
"305","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_WA","Dry Mild Washington IDF","Interior Douglas-fir","Dry Mild","Washington","NE Washington","IDF dmy","USA","WA",""
"306","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_MT","Dry Mild Montana IDF","Interior Douglas-fir","Dry Mild","Montana","NW Montana","IDF dmz","USA","MT",""
"307","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_MT","Dry Cool Montana IDF","Interior Douglas-fir","Dry Cool","Montana","W Montana","IDF dxz","USA","MT",""
"308","USA_2019","IDF","IDF","IDFdh","IDFdh_UT","Dry Hot Utah IDF","Interior Douglas-fir","Dry Hot","Utah","Utah, E Nevada, W Colorado","IDF utz","USA","UT",""
"309","USA_2019","IDF","IDF_hot","IDFxh","IDFxh_WA","Very Dry Hot Washington IDF","Interior Douglas-fir","Very Dry Hot","Washington","NC & C Washington","IDF xhy","USA","WA",""
"310","USA_2019","IDF","IDF_hot","IDFxh","IDFxh_ID","Very Dry Hot Idaho IDF","Interior Douglas-fir","Very Dry Hot","Idaho","C Idaho, NE Oregon, SE Washington","IDF xhz","USA","ID",""
"311","USA_2019","IDF","IDF_hot","IDFxx","IDFxx_MT","Very Dry Very Hot Montana IDF","Interior Douglas-fir","Very Dry Very Hot","Montana","NW Montana","IDF xxy","USA","MT",""
