"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"1506","MHms/112","HmBl – Lady fern – Horsetail","",""
"1507","MHms/Wb57","PlcYc – Deer cabbage – Peat mosses","",""
"1508","MHms/Ws08","Bl – Valerian – Horsetail","",""
"1509","MHms/Ws63","HmBl – Lady fern – Horsetail","",""
"1510","MHvh/101","HmYc – Blueberry – Lanky moss","",""
"1511","MHvh/101a","HmYc – Blueberry – Lanky moss; Typic phase","",""
"1512","MHvh/101b","HmYc – Blueberry – Lanky moss; Subxeric phase","",""
"1513","MHvh/102","YcHm – Crowberry – Lanky moss","",""
"1514","MHvh/110","HmBaYc – Deer fern – Twistedstalks","",""
"1515","MHvh/111","HmYc – Copperbush – Deer cabbage","",""
"1516","MHvh/Wb51","Plc – Crowberry – Peat mosses","",""
"1517","MHvh/Wb53","PlcYc – Tufted clubrush","",""
"1518","MHvh/Wb53.2","PlcYc – Tufted clubrush; Tall shrub variation","",""
"1519","MHvh/Wb53.3","PlcYc – Tufted clubrush; Low shrub variation","",""
"1520","MHvh/Wb57","PlcYc – Deer cabbage – Peat mosses","",""
"1521","MHvh/Ws55","YcHm – Skunk cabbage","",""
"1522","MHwh/101","HmSs – Blueberry","",""
"1523","MHwh/101a","HmSs – Blueberry; Mesic phase","",""
"1524","MHwh/101b","HmSs – Blueberry; Drier phase","",""
"1525","MHwh/101c","HmSs – Blueberry; Moister phase","",""
"1526","MHwh/102","YcHm – Crowberry – Mountain-heather","",""
"1527","MHwh/110","HmSs – Reedgrass – Lanky moss","",""
"1528","MHwh/111","HmSs – Reedgrass – Deer cabbage","",""
"1529","MHwh/Wb53","PlcYc – Tufted clubrush","",""
"1530","MHwh/Wb54","Yc – Tufted clubrush – Tufted hairgrass","",""
"1531","MHwhp/Sk33","Mountain hemlock – Bog blueberry – Crowberry","",""
"1532","MSdc1/01","Sxw – Wintergreen – Feathermoss","",""
"1533","MSdc1/02","FdPl – Juniper","",""
"1534","MSdc1/03","Pl – Spirea – Pinegrass","",""
"1535","MSdc1/04","Sxw – Gooseberry","",""
"1536","MSdc2/01","Sxw – Wintergreen – Feathermoss","",""
"1537","MSdc2/02","FdBl – Spirea – Stonecrop","",""
"1538","MSdc2/03","FdBl – Soopolallie – Kinnikinnick","IN","insolation"
"1539","MSdc2/04","PlBl – Soopolallie – Kinnikinnick","",""
"1540","MSdc2/05","Sxw – Rhododendron – Crowberry","FR","frost"
"1541","MSdc2/06","Sxw – Twinberry – Reedgrass","",""
"1542","MSdc2/07","Sxw – Gooseberry","",""
"1543","MSdc2/08","Sxw – Horsetail – Leafy moss","",""
"1544","MSdk/101","SxwFd – Bunchberry – Feathermoss","",""
"1545","MSdk/102","Fd – Juniper – Douglas maple","",""
"1546","MSdk/103","FdPl – Juniper – Pinegrass","IN","insolation"
"1547","MSdk/104","SxwPl – Labrador tea – Feathermoss","CA","cold aspects - cold air"
"1548","MSdk/105","FdPl – Pinegrass – Twinflower","",""
"1549","MSdk/110","SxwBl – Azalea – Bunchberry","",""
"1550","MSdk/110.1","SxwBl – Azalea – Bunchberry","",""
"1551","MSdk/110.2","CwSxw – Bunchberry – Mitreworts","",""
"1552","MSdk/111","SxwBl – Horsetail","",""
"1553","MSdk/111a","SxwBl – Horsetail; Riparian phase","Fh","high fluvial bench"
"1554","MSdk/111b","SxwBl – Horsetail; Swamp phase","",""
"1555","MSdk/112","Sxw – Labrador tea – Peat moss","",""
"1556","MSdk/112a","Sxw – Labrador tea – Peat moss; Riparian phase","Fh","high fluvial bench"
"1557","MSdk/112b","Sxw – Labrador tea – Peat moss; Bog phase","",""
"1558","MSdk/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1559","MSdk/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1560","MSdk/Wb15","Sxw – Labrador tea – Peat moss","",""
"1561","MSdk/Ws07","Sxw – Horsetail – Leafy moss","",""
"1562","MSdk/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1563","MSdk/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1564","MSdm1/101","Sxw – Falsebox – Feather moss","",""
"1565","MSdm1/102","Fd – Douglas maple – Pentsemon","",""
"1566","MSdm1/103","Fd(Lw) – Pinegrass – Kinnikinnick","",""
"1567","MSdm1/103a","Fd(Lw) – Pinegrass – Kinnikinnick; Subxeric phase","",""
"1568","MSdm1/103b","Fd(Lw) – Pinegrass – Kinnikinnick; Submesic phase","",""
"1569","MSdm1/104","Pl(Lw) – Pinegrass – Grouseberry","",""
"1570","MSdm1/110","SxwBl – Trapper's tea – Grouseberry","",""
"1571","MSdm1/111","SxwBl – Gooseberry","",""
"1572","MSdm1/111.1","SxwBl – Gooseberry","",""
"1573","MSdm1/111.2","SxwBl(Cw) – Thimbleberry","",""
"1574","MSdm1/112","SxwBl – Gooseberry – Oak fern","",""
"1575","MSdm1/113","Sxw(Bl) – Horsetail","",""
"1576","MSdm1/113a","Sxw(Bl) – Horsetail; Riparian phase","Fh","high fluvial bench"
"1577","MSdm1/113b","Sxw(Bl) – Horsetail; Swamp phase","",""
"1578","MSdm1/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1579","MSdm1/Wb16","Sxw – Trapper's tea – Peat moss","",""
"1580","MSdm1/Ws07","Sxw – Horsetail – Leafy moss","",""
"1581","MSdm1/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1582","MSdm1/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1583","MSdm2/101","Sxw – Falsebox – Feather moss","",""
"1584","MSdm2/102","FdPl – Juniper – Kinnikinnick","",""
"1585","MSdm2/103","FdPl – Falsebox – Pinegrass","IN","insolation"
"1586","MSdm2/104","Pl – Pinegrass – Grouseberry","",""
"1587","MSdm2/105","PlSxw – Trapper's tea – Grouseberry","CA","cold aspects - cold air"
"1588","MSdm2/110","SxwBl – Trapper's tea – Bramble","CA","cold aspects - cold air"
"1589","MSdm2/111","SxwBl – Gooseberry","",""
"1590","MSdm2/112","Sxw – Devil's club","",""
"1591","MSdm2/113","SxwBl – Horsetail","",""
"1592","MSdm2/Wb16","Sxw – Trapper's tea – Peat moss","",""
"1593","MSdm2/Ws07","Sxw – Horsetail – Leafy moss","",""
"1594","MSdm2/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1595","MSdm2/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1596","MSdm3/01","Sxw – Falsebox – Feathermoss","",""
"1597","MSdm3/03","Pl – Juniper – Grouseberry","",""
"1598","MSdm3/04","Pl – Grouseberry – Pinegrass","",""
"1599","MSdm3/05","Sxw – Gooseberry – Grouseberry","",""
"1600","MSdm3/06","Sxw – Gooseberry – Devil's club","",""
"1601","MSdm3/07","Sxw – Horsetail – Leafy moss","",""
"1602","MSdv/01","Pl – Soopolallie – Twinflower","",""
"1603","MSdv/02","Pl – Penstemon – Balsamroot","",""
"1604","MSdv/02a","Pl – Penstemon – Balsamroot; Shallow","",""
"1605","MSdv/02b","Pl – Penstemon – Balsamroot; South slope","IN","insolation"
"1606","MSdv/03","Pl – Short-awned ricegrass – Peltigera","CA","cold aspects - cold air"
"1607","MSdv/04","Pl – Saskatoon – Kinnikinnick","",""
"1608","MSdv/05","Pl – Soopolallie – Heron's-bill","",""
"1609","MSdv/06","Sxw – Twinberry – Reedgrass","",""
"1610","MSdv/07","Sxw – Dwarf blueberry – Crowberry","FR","frost"
"1611","MSdv/08","Sxw – Soopolallie – Scouring-rush","",""
"1612","MSdv/09","Sxw – Horsetail – Leafy moss","",""
"1613","MSdw/101","Sxw – Arnica – Pinegrass","",""
"1614","MSdw/102","Fd – Juniper","",""
"1615","MSdw/103","Fd(LwPl) – Pinegrass","IN","insolation"
"1616","MSdw/104","Pl(Lw) – Pinegrass – Twinflower","",""
"1617","MSdw/104.1","Pl(Lw) – Pinegrass – Twinflower","",""
"1618","MSdw/104.2","Pl(Lw) – Pinegrass – Grouseberry","",""
"1619","MSdw/110","SxwBl – Azalea – Bunchberry","",""
"1620","MSdw/110.1","SxwBl – Azalea – Bunchberry","",""
"1621","MSdw/110.2","CwSxw – Bunchberry – Mitreworts","",""
"1622","MSdw/111","Sxw – Horsetail","",""
"1623","MSdw/111a","Sxw – Horsetail; Riparian phase","Fh","high fluvial bench"
"1624","MSdw/111b","Sxw – Horsetail; Swamp phase","",""
"1625","MSdw/112","Sxw – Trapper's tea – Peat moss","CA","cold aspects - cold air"
"1626","MSdw/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1627","MSdw/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1628","MSdw/Wb15","Sxw – Labrador tea – Peat moss","",""
"1629","MSdw/Wb16","Sxw – Trapper’s tea – Peat moss","",""
"1630","MSdw/Ws07","Sxw – Horsetail – Leafy moss","",""
"1631","MSdw/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1632","MSdw/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1633","MSxk1/101","Pl – Pinegrass – Grouseberry – Feather moss","",""
"1634","MSxk1/101a","Pl – Pinegrass – Grouseberry – Feather moss; Typic phase","",""
"1635","MSxk1/101b","Pl – Pinegrass – Grouseberry – Feather moss; Warm phase","",""
"1636","MSxk1/102","Pl – Grouseberry – Clad lichens","",""
"1637","MSxk1/103","Pl – Grouseberry – Kinnikinnick – Clad lichens","",""
"1638","MSxk1/104","Pl – Grouseberry – Feather moss","",""
"1639","MSxk1/105","PlSxw – Trapper's tea – Grouseberry","",""
"1640","MSxk1/110","Sxw – Trapper's tea – Bunchberry – Glow moss","",""
"1641","MSxk1/111","SxwBl – Gooseberry","",""
"1642","MSxk1/112","Sxw – Horsetail – Soft-leaved sedge","",""
"1643","MSxk1/113","Sxw – Rocky Mountain sedge – Leafy mosses","",""
"1644","MSxk1/Wb16","Sxw – Trapper's tea – Peat moss","",""
"1645","MSxk1/Ws07","Sxw – Horsetail – Leafy moss","",""
"1646","MSxk1/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1647","MSxk1/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1648","MSxk1/Ws12","Sxw – Rocky Mountain sedge – Glow moss","",""
"1649","MSxk2/101","Pl – Pinegrass – Grouseberry – Feather moss","",""
"1650","MSxk2/102","Pl – Grouseberry – Clad lichens","",""
"1651","MSxk2/103","Pl – Grouseberry – Kinnikinnick – Clad lichens","",""
"1652","MSxk2/104","FdPl – Pinegrass – Twinflower","IN","insolation"
"1653","MSxk2/105","Pl – Juniper – Grouseberry – Feather moss","",""
"1654","MSxk2/106","PlSxw – Trapper's tea – Grouseberry","",""
"1655","MSxk2/110","Sxw – Trapper's tea – Bunchberry – Glow moss","CA","cold aspects - cold air"
"1656","MSxk2/111","SxwBl – Gooseberry","",""
"1657","MSxk2/112","Sxw – Horsetail – Soft-leaved sedge","",""
"1658","MSxk2/Wb16","Sxw – Trapper's tea – Peat moss","",""
"1659","MSxk2/Ws07","Sxw – Horsetail – Leafy moss","",""
"1660","MSxk2/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1661","MSxk2/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1662","MSxk3/01","Pl – Pinegrass – Lupine","",""
"1663","MSxk3/02","Fd – Juniper – Grouseberry","",""
"1664","MSxk3/05","FdPl – Pinegrass – Arnica","",""
"1665","MSxk3/06","Pl – Falsebox – Lupine","",""
"1666","MSxk3/07","Sxw – Trapper's tea – Grouseberry","",""
"1667","MSxk3/08","Sxw – Gooseberry – Grouseberry","",""
"1668","MSxk3/09","Sxw – Horsetail – Leafy moss","",""
"1669","MSxk3/10","Pl – Water sedge – Peat moss","",""
"1670","MSxv/01","Pl – Grouseberry – Feathermoss","",""
"1671","MSxv/02","Pl – Fescue – Stereocaulon","",""
"1672","MSxv/03","Pl – Kinnikinnick – Cladonia","",""
"1673","MSxv/03a","Pl – Kinnikinnick – Cladonia; Typic","",""
"1674","MSxv/03b","Pl – Kinnikinnick – Cladonia; Shallow","IN","insolation"
"1675","MSxv/04","Pl – Grouseberry – Kinnikinnick","",""
"1676","MSxv/05","Pl – Trapper's tea – Crowberry","",""
"1677","MSxv/06","Sxw – Crowberry – Knight's plume","",""
"1678","MSxv/07","Sxw – Crowberry – Glow moss","CA","cold aspects - cold air"
"1679","MSxv/08","Sxw – Horsetail – Crowberry","",""
"1680","MSxv/09","Sxw – Labrador tea – Willow","CA","cold aspects - cold air"
"1681","MSxv/10","Sb – Soft-leaved sedge – Peat moss","",""
"1682","PPxh1/101","Py(Fd) – Bluebunch wheatgrass – Rough fescue","",""
"1683","PPxh1/102","Py(Fd) – Bluebunch wheatgrass – Selaginella","",""
"1684","PPxh1/103","Py – Antelope-brush – Bluebunch wheatgrass","",""
"1685","PPxh1/104","Py – Bluebunch wheatgrass – Balsamroot","",""
"1686","PPxh1/110","FdPy – Pinegrass","CAS","cold aspects"
"1687","PPxh1/111","Fd(Py) – Snowberry – Oregon-grape","",""
"1688","PPxh1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1689","PPxh1/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1690","PPxh1/Fm06","Cottonwood – Poison ivy – Rose","Fm","mid fluvial bench"
"1691","PPxh2/101","Py(Fd) – Bluebunch wheatgrass – Rough fescue","",""
"1692","PPxh2/102","Py(Fd) – Bluebunch wheatgrass – Selaginella","",""
"1693","PPxh2/103","Py – Rabbit-brush – Bluebunch wheatgrass","",""
"1694","PPxh2/110","Fd – Feather moss – Step moss","CAS","cold aspects"
"1695","PPxh2/110.1","Fd – Feather moss – Step moss","CAS","cold aspects"
"1696","PPxh2/110.2","Fd – Rough fescue – Bluebunch wheatgrass","CAS","cold aspects"
"1697","PPxh2/111","Fd – Douglas maple – Saskatoon","",""
"1698","PPxh2/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1699","PPxh2/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1700","SBPSdc/01","Pl – Juniper – Feathermoss","",""
"1701","SBPSdc/02","Pl – Kinnikinnick – Cladonia","",""
"1702","SBPSdc/02a","Pl – Kinnikinnick – Cladonia; Typic","IN","insolation"
"1703","SBPSdc/02b","Pl – Kinnikinnick – Cladonia; Shallow","",""
"1704","SBPSdc/03","Pl – Kinnikinnick – Feathermoss","",""
"1705","SBPSdc/03a","Pl – Kinnikinnick – Feathermoss; Typic","",""
"1706","SBPSdc/03b","Pl – Kinnikinnick – Feathermoss; Sand","",""
"1707","SBPSdc/04","PlSb – Feathermoss","FR","frost"
"1708","SBPSdc/05","Sxw – Scrub birch – Feathermoss","FR","frost"
"1709","SBPSdc/06","Sxw – Horsetail – Meadowrue","",""
"1710","SBPSdc/07","Sb – Scrub birch – Sedge","CA","cold aspects - cold air"
"1711","SBPSdc/08","Sxw – Horsetail – Glow moss","",""
"1712","SBPSmc/01","Pl – Feathermoss – Cladina","",""
"1713","SBPSmc/01a","Pl – Feathermoss – Cladina; Mesic","",""
"1714","SBPSmc/01b","Pl – Feathermoss – Cladina; Submesic","",""
"1715","SBPSmc/02","Pl – Kinnikinnick – Cladonia","",""
"1716","SBPSmc/03","SbPl – Feathermoss","FR","frost"
"1717","SBPSmc/04","Sxw – Scrub birch – Feathermoss","FR","frost"
"1718","SBPSmc/05","Sxw – Horsetail","",""
"1719","SBPSmc/06","Sxw – Horsetail – Glow moss","",""
"1720","SBPSmc/07","SbSxw – Scrub birch – Sedge","CA","cold aspects - cold air"
"1721","SBPSmc/08","Sb  – Creeping-snowberry – Peat moss","",""
"1722","SBPSmk/01","Pl – Pinegrass – Arnica","",""
"1723","SBPSmk/02","Pl – Cladonia – Haircap moss","",""
"1724","SBPSmk/03","Fd – Pinegrass – Aster","IN","insolation"
"1725","SBPSmk/04","Pl – Pinegrass – Feathermoss","",""
"1726","SBPSmk/04a","Pl – Pinegrass – Feathermoss; Typic","",""
"1727","SBPSmk/04b","Pl – Pinegrass – Feathermoss; Sand","",""
"1728","SBPSmk/05","SxwFd – Step moss","CAS","cold aspects"
"1729","SBPSmk/06","Sxw – Twinberry","CA","cold aspects - cold air"
"1730","SBPSmk/07","Sxw – Horsetail – Glow moss","",""
"1731","SBPSmk/08","SbSxw – Scrub birch – Sedge","",""
"1732","SBPSxc/01","Pl – Kinnikinnick – Feathermoss","",""
"1733","SBPSxc/02","Pl – Kinnikinnick – Cladonia","",""
"1734","SBPSxc/02a","Pl – Kinnikinnick – Cladonia; Typic","",""
"1735","SBPSxc/02b","Pl – Kinnikinnick – Cladonia; Sand","",""
"1736","SBPSxc/02c","Pl – Kinnikinnick – Cladonia; Shallow","",""
"1737","SBPSxc/03","Sxw – Scrub birch – Fen moss","",""
"1738","SBPSxc/04","Sxw – Scrub birch – Feathermoss","",""
"1739","SBPSxc/05","Sxw – Horsetail – Glow moss","",""
"1740","SBPSxc/06","Sxw – Horsetail – Meadowrue","",""
"1741","SBSdh1/01","SxwFd – Ricegrass","",""
"1742","SBSdh1/02","Pl – Velvet-leaved blueberry – Cladonia","",""
"1743","SBSdh1/03","FdPl – Pinegrass – Feathermoss","",""
"1744","SBSdh1/04","Pl – Pinegrass – Feathermoss","",""
"1745","SBSdh1/05","Pl – Labrador tea – Velvet-leaved blueberry","",""
"1746","SBSdh1/06","SxwFd – Thimbleberry","",""
"1747","SBSdh1/07","Sxw – Horsetail","",""
"1748","SBSdh1/08","Sb – Scrub birch – Sedge","",""
"1749","SBSdk/01","Sxw – Spirea – Purple peavine","",""
"1750","SBSdk/01a","Sxw – Spirea – Purple peavine; Fine-textured","",""
"1751","SBSdk/01b","Sxw – Spirea – Purple peavine; Coarse-textured","",""
"1752","SBSdk/02","Pl – Juniper – Ricegrass","",""
"1753","SBSdk/03","Pl – Feathermoss – Cladina","",""
"1754","SBSdk/04","Fd – Soopolallie – Feathermoss","IN","insolation"
"1755","SBSdk/05","Sxw – Spirea – Feathermoss","",""
"1756","SBSdk/06","Sxw – Twinberry – Coltsfoot","",""
"1757","SBSdk/07","Sxw – Horsetail","",""
"1758","SBSdk/07a","Sxw – Horsetail; Freely drained","Fh","high fluvial bench"
"1759","SBSdk/07b","Sxw – Horsetail; Poorly drained","",""
"1760","SBSdk/08","Act – Dogwood – Prickly rose","Fm","mid fluvial bench"
"1761","SBSdk/08b","Act – Dogwood – Prickly rose; Medium-bench","Fm","mid fluvial bench"
"1762","SBSdk/09","Sb – Creeping-snowberry – Sphagnum","CA","cold aspects - cold air"
"1763","SBSdk/10","Sb – Soft-leaved sedge – Sphagnum","CA","cold aspects - cold air"
"1764","SBSdw1/01","SxwFd – Pinegrass","",""
"1765","SBSdw1/02","FdPl – Cladonia","",""
"1766","SBSdw1/03","Fd – Saskatoon – Pinegrass","IN","insolation"
"1767","SBSdw1/04","Pl – Pinegrass – Feathermoss","",""
"1768","SBSdw1/05","SxwFd – Ricegrass","CAS","cold aspects"
"1769","SBSdw1/06","SxwFd – Thimbleberry","",""
"1770","SBSdw1/07","Sxw – Twinberry – Coltsfoot","Fh","high fluvial bench"
"1771","SBSdw1/08","Sxw – Twinberry – Oak fern","",""
"1772","SBSdw1/09","Sxw – Horsetail – Glow moss","",""
"1773","SBSdw1/Wb01","Sb – Creeping-snowberry – Sphagnum","",""
"1774","SBSdw1/Wb05","Sb – Water sedge – Peat moss","",""
"1775","SBSdw2/01","SxwFd – Pinegrass","",""
"1776","SBSdw2/02","FdPl – Cladonia","",""
"1777","SBSdw2/03","Pl – Kinnikinnick – Wavy-leaved moss","",""
"1778","SBSdw2/04","Fd – Pinegrass – Aster","IN","insolation"
"1779","SBSdw2/05","SxwFd – Cat's-tail moss","CAS","cold aspects"
"1780","SBSdw2/06","Pl – Pinegrass – Feathermoss","",""
"1781","SBSdw2/07","PlSb – Feathermoss","FR","frost"
"1782","SBSdw2/08","Sxw – Twinberry","CA","cold aspects - cold air"
"1783","SBSdw2/09","Sxw – Devil's club – Knight's plume","",""
"1784","SBSdw2/10","Sxw – Horsetail","",""
"1785","SBSdw2/11","Sb – Soft-leaved sedge – Sphagnum","",""
"1786","SBSdw2/12","Sb – Buckbean – Peat moss","",""
"1787","SBSdw2/Wb01","Sb – Creeping-snowberry – Sphagnum","",""
"1788","SBSdw2/Wb05","Sb – Water sedge – Peat moss","",""
"1789","SBSdw3/01","SxwFd – Pinegrass","",""
"1790","SBSdw3/02","FdPl – Cladonia","",""
"1791","SBSdw3/03","Pl – Feathermoss – Cladina","IN","insolation"
"1792","SBSdw3/04","SxwFd – Ricegrass","",""
"1793","SBSdw3/05","PlSb – Feathermoss","FR","frost"
"1794","SBSdw3/06","Sxw – Pink spirea – Prickly rose","",""
"1795","SBSdw3/07","Sxw – Twinberry","",""
"1796","SBSdw3/08","Sxw – Oak fern","",""
"1797","SBSdw3/09","Sxw – Horsetail – Glow moss","",""
"1798","SBSdw3/10","Sb – Soft-leaved sedge – Sphagnum","CA","cold aspects - cold air"
"1799","SBSdw3/11","Sb – Water sedge – Peat moss","",""
"1800","SBSdw3/12","Sb – Common horsetail – Peat moss","",""
"1801","SBSmc1/01","Sxw – Huckleberry","",""
"1802","SBSmc1/01a","Sxw – Huckleberry; Typic","",""
"1803","SBSmc1/01b","Sxw – Huckleberry; Shallow","",""
"1804","SBSmc1/01c","Sxw – Huckleberry; Sand","",""
"1805","SBSmc1/02","Pl – Cladonia – Haircap moss","",""
"1806","SBSmc1/03","Fd – Pinegrass – Aster","IN","insolation"
"1807","SBSmc1/04","Sxw – Huckleberry – Labrador tea","CA","cold aspects - cold air"
"1808","SBSmc1/05","Sxw – Spirea – Glow moss","CA","cold aspects - cold air"
"1809","SBSmc1/06","Sxw – Oak fern","",""
"1810","SBSmc1/07","Sxw – Devil's club – Step moss","",""
"1811","SBSmc1/08","Sxw – Horsetail – Glow moss","CA","cold aspects - cold air"
"1812","SBSmc2/01","Sxw – Huckleberry","",""
"1813","SBSmc2/01a","Sxw – Huckleberry; Typic","",""
"1814","SBSmc2/01b","Sxw – Huckleberry; Shallow","",""
"1815","SBSmc2/01c","Sxw – Huckleberry; Submesic","",""
"1816","SBSmc2/02","Pl – Huckleberry – Cladonia","",""
"1817","SBSmc2/02a","Pl – Huckleberry – Cladonia; Typic","",""
"1818","SBSmc2/02b","Pl – Huckleberry – Cladonia; Sand","",""
"1819","SBSmc2/03","SbPl – Feathermoss","FR","frost"
"1820","SBSmc2/04","Sxw – Huckleberry – Dwarf blueberry","CA","cold aspects - cold air"
"1821","SBSmc2/05","Sxw – Twinberry – Coltsfoot","",""
"1822","SBSmc2/06","Sxw – Oak fern","",""
"1823","SBSmc2/07","Sxw – Scrub birch – Feathermoss","FR","frost"
"1824","SBSmc2/08","Sxw – Twinberry – Oak fern","CA","cold aspects - cold air"
"1825","SBSmc2/09","Sxw – Devil's club","",""
"1826","SBSmc2/09a","Sxw – Devil's club; Fluvial","Fh","high fluvial bench"
"1827","SBSmc2/09b","Sxw – Devil's club; Morainal","",""
"1828","SBSmc2/10","Sxw – Horsetail","",""
"1829","SBSmc2/10a","Sxw – Horsetail; Fluvial","Fh","high fluvial bench"
"1830","SBSmc2/10b","Sxw – Horsetail; Lacustrine/morainal","",""
"1831","SBSmc2/11","Sxw – Horsetail – Glow moss","",""
"1832","SBSmc2/12","SbSxw – Scrub birch – Sedge","CA","cold aspects - cold air"
"1833","SBSmc2/13","Sb – Soft-leaved sedge – Peat moss","",""
"1834","SBSmc2/14","Sb – Common horsetail – Peat moss","",""
"1835","SBSmc2/15","Pl – Few-flowered sedge – Peat moss","",""
"1836","SBSmc2/16","Sb – Buckbean – Peat moss","",""
"1837","SBSmc3/01","Sxw – Huckleberry","",""
"1838","SBSmc3/02","Pl – Juniper – Dwarf blueberry","",""
"1839","SBSmc3/03","Pl – Feathermoss – Cladina","",""
"1840","SBSmc3/04","Sxw – Huckleberry – Soopolallie","",""
"1841","SBSmc3/05","Sb – Huckleberry – Spirea","FR","frost"
"1842","SBSmc3/06","SbPl – Feathermoss","FR","frost"
"1843","SBSmc3/07","Sxw – Twinberry","",""
"1844","SBSmc3/08","Sxw – Horsetail","",""
"1845","SBSmc3/09","SbSxw – Scrub birch – Sedge","CA","cold aspects - cold air"
"1846","SBSmh/01","SxwFd – Hazelnut","",""
"1847","SBSmh/02","FdPl – Cladonia","",""
"1848","SBSmh/03","FdPl – Velvet-leaved blueberry – Cladonia","",""
"1849","SBSmh/04","Fd – Douglas maple – Step moss","IN","insolation"
"1850","SBSmh/05","SxwFd – Feathermoss","",""
"1851","SBSmh/06","SxwFd – Coltsfoot","",""
"1852","SBSmh/07","SxwEp – Devil's club","",""
"1853","SBSmh/08","Sxw – Ostrich fern","Fh","high fluvial bench"
"1854","SBSmh/09","Sxw – Horsetail – Glow moss","",""
"1855","SBSmk1/01","Sxw – Huckleberry – High bush-cranberry","",""
"1856","SBSmk1/02","Pl – Cladina – Step moss","",""
"1857","SBSmk1/03","Pl – Feathermoss – Cladina","",""
"1858","SBSmk1/04","SxwFd – Knight's plume","IN","insolation"
"1859","SBSmk1/05","SxwFd – Toad-flax","",""
"1860","SBSmk1/06","Sb – Huckleberry – Spirea","FR","frost"
"1861","SBSmk1/07","Sxw – Oak fern","",""
"1862","SBSmk1/08","Sxw – Devil's club","Fh","high fluvial bench"
"1863","SBSmk1/09","Sxw – Horsetail","",""
"1864","SBSmk1/09a","Sxw – Horsetail; Fluvial","Fh","high fluvial bench"
"1865","SBSmk1/09b","Sxw – Horsetail; Organic","",""
"1866","SBSmk1/10","Sb – Scrub birch – Sedge","",""
"1867","SBSmk2/01","Sxw – Huckleberry – High bush-cranberry","",""
"1868","SBSmk2/02","Pl – Feathermoss – Cladina","",""
"1869","SBSmk2/03","Sxw – Huckleberry – Soopolallie","",""
"1870","SBSmk2/04","Sb – Huckleberry – Spirea","FR","frost"
"1871","SBSmk2/05","Sxw – Oak fern","",""
"1872","SBSmk2/06","Sxw – Horsetail","Fh","high fluvial bench"
"1873","SBSmk2/07","Sb – Water sedge – Peat moss","",""
"1874","SBSmm/01","Sxw – Falsebox – Knight's plume","",""
"1875","SBSmm/02","Pl – Huckleberry – Cladonia","",""
"1876","SBSmm/03","PlFd – Juniper","",""
"1877","SBSmm/04","Pl – Soopolallie – Pinegrass","",""
"1878","SBSmm/05","Sxw – Soopolallie – Falsebox","",""
"1879","SBSmm/06","Sxw – Huckleberry – Falsebox","",""
"1880","SBSmm/07","Sxw – Oak fern","",""
"1881","SBSmm/08","Sxw – Horsetail","Fh","high fluvial bench"
"1882","SBSmm/10","Sb – Water sedge – Peat moss","",""
"1883","SBSmw/01","SxwFd – Falsebox","",""
"1884","SBSmw/02","FdBl – Huckleberry","",""
"1885","SBSmw/03","Pl – Huckleberry – Velvet-leaved blueberry","",""
"1886","SBSmw/04","SxwFd – Knight's plume","IN","insolation"
"1887","SBSmw/05","Sxw – Pink spirea","CA","cold aspects - cold air"
"1888","SBSmw/06","Sxw – Oak fern","",""
"1889","SBSmw/07","Sxw – Twinberry – Oak fern","",""
"1890","SBSmw/08","Sxw – Devil's club","",""
"1891","SBSmw/09","Sxw – Horsetail","",""
"1892","SBSmw/10","SbSxw – Scrub birch – Sedge","",""
"1893","SBSmw/11","Pl – Huckleberry – Knight's plume","",""
"1894","SBSmw/12","Sxw – Pink spirea – Sphagnum","",""
"1895","SBSmw/13","Sxw – Mountain alder – Lady fern","",""
