"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"32",765,"+","BWBSmw","BWBSmw/110","At",2,"At",2,"DS",FALSE
"33",765,"-","BWBSmw","BWBSmw/110","At",2,"At",2,"",FALSE
"34",766,"+","BWBSmw","BWBSmw/110","Ep",3,"Ep",2,"DS",FALSE
"35",766,"-","BWBSmw","BWBSmw/110","Ep",3,"Ep",3,"",FALSE
"36",767,"+","BWBSmw","BWBSmw/110","Pli",2,"Pl",2,"DS",FALSE
"37",767,"-","BWBSmw","BWBSmw/110","Pli",2,"Pl",2,"",FALSE
"38",769,"+","BWBSmw","BWBSmw/110","Sw",1,"Sx",1,"DS",FALSE
"39",769,"-","BWBSmw","BWBSmw/110","Sw",1,"Sx",1,"",FALSE
"40",770,"+","BWBSmw","BWBSmw/111","Acb",2,"Ac",2,"DS",FALSE
"41",770,"-","BWBSmw","BWBSmw/111","Acb",2,"Ac",2,"D6",FALSE
"42",771,"+","BWBSmw","BWBSmw/111","At",3,"At",3,"DS",FALSE
"43",771,"-","BWBSmw","BWBSmw/111","At",3,"At",3,"D6",FALSE
"44",772,"+","BWBSmw","BWBSmw/111","Ep",3,"Ep",3,"DS",FALSE
"45",772,"-","BWBSmw","BWBSmw/111","Ep",3,"Ep",3,"D6",FALSE
"46",773,"+","BWBSmw","BWBSmw/111","Pli",3,"Pl",2,"DS",FALSE
"47",773,"-","BWBSmw","BWBSmw/111","Pli",3,"Pl",3,"D6",FALSE
"48",774,"+","BWBSmw","BWBSmw/111","Sw",1,"Sx",1,"DS",FALSE
"49",774,"-","BWBSmw","BWBSmw/111","Sw",1,"Sx",1,"D6",FALSE
"50",775,"-","BWBSmw","BWBSmw/112","Acb",1,"Ac",1,"",FALSE
"51",776,"-","BWBSmw","BWBSmw/112","Sw",2,"Sx",2,"WHM",FALSE
"52",6648,"+","ESSFwk2","ESSFwk2/01","Bl",1,"Bl",1,"DS",FALSE
"53",6648,"-","ESSFwk2","ESSFwk2/01","Bl",1,"Bl",1,"C4",FALSE
"54",6649,"+","ESSFwk2","ESSFwk2/01","Se",1,"Sx",1,"DS",FALSE
"55",6649,"-","ESSFwk2","ESSFwk2/01","Se",1,"Sx",1,"C4",FALSE
"56",6650,"+","ESSFwk2","ESSFwk2/02","Bl",3,"Bl",2,"DS",FALSE
"57",6650,"-","ESSFwk2","ESSFwk2/02","Bl",3,"Bl",3,"B2",FALSE
"58",6651,"+","ESSFwk2","ESSFwk2/02","Se",2,"Sx",2,"DS",FALSE
"59",6651,"-","ESSFwk2","ESSFwk2/02","Se",2,"Sx",2,"B2",FALSE
"60",6652,"+","ESSFwk2","ESSFwk2/03","Bl",2,"Bl",1,"DS",FALSE
"61",6652,"-","ESSFwk2","ESSFwk2/03","Bl",2,"Bl",2,"",FALSE
"62",6653,"+","ESSFwk2","ESSFwk2/03","Pli",3,"Pl",3,"DS",FALSE
"63",6653,"-","ESSFwk2","ESSFwk2/03","Pli",3,"Pl",3,"",FALSE
"64",6654,"+","ESSFwk2","ESSFwk2/03","Se",1,"Sx",1,"DS",FALSE
"65",6654,"-","ESSFwk2","ESSFwk2/03","Se",1,"Sx",1,"",FALSE
"66",6655,"+","ESSFwk2","ESSFwk2/04","Bl",1,"Bl",1,"DS",FALSE
"67",6655,"-","ESSFwk2","ESSFwk2/04","Bl",1,"Bl",1,"",FALSE
"68",6656,"+","ESSFwk2","ESSFwk2/04","Se",1,"Sx",1,"DS",FALSE
"69",6656,"-","ESSFwk2","ESSFwk2/04","Se",1,"Sx",1,"",FALSE
"70",6657,"+","ESSFwk2","ESSFwk2/05","Bl",1,"Bl",1,"DS",FALSE
"71",6657,"-","ESSFwk2","ESSFwk2/05","Bl",1,"Bl",1,"",FALSE
"72",6658,"+","ESSFwk2","ESSFwk2/05","Se",1,"Sx",1,"DS",FALSE
"73",6658,"-","ESSFwk2","ESSFwk2/05","Se",1,"Sx",1,"",FALSE
"74",6659,"+","ESSFwk2","ESSFwk2/06","Bl",2,"Bl",2,"DS",FALSE
"75",6659,"-","ESSFwk2","ESSFwk2/06","Bl",2,"Bl",2,"D6",FALSE
"76",6660,"+","ESSFwk2","ESSFwk2/06","Se",1,"Sx",2,"DS",FALSE
"77",6660,"-","ESSFwk2","ESSFwk2/06","Se",1,"Sx",1,"D6",FALSE
"78",13388,"+","SBSdh1","SBSdh1/01","At",3,"At",1,"DS",FALSE
"79",13388,"-","SBSdh1","SBSdh1/01","At",3,"At",1,"WHM",FALSE
"80",13389,"+","SBSdh1","SBSdh1/01","Bl",2,"Bl",2,"DS",FALSE
"81",13389,"-","SBSdh1","SBSdh1/01","Bl",2,"Bl",2,"C4",FALSE
"82",13390,"+","SBSdh1","SBSdh1/01","Ep",3,"Ep",3,"DS",FALSE
"83",13390,"-","SBSdh1","SBSdh1/01","Ep",3,"Ep",3,"C4",FALSE
"84",13391,"+","SBSdh1","SBSdh1/01","Fdi",2,"Fd",1,"DS",FALSE
"85",13391,"-","SBSdh1","SBSdh1/01","Fdi",2,"Fd",2,"C4",FALSE
"86",13393,"+","SBSdh1","SBSdh1/01","Pli",1,"Pl",1,"DS",FALSE
"87",13393,"-","SBSdh1","SBSdh1/01","Pli",1,"Pl",1,"C4",FALSE
"88",13394,"+","SBSdh1","SBSdh1/01","Sxw",1,"Sx",1,"DS",FALSE
"89",13394,"-","SBSdh1","SBSdh1/01","Sxw",1,"Sx",1,"C4",FALSE
"90",13395,"+","SBSdh1","SBSdh1/02","Pli",2,"Pl",2,"DS",FALSE
"91",13395,"-","SBSdh1","SBSdh1/02","Pli",2,"Pl",2,"B2",FALSE
"92",13396,"+","SBSdh1","SBSdh1/02","Sxw",3,"Sx",3,"DS",FALSE
"93",13396,"-","SBSdh1","SBSdh1/02","Sxw",3,"Sx",3,"B2",FALSE
"94",13397,"+","SBSdh1","SBSdh1/03","Fdi",1,"Fd",1,"DS",FALSE
"95",13397,"-","SBSdh1","SBSdh1/03","Fdi",1,"Fd",1,"",FALSE
"96",13399,"+","SBSdh1","SBSdh1/03","Pli",1,"Pl",1,"DS",FALSE
"97",13399,"-","SBSdh1","SBSdh1/03","Pli",1,"Pl",1,"",FALSE
"98",13400,"+","SBSdh1","SBSdh1/03","Pw",3,"Pw",3,"DS",FALSE
"99",13400,"-","SBSdh1","SBSdh1/03","Pw",3,"Pw",3,"",FALSE
"100",13401,"+","SBSdh1","SBSdh1/04","Fdi",1,"Fd",1,"DS",FALSE
"101",13401,"-","SBSdh1","SBSdh1/04","Fdi",1,"Fd",1,"",FALSE
"102",13402,"+","SBSdh1","SBSdh1/04","Pli",1,"Pl",1,"DS",FALSE
"103",13402,"-","SBSdh1","SBSdh1/04","Pli",1,"Pl",1,"",FALSE
"104",13403,"+","SBSdh1","SBSdh1/04","Sxw",2,"Sx",2,"DS",FALSE
"105",13403,"-","SBSdh1","SBSdh1/04","Sxw",2,"Sx",2,"",FALSE
"106",13404,"+","SBSdh1","SBSdh1/05","At",3,"At",3,"DS",FALSE
"107",13404,"-","SBSdh1","SBSdh1/05","At",3,"At",3,"",FALSE
"108",13405,"+","SBSdh1","SBSdh1/05","Pli",1,"Pl",1,"DS",FALSE
"109",13405,"-","SBSdh1","SBSdh1/05","Pli",1,"Pl",1,"",FALSE
"110",13406,"+","SBSdh1","SBSdh1/05","Sb",3,"Sb",3,"DS",FALSE
"111",13406,"-","SBSdh1","SBSdh1/05","Sb",3,"Sb",3,"",FALSE
"112",13407,"+","SBSdh1","SBSdh1/05","Sxw",3,"Sx",3,"DS",FALSE
"113",13407,"-","SBSdh1","SBSdh1/05","Sxw",3,"Sx",3,"",FALSE
"114",13408,"+","SBSdh1","SBSdh1/06","At",2,"At",2,"DS",FALSE
"115",13408,"-","SBSdh1","SBSdh1/06","At",2,"At",2,"",FALSE
"116",13409,"+","SBSdh1","SBSdh1/06","Bl",2,"Bl",2,"DS",FALSE
"117",13409,"-","SBSdh1","SBSdh1/06","Bl",2,"Bl",2,"",FALSE
"118",13410,"+","SBSdh1","SBSdh1/06","Ep",3,"Ep",3,"DS",FALSE
"119",13410,"-","SBSdh1","SBSdh1/06","Ep",3,"Ep",3,"",FALSE
"120",13411,"+","SBSdh1","SBSdh1/06","Fdi",1,"Fd",1,"DS",FALSE
"121",13411,"-","SBSdh1","SBSdh1/06","Fdi",1,"Fd",1,"",FALSE
"122",13412,"+","SBSdh1","SBSdh1/06","Pli",2,"Pl",2,"DS",FALSE
"123",13412,"-","SBSdh1","SBSdh1/06","Pli",2,"Pl",2,"",FALSE
"124",13413,"+","SBSdh1","SBSdh1/06","Sxw",1,"Sx",1,"DS",FALSE
"125",13413,"-","SBSdh1","SBSdh1/06","Sxw",1,"Sx",1,"",FALSE
"126",13414,"+","SBSdh1","SBSdh1/07","Act",2,"Ac",2,"DS",FALSE
"127",13414,"-","SBSdh1","SBSdh1/07","Act",2,"Ac",2,"D6",FALSE
"128",13415,"+","SBSdh1","SBSdh1/07","At",2,"At",2,"DS",FALSE
"129",13415,"-","SBSdh1","SBSdh1/07","At",2,"At",2,"D6",FALSE
"130",13416,"+","SBSdh1","SBSdh1/07","Bl",2,"Bl",2,"DS",FALSE
"131",13416,"-","SBSdh1","SBSdh1/07","Bl",2,"Bl",2,"D6",FALSE
"132",13417,"+","SBSdh1","SBSdh1/07","Ep",3,"Ep",3,"DS",FALSE
"133",13417,"-","SBSdh1","SBSdh1/07","Ep",3,"Ep",3,"D6",FALSE
"134",13418,"+","SBSdh1","SBSdh1/07","Fdi",2,"Fd",2,"DS",FALSE
"135",13418,"-","SBSdh1","SBSdh1/07","Fdi",2,"Fd",2,"D6",FALSE
"136",13419,"+","SBSdh1","SBSdh1/07","Pli",3,"Pl",2,"DS",FALSE
"137",13419,"-","SBSdh1","SBSdh1/07","Pli",3,"Pl",3,"D6",FALSE
"138",13420,"+","SBSdh1","SBSdh1/07","Sxw",1,"Sx",1,"DS",FALSE
"139",13420,"-","SBSdh1","SBSdh1/07","Sxw",1,"Sx",1,"D6",FALSE
"140",13421,"+","SBSdh1","SBSdh1/08","Pli",3,"Pl",2,"DS",FALSE
"141",13421,"-","SBSdh1","SBSdh1/08","Pli",3,"Pl",3,"",FALSE
"142",13422,"+","SBSdh1","SBSdh1/08","Sb",1,"Sb",2,"DS",FALSE
"143",13422,"-","SBSdh1","SBSdh1/08","Sb",1,"Sb",1,"",FALSE
"144",13423,"+","SBSdh1","SBSdh1/08","Sxw",1,"Sx",2,"DS",FALSE
"145",13423,"-","SBSdh1","SBSdh1/08","Sxw",1,"Sx",1,"",FALSE
"146",13649,"+","SBSdw3","SBSdw3/01","At",1,"At",1,"DS",FALSE
"147",13649,"-","SBSdw3","SBSdw3/01","At",1,"At",1,"C4",FALSE
"148",13650,"+","SBSdw3","SBSdw3/01","Ep",3,"Ep",3,"DS",FALSE
"149",13650,"-","SBSdw3","SBSdw3/01","Ep",3,"Ep",3,"C4",FALSE
"150",13651,"+","SBSdw3","SBSdw3/01","Fdi",2,"Fd",2,"DS",FALSE
"151",13651,"-","SBSdw3","SBSdw3/01","Fdi",2,"Fd",2,"C4",FALSE
"152",13653,"+","SBSdw3","SBSdw3/01","Pli",1,"Pl",1,"DS",FALSE
"153",13653,"-","SBSdw3","SBSdw3/01","Pli",1,"Pl",1,"C4",FALSE
"154",13654,"+","SBSdw3","SBSdw3/01","Sxw",1,"Sx",1,"DS",FALSE
"155",13654,"-","SBSdw3","SBSdw3/01","Sxw",1,"Sx",1,"C4",FALSE
"156",13655,"+","SBSdw3","SBSdw3/02","Fdi",2,"Fd",2,"DS",FALSE
"157",13655,"-","SBSdw3","SBSdw3/02","Fdi",2,"Fd",2,"B2",FALSE
"158",13656,"+","SBSdw3","SBSdw3/02","Pli",2,"Pl",2,"DS",FALSE
"159",13656,"-","SBSdw3","SBSdw3/02","Pli",2,"Pl",2,"B2",FALSE
"160",13657,"+","SBSdw3","SBSdw3/02","Sxw",3,"Sx",3,"DS",FALSE
"161",13657,"-","SBSdw3","SBSdw3/02","Sxw",3,"Sx",3,"B2",FALSE
"162",13658,"+","SBSdw3","SBSdw3/03","At",3,"At",3,"DS",FALSE
"163",13658,"-","SBSdw3","SBSdw3/03","At",3,"At",3,"",FALSE
"164",13659,"+","SBSdw3","SBSdw3/03","Pli",1,"Pl",1,"DS",FALSE
"165",13659,"-","SBSdw3","SBSdw3/03","Pli",1,"Pl",1,"",FALSE
"166",13660,"+","SBSdw3","SBSdw3/03","Sxw",3,"Sx",3,"DS",FALSE
"167",13660,"-","SBSdw3","SBSdw3/03","Sxw",3,"Sx",3,"",FALSE
"168",13661,"+","SBSdw3","SBSdw3/04","At",2,"At",2,"DS",FALSE
"169",13661,"-","SBSdw3","SBSdw3/04","At",2,"At",2,"",FALSE
"170",13662,"+","SBSdw3","SBSdw3/04","Ep",3,"Ep",2,"DS",FALSE
"171",13662,"-","SBSdw3","SBSdw3/04","Ep",3,"Ep",3,"",FALSE
"172",13663,"+","SBSdw3","SBSdw3/04","Fdi",1,"Fd",1,"DS",FALSE
"173",13663,"-","SBSdw3","SBSdw3/04","Fdi",1,"Fd",1,"",FALSE
"174",13665,"+","SBSdw3","SBSdw3/04","Pli",1,"Pl",1,"DS",FALSE
"175",13665,"-","SBSdw3","SBSdw3/04","Pli",1,"Pl",1,"",FALSE
"176",13666,"+","SBSdw3","SBSdw3/04","Sxw",3,"Sx",2,"DS",FALSE
"177",13666,"-","SBSdw3","SBSdw3/04","Sxw",3,"Sx",3,"",FALSE
"178",13667,"+","SBSdw3","SBSdw3/05","At",3,"At",3,"DS",FALSE
"179",13667,"-","SBSdw3","SBSdw3/05","At",3,"At",3,"",FALSE
"180",13668,"+","SBSdw3","SBSdw3/05","Pli",1,"Pl",1,"DS",FALSE
"181",13668,"-","SBSdw3","SBSdw3/05","Pli",1,"Pl",1,"",FALSE
"182",13669,"+","SBSdw3","SBSdw3/05","Sb",3,"Sb",2,"DS",FALSE
"183",13669,"-","SBSdw3","SBSdw3/05","Sb",3,"Sb",3,"",FALSE
"184",13670,"+","SBSdw3","SBSdw3/05","Sxw",3,"Sx",3,"DS",FALSE
"185",13670,"-","SBSdw3","SBSdw3/05","Sxw",3,"Sx",3,"",FALSE
"186",13671,"+","SBSdw3","SBSdw3/06","Act",3,"Ac",3,"DS",FALSE
"187",13671,"-","SBSdw3","SBSdw3/06","Act",3,"Ac",3,"",FALSE
"188",13672,"+","SBSdw3","SBSdw3/06","At",2,"At",2,"DS",FALSE
"189",13672,"-","SBSdw3","SBSdw3/06","At",2,"At",2,"",FALSE
"190",13673,"+","SBSdw3","SBSdw3/06","Bl",2,"Bl",3,"DS",FALSE
"191",13673,"-","SBSdw3","SBSdw3/06","Bl",2,"Bl",3,"VC",FALSE
"192",13674,"+","SBSdw3","SBSdw3/06","Ep",3,"Ep",3,"DS",FALSE
"193",13674,"-","SBSdw3","SBSdw3/06","Ep",3,"Ep",3,"",FALSE
"194",13675,"+","SBSdw3","SBSdw3/06","Fdi",2,"Fd",3,"DS",FALSE
"195",13675,"-","SBSdw3","SBSdw3/06","Fdi",2,"Fd",2,"",FALSE
"196",13677,"+","SBSdw3","SBSdw3/06","Pli",1,"Pl",1,"DS",FALSE
"197",13677,"-","SBSdw3","SBSdw3/06","Pli",1,"Pl",1,"",FALSE
"198",13678,"+","SBSdw3","SBSdw3/06","Sb",3,"Sb",3,"DS",FALSE
"199",13678,"-","SBSdw3","SBSdw3/06","Sb",3,"Sb",3,"",FALSE
"200",13679,"+","SBSdw3","SBSdw3/06","Sxw",1,"Sx",1,"DS",FALSE
"201",13679,"-","SBSdw3","SBSdw3/06","Sxw",1,"Sx",1,"",FALSE
"202",13680,"+","SBSdw3","SBSdw3/07","Act",3,"Ac",3,"DS",FALSE
"203",13680,"-","SBSdw3","SBSdw3/07","Act",3,"Ac",3,"",FALSE
"204",13681,"+","SBSdw3","SBSdw3/07","At",2,"At",2,"DS",FALSE
"205",13681,"-","SBSdw3","SBSdw3/07","At",2,"At",2,"",FALSE
"206",13682,"+","SBSdw3","SBSdw3/07","Bl",2,"Bl",2,"DS",FALSE
"207",13682,"-","SBSdw3","SBSdw3/07","Bl",2,"Bl",2,"",FALSE
"208",13683,"+","SBSdw3","SBSdw3/07","Ep",3,"Ep",3,"DS",FALSE
"209",13683,"-","SBSdw3","SBSdw3/07","Ep",3,"Ep",3,"",FALSE
"210",13685,"+","SBSdw3","SBSdw3/07","Pli",2,"Pl",2,"DS",FALSE
"211",13685,"-","SBSdw3","SBSdw3/07","Pli",2,"Pl",2,"",FALSE
"212",13686,"+","SBSdw3","SBSdw3/07","Sxw",1,"Sx",1,"DS",FALSE
"213",13686,"-","SBSdw3","SBSdw3/07","Sxw",1,"Sx",1,"",FALSE
"214",13687,"+","SBSdw3","SBSdw3/08","Act",2,"Ac",2,"DS",FALSE
"215",13687,"-","SBSdw3","SBSdw3/08","Act",2,"Ac",2,"D6",FALSE
"216",13688,"+","SBSdw3","SBSdw3/08","At",2,"At",2,"DS",FALSE
"217",13688,"-","SBSdw3","SBSdw3/08","At",2,"At",2,"D6",FALSE
"218",13689,"+","SBSdw3","SBSdw3/08","Bl",2,"Bl",2,"DS",FALSE
"219",13689,"-","SBSdw3","SBSdw3/08","Bl",2,"Bl",2,"D6",FALSE
"220",13690,"+","SBSdw3","SBSdw3/08","Ep",3,"Ep",3,"DS",FALSE
"221",13690,"-","SBSdw3","SBSdw3/08","Ep",3,"Ep",3,"D6",FALSE
"222",13691,"+","SBSdw3","SBSdw3/08","Fdi",3,"Fd",3,"DS",FALSE
"223",13691,"-","SBSdw3","SBSdw3/08","Fdi",3,"Fd",3,"D6",FALSE
"224",13692,"+","SBSdw3","SBSdw3/08","Pli",3,"Pl",2,"DS",FALSE
"225",13692,"-","SBSdw3","SBSdw3/08","Pli",3,"Pl",3,"D6",FALSE
"226",13693,"+","SBSdw3","SBSdw3/08","Sxw",1,"Sx",1,"DS",FALSE
"227",13693,"-","SBSdw3","SBSdw3/08","Sxw",1,"Sx",1,"D6",FALSE
"228",13694,"+","SBSdw3","SBSdw3/09","Bl",2,"Bl",2,"DS",FALSE
"229",13694,"-","SBSdw3","SBSdw3/09","Bl",2,"Bl",2,"",FALSE
"230",13695,"+","SBSdw3","SBSdw3/09","Pli",3,"Pl",2,"DS",FALSE
"231",13695,"-","SBSdw3","SBSdw3/09","Pli",3,"Pl",3,"",FALSE
"232",13696,"+","SBSdw3","SBSdw3/09","Sxw",1,"Sx",1,"DS",FALSE
"233",13696,"-","SBSdw3","SBSdw3/09","Sxw",1,"Sx",1,"",FALSE
"234",13698,"+","SBSdw3","SBSdw3/10","Pli",3,"Pl",3,"DS",FALSE
"235",13698,"-","SBSdw3","SBSdw3/10","Pli",3,"Pl",3,"",FALSE
"236",13699,"+","SBSdw3","SBSdw3/10","Sb",3,"Sb",3,"DS",FALSE
"237",13699,"-","SBSdw3","SBSdw3/10","Sb",3,"Sb",3,"",FALSE
"238",13700,"+","SBSdw3","SBSdw3/10","Sxw",3,"Sx",3,"DS",FALSE
"239",13700,"-","SBSdw3","SBSdw3/10","Sxw",3,"Sx",3,"",FALSE
"240",13854,"+","SBSmc3","SBSmc3/01","At",3,"At",3,"DS",FALSE
"241",13854,"-","SBSmc3","SBSmc3/01","At",3,"At",3,"WHM",FALSE
"242",13855,"+","SBSmc3","SBSmc3/01","Bl",1,"Bl",1,"DS",FALSE
"243",13855,"-","SBSmc3","SBSmc3/01","Bl",1,"Bl",1,"C4",FALSE
"244",13859,"+","SBSmc3","SBSmc3/01","Pli",1,"Pl",1,"DS",FALSE
"245",13859,"-","SBSmc3","SBSmc3/01","Pli",1,"Pl",1,"C4",FALSE
"246",13860,"+","SBSmc3","SBSmc3/01","Sxw",1,"Sx",1,"DS",FALSE
"247",13860,"-","SBSmc3","SBSmc3/01","Sxw",1,"Sx",1,"C4",FALSE
"248",13861,"+","SBSmc3","SBSmc3/02","Pli",3,"Pl",2,"DS",FALSE
"249",13861,"-","SBSmc3","SBSmc3/02","Pli",3,"Pl",3,"",FALSE
"250",13862,"+","SBSmc3","SBSmc3/02","Sxw",3,"Sx",3,"DS",FALSE
"251",13862,"-","SBSmc3","SBSmc3/02","Sxw",3,"Sx",3,"",FALSE
"252",13863,"+","SBSmc3","SBSmc3/03","Pli",2,"Pl",2,"DS",FALSE
"253",13863,"-","SBSmc3","SBSmc3/03","Pli",2,"Pl",2,"B2",FALSE
"254",13864,"+","SBSmc3","SBSmc3/03","Sxw",3,"Sx",3,"DS",FALSE
"255",13864,"-","SBSmc3","SBSmc3/03","Sxw",3,"Sx",3,"B2",FALSE
"256",13865,"+","SBSmc3","SBSmc3/04","At",3,"At",3,"DS",FALSE
"257",13865,"-","SBSmc3","SBSmc3/04","At",3,"At",3,"WHM",FALSE
"258",13866,"+","SBSmc3","SBSmc3/04","Bl",2,"Bl",2,"DS",FALSE
"259",13866,"-","SBSmc3","SBSmc3/04","Bl",2,"Bl",2,"",FALSE
"260",13869,"+","SBSmc3","SBSmc3/04","Pli",1,"Pl",1,"DS",FALSE
"261",13869,"-","SBSmc3","SBSmc3/04","Pli",1,"Pl",1,"",FALSE
"262",13870,"+","SBSmc3","SBSmc3/04","Sb",3,"Sb",3,"DS",FALSE
"263",13870,"-","SBSmc3","SBSmc3/04","Sb",3,"Sb",3,"",FALSE
"264",13871,"+","SBSmc3","SBSmc3/04","Sxw",2,"Sx",2,"DS",FALSE
"265",13871,"-","SBSmc3","SBSmc3/04","Sxw",2,"Sx",2,"",FALSE
"266",13872,"+","SBSmc3","SBSmc3/05","Pli",1,"Pl",1,"DS",FALSE
"267",13872,"-","SBSmc3","SBSmc3/05","Pli",1,"Pl",1,"",FALSE
"268",13873,"+","SBSmc3","SBSmc3/05","Sb",2,"Sb",2,"DS",FALSE
"269",13873,"-","SBSmc3","SBSmc3/05","Sb",2,"Sb",2,"",FALSE
"270",13874,"+","SBSmc3","SBSmc3/05","Sxw",3,"Sx",3,"DS",FALSE
"271",13874,"-","SBSmc3","SBSmc3/05","Sxw",3,"Sx",3,"",FALSE
"272",13875,"+","SBSmc3","SBSmc3/06","Pli",1,"Pl",1,"DS",FALSE
"273",13875,"-","SBSmc3","SBSmc3/06","Pli",1,"Pl",1,"",FALSE
"274",13876,"+","SBSmc3","SBSmc3/06","Sb",2,"Sb",2,"DS",FALSE
"275",13876,"-","SBSmc3","SBSmc3/06","Sb",2,"Sb",2,"",FALSE
"276",13877,"+","SBSmc3","SBSmc3/06","Sxw",3,"Sx",3,"DS",FALSE
"277",13877,"-","SBSmc3","SBSmc3/06","Sxw",3,"Sx",3,"",FALSE
"278",13878,"+","SBSmc3","SBSmc3/07","Act",3,"Ac",3,"DS",FALSE
"279",13878,"-","SBSmc3","SBSmc3/07","Act",3,"Ac",3,"",FALSE
"280",13879,"+","SBSmc3","SBSmc3/07","At",3,"At",3,"DS",FALSE
"281",13879,"-","SBSmc3","SBSmc3/07","At",3,"At",3,"WHM",FALSE
"282",13880,"+","SBSmc3","SBSmc3/07","Bl",1,"Bl",2,"DS",FALSE
"283",13880,"-","SBSmc3","SBSmc3/07","Bl",1,"Bl",1,"",FALSE
"284",13882,"+","SBSmc3","SBSmc3/07","Pli",1,"Pl",1,"DS",FALSE
"285",13882,"-","SBSmc3","SBSmc3/07","Pli",1,"Pl",1,"",FALSE
"286",13883,"+","SBSmc3","SBSmc3/07","Sb",3,"Sb",3,"DS",FALSE
"287",13883,"-","SBSmc3","SBSmc3/07","Sb",3,"Sb",3,"",FALSE
"288",13884,"+","SBSmc3","SBSmc3/07","Sxw",1,"Sx",1,"DS",FALSE
"289",13884,"-","SBSmc3","SBSmc3/07","Sxw",1,"Sx",1,"",FALSE
"290",13885,"+","SBSmc3","SBSmc3/08","Act",2,"Ac",2,"DS",FALSE
"291",13885,"-","SBSmc3","SBSmc3/08","Act",2,"Ac",2,"D6",FALSE
"292",13886,"+","SBSmc3","SBSmc3/08","Bl",2,"Bl",2,"DS",FALSE
"293",13886,"-","SBSmc3","SBSmc3/08","Bl",2,"Bl",2,"D6",FALSE
"294",13887,"+","SBSmc3","SBSmc3/08","Pli",2,"Pl",2,"DS",FALSE
"295",13887,"-","SBSmc3","SBSmc3/08","Pli",2,"Pl",2,"D6",FALSE
"296",13888,"+","SBSmc3","SBSmc3/08","Sb",3,"Sb",3,"DS",FALSE
"297",13888,"-","SBSmc3","SBSmc3/08","Sb",3,"Sb",3,"D6",FALSE
"298",13889,"+","SBSmc3","SBSmc3/08","Sxw",2,"Sx",2,"DS",FALSE
"299",13889,"-","SBSmc3","SBSmc3/08","Sxw",2,"Sx",2,"D6",FALSE
"300",13890,"+","SBSmc3","SBSmc3/09","Pli",3,"Pl",3,"DS",FALSE
"301",13890,"-","SBSmc3","SBSmc3/09","Pli",3,"Pl",3,"",FALSE
