"","grp","chng_type","Source","BGC","SS_NoSpace","Edatopic"
"417",9794,"+","BECv13","ICHun1","ICHun1/m","E0"
"418",9795,"+","BECv13","ICHun1","ICHun1/m","E1"
"419",9796,"+","BECv13","ICHun1","ICHun1/m","E2"
"420",9797,"+","BECv13","ICHun1","ICHun1/m","E3"
"421",9798,"+","BECv13","ICHun1","ICHun1/m","E4"
"422",9799,"+","BECv13","ICHun1","ICHun1/m","E5"
"423",9800,"+","BECv13","ICHun1","ICHun1/m","E6"
"424",9801,"+","BECv13","ICHun1","ICHun1/m","E7"
"425",9802,"+","BECv13","ICHun1","ICHun1/x","A0"
"426",9803,"+","BECv13","ICHun1","ICHun1/x","A1"
"427",9804,"+","BECv13","ICHun1","ICHun1/x","A2"
"428",9805,"+","BECv13","ICHun1","ICHun1/x","A3"
"429",9806,"+","BECv13","ICHun1","ICHun1/x","A4"
"430",9807,"+","BECv13","ICHun1","ICHun1/x","A5"
"431",9808,"+","BECv13","ICHun1","ICHun1/x","A6"
"432",9809,"+","BECv13","ICHun1","ICHun1/x","A7"
"433",9810,"+","BECv13","ICHun1","ICHun1/x","B0"
"434",9811,"+","BECv13","ICHun1","ICHun1/x","B1"
"435",9812,"+","BECv13","ICHun1","ICHun1/x","B2"
"436",9813,"+","BECv13","ICHun1","ICHun1/x","B3"
"437",9814,"+","BECv13","ICHun1","ICHun1/x","B4"
"438",9815,"+","BECv13","ICHun1","ICHun1/x","B5"
"439",9816,"+","BECv13","ICHun1","ICHun1/x","B6"
"440",9817,"+","BECv13","ICHun1","ICHun1/x","B7"
"441",9818,"+","BECv13","ICHun1","ICHun1/x","C0"
"442",9819,"+","BECv13","ICHun1","ICHun1/x","C1"
"443",9820,"+","BECv13","ICHun1","ICHun1/x","C2"
"444",9821,"+","BECv13","ICHun1","ICHun1/x","C3"
"445",9822,"+","BECv13","ICHun1","ICHun1/x","C4"
"446",9823,"+","BECv13","ICHun1","ICHun1/x","C5"
"447",9824,"+","BECv13","ICHun1","ICHun1/x","C6"
"448",9825,"+","BECv13","ICHun1","ICHun1/x","C7"
"449",9826,"+","BECv13","ICHun1","ICHun1/x","D0"
"450",9827,"+","BECv13","ICHun1","ICHun1/x","D1"
"451",9828,"+","BECv13","ICHun1","ICHun1/x","D2"
"452",9829,"+","BECv13","ICHun1","ICHun1/x","D3"
"453",9830,"+","BECv13","ICHun1","ICHun1/x","D4"
"454",9831,"+","BECv13","ICHun1","ICHun1/x","D5"
"455",9832,"+","BECv13","ICHun1","ICHun1/x","D6"
"456",9833,"+","BECv13","ICHun1","ICHun1/x","D7"
"457",9834,"+","BECv13","ICHun1","ICHun1/x","E0"
"458",9835,"+","BECv13","ICHun1","ICHun1/x","E1"
"459",9836,"+","BECv13","ICHun1","ICHun1/x","E2"
"460",9837,"+","BECv13","ICHun1","ICHun1/x","E3"
"461",9838,"+","BECv13","ICHun1","ICHun1/x","E4"
"462",9839,"+","BECv13","ICHun1","ICHun1/x","E5"
"463",9840,"+","BECv13","ICHun1","ICHun1/x","E6"
"464",9841,"+","BECv13","ICHun1","ICHun1/x","E7"
"465",13020,"-","BECv10","MHun","MHun/h","A5"
"466",13021,"-","BECv10","MHun","MHun/h","A6"
"467",13022,"-","BECv10","MHun","MHun/h","A7"
"468",13023,"-","BECv10","MHun","MHun/h","B5"
"469",13024,"-","BECv10","MHun","MHun/h","B6"
"470",13025,"-","BECv10","MHun","MHun/h","B7"
"471",13026,"-","BECv10","MHun","MHun/h","C5"
"472",13027,"-","BECv10","MHun","MHun/h","C6"
"473",13028,"-","BECv10","MHun","MHun/h","C7"
"474",13029,"-","BECv10","MHun","MHun/h","D5"
"475",13030,"-","BECv10","MHun","MHun/h","D6"
"476",13031,"-","BECv10","MHun","MHun/h","D7"
"477",13032,"-","BECv10","MHun","MHun/h","E5"
"478",13033,"-","BECv10","MHun","MHun/h","E6"
"479",13034,"-","BECv10","MHun","MHun/h","E7"
"480",13035,"-","BECv10","MHun","MHun/m","A3"
"481",13036,"-","BECv10","MHun","MHun/m","A4"
"482",13037,"-","BECv10","MHun","MHun/m","B3"
"483",13038,"-","BECv10","MHun","MHun/m","B4"
"484",13039,"-","BECv10","MHun","MHun/m","C3"
"485",13040,"-","BECv10","MHun","MHun/m","C4"
"486",13041,"-","BECv10","MHun","MHun/m","D3"
"487",13042,"-","BECv10","MHun","MHun/m","D4"
"488",13043,"-","BECv10","MHun","MHun/m","E3"
"489",13044,"-","BECv10","MHun","MHun/m","E4"
"490",13045,"-","BECv10","MHun","MHun/x","A0"
"491",13046,"-","BECv10","MHun","MHun/x","A1"
"492",13047,"-","BECv10","MHun","MHun/x","A2"
"493",13048,"-","BECv10","MHun","MHun/x","B0"
"494",13049,"-","BECv10","MHun","MHun/x","B1"
"495",13050,"-","BECv10","MHun","MHun/x","B2"
"496",13051,"-","BECv10","MHun","MHun/x","C0"
"497",13052,"-","BECv10","MHun","MHun/x","C1"
"498",13053,"-","BECv10","MHun","MHun/x","C2"
"499",13054,"-","BECv10","MHun","MHun/x","D0"
"500",13055,"-","BECv10","MHun","MHun/x","D1"
"501",13056,"-","BECv10","MHun","MHun/x","D2"
"502",13057,"-","BECv10","MHun","MHun/x","E0"
"503",13058,"-","BECv10","MHun","MHun/x","E1"
"504",13059,"-","BECv10","MHun","MHun/x","E2"
"505",13060,"+","BECv10","MHun1","MHun1/h","A5"
"506",13061,"+","BECv10","MHun1","MHun1/h","A6"
"507",13062,"+","BECv10","MHun1","MHun1/h","A7"
"508",13063,"+","BECv10","MHun1","MHun1/h","B5"
"509",13064,"+","BECv10","MHun1","MHun1/h","B6"
"510",13065,"+","BECv10","MHun1","MHun1/h","B7"
"511",13066,"+","BECv10","MHun1","MHun1/h","C5"
"512",13067,"+","BECv10","MHun1","MHun1/h","C6"
"513",13068,"+","BECv10","MHun1","MHun1/h","C7"
"514",13069,"+","BECv10","MHun1","MHun1/h","D5"
"515",13070,"+","BECv10","MHun1","MHun1/h","D6"
"516",13071,"+","BECv10","MHun1","MHun1/h","D7"
"517",13072,"+","BECv10","MHun1","MHun1/h","E5"
"518",13073,"+","BECv10","MHun1","MHun1/h","E6"
"519",13074,"+","BECv10","MHun1","MHun1/h","E7"
"520",13075,"+","BECv10","MHun1","MHun1/m","A3"
"521",13076,"+","BECv10","MHun1","MHun1/m","A4"
"522",13077,"+","BECv10","MHun1","MHun1/m","B3"
"523",13078,"+","BECv10","MHun1","MHun1/m","B4"
"524",13079,"+","BECv10","MHun1","MHun1/m","C3"
"525",13080,"+","BECv10","MHun1","MHun1/m","C4"
"526",13081,"+","BECv10","MHun1","MHun1/m","D3"
"527",13082,"+","BECv10","MHun1","MHun1/m","D4"
"528",13083,"+","BECv10","MHun1","MHun1/m","E3"
"529",13084,"+","BECv10","MHun1","MHun1/m","E4"
"530",13085,"+","BECv10","MHun1","MHun1/x","A0"
"531",13086,"+","BECv10","MHun1","MHun1/x","A1"
"532",13087,"+","BECv10","MHun1","MHun1/x","A2"
"533",13088,"+","BECv10","MHun1","MHun1/x","B0"
"534",13089,"+","BECv10","MHun1","MHun1/x","B1"
"535",13090,"+","BECv10","MHun1","MHun1/x","B2"
"536",13091,"+","BECv10","MHun1","MHun1/x","C0"
"537",13092,"+","BECv10","MHun1","MHun1/x","C1"
"538",13093,"+","BECv10","MHun1","MHun1/x","C2"
"539",13094,"+","BECv10","MHun1","MHun1/x","D0"
"540",13095,"+","BECv10","MHun1","MHun1/x","D1"
"541",13096,"+","BECv10","MHun1","MHun1/x","D2"
"542",13097,"+","BECv10","MHun1","MHun1/x","E0"
"543",13098,"+","BECv10","MHun1","MHun1/x","E1"
"544",13099,"+","BECv10","MHun1","MHun1/x","E2"
"545",14018,"+","BECv13","MSun1","MSun1/h","A0"
"546",14019,"+","BECv13","MSun1","MSun1/h","A1"
"547",14020,"+","BECv13","MSun1","MSun1/h","A2"
"548",14021,"+","BECv13","MSun1","MSun1/h","A3"
"549",14022,"+","BECv13","MSun1","MSun1/h","A4"
"550",14023,"+","BECv13","MSun1","MSun1/h","A5"
"551",14024,"+","BECv13","MSun1","MSun1/h","A6"
"552",14025,"+","BECv13","MSun1","MSun1/h","A7"
"553",14026,"+","BECv13","MSun1","MSun1/h","B0"
"554",14027,"+","BECv13","MSun1","MSun1/h","B1"
"555",14028,"+","BECv13","MSun1","MSun1/h","B2"
"556",14029,"+","BECv13","MSun1","MSun1/h","B3"
"557",14030,"+","BECv13","MSun1","MSun1/h","B4"
"558",14031,"+","BECv13","MSun1","MSun1/h","B5"
"559",14032,"+","BECv13","MSun1","MSun1/h","B6"
"560",14033,"+","BECv13","MSun1","MSun1/h","B7"
"561",14034,"+","BECv13","MSun1","MSun1/h","C0"
"562",14035,"+","BECv13","MSun1","MSun1/h","C1"
"563",14036,"+","BECv13","MSun1","MSun1/h","C2"
"564",14037,"+","BECv13","MSun1","MSun1/h","C3"
"565",14038,"+","BECv13","MSun1","MSun1/h","C4"
"566",14039,"+","BECv13","MSun1","MSun1/h","C5"
"567",14040,"+","BECv13","MSun1","MSun1/h","C6"
"568",14041,"+","BECv13","MSun1","MSun1/h","C7"
"569",14042,"+","BECv13","MSun1","MSun1/h","D0"
"570",14043,"+","BECv13","MSun1","MSun1/h","D1"
"571",14044,"+","BECv13","MSun1","MSun1/h","D2"
"572",14045,"+","BECv13","MSun1","MSun1/h","D3"
"573",14046,"+","BECv13","MSun1","MSun1/h","D4"
"574",14047,"+","BECv13","MSun1","MSun1/h","D5"
"575",14048,"+","BECv13","MSun1","MSun1/h","D6"
"576",14049,"+","BECv13","MSun1","MSun1/h","D7"
"577",14050,"+","BECv13","MSun1","MSun1/h","E0"
"578",14051,"+","BECv13","MSun1","MSun1/h","E1"
"579",14052,"+","BECv13","MSun1","MSun1/h","E2"
"580",14053,"+","BECv13","MSun1","MSun1/h","E3"
"581",14054,"+","BECv13","MSun1","MSun1/h","E4"
"582",14055,"+","BECv13","MSun1","MSun1/h","E5"
"583",14056,"+","BECv13","MSun1","MSun1/h","E6"
"584",14057,"+","BECv13","MSun1","MSun1/h","E7"
"585",14058,"+","BECv13","MSun1","MSun1/m","A0"
"586",14059,"+","BECv13","MSun1","MSun1/m","A1"
"587",14060,"+","BECv13","MSun1","MSun1/m","A2"
"588",14061,"+","BECv13","MSun1","MSun1/m","A3"
"589",14062,"+","BECv13","MSun1","MSun1/m","A4"
"590",14063,"+","BECv13","MSun1","MSun1/m","A5"
"591",14064,"+","BECv13","MSun1","MSun1/m","A6"
"592",14065,"+","BECv13","MSun1","MSun1/m","A7"
"593",14066,"+","BECv13","MSun1","MSun1/m","B0"
"594",14067,"+","BECv13","MSun1","MSun1/m","B1"
"595",14068,"+","BECv13","MSun1","MSun1/m","B2"
"596",14069,"+","BECv13","MSun1","MSun1/m","B3"
"597",14070,"+","BECv13","MSun1","MSun1/m","B4"
"598",14071,"+","BECv13","MSun1","MSun1/m","B5"
"599",14072,"+","BECv13","MSun1","MSun1/m","B6"
"600",14073,"+","BECv13","MSun1","MSun1/m","B7"
"601",14074,"+","BECv13","MSun1","MSun1/m","C0"
"602",14075,"+","BECv13","MSun1","MSun1/m","C1"
"603",14076,"+","BECv13","MSun1","MSun1/m","C2"
"604",14077,"+","BECv13","MSun1","MSun1/m","C3"
"605",14078,"+","BECv13","MSun1","MSun1/m","C4"
"606",14079,"+","BECv13","MSun1","MSun1/m","C5"
"607",14080,"+","BECv13","MSun1","MSun1/m","C6"
"608",14081,"+","BECv13","MSun1","MSun1/m","C7"
"609",14082,"+","BECv13","MSun1","MSun1/m","D0"
"610",14083,"+","BECv13","MSun1","MSun1/m","D1"
"611",14084,"+","BECv13","MSun1","MSun1/m","D2"
"612",14085,"+","BECv13","MSun1","MSun1/m","D3"
"613",14086,"+","BECv13","MSun1","MSun1/m","D4"
"614",14087,"+","BECv13","MSun1","MSun1/m","D5"
"615",14088,"+","BECv13","MSun1","MSun1/m","D6"
"616",14089,"+","BECv13","MSun1","MSun1/m","D7"
"617",14090,"+","BECv13","MSun1","MSun1/m","E0"
"618",14091,"+","BECv13","MSun1","MSun1/m","E1"
"619",14092,"+","BECv13","MSun1","MSun1/m","E2"
"620",14093,"+","BECv13","MSun1","MSun1/m","E3"
"621",14094,"+","BECv13","MSun1","MSun1/m","E4"
"622",14095,"+","BECv13","MSun1","MSun1/m","E5"
"623",14096,"+","BECv13","MSun1","MSun1/m","E6"
"624",14097,"+","BECv13","MSun1","MSun1/m","E7"
"625",14098,"+","BECv13","MSun1","MSun1/x","A0"
"626",14099,"+","BECv13","MSun1","MSun1/x","A1"
"627",14100,"+","BECv13","MSun1","MSun1/x","A2"
"628",14101,"+","BECv13","MSun1","MSun1/x","A3"
"629",14102,"+","BECv13","MSun1","MSun1/x","A4"
"630",14103,"+","BECv13","MSun1","MSun1/x","A5"
"631",14104,"+","BECv13","MSun1","MSun1/x","A6"
"632",14105,"+","BECv13","MSun1","MSun1/x","A7"
"633",14106,"+","BECv13","MSun1","MSun1/x","B0"
"634",14107,"+","BECv13","MSun1","MSun1/x","B1"
"635",14108,"+","BECv13","MSun1","MSun1/x","B2"
"636",14109,"+","BECv13","MSun1","MSun1/x","B3"
"637",14110,"+","BECv13","MSun1","MSun1/x","B4"
"638",14111,"+","BECv13","MSun1","MSun1/x","B5"
"639",14112,"+","BECv13","MSun1","MSun1/x","B6"
"640",14113,"+","BECv13","MSun1","MSun1/x","B7"
"641",14114,"+","BECv13","MSun1","MSun1/x","C0"
"642",14115,"+","BECv13","MSun1","MSun1/x","C1"
"643",14116,"+","BECv13","MSun1","MSun1/x","C2"
"644",14117,"+","BECv13","MSun1","MSun1/x","C3"
"645",14118,"+","BECv13","MSun1","MSun1/x","C4"
"646",14119,"+","BECv13","MSun1","MSun1/x","C5"
"647",14120,"+","BECv13","MSun1","MSun1/x","C6"
"648",14121,"+","BECv13","MSun1","MSun1/x","C7"
"649",14122,"+","BECv13","MSun1","MSun1/x","D0"
"650",14123,"+","BECv13","MSun1","MSun1/x","D1"
"651",14124,"+","BECv13","MSun1","MSun1/x","D2"
"652",14125,"+","BECv13","MSun1","MSun1/x","D3"
"653",14126,"+","BECv13","MSun1","MSun1/x","D4"
"654",14127,"+","BECv13","MSun1","MSun1/x","D5"
"655",14128,"+","BECv13","MSun1","MSun1/x","D6"
"656",14129,"+","BECv13","MSun1","MSun1/x","D7"
"657",14130,"+","BECv13","MSun1","MSun1/x","E0"
"658",14131,"+","BECv13","MSun1","MSun1/x","E1"
"659",14132,"+","BECv13","MSun1","MSun1/x","E2"
"660",14133,"+","BECv13","MSun1","MSun1/x","E3"
"661",14134,"+","BECv13","MSun1","MSun1/x","E4"
"662",14135,"+","BECv13","MSun1","MSun1/x","E5"
"663",14136,"+","BECv13","MSun1","MSun1/x","E6"
"664",14137,"+","BECv13","MSun1","MSun1/x","E7"
