"","grp","chng_type","Source","BGC","SS_NoSpace","Edatopic"
"47",14335,"+","Add_2021","PPJWdw_UT","PPJWdw_UT/Ro","A0"
"48",14336,"+","Add_2021","PPJWdw_UT","PPJWdw_UT/Ro","B0"
"49",14361,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/101","B3"
"50",14362,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/101","B4"
"51",14363,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/101","C3"
"52",14364,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/101","C4"
"53",14365,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/101","D3"
"54",14366,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/101","D4"
"55",14367,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/103","A2"
"56",14368,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/103","B2"
"57",14369,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/103","C2"
"58",14370,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/103","D2"
"59",14371,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/110","B5"
"60",14372,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/110","C5"
"61",14373,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/110","D5"
"62",14374,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/110","E5"
"63",14375,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/111","B6"
"64",14376,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/111","C6"
"65",14377,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/113","D6"
"66",14378,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/113","E6"
"67",14379,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/Gg","A1"
"68",14380,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/Gg","B1"
"69",14381,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/Gg","C1"
"70",14382,"+","USA_2019","PPJWwm_CO","PPJWwm_CO/Gg","D1"
"71",14383,"+","Add_2021","PPJWwm_CO","PPJWwm_CO/Ro","A0"
"72",14384,"+","Add_2021","PPJWwm_CO","PPJWwm_CO/Ro","B0"
"73",14385,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/101","B3"
"74",14386,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/101","B4"
"75",14387,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/101","C3"
"76",14388,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/101","C4"
"77",14389,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/101","D3"
"78",14390,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/101","D4"
"79",14391,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/103","A2"
"80",14392,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/103","B2"
"81",14393,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/103","C2"
"82",14394,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/103","D2"
"83",14395,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/110","B5"
"84",14396,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/110","C5"
"85",14397,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/110","D5"
"86",14398,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/110","E5"
"87",14399,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/111","B6"
"88",14400,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/111","C6"
"89",14401,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/111","D6"
"90",14402,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/111","E6"
"91",14403,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/Gg","A1"
"92",14404,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/Gg","B1"
"93",14405,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/Gg","C1"
"94",14406,"+","USA_2019","PPJWxh_CA","PPJWxh_CA/Gg","D1"
"95",14407,"+","Add_2021","PPJWxh_CA","PPJWxh_CA/Ro","A0"
"96",14408,"+","Add_2021","PPJWxh_CA","PPJWxh_CA/Ro","B0"
"97",14409,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/101","B3"
"98",14410,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/101","B4"
"99",14411,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/101","C3"
"100",14412,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/101","C4"
"101",14413,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/101","D3"
"102",14414,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/101","D4"
"103",14415,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/103","A2"
"104",14416,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/103","B2"
"105",14417,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/103","C2"
"106",14418,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/103","D2"
"107",14419,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/110","B5"
"108",14420,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/110","C5"
"109",14421,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/110","D5"
"110",14422,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/110","E5"
"111",14423,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/111","B6"
"112",14424,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/111","C6"
"113",14425,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/113","D6"
"114",14426,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/113","E6"
"115",14427,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/Gg","A1"
"116",14428,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/Gg","B1"
"117",14429,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/Gg","C1"
"118",14430,"+","USA_2019","PPJWxw_NV","PPJWxw_NV/Gg","D1"
"119",14431,"+","Add_2021","PPJWxw_NV","PPJWxw_NV/Ro","A0"
"120",14432,"+","Add_2021","PPJWxw_NV","PPJWxw_NV/Ro","B0"
