"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",13565,"+","PPJWxh_CA","PPJWxh_CA/101","Jc",1,"Jc",1,"",FALSE
"2",13566,"+","PPJWxh_CA","PPJWxh_CA/101","Pn",1,"Pn",1,"",FALSE
"3",13567,"+","PPJWxh_CA","PPJWxh_CA/101","Qc",2,"Qc",2,"",FALSE
"4",13568,"+","PPJWxh_CA","PPJWxh_CA/101","Qd",2,"Qd",2,"",FALSE
"5",13569,"+","PPJWxh_CA","PPJWxh_CA/101","Qz",2,"Qz",2,"",FALSE
"6",13570,"+","PPJWxh_CA","PPJWxh_CA/103","Jc",2,"Jc",2,"",FALSE
"7",13571,"+","PPJWxh_CA","PPJWxh_CA/103","Qc",1,"Qc",1,"",FALSE
"8",13572,"+","PPJWxh_CA","PPJWxh_CA/103","Qd",3,"Qd",3,"",FALSE
"9",13573,"+","PPJWxh_CA","PPJWxh_CA/103","Qz",1,"Qz",1,"",FALSE
"10",13574,"+","PPJWxh_CA","PPJWxh_CA/110","Pc",1,"Pc",1,"",FALSE
"11",13575,"+","PPJWxh_CA","PPJWxh_CA/110","Qc",2,"Qc",2,"",FALSE
"12",13576,"+","PPJWxh_CA","PPJWxh_CA/110","Qd",3,"Qd",3,"",FALSE
"13",13577,"+","PPJWxh_CA","PPJWxh_CA/110","Qz",3,"Qz",3,"",FALSE
"14",13578,"+","PPJWxh_CA","PPJWxh_CA/111","Pc",1,"Pc",1,"",FALSE
"15",13579,"+","PPJWxh_CA","PPJWxh_CA/111","Pz",1,"Pz",1,"",FALSE
"16",13580,"+","PPJWxh_CA","PPJWxh_CA/111","Qd",3,"Qd",3,"",FALSE
"17",13581,"+","PPJWxh_CA","PPJWxh_CA/111","Qz",3,"Qz",3,"",FALSE
