"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",6379,"-","ESSFmw","ESSFmw/01","Ba",2,"Ba",2,"SAS-HAK",FALSE
"2",6380,"-","ESSFmw","ESSFmw/01","Bl",1,"Bl",2,"cd",FALSE
"3",6381,"-","ESSFmw","ESSFmw/01","Hm",NA,"Hm",3,"SAS-HAK",FALSE
"4",6382,"-","ESSFmw","ESSFmw/01","Pli",3,"Pl",3,"SAS-HAK",FALSE
"5",6383,"-","ESSFmw","ESSFmw/01","Se",1,"Sx",1,"SAS-HAK",FALSE
"6",6384,"-","ESSFmw","ESSFmw/02","Bl",3,"Bl",3,"cd",FALSE
"7",6385,"-","ESSFmw","ESSFmw/02","Fdi",3,"Fd",3,"SAS-HAK",FALSE
"8",6386,"-","ESSFmw","ESSFmw/02","Pa",3,"Pa",3,"cd",FALSE
"9",6387,"-","ESSFmw","ESSFmw/02","Pli",2,"Pl",1,"SAS-HAK",FALSE
"10",6388,"-","ESSFmw","ESSFmw/02","Se",3,"Sx",3,"SAS-HAK",FALSE
"11",6389,"-","ESSFmw","ESSFmw/03","Bl",3,"Bl",3,"cd",FALSE
"12",6390,"-","ESSFmw","ESSFmw/03","Fdi",2,"Fd",2,"SAS-HAK",FALSE
"13",6391,"-","ESSFmw","ESSFmw/03","Hm",2,"Hm",2,"cd",FALSE
"14",6392,"-","ESSFmw","ESSFmw/03","Lw",3,"Lw",5,"cd",TRUE
"15",6393,"-","ESSFmw","ESSFmw/03","Pa",3,"Pa",3,"cd",FALSE
"16",6394,"-","ESSFmw","ESSFmw/03","Pli",1,"Pl",2,"SAS-HAK",FALSE
"17",6395,"-","ESSFmw","ESSFmw/03","Se",2,"Sx",2,"SAS-HAK",FALSE
"18",6396,"-","ESSFmw","ESSFmw/04","Ba",2,"Ba",3,"SAS-HAK",FALSE
"19",6397,"-","ESSFmw","ESSFmw/04","Bl",3,"Bl",2,"cd",FALSE
"20",6398,"-","ESSFmw","ESSFmw/04","Fdi",3,"Fd",3,"SAS-HAK",FALSE
"21",6399,"-","ESSFmw","ESSFmw/04","Pli",1,"Pl",2,"SAS-HAK",FALSE
"22",6400,"-","ESSFmw","ESSFmw/04","Se",1,"Sx",1,"SAS-HAK",FALSE
"23",6401,"-","ESSFmw","ESSFmw/05","Ba",2,"Ba",2,"SAS-HAK",FALSE
"24",6402,"-","ESSFmw","ESSFmw/05","Bl",2,"Bl",1,"cd",FALSE
"25",6403,"-","ESSFmw","ESSFmw/05","Hm",3,"Hm",3,"SAS-HAK",FALSE
"26",6404,"-","ESSFmw","ESSFmw/05","Pli",3,"Pl",3,"SAS-HAK",FALSE
"27",6405,"-","ESSFmw","ESSFmw/05","Se",1,"Sx",1,"SAS-HAK",FALSE
"28",6406,"-","ESSFmw","ESSFmw/06","Ba",2,"Ba",2,"SAS-HAK",FALSE
"29",6407,"-","ESSFmw","ESSFmw/06","Bl",1,"Bl",1,"cd",FALSE
"30",6408,"-","ESSFmw","ESSFmw/06","Pli",3,"Pl",5,"SAS-HAK",FALSE
"31",6409,"-","ESSFmw","ESSFmw/06","Se",1,"Sx",1,"SAS-HAK",FALSE
"32",6410,"-","ESSFmw","ESSFmw/07","Ba",2,"Ba",2,"SAS-HAK",FALSE
"33",6411,"-","ESSFmw","ESSFmw/07","Bl",1,"Bl",1,"cd",FALSE
"34",6412,"-","ESSFmw","ESSFmw/07","Cw",3,"Cw",3,"SAS-HAK",FALSE
"35",6413,"-","ESSFmw","ESSFmw/07","Hw",3,"Hw",2,"cd",FALSE
"36",6414,"-","ESSFmw","ESSFmw/07","Pli",3,"Pl",5,"SAS-HAK",FALSE
"37",6415,"-","ESSFmw","ESSFmw/07","Se",1,"Sx",1,"SAS-HAK",FALSE
"38",6416,"-","ESSFmw","ESSFmw/08","Ba",3,"Ba",3,"cd",FALSE
"39",6417,"-","ESSFmw","ESSFmw/08","Bl",3,"Bl",2,"cd",FALSE
"40",6418,"-","ESSFmw","ESSFmw/08","Cw",3,"Cw",3,"SAS-HAK",FALSE
"41",6419,"-","ESSFmw","ESSFmw/08","Pli",3,"Pl",5,"SAS-HAK",FALSE
"42",6420,"-","ESSFmw","ESSFmw/08","Se",1,"Sx",1,"SAS-HAK",FALSE
"43",6568,"-","ESSFun","ESSFun/h","Bl",2,"Bl",2,"HAK/SCS",FALSE
"44",6569,"-","ESSFun","ESSFun/m","Bl",1,"Bl",1,"HAK/SCS",FALSE
"45",6570,"-","ESSFun","ESSFun/x","Bl",1,"Bl",1,"HAK/SCS",FALSE
"46",6571,"+","ESSFun1","ESSFun1/h","Bl",NA,"Bl",1,"HK",FALSE
"47",6572,"+","ESSFun1","ESSFun1/h","Plc",NA,"Pl",3,"HK",FALSE
"48",6573,"+","ESSFun1","ESSFun1/h","Sx",NA,"Sx",3,"HK",FALSE
"49",6574,"+","ESSFun1","ESSFun1/m","Ba",NA,"Ba",3,"HK",FALSE
"50",6575,"+","ESSFun1","ESSFun1/m","Bl",NA,"Bl",1,"HK",FALSE
"51",6576,"+","ESSFun1","ESSFun1/m","Hm",NA,"Hm",3,"HK",FALSE
"52",6577,"+","ESSFun1","ESSFun1/m","Hw",NA,"Hw",4,"HK",FALSE
"53",6578,"+","ESSFun1","ESSFun1/m","Plc",NA,"Pl",3,"HK",FALSE
