"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"50",173,"+","BGxxx_WY","BGxxx_WY/111","Ad",NA,"Ad",1,"dvm26",FALSE
"51",174,"+","BGxxx_WY","BGxxx_WY/111","Af",NA,"Af",3,"dvm26",FALSE
"52",175,"+","BGxxx_WY","BGxxx_WY/111","At",NA,"At",2,"dvm26",FALSE
"53",1058,"+","CCHun_CA","CCHun_CA/101","Ol",1,"Ol",5,"dvm26",FALSE
"54",1058,"-","CCHun_CA","CCHun_CA/101","Ol",1,"Ol",1,NA,FALSE
"55",1059,"+","CCHun_CA","CCHun_CA/101","Qb",1,"Qb",5,"dvm26",FALSE
"56",1059,"-","CCHun_CA","CCHun_CA/101","Qb",1,"Qb",1,NA,FALSE
"57",1060,"+","CCHun_CA","CCHun_CA/101","Qc",1,"Qc",5,"dvm26",FALSE
"58",1060,"-","CCHun_CA","CCHun_CA/101","Qc",1,"Qc",1,NA,FALSE
"59",1061,"+","CCHun_CA","CCHun_CA/101","Qd",1,"Qd",5,"dvm26",FALSE
"60",1061,"-","CCHun_CA","CCHun_CA/101","Qd",1,"Qd",1,NA,FALSE
"61",1063,"+","CCHun_CA","CCHun_CA/101","Qz",1,"Qz",5,"dvm26",FALSE
"62",1063,"-","CCHun_CA","CCHun_CA/101","Qz",1,"Qz",1,NA,FALSE
"63",1064,"+","CCHun_CA","CCHun_CA/110","Af",1,"Af",1,"dvm26",FALSE
"64",1065,"+","CCHun_CA","CCHun_CA/110","Dw",1,"Dw",1,"dvm26",FALSE
"65",1066,"+","CCHun_CA","CCHun_CA/110","On",1,"On",5,"dvm26",FALSE
"66",1066,"-","CCHun_CA","CCHun_CA/110","On",1,"On",1,NA,FALSE
"67",1067,"+","CCHun_CA","CCHun_CA/110","Oz",1,"Oz",1,"dvm26",FALSE
"68",1068,"+","CCHun_CA","CCHun_CA/110","Pc",1,"Pc",3,"dvm26",FALSE
"69",1068,"-","CCHun_CA","CCHun_CA/110","Pc",1,"Pc",1,NA,FALSE
"70",1069,"+","CCHun_CA","CCHun_CA/110","Qc",1,"Qc",5,"dvm26",FALSE
"71",1069,"-","CCHun_CA","CCHun_CA/110","Qc",1,"Qc",1,NA,FALSE
"72",1070,"+","CCHun_CA","CCHun_CA/110","Qd",1,"Qd",5,"dvm26",FALSE
"73",1070,"-","CCHun_CA","CCHun_CA/110","Qd",1,"Qd",1,NA,FALSE
"74",1071,"+","CCHun_CA","CCHun_CA/111","Af",1,"Af",1,"dvm26",FALSE
"75",1072,"+","CCHun_CA","CCHun_CA/111","Dw",1,"Dw",1,"dvm26",FALSE
"76",1073,"+","CCHun_CA","CCHun_CA/111","Mb",3,"Mb",3,"dvm26",FALSE
"77",1074,"+","CCHun_CA","CCHun_CA/111","On",1,"On",5,"dvm26",FALSE
"78",1074,"-","CCHun_CA","CCHun_CA/111","On",1,"On",1,NA,FALSE
"79",1075,"+","CCHun_CA","CCHun_CA/111","Oz",1,"Oz",1,"dvm26",FALSE
"80",1076,"+","CCHun_CA","CCHun_CA/111","Pc",1,"Pc",5,"dvm26",FALSE
"81",1076,"-","CCHun_CA","CCHun_CA/111","Pc",1,"Pc",1,NA,FALSE
"82",1077,"+","CCHun_CA","CCHun_CA/111","Qd",1,"Qd",5,"dvm26",FALSE
"83",1077,"-","CCHun_CA","CCHun_CA/111","Qd",1,"Qd",1,NA,FALSE
"84",1245,"+","CDFmm_OR","CDFmm_OR/101","Qg",3,"Qg",3,"dvm26",FALSE
"85",1299,"+","CDFmm_WA","CDFmm_WA/103","Bg",2,"Bg",3,"dvm26",FALSE
"86",1299,"-","CDFmm_WA","CDFmm_WA/103","Bg",2,"Bg",2,NA,FALSE
"87",1330,"+","CDFxm_CA","CDFxm_CA/101","Ps",3,"Ps",2,"dvm26",FALSE
"88",1330,"-","CDFxm_CA","CDFxm_CA/101","Ps",3,"Ps",3,NA,FALSE
"89",1331,"+","CDFxm_CA","CDFxm_CA/101","Pyc",2,"Py",1,"dvm26",FALSE
"90",1331,"-","CDFxm_CA","CDFxm_CA/101","Pyc",2,"Py",2,NA,FALSE
"91",1332,"+","CDFxm_CA","CDFxm_CA/101","Qb",2,"Qb",1,"dvm26",FALSE
"92",1332,"-","CDFxm_CA","CDFxm_CA/101","Qb",2,"Qb",2,NA,FALSE
"93",1337,"+","CDFxm_CA","CDFxm_CA/102","Jw",1,"Jw",2,"dvm26",FALSE
"94",1337,"-","CDFxm_CA","CDFxm_CA/102","Jw",1,"Jw",1,NA,FALSE
"95",1342,"+","CDFxm_CA","CDFxm_CA/102","Qc",3,"Qc",2,"dvm26",FALSE
"96",1342,"-","CDFxm_CA","CDFxm_CA/102","Qc",3,"Qc",3,NA,FALSE
"97",1346,"+","CDFxm_CA","CDFxm_CA/103","Jw",2,"Jw",3,"dvm26",FALSE
"98",1346,"-","CDFxm_CA","CDFxm_CA/103","Jw",2,"Jw",2,NA,FALSE
"99",1347,"+","CDFxm_CA","CDFxm_CA/103","Oa",2,"Oa",2,"dvm26",FALSE
"100",1351,"+","CDFxm_CA","CDFxm_CA/103","Qc",3,"Qc",2,"dvm26",FALSE
"101",1351,"-","CDFxm_CA","CDFxm_CA/103","Qc",3,"Qc",3,NA,FALSE
"102",1359,"+","CDFxm_CA","CDFxm_CA/110","Ra",2,"Ra",5,"dvm26",FALSE
"103",1359,"-","CDFxm_CA","CDFxm_CA/110","Ra",2,"Ra",2,NA,FALSE
"104",1367,"+","CDFxm_CA","CDFxm_CA/112","Qb",3,"Qb",5,"dvm26",FALSE
"105",1367,"-","CDFxm_CA","CDFxm_CA/112","Qb",3,"Qb",3,NA,FALSE
"106",1369,"+","CDFxm_CA","CDFxm_CA/113","Dw",2,"Dw",2,"dvm26",FALSE
"107",1379,"+","CMXdm_OR","CMXdm_OR/101","Hw",NA,"Hw",3,"dvm26",FALSE
"108",1383,"+","CMXdm_OR","CMXdm_OR/101","Oy",5,"Oy",3,"dvm26",FALSE
"109",1383,"-","CMXdm_OR","CMXdm_OR/101","Oy",5,"Oy",5,NA,FALSE
"110",1384,"+","CMXdm_OR","CMXdm_OR/101","Ps",NA,"Ps",2,"dvm26",FALSE
"111",1394,"+","CMXdm_OR","CMXdm_OR/102","Qc",NA,"Qc",3,"dvm26",FALSE
"112",1410,"+","CMXdm_OR","CMXdm_OR/110","Hw",NA,"Hw",3,"dvm26",FALSE
"113",1417,"+","CMXdm_OR","CMXdm_OR/111","Hw",NA,"Hw",3,"dvm26",FALSE
"114",1425,"+","CMXdm_OR","CMXdm_OR/113","Act",NA,"Ac",3,"dvm26",FALSE
"115",1428,"+","CMXdm_OR","CMXdm_OR/113","Dw",NA,"Dw",2,"dvm26",FALSE
"116",1490,"+","CMXmm_OR","CMXmm_OR/113","Dw",NA,"Dw",2,"dvm26",FALSE
"117",1494,"+","CMXmm_OR","CMXmm_OR/113","Og",NA,"Og",3,"dvm26",FALSE
"118",1518,"+","CMXwm_OR","CMXwm_OR/102","Pk",NA,"Pk",2,"dvm26",FALSE
"119",1521,"+","CMXwm_OR","CMXwm_OR/102","Pyc",1,"Py",2,"dvm26",FALSE
"120",1521,"-","CMXwm_OR","CMXwm_OR/102","Pyc",1,"Py",3,"DVM",FALSE
"121",1529,"+","CMXwm_OR","CMXwm_OR/103","Ot",2,"Ot",2,"dvm26",FALSE
"122",1529,"-","CMXwm_OR","CMXwm_OR/103","Ot",2,"Ot",1,"DVM",FALSE
"123",1535,"+","CMXwm_OR","CMXwm_OR/103","Qg",3,"Qg",5,"dvm26",FALSE
"124",1535,"-","CMXwm_OR","CMXwm_OR/103","Qg",3,"Qg",3,NA,FALSE
"125",1556,"+","CMXwm_OR","CMXwm_OR/112","Bc",2,"Bc",2,"dvm26",FALSE
"126",1556,"-","CMXwm_OR","CMXwm_OR/112","Bc",2,"Bc",3,"DVM",FALSE
"127",1577,"+","CMXxm_CA","CMXxm_CA/101","Ob",NA,"Ob",3,"dvm26",FALSE
"128",1594,"+","CMXxm_CA","CMXxm_CA/102","Qz",3,"Qz",2,"dvm26",FALSE
"129",1594,"-","CMXxm_CA","CMXxm_CA/102","Qz",3,"Qz",3,NA,FALSE
"130",1598,"+","CMXxm_CA","CMXxm_CA/103","Pc",NA,"Pc",3,"dvm26",FALSE
"131",1620,"+","CMXxm_CA","CMXxm_CA/113","Dw",NA,"Dw",2,"dvm26",FALSE
"132",1625,"+","CRFdh_CA","CRFdh_CA/101","Bg",3,"Bg",3,"dvm26",FALSE
"133",1625,"-","CRFdh_CA","CRFdh_CA/101","Bg",5,"Bg",5,NA,FALSE
"134",1626,"+","CRFdh_CA","CRFdh_CA/101","Dr",2,"Dr",2,"dvm26",FALSE
"135",1626,"-","CRFdh_CA","CRFdh_CA/101","Dr",2,"Dr",2,NA,FALSE
"136",1627,"+","CRFdh_CA","CRFdh_CA/101","Fdc",1,"Fd",1,"dvm26",FALSE
"137",1627,"-","CRFdh_CA","CRFdh_CA/101","Fdc",1,"Fd",1,NA,FALSE
"138",1628,"+","CRFdh_CA","CRFdh_CA/101","Hw",3,"Hw",3,"dvm26",FALSE
"139",1628,"-","CRFdh_CA","CRFdh_CA/101","Hw",2,"Hw",2,NA,FALSE
"140",1629,"+","CRFdh_CA","CRFdh_CA/101","Mb",3,"Mb",3,"dvm26",FALSE
"141",1629,"-","CRFdh_CA","CRFdh_CA/101","Mb",3,"Mb",3,NA,FALSE
"142",1630,"+","CRFdh_CA","CRFdh_CA/101","Oc",1,"Oc",1,"dvm26",FALSE
"143",1630,"-","CRFdh_CA","CRFdh_CA/101","Oc",1,"Oc",1,NA,FALSE
"144",1631,"+","CRFdh_CA","CRFdh_CA/101","Ol",1,"Ol",1,"dvm26",FALSE
"145",1631,"-","CRFdh_CA","CRFdh_CA/101","Ol",1,"Ol",1,NA,FALSE
"146",1632,"+","CRFdh_CA","CRFdh_CA/101","Ot",1,"Ot",1,"dvm26",FALSE
"147",1632,"-","CRFdh_CA","CRFdh_CA/101","Ot",1,"Ot",1,NA,FALSE
"148",1633,"+","CRFdh_CA","CRFdh_CA/101","Ra",2,"Ra",2,"dvm26",FALSE
"149",1633,"-","CRFdh_CA","CRFdh_CA/101","Ra",3,"Ra",3,NA,FALSE
"150",1634,"+","CRFdh_CA","CRFdh_CA/102","Fdc",2,"Fd",2,"dvm26",FALSE
"151",1634,"-","CRFdh_CA","CRFdh_CA/102","Fdc",2,"Fd",2,NA,FALSE
"152",1635,"+","CRFdh_CA","CRFdh_CA/102","Pk",3,"Pk",3,"dvm26",FALSE
"153",1636,"+","CRFdh_CA","CRFdh_CA/102","Pu",3,"Pu",3,"dvm26",FALSE
"154",1637,"+","CRFdh_CA","CRFdh_CA/102","Qb",1,"Qb",1,"dvm26",FALSE
"155",1637,"-","CRFdh_CA","CRFdh_CA/102","Qb",1,"Qb",1,NA,FALSE
"156",1638,"+","CRFdh_CA","CRFdh_CA/102","Qc",2,"Qc",2,"dvm26",FALSE
"157",1638,"-","CRFdh_CA","CRFdh_CA/102","Qc",2,"Qc",2,NA,FALSE
"158",1639,"+","CRFdh_CA","CRFdh_CA/102","Qg",2,"Qg",2,"dvm26",FALSE
"159",1639,"-","CRFdh_CA","CRFdh_CA/102","Qg",2,"Qg",2,NA,FALSE
"160",1640,"+","CRFdh_CA","CRFdh_CA/102","Qx",2,"Qx",2,"dvm26",FALSE
"161",1640,"-","CRFdh_CA","CRFdh_CA/102","Qx",2,"Qx",2,NA,FALSE
"162",1641,"+","CRFdh_CA","CRFdh_CA/102","Qz",3,"Qz",3,"dvm26",FALSE
"163",1642,"+","CRFdh_CA","CRFdh_CA/102","Ra",1,"Ra",1,"dvm26",FALSE
"164",1642,"-","CRFdh_CA","CRFdh_CA/102","Ra",1,"Ra",1,NA,FALSE
"165",1643,"+","CRFdh_CA","CRFdh_CA/103","Fdc",1,"Fd",1,"dvm26",FALSE
"166",1643,"-","CRFdh_CA","CRFdh_CA/103","Fdc",1,"Fd",1,NA,FALSE
"167",1644,"+","CRFdh_CA","CRFdh_CA/103","Oc",2,"Oc",2,"dvm26",FALSE
"168",1644,"-","CRFdh_CA","CRFdh_CA/103","Oc",2,"Oc",2,NA,FALSE
"169",1645,"+","CRFdh_CA","CRFdh_CA/103","Ol",1,"Ol",1,"dvm26",FALSE
"170",1646,"+","CRFdh_CA","CRFdh_CA/103","Ot",2,"Ot",2,"dvm26",FALSE
"171",1646,"-","CRFdh_CA","CRFdh_CA/103","Ot",2,"Ot",2,NA,FALSE
"172",1647,"+","CRFdh_CA","CRFdh_CA/103","Qb",2,"Qb",2,"dvm26",FALSE
"173",1647,"-","CRFdh_CA","CRFdh_CA/103","Qb",2,"Qb",2,NA,FALSE
"174",1648,"+","CRFdh_CA","CRFdh_CA/103","Qc",3,"Qc",3,"dvm26",FALSE
"175",1648,"-","CRFdh_CA","CRFdh_CA/103","Qc",3,"Qc",3,NA,FALSE
"176",1650,"+","CRFdh_CA","CRFdh_CA/103","Qx",3,"Qx",3,"dvm26",FALSE
"177",1650,"-","CRFdh_CA","CRFdh_CA/103","Qx",3,"Qx",3,NA,FALSE
"178",1651,"+","CRFdh_CA","CRFdh_CA/103","Qz",2,"Qz",2,"dvm26",FALSE
"179",1652,"+","CRFdh_CA","CRFdh_CA/103","Ra",1,"Ra",1,"dvm26",FALSE
"180",1652,"-","CRFdh_CA","CRFdh_CA/103","Ra",1,"Ra",1,NA,FALSE
"181",1653,"+","CRFdh_CA","CRFdh_CA/110","Bg",3,"Bg",3,"dvm26",FALSE
"182",1653,"-","CRFdh_CA","CRFdh_CA/110","Bg",2,"Bg",2,NA,FALSE
"183",1655,"+","CRFdh_CA","CRFdh_CA/110","Dr",2,"Dr",2,"dvm26",FALSE
"184",1655,"-","CRFdh_CA","CRFdh_CA/110","Dr",2,"Dr",2,NA,FALSE
"185",1656,"+","CRFdh_CA","CRFdh_CA/110","Dw",2,"Dw",2,"dvm26",FALSE
"186",1657,"+","CRFdh_CA","CRFdh_CA/110","Fdc",1,"Fd",1,"dvm26",FALSE
"187",1657,"-","CRFdh_CA","CRFdh_CA/110","Fdc",2,"Fd",2,NA,FALSE
"188",1658,"+","CRFdh_CA","CRFdh_CA/110","Hw",3,"Hw",3,"dvm26",FALSE
"189",1658,"-","CRFdh_CA","CRFdh_CA/110","Hw",2,"Hw",2,NA,FALSE
"190",1659,"+","CRFdh_CA","CRFdh_CA/110","Mb",1,"Mb",1,"dvm26",FALSE
"191",1659,"-","CRFdh_CA","CRFdh_CA/110","Mb",3,"Mb",3,NA,FALSE
"192",1660,"+","CRFdh_CA","CRFdh_CA/110","Oc",1,"Oc",1,"dvm26",FALSE
"193",1660,"-","CRFdh_CA","CRFdh_CA/110","Oc",1,"Oc",1,NA,FALSE
"194",1661,"+","CRFdh_CA","CRFdh_CA/110","Ol",1,"Ol",1,"dvm26",FALSE
"195",1661,"-","CRFdh_CA","CRFdh_CA/110","Ol",1,"Ol",1,NA,FALSE
"196",1662,"+","CRFdh_CA","CRFdh_CA/110","Ot",2,"Ot",2,"dvm26",FALSE
"197",1662,"-","CRFdh_CA","CRFdh_CA/110","Ot",2,"Ot",2,NA,FALSE
"198",1664,"+","CRFdh_CA","CRFdh_CA/111","Bg",3,"Bg",3,"dvm26",FALSE
"199",1664,"-","CRFdh_CA","CRFdh_CA/111","Bg",3,"Bg",3,NA,FALSE
"200",1665,"+","CRFdh_CA","CRFdh_CA/111","Dr",3,"Dr",3,"dvm26",FALSE
"201",1665,"-","CRFdh_CA","CRFdh_CA/111","Dr",2,"Dr",2,NA,FALSE
"202",1666,"+","CRFdh_CA","CRFdh_CA/111","Dw",2,"Dw",2,"dvm26",FALSE
"203",1667,"+","CRFdh_CA","CRFdh_CA/111","Fdc",2,"Fd",2,"dvm26",FALSE
"204",1667,"-","CRFdh_CA","CRFdh_CA/111","Fdc",2,"Fd",2,NA,FALSE
"205",1668,"+","CRFdh_CA","CRFdh_CA/111","Hw",3,"Hw",3,"dvm26",FALSE
"206",1668,"-","CRFdh_CA","CRFdh_CA/111","Hw",2,"Hw",2,NA,FALSE
"207",1669,"+","CRFdh_CA","CRFdh_CA/111","Mb",1,"Mb",1,"dvm26",FALSE
"208",1669,"-","CRFdh_CA","CRFdh_CA/111","Mb",1,"Mb",1,NA,FALSE
"209",1670,"+","CRFdh_CA","CRFdh_CA/111","Oc",1,"Oc",1,"dvm26",FALSE
"210",1670,"-","CRFdh_CA","CRFdh_CA/111","Oc",1,"Oc",1,NA,FALSE
"211",1671,"+","CRFdh_CA","CRFdh_CA/111","Ol",1,"Ol",1,"dvm26",FALSE
"212",1671,"-","CRFdh_CA","CRFdh_CA/111","Ol",1,"Ol",1,NA,FALSE
"213",1672,"+","CRFdh_CA","CRFdh_CA/111","Ot",2,"Ot",2,"dvm26",FALSE
"214",1675,"+","CRFmh_CA","CRFmh_CA/101","Bg",2,"Bg",2,"dvm26",FALSE
"215",1676,"+","CRFmh_CA","CRFmh_CA/101","Dr",2,"Dr",2,"dvm26",FALSE
"216",1677,"+","CRFmh_CA","CRFmh_CA/101","Fdc",1,"Fd",1,"dvm26",FALSE
"217",1678,"+","CRFmh_CA","CRFmh_CA/101","Hw",2,"Hw",2,"dvm26",FALSE
"218",1679,"+","CRFmh_CA","CRFmh_CA/101","Mb",3,"Mb",3,"dvm26",FALSE
"219",1680,"+","CRFmh_CA","CRFmh_CA/101","Oc",1,"Oc",1,"dvm26",FALSE
"220",1681,"+","CRFmh_CA","CRFmh_CA/101","Ol",3,"Ol",3,"dvm26",FALSE
"221",1682,"+","CRFmh_CA","CRFmh_CA/101","Ot",1,"Ot",1,"dvm26",FALSE
"222",1683,"+","CRFmh_CA","CRFmh_CA/101","Ra",3,"Ra",3,"dvm26",FALSE
"223",1684,"+","CRFmh_CA","CRFmh_CA/101","Ss",3,"Ss",3,"dvm26",FALSE
"224",1685,"+","CRFmh_CA","CRFmh_CA/102","Fdc",2,"Fd",2,"dvm26",FALSE
"225",1686,"+","CRFmh_CA","CRFmh_CA/102","Pk",3,"Pk",3,"dvm26",FALSE
"226",1687,"+","CRFmh_CA","CRFmh_CA/102","Pu",3,"Pu",3,"dvm26",FALSE
"227",1688,"+","CRFmh_CA","CRFmh_CA/102","Qc",2,"Qc",2,"dvm26",FALSE
"228",1689,"+","CRFmh_CA","CRFmh_CA/102","Qg",2,"Qg",2,"dvm26",FALSE
"229",1690,"+","CRFmh_CA","CRFmh_CA/102","Ra",2,"Ra",2,"dvm26",FALSE
"230",1691,"+","CRFmh_CA","CRFmh_CA/103","Dr",3,"Dr",3,"dvm26",FALSE
"231",1692,"+","CRFmh_CA","CRFmh_CA/103","Fdc",1,"Fd",1,"dvm26",FALSE
"232",1693,"+","CRFmh_CA","CRFmh_CA/103","Oc",2,"Oc",2,"dvm26",FALSE
"233",1694,"+","CRFmh_CA","CRFmh_CA/103","Ot",2,"Ot",2,"dvm26",FALSE
"234",1695,"+","CRFmh_CA","CRFmh_CA/103","Ra",2,"Ra",2,"dvm26",FALSE
"235",1696,"+","CRFmh_CA","CRFmh_CA/110","Bg",3,"Bg",3,"dvm26",FALSE
"236",1697,"+","CRFmh_CA","CRFmh_CA/110","Cw",3,"Cw",3,"dvm26",FALSE
"237",1698,"+","CRFmh_CA","CRFmh_CA/110","Dr",1,"Dr",1,"dvm26",FALSE
"238",1699,"+","CRFmh_CA","CRFmh_CA/110","Fdc",2,"Fd",2,"dvm26",FALSE
"239",1700,"+","CRFmh_CA","CRFmh_CA/110","Hw",2,"Hw",2,"dvm26",FALSE
"240",1701,"+","CRFmh_CA","CRFmh_CA/110","Mb",1,"Mb",1,"dvm26",FALSE
"241",1702,"+","CRFmh_CA","CRFmh_CA/110","Oc",1,"Oc",1,"dvm26",FALSE
"242",1703,"+","CRFmh_CA","CRFmh_CA/110","Ol",2,"Ol",2,"dvm26",FALSE
"243",1704,"+","CRFmh_CA","CRFmh_CA/110","Ot",2,"Ot",2,"dvm26",FALSE
"244",1705,"+","CRFmh_CA","CRFmh_CA/110","Ss",2,"Ss",2,"dvm26",FALSE
"245",1706,"+","CRFmh_CA","CRFmh_CA/111","Bg",3,"Bg",3,"dvm26",FALSE
"246",1707,"+","CRFmh_CA","CRFmh_CA/111","Cw",3,"Cw",3,"dvm26",FALSE
"247",1708,"+","CRFmh_CA","CRFmh_CA/111","Dr",1,"Dr",1,"dvm26",FALSE
"248",1709,"+","CRFmh_CA","CRFmh_CA/111","Dw",3,"Dw",3,"dvm26",FALSE
"249",1710,"+","CRFmh_CA","CRFmh_CA/111","Fdc",3,"Fd",3,"dvm26",FALSE
"250",1711,"+","CRFmh_CA","CRFmh_CA/111","Hw",2,"Hw",2,"dvm26",FALSE
"251",1712,"+","CRFmh_CA","CRFmh_CA/111","Mb",1,"Mb",1,"dvm26",FALSE
"252",1713,"+","CRFmh_CA","CRFmh_CA/111","Oc",1,"Oc",1,"dvm26",FALSE
"253",1714,"+","CRFmh_CA","CRFmh_CA/111","Ol",2,"Ol",2,"dvm26",FALSE
"254",1715,"+","CRFmh_CA","CRFmh_CA/111","Ot",2,"Ot",2,"dvm26",FALSE
"255",1716,"+","CRFmh_CA","CRFmh_CA/111","Ss",1,"Ss",1,"dvm26",FALSE
"256",1717,"+","CRFmh_CA","CRFmh_CA/111","Yp",3,"Yp",3,"dvm26",FALSE
"257",1719,"+","CVGdm_CA","CVGdm_CA/110","Qd",1,"Qd",2,"dvm26",FALSE
"258",1719,"-","CVGdm_CA","CVGdm_CA/110","Qd",1,"Qd",1,NA,FALSE
"259",1720,"+","CVGdm_CA","CVGdm_CA/110","Ql",NA,"Ql",1,"dvm26",FALSE
"260",1721,"+","CVGdm_CA","CVGdm_CA/110","Qz",NA,"Qz",2,"dvm26",FALSE
"261",1723,"+","CVGdm_CA","CVGdm_CA/111","Dw",NA,"Dw",2,"dvm26",FALSE
"262",1724,"+","CVGdm_CA","CVGdm_CA/111","Me",3,"Me",2,"dvm26",FALSE
"263",1724,"-","CVGdm_CA","CVGdm_CA/111","Me",3,"Me",3,NA,FALSE
"264",1726,"+","CVGdm_CA","CVGdm_CA/111","Ql",1,"Ql",5,"dvm26",FALSE
"265",1726,"-","CVGdm_CA","CVGdm_CA/111","Ql",1,"Ql",1,NA,FALSE
"266",1727,"+","CVGdm_CA","CVGdm_CA/111","Qz",1,"Qz",5,"dvm26",FALSE
"267",1727,"-","CVGdm_CA","CVGdm_CA/111","Qz",1,"Qz",1,NA,FALSE
"268",1802,"+","CWFmm_OR","CWFmm_OR/101","Bm",NA,"Bm",3,"dvm26",FALSE
"269",1873,"+","CWFwm_OR","CWFwm_OR/102","Pk",NA,"Pk",3,"dvm26",FALSE
"270",1879,"+","CWFwm_OR","CWFwm_OR/102","Sr",NA,"Sr",2,"dvm26",FALSE
"271",1883,"+","CWFwm_OR","CWFwm_OR/103","Ot",NA,"Ot",3,"dvm26",FALSE
