"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",117,"+","BGxh3","BGxh3/112","Fdi",4,"Fd",4,"KI",FALSE
"2",153,"+","BGxw2","BGxw2/112","At",4,"At",4,"KI",FALSE
"3",154,"+","BGxw2","BGxw2/113","At",4,"At",4,"KI",FALSE
"4",6391,"+","ESSFwc3","ESSFwc3/101","Bl",NA,"Bl",1,"KEI",FALSE
"5",6392,"+","ESSFwc3","ESSFwc3/101","Pli",NA,"Pl",3,"KEI",FALSE
"6",6393,"+","ESSFwc3","ESSFwc3/101","Sx",NA,"Sx",1,"KEI",FALSE
"7",6394,"+","ESSFwc3","ESSFwc3/102","Bl",NA,"Bl",3,"KEI",FALSE
"8",6395,"+","ESSFwc3","ESSFwc3/102","Pli",NA,"Pl",3,"KEI",FALSE
"9",6396,"+","ESSFwc3","ESSFwc3/102","Sx",NA,"Sx",3,"KEI",FALSE
"10",6397,"+","ESSFwc3","ESSFwc3/103","Bl",NA,"Bl",1,"KEI",FALSE
"11",6398,"+","ESSFwc3","ESSFwc3/103","Pli",NA,"Pl",3,"KEI",FALSE
"12",6399,"+","ESSFwc3","ESSFwc3/103","Sx",NA,"Sx",1,"KEI",FALSE
"13",6400,"+","ESSFwc3","ESSFwc3/110","Bl",NA,"Bl",1,"KEI",FALSE
"14",6401,"+","ESSFwc3","ESSFwc3/110","Sx",NA,"Sx",1,"KEI",FALSE
"15",6402,"+","ESSFwc3","ESSFwc3/111","Bl",NA,"Bl",1,"KEI",FALSE
"16",6403,"+","ESSFwc3","ESSFwc3/111","Sx",NA,"Sx",1,"KEI",FALSE
"17",6649,"+","ESSFwk1","ESSFwk1/02","Fdi",4,"Fd",4,"KEI",FALSE
"18",7162,"+","ESSFxv1","ESSFxv1/03","Bl",4,"Bl",4,"KI",FALSE
"19",7194,"+","ESSFxv2","ESSFxv2/03","Bl",4,"Bl",4,"KI",FALSE
"20",7200,"+","ESSFxv2","ESSFxv2/04","Sx",4,"Sx",4,"KI",FALSE
"21",7431,"+","ICHdk","ICHdk/03","Bl",4,"Bl",4,"KI",FALSE
"22",7464,"+","ICHdk","ICHdk/07","Cw",4,"Cw",4,"KI",FALSE
"23",7478,"+","ICHdk","ICHdk/09","Cw",4,"Cw",4,"KI",FALSE
"24",8231,"+","ICHmk3","ICHmk3/02","Cw",4,"Cw",4,"KI",FALSE
"25",8255,"+","ICHmk3","ICHmk3/05","Ep",4,"Ep",4,"KI",FALSE
"26",8256,"+","ICHmk3","ICHmk3/05","Fdi",4,"Fd",4,"KI",FALSE
"27",8268,"+","ICHmk3","ICHmk3/07","At",4,"At",4,"KI",FALSE
"28",9246,"+","ICHwk2","ICHwk2/01a","Ac",4,"Ac",3,"KI",FALSE
"29",9275,"+","ICHwk2","ICHwk2/03","Ep",4,"Ep",4,"KI",FALSE
"30",9291,"+","ICHwk2","ICHwk2/05","Ep",4,"Ep",4,"KI",FALSE
"31",9292,"+","ICHwk2","ICHwk2/05","Fdi",4,"Fd",4,"KI",FALSE
"32",9293,"+","ICHwk2","ICHwk2/05","Hw",4,"Hw",4,"KI",FALSE
"33",9298,"+","ICHwk2","ICHwk2/06","At",4,"At",4,"KI",FALSE
"34",9300,"+","ICHwk2","ICHwk2/06","Cw",4,"Cw",3,"KI",FALSE
"35",9301,"+","ICHwk2","ICHwk2/06","Ep",4,"Ep",4,"KI",FALSE
"36",9302,"+","ICHwk2","ICHwk2/06","Fdi",4,"Fd",4,"KI",FALSE
"37",9303,"+","ICHwk2","ICHwk2/06","Hw",4,"Hw",4,"KI",FALSE
"38",9318,"+","ICHwk2","ICHwk2/08","Ep",4,"Ep",4,"KI",FALSE
"39",9320,"+","ICHwk2","ICHwk2/08","Pli",4,"Pl",4,"KI",FALSE
"40",9423,"+","ICHwk4","ICHwk4/02","Sx",4,"Sx",4,"KI",FALSE
"41",9425,"+","ICHwk4","ICHwk4/03","Bl",4,"Bl",4,"KI",FALSE
"42",9426,"+","ICHwk4","ICHwk4/03","Ep",4,"Ep",4,"KI",FALSE
"43",9437,"+","ICHwk4","ICHwk4/05","Ac",4,"Ac",3,"KI",FALSE
"44",9445,"+","ICHwk4","ICHwk4/05","Pw",4,"Pw",4,"KI",FALSE
"45",9450,"+","ICHwk4","ICHwk4/06","Cw",4,"Cw",4,"KI",FALSE
"46",9452,"+","ICHwk4","ICHwk4/06","Fdi",4,"Fd",4,"KI",FALSE
