"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"113",5585,"+","ESSFdk1","ESSFdk1/110","Act",3,"Ac",3,"DJM",FALSE
"114",5585,"-","ESSFdk1","ESSFdk1/110","Act",3,"Ac",3,NA,FALSE
"115",5586,"+","ESSFdk1","ESSFdk1/110","Bl",1,"Bl",1,"DJM",FALSE
"116",5586,"-","ESSFdk1","ESSFdk1/110","Bl",1,"Bl",1,NA,FALSE
"117",5587,"+","ESSFdk1","ESSFdk1/110","Pli",3,"Pl",3,"DJM",FALSE
"118",5587,"-","ESSFdk1","ESSFdk1/110","Pli",3,"Pl",3,NA,FALSE
"119",5588,"+","ESSFdk1","ESSFdk1/110","Se",1,"Sx",1,"DJM",FALSE
"120",5588,"-","ESSFdk1","ESSFdk1/110","Se",1,"Sx",1,NA,FALSE
"121",5589,"+","ESSFdk1","ESSFdk1/111","Bl",3,"Bl",3,"DJM",FALSE
"122",5589,"-","ESSFdk1","ESSFdk1/111","Bl",3,"Bl",3,NA,FALSE
"123",5590,"+","ESSFdk1","ESSFdk1/111","Se",2,"Sx",2,"DJM",FALSE
"124",5590,"-","ESSFdk1","ESSFdk1/111","Se",2,"Sx",2,NA,FALSE
"125",5591,"+","ESSFdk1","ESSFdk1/111a","Bl",3,"Bl",3,"DJM",FALSE
"126",5591,"-","ESSFdk1","ESSFdk1/111a","Bl",3,"Bl",3,NA,FALSE
"127",5592,"+","ESSFdk1","ESSFdk1/111a","Se",2,"Sx",2,"DJM",FALSE
"128",5592,"-","ESSFdk1","ESSFdk1/111a","Se",2,"Sx",2,NA,FALSE
"129",5593,"+","ESSFdk1","ESSFdk1/111b","Bl",3,"Bl",3,"DJM",FALSE
"130",5593,"-","ESSFdk1","ESSFdk1/111b","Bl",3,"Bl",3,NA,FALSE
"131",5594,"+","ESSFdk1","ESSFdk1/111b","Se",2,"Sx",2,"DJM",FALSE
"132",5594,"-","ESSFdk1","ESSFdk1/111b","Se",2,"Sx",2,NA,FALSE
"133",5860,"+","ESSFmh","ESSFmh/101","Act",3,"Ac",3,"DJM",FALSE
"134",5860,"-","ESSFmh","ESSFmh/101","Act",3,"Ac",3,NA,FALSE
"135",5861,"+","ESSFmh","ESSFmh/101","At",3,"At",3,"DJM",FALSE
"136",5861,"-","ESSFmh","ESSFmh/101","At",3,"At",3,NA,FALSE
"137",5862,"+","ESSFmh","ESSFmh/101","Bl",1,"Bl",1,"DJM",FALSE
"138",5862,"-","ESSFmh","ESSFmh/101","Bl",1,"Bl",1,NA,FALSE
"139",5863,"+","ESSFmh","ESSFmh/101","Cw",2,"Cw",2,"DJM",FALSE
"140",5863,"-","ESSFmh","ESSFmh/101","Cw",2,"Cw",2,NA,FALSE
"141",5864,"+","ESSFmh","ESSFmh/101","Fdi",3,"Fd",3,"DJM",FALSE
"142",5864,"-","ESSFmh","ESSFmh/101","Fdi",3,"Fd",3,NA,FALSE
"143",5865,"+","ESSFmh","ESSFmh/101","Hw",2,"Hw",2,"DJM",FALSE
"144",5865,"-","ESSFmh","ESSFmh/101","Hw",2,"Hw",2,NA,FALSE
"145",5866,"+","ESSFmh","ESSFmh/101","Lw",2,"Lw",3,"DJM",FALSE
"146",5866,"-","ESSFmh","ESSFmh/101","Lw",2,"Lw",2,NA,FALSE
"147",5867,"+","ESSFmh","ESSFmh/101","Pli",2,"Pl",3,"DJM",FALSE
"148",5867,"-","ESSFmh","ESSFmh/101","Pli",2,"Pl",2,NA,FALSE
"149",5868,"+","ESSFmh","ESSFmh/101","Pw",3,"Pw",3,"DJM",FALSE
"150",5868,"-","ESSFmh","ESSFmh/101","Pw",3,"Pw",3,NA,FALSE
"151",5869,"+","ESSFmh","ESSFmh/101","Sxw",1,"Sx",1,"DJM",FALSE
"152",5869,"-","ESSFmh","ESSFmh/101","Sxw",1,"Sx",1,NA,FALSE
"153",5870,"+","ESSFmh","ESSFmh/102","Bl",2,"Bl",2,"DJM",FALSE
"154",5870,"-","ESSFmh","ESSFmh/102","Bl",2,"Bl",2,NA,FALSE
"155",5871,"+","ESSFmh","ESSFmh/102","Fdi",3,"Fd",2,"DJM",FALSE
"156",5871,"-","ESSFmh","ESSFmh/102","Fdi",3,"Fd",3,"WHM",FALSE
"157",5872,"+","ESSFmh","ESSFmh/102","Lw",3,"Lw",3,"DJM",TRUE
"158",5872,"-","ESSFmh","ESSFmh/102","Lw",3,"Lw",3,"WHM",TRUE
"159",5873,"+","ESSFmh","ESSFmh/102","Pa",3,"Pa",3,"DJM",FALSE
"160",5873,"-","ESSFmh","ESSFmh/102","Pa",3,"Pa",3,NA,FALSE
"161",5874,"+","ESSFmh","ESSFmh/102","Pli",2,"Pl",2,"DJM",FALSE
"162",5874,"-","ESSFmh","ESSFmh/102","Pli",2,"Pl",2,"WHM",FALSE
"163",5875,"+","ESSFmh","ESSFmh/102","Sxw",3,"Sx",3,"DJM",FALSE
"164",5875,"-","ESSFmh","ESSFmh/102","Sxw",3,"Sx",3,NA,FALSE
"165",5876,"+","ESSFmh","ESSFmh/103","Bl",1,"Bl",1,"DJM",FALSE
"166",5876,"-","ESSFmh","ESSFmh/103","Bl",1,"Bl",1,NA,FALSE
"167",5877,"+","ESSFmh","ESSFmh/103","Cw",3,"Cw",3,"DJM",FALSE
"168",5877,"-","ESSFmh","ESSFmh/103","Cw",3,"Cw",3,NA,FALSE
"169",5878,"+","ESSFmh","ESSFmh/103","Fdi",1,"Fd",1,"DJM",FALSE
"170",5878,"-","ESSFmh","ESSFmh/103","Fdi",1,"Fd",1,NA,FALSE
"171",5879,"+","ESSFmh","ESSFmh/103","Hw",3,"Hw",3,"DJM",FALSE
"172",5879,"-","ESSFmh","ESSFmh/103","Hw",3,"Hw",3,NA,FALSE
"173",5880,"+","ESSFmh","ESSFmh/103","Lw",2,"Lw",2,"DJM",FALSE
"174",5880,"-","ESSFmh","ESSFmh/103","Lw",2,"Lw",2,NA,FALSE
"175",5881,"+","ESSFmh","ESSFmh/103","Pli",1,"Pl",1,"DJM",FALSE
"176",5881,"-","ESSFmh","ESSFmh/103","Pli",1,"Pl",1,NA,FALSE
"177",5882,"+","ESSFmh","ESSFmh/103","Pw",3,"Pw",3,"DJM",FALSE
"178",5882,"-","ESSFmh","ESSFmh/103","Pw",3,"Pw",3,NA,FALSE
"179",5883,"+","ESSFmh","ESSFmh/103","Sxw",2,"Sx",1,"DJM",FALSE
"180",5883,"-","ESSFmh","ESSFmh/103","Sxw",2,"Sx",2,NA,FALSE
"181",5884,"+","ESSFmh","ESSFmh/104","Bl",1,"Bl",2,"DJM",FALSE
"182",5884,"-","ESSFmh","ESSFmh/104","Bl",1,"Bl",1,NA,FALSE
"183",5885,"+","ESSFmh","ESSFmh/104","Pli",1,"Pl",2,"DJM",FALSE
"184",5885,"-","ESSFmh","ESSFmh/104","Pli",1,"Pl",1,NA,FALSE
"185",5886,"+","ESSFmh","ESSFmh/104","Sxw",1,"Sx",2,"DJM",FALSE
"186",5886,"-","ESSFmh","ESSFmh/104","Sxw",1,"Sx",1,NA,FALSE
"187",5887,"+","ESSFmh","ESSFmh/105","Bl",1,"Bl",1,"DJM",FALSE
"188",5887,"-","ESSFmh","ESSFmh/105","Bl",1,"Bl",1,NA,FALSE
"189",5888,"+","ESSFmh","ESSFmh/105","Cw",2,"Cw",2,"DJM",FALSE
"190",5888,"-","ESSFmh","ESSFmh/105","Cw",2,"Cw",2,NA,FALSE
"191",5889,"+","ESSFmh","ESSFmh/105","Fdi",2,"Fd",1,"DJM",FALSE
"192",5889,"-","ESSFmh","ESSFmh/105","Fdi",2,"Fd",2,NA,FALSE
"193",5890,"+","ESSFmh","ESSFmh/105","Lw",2,"Lw",1,"DJM",FALSE
"194",5890,"-","ESSFmh","ESSFmh/105","Lw",2,"Lw",2,NA,FALSE
"195",5891,"+","ESSFmh","ESSFmh/105","Pli",1,"Pl",1,"DJM",FALSE
"196",5891,"-","ESSFmh","ESSFmh/105","Pli",1,"Pl",1,NA,FALSE
"197",5892,"+","ESSFmh","ESSFmh/105","Pw",3,"Pw",3,"DJM",FALSE
"198",5892,"-","ESSFmh","ESSFmh/105","Pw",3,"Pw",3,NA,FALSE
"199",5893,"+","ESSFmh","ESSFmh/105","Sxw",1,"Sx",1,"DJM",FALSE
"200",5893,"-","ESSFmh","ESSFmh/105","Sxw",1,"Sx",1,NA,FALSE
"201",5894,"+","ESSFmh","ESSFmh/110","Act",3,"Ac",4,"DJM",FALSE
"202",5894,"-","ESSFmh","ESSFmh/110","Act",3,"Ac",3,NA,FALSE
"203",5895,"+","ESSFmh","ESSFmh/110","Bl",1,"Bl",1,"DJM",FALSE
"204",5895,"-","ESSFmh","ESSFmh/110","Bl",1,"Bl",1,NA,FALSE
"205",5896,"+","ESSFmh","ESSFmh/110","Cw",2,"Cw",2,"DJM",FALSE
"206",5896,"-","ESSFmh","ESSFmh/110","Cw",2,"Cw",2,NA,FALSE
"207",5897,"+","ESSFmh","ESSFmh/110","Hw",2,"Hw",2,"DJM",FALSE
"208",5897,"-","ESSFmh","ESSFmh/110","Hw",2,"Hw",2,NA,FALSE
"209",5898,"+","ESSFmh","ESSFmh/110","Sxw",1,"Sx",1,"DJM",FALSE
"210",5898,"-","ESSFmh","ESSFmh/110","Sxw",1,"Sx",1,NA,FALSE
"211",5899,"+","ESSFmh","ESSFmh/111","Act",3,"Ac",3,"DJM",FALSE
"212",5899,"-","ESSFmh","ESSFmh/111","Act",3,"Ac",3,NA,FALSE
"213",5900,"+","ESSFmh","ESSFmh/111","Bl",1,"Bl",1,"DJM",FALSE
"214",5900,"-","ESSFmh","ESSFmh/111","Bl",1,"Bl",1,NA,FALSE
"215",5901,"+","ESSFmh","ESSFmh/111","Cw",2,"Cw",2,"DJM",FALSE
"216",5901,"-","ESSFmh","ESSFmh/111","Cw",2,"Cw",2,NA,FALSE
"217",5902,"+","ESSFmh","ESSFmh/111","Hw",2,"Hw",2,"DJM",FALSE
"218",5902,"-","ESSFmh","ESSFmh/111","Hw",2,"Hw",2,NA,FALSE
"219",5903,"+","ESSFmh","ESSFmh/111","Sxw",1,"Sx",1,"DJM",FALSE
"220",5903,"-","ESSFmh","ESSFmh/111","Sxw",1,"Sx",1,NA,FALSE
"221",5904,"+","ESSFmh","ESSFmh/112","Act",3,"Ac",3,"DJM",FALSE
"222",5904,"-","ESSFmh","ESSFmh/112","Act",3,"Ac",3,NA,FALSE
"223",5905,"+","ESSFmh","ESSFmh/112","Bl",2,"Bl",2,"DJM",FALSE
"224",5905,"-","ESSFmh","ESSFmh/112","Bl",2,"Bl",2,NA,FALSE
"225",5906,"+","ESSFmh","ESSFmh/112","Sxw",1,"Sx",1,"DJM",FALSE
"226",5906,"-","ESSFmh","ESSFmh/112","Sxw",1,"Sx",1,NA,FALSE
"227",7512,"+","ICHdm","ICHdm/101","Act",3,"Ac",3,"DJM",FALSE
"228",7512,"-","ICHdm","ICHdm/101","Act",3,"Ac",3,NA,FALSE
"229",7513,"+","ICHdm","ICHdm/101","At",2,"At",2,"DJM",FALSE
"230",7513,"-","ICHdm","ICHdm/101","At",2,"At",2,NA,FALSE
"231",7514,"+","ICHdm","ICHdm/101","Bg",3,"Bg",3,"DJM",FALSE
"232",7514,"-","ICHdm","ICHdm/101","Bg",3,"Bg",3,NA,FALSE
"233",7515,"+","ICHdm","ICHdm/101","Bl",2,"Bl",2,"DJM",FALSE
"234",7515,"-","ICHdm","ICHdm/101","Bl",2,"Bl",2,NA,FALSE
"235",7516,"+","ICHdm","ICHdm/101","Cw",1,"Cw",1,"DJM",FALSE
"236",7516,"-","ICHdm","ICHdm/101","Cw",1,"Cw",1,NA,FALSE
"237",7517,"+","ICHdm","ICHdm/101","Ep",2,"Ep",2,"DJM",FALSE
"238",7517,"-","ICHdm","ICHdm/101","Ep",2,"Ep",2,NA,FALSE
"239",7518,"+","ICHdm","ICHdm/101","Fdi",2,"Fd",2,"DJM",FALSE
"240",7518,"-","ICHdm","ICHdm/101","Fdi",2,"Fd",2,NA,FALSE
"241",7519,"+","ICHdm","ICHdm/101","Hw",1,"Hw",1,"DJM",FALSE
"242",7519,"-","ICHdm","ICHdm/101","Hw",1,"Hw",1,NA,FALSE
"243",7520,"+","ICHdm","ICHdm/101","Lw",2,"Lw",2,"DJM",FALSE
"244",7520,"-","ICHdm","ICHdm/101","Lw",2,"Lw",2,NA,FALSE
"245",7521,"+","ICHdm","ICHdm/101","Pli",2,"Pl",2,"DJM",FALSE
"246",7521,"-","ICHdm","ICHdm/101","Pli",2,"Pl",2,NA,FALSE
"247",7522,"+","ICHdm","ICHdm/101","Pw",2,"Pw",2,"DJM",FALSE
"248",7522,"-","ICHdm","ICHdm/101","Pw",2,"Pw",2,NA,FALSE
"249",7523,"+","ICHdm","ICHdm/101","Sxw",2,"Sx",2,"DJM",FALSE
"250",7523,"-","ICHdm","ICHdm/101","Sxw",2,"Sx",2,NA,FALSE
"251",7524,"+","ICHdm","ICHdm/102","At",3,"At",2,"DJM",FALSE
"252",7524,"-","ICHdm","ICHdm/102","At",3,"At",3,NA,FALSE
"253",7525,"+","ICHdm","ICHdm/102","Fdi",1,"Fd",1,"DJM",FALSE
"254",7525,"-","ICHdm","ICHdm/102","Fdi",1,"Fd",1,NA,FALSE
"255",7526,"+","ICHdm","ICHdm/102","Lw",2,"Lw",2,"DJM",FALSE
"256",7526,"-","ICHdm","ICHdm/102","Lw",2,"Lw",2,NA,FALSE
"257",7527,"+","ICHdm","ICHdm/102","Pli",3,"Pl",3,"DJM",FALSE
"258",7527,"-","ICHdm","ICHdm/102","Pli",3,"Pl",3,NA,FALSE
"259",7528,"+","ICHdm","ICHdm/102","Pyi",3,"Py",4,"DJM",FALSE
"260",7528,"-","ICHdm","ICHdm/102","Pyi",3,"Py",3,NA,FALSE
"261",7529,"+","ICHdm","ICHdm/102a","At",3,"At",3,"DJM",FALSE
"262",7529,"-","ICHdm","ICHdm/102a","At",3,"At",3,NA,FALSE
"263",7530,"+","ICHdm","ICHdm/102a","Fdi",1,"Fd",1,"DJM",FALSE
"264",7530,"-","ICHdm","ICHdm/102a","Fdi",1,"Fd",1,NA,FALSE
"265",7531,"+","ICHdm","ICHdm/102a","Lw",2,"Lw",2,"DJM",FALSE
"266",7531,"-","ICHdm","ICHdm/102a","Lw",2,"Lw",2,NA,FALSE
"267",7532,"+","ICHdm","ICHdm/102a","Pli",3,"Pl",3,"DJM",FALSE
"268",7532,"-","ICHdm","ICHdm/102a","Pli",3,"Pl",3,NA,FALSE
"269",7533,"+","ICHdm","ICHdm/102a","Pyi",3,"Py",4,"DJM",FALSE
"270",7533,"-","ICHdm","ICHdm/102a","Pyi",3,"Py",3,NA,FALSE
"271",7534,"+","ICHdm","ICHdm/102b","At",3,"At",3,"DJM",FALSE
"272",7534,"-","ICHdm","ICHdm/102b","At",3,"At",3,NA,FALSE
"273",7535,"+","ICHdm","ICHdm/102b","Fdi",1,"Fd",1,"DJM",FALSE
"274",7535,"-","ICHdm","ICHdm/102b","Fdi",1,"Fd",1,NA,FALSE
"275",7536,"+","ICHdm","ICHdm/102b","Lw",2,"Lw",2,"DJM",FALSE
"276",7536,"-","ICHdm","ICHdm/102b","Lw",2,"Lw",2,NA,FALSE
"277",7537,"+","ICHdm","ICHdm/102b","Pli",3,"Pl",3,"DJM",FALSE
"278",7537,"-","ICHdm","ICHdm/102b","Pli",3,"Pl",3,NA,FALSE
"279",7538,"+","ICHdm","ICHdm/102b","Pyi",3,"Py",4,"DJM",FALSE
"280",7538,"-","ICHdm","ICHdm/102b","Pyi",3,"Py",3,NA,FALSE
"281",7539,"+","ICHdm","ICHdm/103","At",3,"At",3,"DJM",FALSE
"282",7539,"-","ICHdm","ICHdm/103","At",3,"At",3,NA,FALSE
"283",7540,"+","ICHdm","ICHdm/103","Bg",3,"Bg",4,"DJM",FALSE
"284",7540,"-","ICHdm","ICHdm/103","Bg",3,"Bg",3,NA,FALSE
"285",7541,"+","ICHdm","ICHdm/103","Bl",3,"Bl",2,"DJM",FALSE
"286",7541,"-","ICHdm","ICHdm/103","Bl",3,"Bl",3,NA,FALSE
"287",7542,"+","ICHdm","ICHdm/103","Ep",3,"Ep",3,"DJM",FALSE
"288",7542,"-","ICHdm","ICHdm/103","Ep",3,"Ep",3,NA,FALSE
"289",7543,"+","ICHdm","ICHdm/103","Fdi",2,"Fd",1,"DJM",FALSE
"290",7543,"-","ICHdm","ICHdm/103","Fdi",2,"Fd",2,NA,FALSE
"291",7544,"+","ICHdm","ICHdm/103","Lw",1,"Lw",1,"DJM",FALSE
"292",7544,"-","ICHdm","ICHdm/103","Lw",1,"Lw",1,NA,FALSE
"293",7545,"+","ICHdm","ICHdm/103","Pli",1,"Pl",1,"DJM",FALSE
