"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",14864,"+","SBSvc","SBSvc/101",NA,NA,"Ac",3,"EBL",FALSE
"2",14865,"+","SBSvc","SBSvc/101",NA,NA,"At",2,"EBL",FALSE
"3",14866,"+","SBSvc","SBSvc/101",NA,NA,"Bl",1,"EBL",FALSE
"4",14867,"+","SBSvc","SBSvc/101",NA,NA,"Ep",1,"EBL",FALSE
"5",14868,"+","SBSvc","SBSvc/101",NA,NA,"Pl",2,"EBL",FALSE
"6",14869,"+","SBSvc","SBSvc/101",NA,NA,"Sx",1,"EBL",FALSE
"7",14870,"+","SBSvc","SBSvc/102",NA,NA,"At",3,"EBL",FALSE
"8",14871,"+","SBSvc","SBSvc/102",NA,NA,"Bl",3,"EBL",FALSE
"9",14872,"+","SBSvc","SBSvc/102",NA,NA,"Ep",3,"EBL",FALSE
"10",14873,"+","SBSvc","SBSvc/102",NA,NA,"Pl",2,"EBL",FALSE
"11",14874,"+","SBSvc","SBSvc/102",NA,NA,"Sx",3,"EBL",FALSE
"12",14875,"+","SBSvc","SBSvc/103",NA,NA,"At",2,"EBL",FALSE
"13",14876,"+","SBSvc","SBSvc/103",NA,NA,"Bl",2,"EBL",FALSE
"14",14877,"+","SBSvc","SBSvc/103",NA,NA,"Ep",2,"EBL",FALSE
"15",14878,"+","SBSvc","SBSvc/103",NA,NA,"Pl",1,"EBL",FALSE
"16",14879,"+","SBSvc","SBSvc/103",NA,NA,"Sx",2,"EBL",FALSE
"17",14880,"+","SBSvc","SBSvc/104",NA,NA,"At",3,"EBL",FALSE
"18",14881,"+","SBSvc","SBSvc/104",NA,NA,"Bl",1,"EBL",FALSE
"19",14882,"+","SBSvc","SBSvc/104",NA,NA,"Ep",2,"EBL",FALSE
"20",14883,"+","SBSvc","SBSvc/104",NA,NA,"Pl",1,"EBL",FALSE
"21",14884,"+","SBSvc","SBSvc/104",NA,NA,"Sx",1,"EBL",FALSE
"22",14885,"+","SBSvc","SBSvc/105",NA,NA,"Ac",2,"EBL",FALSE
"23",14886,"+","SBSvc","SBSvc/105",NA,NA,"At",1,"EBL",FALSE
"24",14887,"+","SBSvc","SBSvc/105",NA,NA,"Bl",1,"EBL",FALSE
"25",14888,"+","SBSvc","SBSvc/105",NA,NA,"Ep",1,"EBL",FALSE
"26",14889,"+","SBSvc","SBSvc/105",NA,NA,"Pl",1,"EBL",FALSE
"27",14890,"+","SBSvc","SBSvc/105",NA,NA,"Sx",1,"EBL",FALSE
"28",14891,"+","SBSvc","SBSvc/110",NA,NA,"Ac",1,"EBL",FALSE
"29",14892,"+","SBSvc","SBSvc/110",NA,NA,"At",3,"EBL",FALSE
"30",14893,"+","SBSvc","SBSvc/110",NA,NA,"Bl",1,"EBL",FALSE
"31",14894,"+","SBSvc","SBSvc/110",NA,NA,"Ep",3,"EBL",FALSE
"32",14895,"+","SBSvc","SBSvc/110",NA,NA,"Pl",3,"EBL",FALSE
"33",14896,"+","SBSvc","SBSvc/110",NA,NA,"Sx",1,"EBL",FALSE
