"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",114,"+","BGxh3","BGxh3/110","Fdi",2,"Fd",3,"KI",FALSE
"2",114,"-","BGxh3","BGxh3/110","Fdi",2,"Fd",2,"",FALSE
"3",115,"+","BGxh3","BGxh3/111","Fdi",2,"Fd",3,"KI",FALSE
"4",115,"-","BGxh3","BGxh3/111","Fdi",2,"Fd",2,"",FALSE
"5",116,"+","BGxh3","BGxh3/112","Act",1,"Ac",2,"KI",FALSE
"6",116,"-","BGxh3","BGxh3/112","Act",1,"Ac",1,"D6",FALSE
"7",117,"+","BGxh3","BGxh3/113","Act",1,"Ac",1,"KI",FALSE
"8",117,"-","BGxh3","BGxh3/113","Act",1,"Ac",1,"",FALSE
"9",118,"+","BGxh3","BGxh3/113","Fdi",2,"Fd",3,"KI",FALSE
"10",118,"-","BGxh3","BGxh3/113","Fdi",2,"Fd",2,"",FALSE
"11",148,"+","BGxw2","BGxw2/110","Fdi",2,"Fd",3,"KI",FALSE
"12",148,"-","BGxw2","BGxw2/110","Fdi",2,"Fd",2,"",FALSE
"13",149,"+","BGxw2","BGxw2/111","Fdi",2,"Fd",3,"KI",FALSE
"14",149,"-","BGxw2","BGxw2/111","Fdi",2,"Fd",2,"",FALSE
"15",150,"+","BGxw2","BGxw2/112","Act",2,"Ac",2,"KI",FALSE
"16",150,"-","BGxw2","BGxw2/112","Act",2,"Ac",2,"",FALSE
"17",151,"+","BGxw2","BGxw2/113","Fdi",1,"Fd",2,"KI",FALSE
"18",151,"-","BGxw2","BGxw2/113","Fdi",1,"Fd",1,"",FALSE
"19",152,"+","BGxw2","BGxw2/114","At",1,"At",1,"KI",FALSE
"20",152,"-","BGxw2","BGxw2/114","At",1,"At",1,"",FALSE
"21",153,"+","BGxw2","BGxw2/115","At",1,"At",1,"KI",FALSE
"22",153,"-","BGxw2","BGxw2/115","At",1,"At",1,"D6",FALSE
"23",6378,"+","ESSFwc3","ESSFwc3/01","Bl",1,"Bl",1,"KEI",FALSE
