"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",15193,"-","SWBun","SWBun/h","Acb",3,"Ac",5,"cd",FALSE
"2",15194,"-","SWBun","SWBun/h","Bl",3,"Bl",3,"cd",FALSE
"3",15195,"-","SWBun","SWBun/h","Sb",3,"Sb",3,"cd",FALSE
"4",15196,"-","SWBun","SWBun/h","Sw",2,"Sx",2,"cd",FALSE
"5",15197,"-","SWBun","SWBun/m","At",3,"At",2,"cd",FALSE
"6",15198,"-","SWBun","SWBun/m","Bl",2,"Bl",3,"cd",FALSE
"7",15199,"-","SWBun","SWBun/m","Pli",3,"Pl",2,"cd",FALSE
"8",15200,"-","SWBun","SWBun/m","Sb",3,"Sb",3,"cd",FALSE
"9",15201,"-","SWBun","SWBun/m","Sw",2,"Sx",2,"cd",FALSE
"10",15202,"-","SWBun","SWBun/x","At",3,"At",3,"cd",FALSE
"11",15203,"-","SWBun","SWBun/x","Pli",3,"Pl",2,"cd",FALSE
"12",15204,"-","SWBun","SWBun/x","Sw",3,"Sx",2,"cd",FALSE
"13",15205,"+","SWBun1","SWBun1/h","Acb",3,"Ac",5,"cd",FALSE
"14",15206,"+","SWBun1","SWBun1/h","Bl",3,"Bl",3,"cd",FALSE
"15",15207,"+","SWBun1","SWBun1/h","Sb",3,"Sb",3,"cd",FALSE
"16",15208,"+","SWBun1","SWBun1/h","Sw",2,"Sx",2,"cd",FALSE
"17",15209,"+","SWBun1","SWBun1/m","At",3,"At",2,"cd",FALSE
"18",15210,"+","SWBun1","SWBun1/m","Bl",2,"Bl",3,"cd",FALSE
"19",15211,"+","SWBun1","SWBun1/m","Pli",3,"Pl",2,"cd",FALSE
"20",15212,"+","SWBun1","SWBun1/m","Sb",3,"Sb",3,"cd",FALSE
"21",15213,"+","SWBun1","SWBun1/m","Sw",2,"Sx",2,"cd",FALSE
"22",15214,"+","SWBun1","SWBun1/x","At",3,"At",3,"cd",FALSE
"23",15215,"+","SWBun1","SWBun1/x","Pli",3,"Pl",2,"cd",FALSE
"24",15216,"+","SWBun1","SWBun1/x","Sw",3,"Sx",2,"cd",FALSE
