"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",7170,"+","ESSFxc1","ESSFxc1/Ws08","Bl",NA,"Bl",2,"CGC",FALSE
"2",7170,"-","ESSFxc1","ESSFxc1/Ws08","Bl",NA,"Bl",NA,NA,FALSE
"3",7171,"+","ESSFxc1","ESSFxc1/Ws08","Sx",NA,"Sx",1,"CGC",FALSE
"4",7171,"-","ESSFxc1","ESSFxc1/Ws08","Sx",NA,"Sx",NA,NA,FALSE
"5",7172,"+","ESSFxc1","ESSFxc1/Ws12","Bl",NA,"Bl",3,"CGC",FALSE
"6",7172,"-","ESSFxc1","ESSFxc1/Ws12","Bl",NA,"Bl",NA,NA,FALSE
"7",7173,"+","ESSFxc1","ESSFxc1/Ws12","Sx",NA,"Sx",1,"CGC",FALSE
"8",7173,"-","ESSFxc1","ESSFxc1/Ws12","Sx",NA,"Sx",NA,NA,FALSE
"9",7192,"+","ESSFxc2","ESSFxc2/Ws08","Bl",NA,"Bl",2,"CGC",FALSE
"10",7192,"-","ESSFxc2","ESSFxc2/Ws08","Bl",NA,"Bl",NA,NA,FALSE
"11",7193,"+","ESSFxc2","ESSFxc2/Ws08","Sx",NA,"Sx",1,"CGC",FALSE
"12",7193,"-","ESSFxc2","ESSFxc2/Ws08","Sx",NA,"Sx",NA,NA,FALSE
"13",7222,"+","ESSFxc3","ESSFxc3/10","Bl",NA,"Bl",1,"CGC",FALSE
"14",7222,"-","ESSFxc3","ESSFxc3/10","Bl",NA,"Bl",NA,NA,FALSE
"15",7223,"+","ESSFxc3","ESSFxc3/10","Se",NA,"Sx",2,"CGC",FALSE
"16",7223,"-","ESSFxc3","ESSFxc3/10","Se",NA,"Sx",NA,NA,FALSE
"17",13352,"-","OWdm_CA","OWdm_CA/110","Pc",1,"Pc",1,"dvm26",FALSE
"18",13353,"+","OWdm_CA","OWdm_CA/110","Pc ",1,"Pc ",1,"dvm26",FALSE
