"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"102",3407,"+","CWHms5","CWHms5/110","Bl",NA,"Bl",2,"inputed",NA
"103",3416,"+","CWHms5","CWHms5/110","Mv",NA,"Mv",3,"inputed",NA
"104",3437,"+","CWHms5","CWHms5/112","Hm",NA,"Hm",3,"inputed",NA
"105",3595,"+","CWHvh1","CWHvh1/101","Tw",NA,"Tw",3,"inputed",NA
"106",3601,"+","CWHvh1","CWHvh1/102","Tw",NA,"Tw",4,"inputed",NA
"107",3606,"+","CWHvh1","CWHvh1/103","Fdc",NA,"Fd",3,"inputed",NA
"108",3611,"+","CWHvh1","CWHvh1/103","Tw",NA,"Tw",3,"inputed",NA
"109",3646,"+","CWHvh1","CWHvh1/112","Tw",NA,"Tw",3,"inputed",NA
"110",3689,"+","CWHvh1","CWHvh1/Ws54","Tw",NA,"Tw",4,"inputed",NA
"111",3697,"+","CWHvh1","CWHvh1/Ws56","Tw",NA,"Tw",4,"inputed",NA
"112",3715,"+","CWHvh2","CWHvh2/101","Tw",NA,"Tw",3,"inputed",NA
"113",3719,"+","CWHvh2","CWHvh2/102","Hm",NA,"Hm",3,"inputed",NA
"114",3726,"+","CWHvh2","CWHvh2/103","Hm",NA,"Hm",2,"inputed",NA
"115",3734,"+","CWHvh2","CWHvh2/104","Hm",NA,"Hm",2,"inputed",NA
"116",3741,"+","CWHvh2","CWHvh2/105","Hm",NA,"Hm",2,"inputed",NA
"117",3748,"+","CWHvh2","CWHvh2/110","Hm",NA,"Hm",2,"inputed",NA
"118",3751,"+","CWHvh2","CWHvh2/110","Tw",NA,"Tw",4,"inputed",NA
"119",3762,"+","CWHvh2","CWHvh2/112","Hm",NA,"Hm",3,"inputed",NA
"120",3765,"+","CWHvh2","CWHvh2/112","Yc",NA,"Yc",1,"inputed",NA
"121",3766,"+","CWHvh2","CWHvh2/113","Ba",NA,"Ba",3,"inputed",NA
"122",3772,"+","CWHvh2","CWHvh2/113","Tw",NA,"Tw",4,"inputed",NA
"123",3799,"+","CWHvh2","CWHvh2/Wb53","Hm",NA,"Hm",3,"inputed",NA
"124",3830,"+","CWHvh3","CWHvh3/101","Ba",NA,"Ba",2,"inputed",NA
"125",3842,"+","CWHvh3","CWHvh3/101a","Tw",NA,"Tw",3,"inputed",NA
"126",3866,"+","CWHvh3","CWHvh3/103.1","Hw",NA,"Hw",1,"inputed",NA
"127",3867,"+","CWHvh3","CWHvh3/103.1","Ss",NA,"Ss",2,"inputed",NA
"128",3869,"+","CWHvh3","CWHvh3/103.2","Dr",NA,"Dr",3,"inputed",NA
"129",3870,"+","CWHvh3","CWHvh3/103.2","Ss",NA,"Ss",1,"inputed",NA
"130",3875,"+","CWHvh3","CWHvh3/105","Ba",NA,"Ba",2,"inputed",NA
"131",3878,"+","CWHvh3","CWHvh3/105","Hm",NA,"Hm",3,"inputed",NA
"132",3894,"+","CWHvh3","CWHvh3/106","Hm",NA,"Hm",2,"inputed",NA
"133",3913,"+","CWHvh3","CWHvh3/110","Ba",NA,"Ba",1,"inputed",NA
"134",3916,"+","CWHvh3","CWHvh3/110","Hm",NA,"Hm",2,"inputed",NA
"135",3941,"+","CWHvh3","CWHvh3/112","Hm",NA,"Hm",3,"inputed",NA
"136",3944,"+","CWHvh3","CWHvh3/112","Yc",NA,"Yc",1,"inputed",NA
"137",3947,"+","CWHvh3","CWHvh3/114","Ba",NA,"Ba",2,"inputed",NA
"138",3955,"+","CWHvh3","CWHvh3/115","Hm",NA,"Hm",3,"inputed",NA
"139",3958,"+","CWHvh3","CWHvh3/115","Tw",NA,"Tw",3,"inputed",NA
"140",3966,"+","CWHvh3","CWHvh3/117","Hm",NA,"Hm",2,"inputed",NA
"141",3984,"+","CWHvh3","CWHvh3/Wb53","Hm",NA,"Hm",3,"inputed",NA
"142",3985,"+","CWHvh3","CWHvh3/Wb53","Hw",NA,"Hw",3,"inputed",NA
"143",4032,"+","CWHvm1","CWHvm1/101","Hm",NA,"Hm",2,"inputed",NA
"144",4035,"+","CWHvm1","CWHvm1/101","Mv",NA,"Mv",3,"inputed",NA
"145",4037,"+","CWHvm1","CWHvm1/101","Pw",NA,"Pw",3,"inputed",NA
"146",4039,"+","CWHvm1","CWHvm1/101","Yc",NA,"Yc",2,"inputed",NA
"147",4040,"+","CWHvm1","CWHvm1/102","Ba",NA,"Ba",3,"inputed",NA
"148",4043,"+","CWHvm1","CWHvm1/102","Hm",NA,"Hm",3,"inputed",NA
"149",4046,"+","CWHvm1","CWHvm1/102","Pw",NA,"Pw",3,"inputed",NA
"150",4053,"+","CWHvm1","CWHvm1/103","Hm",NA,"Hm",2,"inputed",NA
"151",4057,"+","CWHvm1","CWHvm1/103","Tw",NA,"Tw",3,"inputed",NA
"152",4058,"+","CWHvm1","CWHvm1/103","Yc",NA,"Yc",2,"inputed",NA
"153",4067,"+","CWHvm1","CWHvm1/104","Pw",NA,"Pw",3,"inputed",NA
"154",4073,"+","CWHvm1","CWHvm1/105","Hm",NA,"Hm",2,"inputed",NA
"155",4078,"+","CWHvm1","CWHvm1/105","Yc",NA,"Yc",2,"inputed",NA
"156",4083,"+","CWHvm1","CWHvm1/110","Ep",NA,"Ep",2,"inputed",NA
"157",4085,"+","CWHvm1","CWHvm1/110","Hm",NA,"Hm",2,"inputed",NA
"158",4088,"+","CWHvm1","CWHvm1/110","Mv",NA,"Mv",3,"inputed",NA
"159",4091,"+","CWHvm1","CWHvm1/110","Tw",NA,"Tw",3,"inputed",NA
"160",4096,"+","CWHvm1","CWHvm1/111","Hm",NA,"Hm",2,"inputed",NA
"161",4099,"+","CWHvm1","CWHvm1/111","Pw",NA,"Pw",3,"inputed",NA
"162",4106,"+","CWHvm1","CWHvm1/111.1","Hm",NA,"Hm",2,"inputed",NA
"163",4115,"+","CWHvm1","CWHvm1/111.2","Hm",NA,"Hm",2,"inputed",NA
"164",4118,"+","CWHvm1","CWHvm1/111.2","Pw",NA,"Pw",3,"inputed",NA
"165",4126,"+","CWHvm1","CWHvm1/112","Hm",NA,"Hm",3,"inputed",NA
"166",4135,"+","CWHvm1","CWHvm1/112.1","Hm",NA,"Hm",2,"inputed",NA
"167",4143,"+","CWHvm1","CWHvm1/112.2","Fdc",NA,"Fd",3,"inputed",NA
"168",4144,"+","CWHvm1","CWHvm1/112.2","Hm",NA,"Hm",3,"inputed",NA
"169",4148,"+","CWHvm1","CWHvm1/113","Ba",NA,"Ba",3,"inputed",NA
"170",4152,"+","CWHvm1","CWHvm1/113","Pw",NA,"Pw",3,"inputed",NA
"171",4153,"+","CWHvm1","CWHvm1/113","Tw",NA,"Tw",4,"inputed",NA
"172",4159,"+","CWHvm1","CWHvm1/114","Hm",NA,"Hm",2,"inputed",NA
"173",4163,"+","CWHvm1","CWHvm1/114","Yc",NA,"Yc",2,"inputed",NA
"174",4168,"+","CWHvm1","CWHvm1/Fl51","Cw",NA,"Cw",2,"inputed",NA
"175",4170,"+","CWHvm1","CWHvm1/Fl51","Hm",NA,"Hm",2,"inputed",NA
"176",4171,"+","CWHvm1","CWHvm1/Fl51","Hw",NA,"Hw",1,"inputed",NA
"177",4173,"+","CWHvm1","CWHvm1/Fl51","Plc",NA,"Pl",2,"inputed",NA
"178",4174,"+","CWHvm1","CWHvm1/Fl51","Tw",NA,"Tw",3,"inputed",NA
"179",4175,"+","CWHvm1","CWHvm1/Fl51","Yc",NA,"Yc",1,"inputed",NA
"180",4190,"+","CWHvm1","CWHvm1/Wb51","Ba",NA,"Ba",2,"inputed",NA
"181",4196,"+","CWHvm1","CWHvm1/Wb55","Ba",NA,"Ba",2,"inputed",NA
"182",4213,"+","CWHvm1","CWHvm1/Ws54","Yc",NA,"Yc",2,"inputed",NA
"183",4223,"+","CWHvm1","CWHvm1/Ws56","Yc",NA,"Yc",2,"inputed",NA
"184",4233,"+","CWHvm2","CWHvm2/101","Bl",NA,"Bl",3,"inputed",NA
"185",4239,"+","CWHvm2","CWHvm2/101","Tw",NA,"Tw",3,"inputed",NA
"186",4241,"+","CWHvm2","CWHvm2/102","Ba",NA,"Ba",3,"inputed",NA
"187",4247,"+","CWHvm2","CWHvm2/102","Pw",NA,"Pw",3,"inputed",NA
"188",4272,"+","CWHvm2","CWHvm2/105","Tw",NA,"Tw",3,"inputed",NA
"189",4275,"+","CWHvm2","CWHvm2/110","Bl",NA,"Bl",1,"inputed",NA
"190",4277,"+","CWHvm2","CWHvm2/110","Dr",NA,"Dr",4,"inputed",NA
"191",4296,"+","CWHvm2","CWHvm2/111.1","Pw",NA,"Pw",2,"inputed",NA
"192",4298,"+","CWHvm2","CWHvm2/111.1","Tw",NA,"Tw",3,"inputed",NA
"193",4309,"+","CWHvm2","CWHvm2/112","Dr",NA,"Dr",2,"inputed",NA
"194",4321,"+","CWHvm2","CWHvm2/112.1","Tw",NA,"Tw",4,"inputed",NA
"195",4325,"+","CWHvm2","CWHvm2/112.2","Dr",NA,"Dr",2,"inputed",NA
"196",4347,"+","CWHvm2","CWHvm2/115","Ss",NA,"Ss",1,"inputed",NA
"197",4372,"+","CWHvm3","CWHvm3/101","Hm",NA,"Hm",2,"inputed",NA
"198",4376,"+","CWHvm3","CWHvm3/101","Pw",NA,"Pw",3,"inputed",NA
"199",4378,"+","CWHvm3","CWHvm3/101","Yc",NA,"Yc",2,"inputed",NA
"200",4381,"+","CWHvm3","CWHvm3/102","Hm",NA,"Hm",3,"inputed",NA
"201",4390,"+","CWHvm3","CWHvm3/103","Hm",NA,"Hm",2,"inputed",NA
"202",4394,"+","CWHvm3","CWHvm3/103","Yc",NA,"Yc",2,"inputed",NA
"203",4400,"+","CWHvm3","CWHvm3/104","Hm",NA,"Hm",2,"inputed",NA
"204",4405,"+","CWHvm3","CWHvm3/104","Yc",NA,"Yc",2,"inputed",NA
"205",4410,"+","CWHvm3","CWHvm3/110","Ep",NA,"Ep",2,"inputed",NA
"206",4412,"+","CWHvm3","CWHvm3/110","Hm",NA,"Hm",2,"inputed",NA
"207",4417,"+","CWHvm3","CWHvm3/110","Tw",NA,"Tw",4,"inputed",NA
"208",4422,"+","CWHvm3","CWHvm3/111","Hm",NA,"Hm",2,"inputed",NA
"209",4425,"+","CWHvm3","CWHvm3/111","Pw",NA,"Pw",3,"inputed",NA
"210",4432,"+","CWHvm3","CWHvm3/111.1","Hm",NA,"Hm",2,"inputed",NA
"211",4441,"+","CWHvm3","CWHvm3/111.2","Hm",NA,"Hm",2,"inputed",NA
"212",4444,"+","CWHvm3","CWHvm3/111.2","Pw",NA,"Pw",3,"inputed",NA
"213",4452,"+","CWHvm3","CWHvm3/112","Hm",NA,"Hm",3,"inputed",NA
"214",4461,"+","CWHvm3","CWHvm3/112.1","Hm",NA,"Hm",2,"inputed",NA
"215",4469,"+","CWHvm3","CWHvm3/112.2","Hm",NA,"Hm",3,"inputed",NA
"216",4472,"+","CWHvm3","CWHvm3/113","Ba",NA,"Ba",3,"inputed",NA
"217",4478,"+","CWHvm3","CWHvm3/113","Tw",NA,"Tw",3,"inputed",NA
"218",4484,"+","CWHvm3","CWHvm3/114","Hm",NA,"Hm",2,"inputed",NA
"219",4488,"+","CWHvm3","CWHvm3/114","Yc",NA,"Yc",2,"inputed",NA
"220",4493,"+","CWHvm3","CWHvm3/Fl51","Cw",NA,"Cw",2,"inputed",NA
"221",4495,"+","CWHvm3","CWHvm3/Fl51","Hm",NA,"Hm",2,"inputed",NA
"222",4496,"+","CWHvm3","CWHvm3/Fl51","Hw",NA,"Hw",1,"inputed",NA
"223",4498,"+","CWHvm3","CWHvm3/Fl51","Plc",NA,"Pl",2,"inputed",NA
"224",4499,"+","CWHvm3","CWHvm3/Fl51","Tw",NA,"Tw",3,"inputed",NA
"225",4500,"+","CWHvm3","CWHvm3/Fl51","Yc",NA,"Yc",1,"inputed",NA
"226",4508,"+","CWHvm3","CWHvm3/Wb51","Ba",NA,"Ba",2,"inputed",NA
"227",4514,"+","CWHvm3","CWHvm3/Wb53","Ba",NA,"Ba",2,"inputed",NA
"228",4531,"+","CWHvm3","CWHvm3/Ws54","Yc",NA,"Yc",2,"inputed",NA
"229",4532,"+","CWHvm3","CWHvm3/Ws56","Ba",NA,"Ba",2,"inputed",NA
"230",4538,"+","CWHvm3","CWHvm3/Ws56","Yc",NA,"Yc",2,"inputed",NA
"231",4554,"+","CWHvm4","CWHvm4/102","Ba",NA,"Ba",3,"inputed",NA
"232",4584,"+","CWHvm4","CWHvm4/111","Plc",NA,"Pl",3,"inputed",NA
"233",4585,"+","CWHvm4","CWHvm4/111","Pw",NA,"Pw",2,"inputed",NA
"234",4590,"+","CWHvm4","CWHvm4/112","Dr",NA,"Dr",2,"inputed",NA
"235",4601,"+","CWHvm4","CWHvm4/113","Pw",NA,"Pw",3,"inputed",NA
"236",4602,"+","CWHvm4","CWHvm4/113","Tw",NA,"Tw",4,"inputed",NA
"237",4723,"+","CWHwh1","CWHwh1/101","Plc",NA,"Pl",3,"inputed",NA
"238",4725,"+","CWHwh1","CWHwh1/101","Yc",NA,"Yc",3,"inputed",NA
"239",4728,"+","CWHwh1","CWHwh1/101a","Hm",NA,"Hm",2,"inputed",NA
"240",4740,"+","CWHwh1","CWHwh1/102","Tw",NA,"Tw",3,"inputed",NA
"241",4741,"+","CWHwh1","CWHwh1/102","Yc",NA,"Yc",3,"inputed",NA
"242",4774,"+","CWHwh1","CWHwh1/110a","Tw",NA,"Tw",3,"inputed",NA
"243",4775,"+","CWHwh1","CWHwh1/110a","Yc",NA,"Yc",2,"inputed",NA
"244",4778,"+","CWHwh1","CWHwh1/110b","Hm",NA,"Hm",2,"inputed",NA
"245",4782,"+","CWHwh1","CWHwh1/110b","Yc",NA,"Yc",2,"inputed",NA
"246",4814,"+","CWHwh1","CWHwh1/115","Tw",NA,"Tw",3,"inputed",NA
"247",4818,"+","CWHwh1","CWHwh1/116","Hm",NA,"Hm",2,"inputed",NA
"248",4844,"+","CWHwh1","CWHwh1/Wb51","Hm",NA,"Hm",2,"inputed",NA
"249",4875,"+","CWHwh2","CWHwh2/111","Plc",NA,"Pl",2,"inputed",NA
"250",4990,"+","CWHwm","CWHwm/101b","Yc",NA,"Yc",1,"inputed",NA
"251",5028,"+","CWHwm","CWHwm/Fm50","Yc",NA,"Yc",2,"inputed",NA
"252",5140,"+","CWHws2","CWHws2/101","At",NA,"At",3,"inputed",NA
"253",5146,"+","CWHws2","CWHws2/101","Fdc",NA,"Fd",2,"inputed",NA
"254",5152,"+","CWHws2","CWHws2/101","Yc",NA,"Yc",2,"inputed",NA
"255",5153,"+","CWHws2","CWHws2/102","Ac",NA,"Ac",4,"inputed",NA
"256",5161,"+","CWHws2","CWHws2/102","Sx",NA,"Sx",3,"inputed",NA
"257",5162,"+","CWHws2","CWHws2/102","Yc",NA,"Yc",1,"inputed",NA
"258",5181,"+","CWHws2","CWHws2/110","Fdc",NA,"Fd",2,"inputed",NA
"259",5184,"+","CWHws2","CWHws2/110","Plc",NA,"Pl",4,"inputed",NA
"260",5187,"+","CWHws2","CWHws2/110","Tw",NA,"Tw",4,"inputed",NA
"261",5260,"+","CWHws3","CWHws3/101","Hm",NA,"Hm",2,"inputed",NA
"262",5263,"+","CWHws3","CWHws3/101","Ss",NA,"Ss",2,"inputed",NA
"263",5265,"+","CWHws3","CWHws3/101","Yc",NA,"Yc",2,"inputed",NA
"264",5269,"+","CWHws3","CWHws3/102","Hm",NA,"Hm",3,"inputed",NA
"265",5278,"+","CWHws3","CWHws3/103","Hm",NA,"Hm",2,"inputed",NA
"266",5283,"+","CWHws3","CWHws3/103","Yc",NA,"Yc",2,"inputed",NA
"267",5333,"+","CWHws3","CWHws3/Fm50","Hw",NA,"Hw",1,"inputed",NA
"268",5469,"+","CWHxs","CWHxs/101","Bl",NA,"Bl",3,"inputed",NA
"269",5474,"+","CWHxs","CWHxs/101","Mb",NA,"Mb",3,"inputed",NA
"270",5475,"+","CWHxs","CWHxs/101","Mv",NA,"Mv",2,"inputed",NA
"271",5476,"+","CWHxs","CWHxs/101","Plc",NA,"Pl",3,"inputed",NA
"272",5479,"+","CWHxs","CWHxs/101.1","Ba",NA,"Ba",4,"inputed",NA
"273",5481,"+","CWHxs","CWHxs/101.1","Bl",NA,"Bl",4,"inputed",NA
"274",5486,"+","CWHxs","CWHxs/101.1","Plc",NA,"Pl",2,"inputed",NA
"275",5489,"+","CWHxs","CWHxs/101.2","Ba",NA,"Ba",4,"inputed",NA
"276",5493,"+","CWHxs","CWHxs/101.2","Mv",NA,"Mv",3,"inputed",NA
"277",5499,"+","CWHxs","CWHxs/103","Ep",NA,"Ep",3,"inputed",NA
"278",5505,"+","CWHxs","CWHxs/103.1","Ep",NA,"Ep",3,"inputed",NA
"279",5522,"+","CWHxs","CWHxs/110","Mv",NA,"Mv",1,"inputed",NA
"280",5529,"+","CWHxs","CWHxs/111","Mv",NA,"Mv",3,"inputed",NA
"281",5665,"+","ESSFdc2","ESSFdc2/101","At",NA,"At",3,"inputed",NA
"282",5666,"+","ESSFdc2","ESSFdc2/101","Ba",NA,"Ba",2,"inputed",NA
"283",5668,"+","ESSFdc2","ESSFdc2/101","Fdi",NA,"Fd",3,"inputed",NA
"284",5696,"+","ESSFdc3","ESSFdc3/02","Fdi",NA,"Fd",3,"inputed",NA
"285",5703,"+","ESSFdc3","ESSFdc3/05","Fdi",NA,"Fd",3,"inputed",NA
"286",5735,"+","ESSFdh1","ESSFdh1/101","Pw",NA,"Pw",3,"inputed",NA
"287",5749,"+","ESSFdh1","ESSFdh1/104","Hw",NA,"Hw",3,"inputed",NA
"288",5752,"+","ESSFdh1","ESSFdh1/104","Pw",NA,"Pw",3,"inputed",NA
"289",5913,"+","ESSFdk2","ESSFdk2/111","Hw",NA,"Hw",4,"inputed",NA
"290",5914,"+","ESSFdk2","ESSFdk2/111","Pli",NA,"Pl",2,"inputed",NA
"291",5947,"+","ESSFdkp","ESSFdkp/00","Pli",NA,"Pl",3,"inputed",NA
"292",5951,"+","ESSFdkw","ESSFdkw/101","Pa",NA,"Pa",3,"inputed",NA
"293",6116,"+","ESSFmc","ESSFmc/02","At",NA,"At",3,"inputed",NA
"294",6120,"+","ESSFmc","ESSFmc/03","Ac",NA,"Ac",4,"inputed",NA
"295",6137,"+","ESSFmc","ESSFmc/08","Pli",NA,"Pl",3,"inputed",NA
