"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"57",9661,"+","ICHxw","ICHxw/Fm01","Act",NA,"Ac",1,"REVIEW",FALSE
"58",9809,"+","ICHxwa","ICHxwa/Fm01","Act",NA,"Ac",1,"REVIEW",FALSE
"59",9858,"+","IDFdh","IDFdh/Fm01","Act",NA,"Ac",1,"REVIEW",FALSE
"60",9859,"+","IDFdh","IDFdh/Fm05","Act",NA,"Ac",1,"REVIEW",FALSE
"61",9860,"+","IDFdh","IDFdh/Fm05","Ep",NA,"Ep",3,"REVIEW",FALSE
"62",9861,"+","IDFdh","IDFdh/Fm05","Fdi",NA,"Fd",2,"REVIEW",FALSE
"63",10148,"+","IDFdk5","IDFdk5/Fm01","Act",NA,"Ac",1,"REVIEW",FALSE
"64",10149,"+","IDFdk5","IDFdk5/Fm02","Act",NA,"Ac",1,"REVIEW",FALSE
"65",10150,"+","IDFdk5","IDFdk5/Fm02","Sx",NA,"Sx",2,"REVIEW",FALSE
"66",10151,"+","IDFdk5","IDFdk5/Fm07","Act",NA,"Ac",1,"REVIEW",FALSE
"67",10285,"+","IDFdm1","IDFdm1/Fm01","Act",NA,"Ac",1,"REVIEW",FALSE
"68",10286,"+","IDFdm1","IDFdm1/Fm05","Act",NA,"Ac",1,"REVIEW",FALSE
"69",10287,"+","IDFdm1","IDFdm1/Fm05","Ep",NA,"Ep",3,"REVIEW",FALSE
"70",10288,"+","IDFdm1","IDFdm1/Fm05","Fdi",NA,"Fd",2,"REVIEW",FALSE
"71",10448,"+","IDFdw","IDFdw/Fm02","Act",NA,"Ac",1,"REVIEW",FALSE
"72",10449,"+","IDFdw","IDFdw/Fm02","Sx",NA,"Sx",1,"REVIEW",FALSE
"73",10879,"+","IDFxk","IDFxk/Fm01","Act",NA,"Ac",1,"REVIEW",FALSE
"74",10880,"+","IDFxk","IDFxk/Fm02","Act",NA,"Ac",1,"REVIEW",FALSE
"75",10881,"+","IDFxk","IDFxk/Fm02","Sx",NA,"Sx",2,"REVIEW",FALSE
"76",10882,"+","IDFxk","IDFxk/Fm07","Act",NA,"Ac",1,"REVIEW",FALSE
"77",10917,"+","IDFxm","IDFxm/10","At",NA,"At",1,"REVIEW",FALSE
"78",11025,"+","IDFxx2","IDFxx2/Fm01","Act",NA,"Ac",1,"REVIEW",FALSE
"79",11026,"+","IDFxx2","IDFxx2/Fm02","Act",NA,"Ac",1,"REVIEW",FALSE
"80",11027,"+","IDFxx2","IDFxx2/Fm02","Sx",NA,"Sx",2,"REVIEW",FALSE
"81",11028,"+","IDFxx2","IDFxx2/Fm07","Act",NA,"Ac",1,"REVIEW",FALSE
"82",12375,"+","MSdk","MSdk/Fm01","Act",NA,"Ac",1,"REVIEW",FALSE
"83",12376,"+","MSdk","MSdk/Fm02","Act",NA,"Ac",1,"REVIEW",FALSE
"84",12377,"+","MSdk","MSdk/Fm02","Sx",NA,"Sx",2,"REVIEW",FALSE
"85",12680,"+","MSdw","MSdw/Fm01","Act",NA,"Ac",1,"REVIEW",FALSE
"86",12681,"+","MSdw","MSdw/Fm02","Act",NA,"Ac",1,"REVIEW",FALSE
"87",12682,"+","MSdw","MSdw/Fm02","Sx",NA,"Sx",2,"REVIEW",FALSE
"88",13174,"+","PPxh2","PPxh2/103b","Fdi",NA,"Fd",2,"VC",FALSE
"89",13175,"+","PPxh2","PPxh2/103b","Pli",NA,"Pl",2,"VC",FALSE
