"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",75,"+","BGxh1","BGxh1/102","Fdi",3,"Fd",5,"MR",FALSE
"2",75,"-","BGxh1","BGxh1/102","Fdi",3,"Fd",3,"MRyan",FALSE
"3",76,"+","BGxh1","BGxh1/102","Pyi",2,"Py",3,"MR",FALSE
"4",76,"-","BGxh1","BGxh1/102","Pyi",2,"Py",2,"MRyan",FALSE
"5",77,"+","BGxh1","BGxh1/103","Fdi",2,"Fd",3,"MR",FALSE
"6",77,"-","BGxh1","BGxh1/103","Fdi",2,"Fd",2,"MRyan",FALSE
"7",78,"+","BGxh1","BGxh1/103","Pyi",2,"Py",2,"MR",FALSE
"8",78,"-","BGxh1","BGxh1/103","Pyi",2,"Py",2,"MRyan",FALSE
"9",79,"-","BGxh1","BGxh1/110","At",2,"At",2,"MRyan",FALSE
"10",80,"+","BGxh1","BGxh1/110","Fdi",2,"Fd",3,"MR",FALSE
"11",80,"-","BGxh1","BGxh1/110","Fdi",2,"Fd",2,"MRyan",FALSE
"12",81,"+","BGxh1","BGxh1/110","Pyi",2,"Py",2,"MR",FALSE
"13",81,"-","BGxh1","BGxh1/110","Pyi",2,"Py",2,"MRyan",FALSE
"14",82,"+","BGxh2","BGxh1/Fm01","Act",1,"Ac",1,NA,FALSE
"15",82,"-","BGxh2","BGxh1/Fm01","Act",1,"Ac",1,"",FALSE
"16",83,"+","BGxh2","BGxh1/Fm01","At",2,"At",2,NA,FALSE
"17",83,"-","BGxh2","BGxh1/Fm01","At",2,"At",2,"",FALSE
"18",84,"+","BGxh2","BGxh1/Fm01","Ep",2,"Ep",2,NA,FALSE
"19",84,"-","BGxh2","BGxh1/Fm01","Ep",2,"Ep",2,"",FALSE
"20",85,"+","BGxh2","BGxh1/Fm01","Fdi",3,"Fd",3,NA,FALSE
"21",85,"-","BGxh2","BGxh1/Fm01","Fdi",3,"Fd",3,"",FALSE
"22",86,"+","BGxh2","BGxh1/Fm01","Pyi",3,"Py",3,NA,FALSE
"23",86,"-","BGxh2","BGxh1/Fm01","Pyi",3,"Py",3,"",FALSE
"24",87,"+","BGxh2","BGxh1/Fm06","Act",1,"Ac",1,NA,FALSE
"25",87,"-","BGxh2","BGxh1/Fm06","Act",1,"Ac",1,"",FALSE
"26",88,"+","BGxh2","BGxh1/Fm06","At",2,"At",2,NA,FALSE
"27",88,"-","BGxh2","BGxh1/Fm06","At",2,"At",2,"",FALSE
"28",89,"+","BGxh2","BGxh1/Fm06","Ep",2,"Ep",2,NA,FALSE
"29",89,"-","BGxh2","BGxh1/Fm06","Ep",2,"Ep",2,"",FALSE
"30",90,"+","BGxh2","BGxh1/Fm06","Fdi",3,"Fd",3,NA,FALSE
"31",90,"-","BGxh2","BGxh1/Fm06","Fdi",3,"Fd",3,"",FALSE
"32",91,"+","BGxh2","BGxh1/Fm06","Pyi",3,"Py",3,NA,FALSE
"33",91,"-","BGxh2","BGxh1/Fm06","Pyi",3,"Py",3,"",FALSE
"34",92,"+","BGxh1","BGxh1/Gg","X",NA,"X",NA,NA,FALSE
"35",92,"-","BGxh1","BGxh1/Gg","X",NA,"X",NA,"",FALSE
"36",93,"+","BGxh2","BGxh2/102","Fdi",2,"Fd",3,"MR",FALSE
"37",93,"-","BGxh2","BGxh2/102","Fdi",2,"Fd",2,"MRyan",FALSE
"38",94,"+","BGxh2","BGxh2/102","Pyi",2,"Py",2,"MR",FALSE
"39",94,"-","BGxh2","BGxh2/102","Pyi",2,"Py",2,"MRyan",FALSE
"40",95,"+","BGxh2","BGxh2/110","Fdi",2,"Fd",2,"MR",FALSE
"41",95,"-","BGxh2","BGxh2/110","Fdi",2,"Fd",2,"MRyan",FALSE
"42",96,"+","BGxh2","BGxh2/110","Pyi",2,"Py",3,"MR",FALSE
"43",96,"-","BGxh2","BGxh2/110","Pyi",2,"Py",2,"MRyan",FALSE
"44",97,"+","BGxh2","BGxh2/Fm01","Act",1,"Ac",1,NA,FALSE
"45",97,"-","BGxh2","BGxh2/Fm01","Act",1,"Ac",1,"MRyan",FALSE
"46",98,"+","BGxh2","BGxh2/Fm01","At",2,"At",2,NA,FALSE
"47",98,"-","BGxh2","BGxh2/Fm01","At",2,"At",2,"MRyan",FALSE
"48",99,"+","BGxh2","BGxh2/Fm01","Ep",2,"Ep",2,NA,FALSE
"49",99,"-","BGxh2","BGxh2/Fm01","Ep",2,"Ep",2,"MRyan",FALSE
"50",100,"+","BGxh2","BGxh2/Fm01","Fdi",3,"Fd",3,NA,FALSE
"51",100,"-","BGxh2","BGxh2/Fm01","Fdi",3,"Fd",3,"MRyan",FALSE
"52",101,"+","BGxh2","BGxh2/Fm01","Pyi",3,"Py",3,NA,FALSE
"53",101,"-","BGxh2","BGxh2/Fm01","Pyi",3,"Py",3,"MRyan",FALSE
"54",102,"+","PPxh2","BGxh2/Fm05","Act",1,"Ac",1,NA,FALSE
"55",102,"-","PPxh2","BGxh2/Fm05","Act",1,"Ac",1,"",FALSE
"56",103,"+","PPxh2","BGxh2/Fm05","At",2,"At",2,NA,FALSE
"57",103,"-","PPxh2","BGxh2/Fm05","At",2,"At",2,"",FALSE
"58",104,"+","PPxh2","BGxh2/Fm05","Ep",2,"Ep",2,NA,FALSE
"59",104,"-","PPxh2","BGxh2/Fm05","Ep",2,"Ep",2,"",FALSE
"60",105,"+","PPxh2","BGxh2/Fm05","Fdi",3,"Fd",3,NA,FALSE
"61",105,"-","PPxh2","BGxh2/Fm05","Fdi",3,"Fd",3,"",FALSE
"62",106,"+","PPxh2","BGxh2/Fm05","Pyi",3,"Py",3,NA,FALSE
"63",106,"-","PPxh2","BGxh2/Fm05","Pyi",3,"Py",3,"",FALSE
"64",107,"+","BGxh2","BGxh2/Fm06","Act",1,"Ac",1,NA,FALSE
"65",107,"-","BGxh2","BGxh2/Fm06","Act",1,"Ac",1,"MRyan",FALSE
"66",108,"+","BGxh2","BGxh2/Fm06","At",2,"At",2,NA,FALSE
"67",108,"-","BGxh2","BGxh2/Fm06","At",2,"At",2,"MRyan",FALSE
"68",109,"+","BGxh2","BGxh2/Fm06","Ep",2,"Ep",2,NA,FALSE
"69",109,"-","BGxh2","BGxh2/Fm06","Ep",2,"Ep",2,"MRyan",FALSE
"70",110,"+","BGxh2","BGxh2/Fm06","Fdi",3,"Fd",3,NA,FALSE
