"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"39",450,"+","BWBSdk","BWBSdk/104",NA,4,"Ep",4,"DS",NA
"40",451,"+","BWBSdk","BWBSdk/104","Pli",2,"Pl",1,"DS",FALSE
"41",451,"-","BWBSdk","BWBSdk/104","Pli",2,"Pl",2,NA,FALSE
"42",452,"+","BWBSdk","BWBSdk/104","Sb",2,"Sb",2,"DS",FALSE
"43",452,"-","BWBSdk","BWBSdk/104","Sb",2,"Sb",2,NA,FALSE
"44",453,"-","BWBSdk","BWBSdk/104","Sw",1,"Sx",1,NA,FALSE
"45",464,"+","BWBSdk","BWBSdk/110","Acb",2,"Ac",2,"DS",FALSE
"46",464,"-","BWBSdk","BWBSdk/110","Acb",2,"Ac",2,NA,FALSE
"47",465,"+","BWBSdk","BWBSdk/110","At",2,"At",2,"DS",FALSE
"48",465,"-","BWBSdk","BWBSdk/110","At",2,"At",2,NA,FALSE
"49",466,"+","BWBSdk","BWBSdk/110","Bl",3,"Bl",3,"DS",FALSE
"50",466,"-","BWBSdk","BWBSdk/110","Bl",3,"Bl",3,NA,FALSE
"51",467,"+","BWBSdk","BWBSdk/110","Ep",3,"Ep",3,"DS",FALSE
"52",467,"-","BWBSdk","BWBSdk/110","Ep",3,"Ep",3,NA,FALSE
"53",468,"+","BWBSdk","BWBSdk/110","Pli",2,"Pl",2,"DS",FALSE
"54",468,"-","BWBSdk","BWBSdk/110","Pli",2,"Pl",2,NA,FALSE
"55",469,"+","BWBSdk","BWBSdk/110","Sb",5,"Sb",4,"DS",FALSE
"56",469,"-","BWBSdk","BWBSdk/110","Sb",5,"Sb",5,NA,FALSE
"57",470,"+","BWBSdk","BWBSdk/110","Sw",1,"Sx",1,"DS",FALSE
"58",470,"-","BWBSdk","BWBSdk/110","Sw",1,"Sx",1,NA,FALSE
"59",471,"+","BWBSdk","BWBSdk/111","Acb",2,"Ac",2,"DS",FALSE
"60",471,"-","BWBSdk","BWBSdk/111","Acb",2,"Ac",2,NA,FALSE
"61",472,"+","BWBSdk","BWBSdk/111","At",3,"At",3,"DS",FALSE
"62",472,"-","BWBSdk","BWBSdk/111","At",3,"At",3,NA,FALSE
"63",473,"+","BWBSdk","BWBSdk/111","Bl",3,"Bl",3,"DS",FALSE
"64",473,"-","BWBSdk","BWBSdk/111","Bl",3,"Bl",3,NA,FALSE
"65",474,"+","BWBSdk","BWBSdk/111","Ep",3,"Ep",3,"DS",FALSE
"66",474,"-","BWBSdk","BWBSdk/111","Ep",3,"Ep",3,NA,FALSE
"67",475,"+","BWBSdk","BWBSdk/111","Pli",2,"Pl",2,"DS",FALSE
"68",475,"-","BWBSdk","BWBSdk/111","Pli",2,"Pl",2,NA,FALSE
"69",476,"+","BWBSdk","BWBSdk/111","Sb",3,"Sb",3,"DS",FALSE
"70",476,"-","BWBSdk","BWBSdk/111","Sb",3,"Sb",3,NA,FALSE
"71",477,"+","BWBSdk","BWBSdk/111","Sw",1,"Sx",1,"DS",FALSE
"72",477,"-","BWBSdk","BWBSdk/111","Sw",1,"Sx",1,NA,FALSE
"73",478,"+","BWBSdk","BWBSdk/112","Acb",1,"Ac",1,"DS",FALSE
"74",478,"-","BWBSdk","BWBSdk/112","Acb",1,"Ac",1,"WHM",FALSE
"75",479,"+","BWBSdk","BWBSdk/112",NA,4,"At",4,"DS",NA
"76",480,"+","BWBSdk","BWBSdk/112",NA,4,"Bl",4,"DS",NA
"77",481,"+","BWBSdk","BWBSdk/112",NA,4,"Ep",4,"DS",NA
"78",482,"+","BWBSdk","BWBSdk/112",NA,4,"Pl",4,"DS",NA
"79",483,"+","BWBSdk","BWBSdk/112",NA,4,"Sb",4,"DS",NA
"80",484,"+","BWBSdk","BWBSdk/112","Sw",2,"Sx",2,"DS",FALSE
"81",484,"-","BWBSdk","BWBSdk/112","Sw",2,"Sx",2,"WHM",FALSE
"82",723,"+","BWBSmk","BWBSmk/101","Acb",3,"Ac",3,"DS",FALSE
"83",723,"-","BWBSmk","BWBSmk/101","Acb",3,"Ac",3,NA,FALSE
"84",724,"+","BWBSmk","BWBSmk/101","At",1,"At",2,"DS",FALSE
"85",724,"-","BWBSmk","BWBSmk/101","At",1,"At",1,NA,FALSE
"86",725,"+","BWBSmk","BWBSmk/101","Ep",2,"Ep",2,"DS",FALSE
"87",725,"-","BWBSmk","BWBSmk/101","Ep",2,"Ep",2,NA,FALSE
"88",726,"+","BWBSmk","BWBSmk/101","Pli",1,"Pl",2,"DS",FALSE
"89",726,"-","BWBSmk","BWBSmk/101","Pli",1,"Pl",1,NA,FALSE
"90",727,"+","BWBSmk","BWBSmk/101","Sb",3,"Sb",3,"DS",FALSE
"91",727,"-","BWBSmk","BWBSmk/101","Sb",3,"Sb",3,NA,FALSE
"92",728,"-","BWBSmk","BWBSmk/101","Sw",1,"Sx",1,NA,FALSE
"93",729,"+","BWBSmk","BWBSmk/102","At",3,"At",3,"DS",FALSE
"94",729,"-","BWBSmk","BWBSmk/102","At",3,"At",3,NA,FALSE
"95",730,"+","BWBSmk","BWBSmk/102","Pli",2,"Pl",2,"DS",TRUE
"96",730,"-","BWBSmk","BWBSmk/102","Pli",2,"Pl",3,"KSD",TRUE
"97",731,"+","BWBSmk","BWBSmk/102","Sb",5,"Sb",4,"DS",FALSE
"98",731,"-","BWBSmk","BWBSmk/102","Sb",5,"Sb",5,NA,FALSE
"99",732,"+","BWBSmk","BWBSmk/102",NA,NA,"Sw",4,"DS",NA
"100",734,"+","BWBSmk","BWBSmk/103","At",2,"At",2,"DS",FALSE
"101",734,"-","BWBSmk","BWBSmk/103","At",2,"At",2,NA,FALSE
"102",735,"+","BWBSmk","BWBSmk/103","Ep",2,"Ep",2,"DS",FALSE
"103",735,"-","BWBSmk","BWBSmk/103","Ep",2,"Ep",2,NA,FALSE
"104",736,"+","BWBSmk","BWBSmk/103","Pli",1,"Pl",1,"DS",FALSE
"105",736,"-","BWBSmk","BWBSmk/103","Pli",1,"Pl",1,NA,FALSE
"106",737,"+","BWBSmk","BWBSmk/103",NA,4,"Sb",4,"DS",NA
"107",738,"+","BWBSmk","BWBSmk/103","Sw",1,"Sx",1,"DS",FALSE
"108",738,"-","BWBSmk","BWBSmk/103","Sw",1,"Sx",1,NA,FALSE
"109",739,"+","BWBSmk","BWBSmk/104","At",3,"At",3,"DS",FALSE
"110",739,"-","BWBSmk","BWBSmk/104","At",3,"At",3,NA,FALSE
"111",741,"+","BWBSmk","BWBSmk/104","Pli",2,"Pl",2,"DS",FALSE
"112",741,"-","BWBSmk","BWBSmk/104","Pli",2,"Pl",2,NA,FALSE
"113",742,"+","BWBSmk","BWBSmk/104","Sb",1,"Sb",2,"DS",FALSE
"114",742,"-","BWBSmk","BWBSmk/104","Sb",1,"Sb",1,NA,FALSE
"115",743,"-","BWBSmk","BWBSmk/104","Sw",3,"Sx",3,NA,FALSE
"116",744,"+","BWBSmk","BWBSmk/104a","At",3,"At",3,"DS",FALSE
"117",744,"-","BWBSmk","BWBSmk/104a","At",3,"At",3,NA,FALSE
"118",746,"+","BWBSmk","BWBSmk/104a","Pli",2,"Pl",2,"DS",FALSE
"119",746,"-","BWBSmk","BWBSmk/104a","Pli",2,"Pl",2,NA,FALSE
"120",747,"+","BWBSmk","BWBSmk/104a","Sb",1,"Sb",2,"DS",FALSE
"121",747,"-","BWBSmk","BWBSmk/104a","Sb",1,"Sb",1,NA,FALSE
"122",748,"+","BWBSmk","BWBSmk/104a","Sw",3,"Sx",3,"DS",FALSE
"123",748,"-","BWBSmk","BWBSmk/104a","Sw",3,"Sx",3,NA,FALSE
"124",749,"+","BWBSmk","BWBSmk/104b","At",3,"At",3,"DS",FALSE
"125",749,"-","BWBSmk","BWBSmk/104b","At",3,"At",3,NA,FALSE
"126",751,"+","BWBSmk","BWBSmk/104b","Pli",2,"Pl",2,"DS",FALSE
"127",751,"-","BWBSmk","BWBSmk/104b","Pli",2,"Pl",2,NA,FALSE
"128",752,"+","BWBSmk","BWBSmk/104b","Sb",1,"Sb",2,"DS",FALSE
"129",752,"-","BWBSmk","BWBSmk/104b","Sb",1,"Sb",1,NA,FALSE
"130",753,"+","BWBSmk","BWBSmk/104b","Sw",3,"Sx",3,"DS",FALSE
"131",753,"-","BWBSmk","BWBSmk/104b","Sw",3,"Sx",3,NA,FALSE
"132",754,"+","BWBSmk","BWBSmk/110","Acb",2,"Ac",2,"DS",FALSE
"133",754,"-","BWBSmk","BWBSmk/110","Acb",2,"Ac",2,NA,FALSE
"134",755,"+","BWBSmk","BWBSmk/110","At",3,"At",3,"DS",FALSE
"135",755,"-","BWBSmk","BWBSmk/110","At",3,"At",3,NA,FALSE
"136",756,"+","BWBSmk","BWBSmk/110","Ep",3,"Ep",3,"DS",FALSE
"137",756,"-","BWBSmk","BWBSmk/110","Ep",3,"Ep",3,NA,FALSE
"138",757,"+","BWBSmk","BWBSmk/110","Pli",3,"Pl",3,"DS",FALSE
"139",757,"-","BWBSmk","BWBSmk/110","Pli",3,"Pl",3,NA,FALSE
"140",758,"+","BWBSmk","BWBSmk/110","Sb",5,"Sb",4,"DS",FALSE
"141",758,"-","BWBSmk","BWBSmk/110","Sb",5,"Sb",5,NA,FALSE
"142",759,"+","BWBSmk","BWBSmk/110","Sw",1,"Sx",1,"DS",FALSE
"143",759,"-","BWBSmk","BWBSmk/110","Sw",1,"Sx",1,NA,FALSE
"144",760,"+","BWBSmk","BWBSmk/111","Acb",2,"Ac",2,"DS",FALSE
"145",760,"-","BWBSmk","BWBSmk/111","Acb",2,"Ac",2,NA,FALSE
"146",761,"+","BWBSmk","BWBSmk/111","At",3,"At",3,"DS",FALSE
"147",761,"-","BWBSmk","BWBSmk/111","At",3,"At",3,NA,FALSE
"148",762,"+","BWBSmk","BWBSmk/111","Ep",3,"Ep",2,"DS",FALSE
"149",762,"-","BWBSmk","BWBSmk/111","Ep",3,"Ep",3,NA,FALSE
"150",763,"+","BWBSmk","BWBSmk/111","Pli",2,"Pl",3,"DS",FALSE
"151",763,"-","BWBSmk","BWBSmk/111","Pli",2,"Pl",2,NA,FALSE
"152",764,"+","BWBSmk","BWBSmk/111","Sb",3,"Sb",3,"DS",FALSE
"153",764,"-","BWBSmk","BWBSmk/111","Sb",3,"Sb",3,NA,FALSE
"154",765,"-","BWBSmk","BWBSmk/111","Sw",1,"Sx",1,NA,FALSE
"155",766,"+","BWBSmk","BWBSmk/112","Acb",1,"Ac",1,"DS",FALSE
"156",766,"-","BWBSmk","BWBSmk/112","Acb",1,"Ac",1,"WHM",FALSE
"157",767,"+","BWBSmk","BWBSmk/112",NA,4,"At",4,"DS",NA
"158",768,"+","BWBSmk","BWBSmk/112",NA,4,"Ep",4,"DS",NA
"159",769,"+","BWBSmk","BWBSmk/112",NA,4,"Pl",4,"DS",NA
"160",770,"+","BWBSmk","BWBSmk/112",NA,4,"Sb",4,"DS",NA
"161",771,"+","BWBSmk","BWBSmk/112","Sw",2,"Sx",2,"DS",FALSE
"162",771,"-","BWBSmk","BWBSmk/112","Sw",2,"Sx",2,"WHM",FALSE
"163",962,"+","BWBSwk1","BWBSwk1/101","At",2,"At",2,"DS",FALSE
"164",962,"-","BWBSwk1","BWBSwk1/101","At",2,"At",2,NA,FALSE
"165",963,"+","BWBSwk1","BWBSwk1/101","Bl",3,"Bl",3,"DS",FALSE
"166",963,"-","BWBSwk1","BWBSwk1/101","Bl",3,"Bl",3,NA,FALSE
"167",964,"+","BWBSwk1","BWBSwk1/101","Pli",1,"Pl",1,"DS",FALSE
"168",964,"-","BWBSwk1","BWBSwk1/101","Pli",1,"Pl",1,NA,FALSE
"169",965,"+","BWBSwk1","BWBSwk1/101","Sw",1,"Sx",1,"DS",FALSE
"170",965,"-","BWBSwk1","BWBSwk1/101","Sw",1,"Sx",1,NA,FALSE
"171",966,"+","BWBSwk1","BWBSwk1/102",NA,4,"Bl",4,"DS",NA
"172",967,"+","BWBSwk1","BWBSwk1/102","Pli",2,"Pl",2,"DS",FALSE
"173",967,"-","BWBSwk1","BWBSwk1/102","Pli",2,"Pl",2,NA,FALSE
"174",968,"+","BWBSwk1","BWBSwk1/102",NA,NA,"Sb",4,"DS",NA
"175",969,"+","BWBSwk1","BWBSwk1/102","Sw",3,"Sx",3,"DS",FALSE
"176",969,"-","BWBSwk1","BWBSwk1/102","Sw",3,"Sx",3,NA,FALSE
"177",970,"+","BWBSwk1","BWBSwk1/103","At",3,"At",3,"DS",FALSE
"178",970,"-","BWBSwk1","BWBSwk1/103","At",3,"At",3,NA,FALSE
"179",971,"+","BWBSwk1","BWBSwk1/103",NA,4,"Bl",4,"DS",NA
"180",972,"+","BWBSwk1","BWBSwk1/103","Pli",1,"Pl",1,"DS",FALSE
"181",972,"-","BWBSwk1","BWBSwk1/103","Pli",1,"Pl",1,NA,FALSE
"182",973,"+","BWBSwk1","BWBSwk1/103","Sw",2,"Sx",2,"DS",FALSE
"183",973,"-","BWBSwk1","BWBSwk1/103","Sw",2,"Sx",2,NA,FALSE
"184",974,"+","BWBSwk1","BWBSwk1/104","At",3,"At",3,"DS",FALSE
"185",974,"-","BWBSwk1","BWBSwk1/104","At",3,"At",3,NA,FALSE
"186",975,"+","BWBSwk1","BWBSwk1/104","Pli",2,"Pl",2,"DS",FALSE
"187",975,"-","BWBSwk1","BWBSwk1/104","Pli",2,"Pl",2,NA,FALSE
"188",976,"+","BWBSwk1","BWBSwk1/104","Sb",2,"Sb",2,"DS",FALSE
"189",976,"-","BWBSwk1","BWBSwk1/104","Sb",2,"Sb",2,NA,FALSE
"190",977,"+","BWBSwk1","BWBSwk1/104","Sw",3,"Sx",3,"DS",FALSE
"191",977,"-","BWBSwk1","BWBSwk1/104","Sw",3,"Sx",3,NA,FALSE
"192",978,"+","BWBSwk1","BWBSwk1/110","Acb",2,"Ac",2,"DS",FALSE
"193",978,"-","BWBSwk1","BWBSwk1/110","Acb",2,"Ac",2,NA,FALSE
"194",979,"+","BWBSwk1","BWBSwk1/110",NA,4,"At",4,"DS",NA
"195",980,"+","BWBSwk1","BWBSwk1/110","Pli",2,"Pl",2,"DS",FALSE
"196",980,"-","BWBSwk1","BWBSwk1/110","Pli",2,"Pl",2,NA,FALSE
"197",981,"+","BWBSwk1","BWBSwk1/110","Sw",1,"Sx",1,"DS",FALSE
"198",981,"-","BWBSwk1","BWBSwk1/110","Sw",1,"Sx",1,NA,FALSE
"199",983,"+","BWBSwk1","BWBSwk1/111","Pli",1,"Pl",2,"DS",FALSE
"200",983,"-","BWBSwk1","BWBSwk1/111","Pli",1,"Pl",1,NA,FALSE
"201",984,"+","BWBSwk1","BWBSwk1/111","Sb",1,"Sb",1,"DS",FALSE
"202",984,"-","BWBSwk1","BWBSwk1/111","Sb",1,"Sb",1,NA,FALSE
"203",985,"+","BWBSwk1","BWBSwk1/111","Sw",1,"Sx",3,"DS",FALSE
"204",985,"-","BWBSwk1","BWBSwk1/111","Sw",1,"Sx",1,NA,FALSE
"205",987,"+","BWBSwk2","BWBSwk2/101","Acb",3,"Ac",3,"DS",FALSE
"206",987,"-","BWBSwk2","BWBSwk2/101","Acb",3,"Ac",3,NA,FALSE
"207",988,"+","BWBSwk2","BWBSwk2/101","At",2,"At",2,"DS",FALSE
"208",988,"-","BWBSwk2","BWBSwk2/101","At",2,"At",2,NA,FALSE
"209",989,"+","BWBSwk2","BWBSwk2/101","Bl",3,"Bl",2,"DS",FALSE
"210",989,"-","BWBSwk2","BWBSwk2/101","Bl",3,"Bl",3,NA,FALSE
"211",990,"+","BWBSwk2","BWBSwk2/101","Ep",3,"Ep",3,"DS",FALSE
"212",990,"-","BWBSwk2","BWBSwk2/101","Ep",3,"Ep",3,NA,FALSE
"213",991,"+","BWBSwk2","BWBSwk2/101","Pli",1,"Pl",1,"DS",FALSE
"214",991,"-","BWBSwk2","BWBSwk2/101","Pli",1,"Pl",1,NA,FALSE
"215",992,"-","BWBSwk2","BWBSwk2/101","Sw",1,"Sx",1,NA,FALSE
"216",993,"+","BWBSwk2","BWBSwk2/102",NA,4,"At",4,"DS",NA
"217",994,"+","BWBSwk2","BWBSwk2/102",NA,4,"Ep",4,"DS",NA
"218",995,"+","BWBSwk2","BWBSwk2/102","Pli",2,"Pl",2,"DS",FALSE
"219",995,"-","BWBSwk2","BWBSwk2/102","Pli",2,"Pl",2,NA,FALSE
"220",996,"+","BWBSwk2","BWBSwk2/102","Sw",3,"Sx",3,"DS",FALSE
"221",996,"-","BWBSwk2","BWBSwk2/102","Sw",3,"Sx",3,NA,FALSE
"222",997,"+","BWBSwk2","BWBSwk2/103","At",3,"At",2,"DS",FALSE
"223",997,"-","BWBSwk2","BWBSwk2/103","At",3,"At",3,NA,FALSE
"224",998,"+","BWBSwk2","BWBSwk2/103",NA,4,"Ep",4,"DS",NA
"225",999,"+","BWBSwk2","BWBSwk2/103","Pli",1,"Pl",1,"DS",FALSE
"226",999,"-","BWBSwk2","BWBSwk2/103","Pli",1,"Pl",1,NA,FALSE
"227",1000,"+","BWBSwk2","BWBSwk2/103","Sb",3,"Sb",3,"DS",FALSE
"228",1000,"-","BWBSwk2","BWBSwk2/103","Sb",3,"Sb",3,NA,FALSE
"229",1001,"+","BWBSwk2","BWBSwk2/103","Sw",3,"Sx",1,"DS",FALSE
"230",1001,"-","BWBSwk2","BWBSwk2/103","Sw",3,"Sx",3,NA,FALSE
"231",1002,"+","BWBSwk2","BWBSwk2/104","At",3,"At",3,"DS",FALSE
"232",1002,"-","BWBSwk2","BWBSwk2/104","At",3,"At",3,NA,FALSE
"233",1003,"+","BWBSwk2","BWBSwk2/104",NA,4,"Ep",4,"DS",NA
"234",1004,"+","BWBSwk2","BWBSwk2/104","Pli",2,"Pl",2,"DS",FALSE
"235",1004,"-","BWBSwk2","BWBSwk2/104","Pli",2,"Pl",2,NA,FALSE
"236",1005,"+","BWBSwk2","BWBSwk2/104",NA,4,"Sb",2,"DS",NA
"237",1006,"+","BWBSwk2","BWBSwk2/104","Sw",2,"Sx",2,"DS",FALSE
"238",1006,"-","BWBSwk2","BWBSwk2/104","Sw",2,"Sx",2,NA,FALSE
"239",1007,"+","BWBSwk2","BWBSwk2/110","Acb",3,"Ac",3,"DS",FALSE
"240",1007,"-","BWBSwk2","BWBSwk2/110","Acb",3,"Ac",3,NA,FALSE
"241",1008,"+","BWBSwk2","BWBSwk2/110","At",3,"At",3,"DS",FALSE
"242",1008,"-","BWBSwk2","BWBSwk2/110","At",3,"At",3,NA,FALSE
"243",1009,"+","BWBSwk2","BWBSwk2/110","Ep",3,"Ep",3,"DS",FALSE
"244",1009,"-","BWBSwk2","BWBSwk2/110","Ep",3,"Ep",3,NA,FALSE
"245",1010,"+","BWBSwk2","BWBSwk2/110","Pli",2,"Pl",2,"DS",FALSE
"246",1010,"-","BWBSwk2","BWBSwk2/110","Pli",2,"Pl",2,NA,FALSE
"247",1011,"+","BWBSwk2","BWBSwk2/110","Sw",1,"Sx",1,"DS",FALSE
"248",1011,"-","BWBSwk2","BWBSwk2/110","Sw",1,"Sx",1,NA,FALSE
"249",1012,"+","BWBSwk2","BWBSwk2/111","Acb",3,"Ac",3,"DS",FALSE
"250",1012,"-","BWBSwk2","BWBSwk2/111","Acb",3,"Ac",3,NA,FALSE
"251",1013,"+","BWBSwk2","BWBSwk2/111","Pli",2,"Pl",2,"DS",FALSE
"252",1013,"-","BWBSwk2","BWBSwk2/111","Pli",2,"Pl",2,NA,FALSE
"253",1014,"+","BWBSwk2","BWBSwk2/111","Sw",1,"Sx",1,"DS",FALSE
"254",1014,"-","BWBSwk2","BWBSwk2/111","Sw",1,"Sx",1,NA,FALSE
"255",1017,"+","BWBSwk3","BWBSwk3/101","Acb",3,"Ac",3,"DS",FALSE
"256",1017,"-","BWBSwk3","BWBSwk3/101","Acb",3,"Ac",3,NA,FALSE
"257",1018,"+","BWBSwk3","BWBSwk3/101","At",3,"At",3,"DS",FALSE
"258",1018,"-","BWBSwk3","BWBSwk3/101","At",3,"At",3,NA,FALSE
"259",1019,"+","BWBSwk3","BWBSwk3/101","Bl",2,"Bl",1,"DS",FALSE
"260",1019,"-","BWBSwk3","BWBSwk3/101","Bl",2,"Bl",2,NA,FALSE
"261",1020,"+","BWBSwk3","BWBSwk3/101","Ep",3,"Ep",3,"DS",FALSE
"262",1020,"-","BWBSwk3","BWBSwk3/101","Ep",3,"Ep",3,NA,FALSE
"263",1021,"+","BWBSwk3","BWBSwk3/101","Pli",2,"Pl",2,"DS",FALSE
"264",1021,"-","BWBSwk3","BWBSwk3/101","Pli",2,"Pl",2,NA,FALSE
"265",1022,"+","BWBSwk3","BWBSwk3/101","Sb",3,"Sb",3,"DS",FALSE
"266",1022,"-","BWBSwk3","BWBSwk3/101","Sb",3,"Sb",3,NA,FALSE
"267",1023,"-","BWBSwk3","BWBSwk3/101","Sw",1,"Sx",1,NA,FALSE
"268",1024,"+","BWBSwk3","BWBSwk3/102","At",3,"At",3,"DS",FALSE
"269",1024,"-","BWBSwk3","BWBSwk3/102","At",3,"At",3,NA,FALSE
"270",1025,"+","BWBSwk3","BWBSwk3/102","Bl",3,"Bl",3,"DS",FALSE
"271",1025,"-","BWBSwk3","BWBSwk3/102","Bl",3,"Bl",3,NA,FALSE
"272",1026,"+","BWBSwk3","BWBSwk3/102","Pli",3,"Pl",2,"DS",FALSE
"273",1026,"-","BWBSwk3","BWBSwk3/102","Pli",3,"Pl",3,NA,FALSE
"274",1027,"+","BWBSwk3","BWBSwk3/102","Sb",3,"Sb",3,"DS",FALSE
"275",1027,"-","BWBSwk3","BWBSwk3/102","Sb",3,"Sb",3,NA,FALSE
"276",1028,"+","BWBSwk3","BWBSwk3/102","Sw",2,"Sx",3,"DS",FALSE
"277",1028,"-","BWBSwk3","BWBSwk3/102","Sw",2,"Sx",2,NA,FALSE
"278",1029,"+","BWBSwk3","BWBSwk3/103",NA,4,"Ac",4,"DS",NA
"279",1030,"+","BWBSwk3","BWBSwk3/103","At",3,"At",3,"DS",FALSE
"280",1030,"-","BWBSwk3","BWBSwk3/103","At",3,"At",3,NA,FALSE
"281",1031,"+","BWBSwk3","BWBSwk3/103","Bl",3,"Bl",3,"DS",FALSE
"282",1031,"-","BWBSwk3","BWBSwk3/103","Bl",3,"Bl",3,NA,FALSE
"283",1032,"+","BWBSwk3","BWBSwk3/103","Pli",3,"Pl",2,"DS",FALSE
"284",1032,"-","BWBSwk3","BWBSwk3/103","Pli",3,"Pl",3,NA,FALSE
"285",1033,"+","BWBSwk3","BWBSwk3/103","Sb",2,"Sb",2,"DS",FALSE
"286",1033,"-","BWBSwk3","BWBSwk3/103","Sb",2,"Sb",2,NA,FALSE
"287",1034,"-","BWBSwk3","BWBSwk3/103","Sw",2,"Sx",2,NA,FALSE
"288",1035,"+","BWBSwk3","BWBSwk3/110","Acb",3,"Ac",3,"DS",FALSE
"289",1035,"-","BWBSwk3","BWBSwk3/110","Acb",3,"Ac",3,NA,FALSE
"290",1036,"+","BWBSwk3","BWBSwk3/110","Bl",2,"Bl",2,"DS",FALSE
"291",1036,"-","BWBSwk3","BWBSwk3/110","Bl",2,"Bl",2,NA,FALSE
"292",1038,"+","BWBSwk3","BWBSwk3/110","Pli",3,"Pl",3,"DS",FALSE
"293",1038,"-","BWBSwk3","BWBSwk3/110","Pli",3,"Pl",3,NA,FALSE
"294",1039,"+","BWBSwk3","BWBSwk3/110","Sb",2,"Sb",3,"DS",FALSE
"295",1039,"-","BWBSwk3","BWBSwk3/110","Sb",2,"Sb",2,NA,FALSE
"296",1040,"-","BWBSwk3","BWBSwk3/110","Sw",1,"Sx",1,NA,FALSE
"297",1041,"+","BWBSwk3","BWBSwk3/111","Acb",3,"Ac",3,"DS",FALSE
"298",1041,"-","BWBSwk3","BWBSwk3/111","Acb",3,"Ac",3,NA,FALSE
"299",1042,"+","BWBSwk3","BWBSwk3/111",NA,4,"Bl",4,"DS",NA
"300",1044,"+","BWBSwk3","BWBSwk3/111","Pli",2,"Pl",2,"DS",FALSE
"301",1044,"-","BWBSwk3","BWBSwk3/111","Pli",2,"Pl",2,NA,FALSE
"302",1045,"+","BWBSwk3","BWBSwk3/111","Sb",2,"Sb",2,"DS",FALSE
