"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",6504,"-","ESSFwc3","ESSFwc3/101","Bl",NA,"Bl",1,"KI",FALSE
"2",6505,"-","ESSFwc3","ESSFwc3/101","Pli",NA,"Pl",3,"KI",FALSE
"3",6506,"-","ESSFwc3","ESSFwc3/101","Sx",NA,"Sx",1,"KI",FALSE
"4",6507,"-","ESSFwc3","ESSFwc3/102","Bl",NA,"Bl",3,"KI",FALSE
"5",6508,"-","ESSFwc3","ESSFwc3/102","Pli",NA,"Pl",3,"KI",FALSE
"6",6509,"-","ESSFwc3","ESSFwc3/102","Sx",NA,"Sx",3,"KI",FALSE
"7",6510,"-","ESSFwc3","ESSFwc3/103","Bl",NA,"Bl",1,"KI",FALSE
"8",6511,"-","ESSFwc3","ESSFwc3/103","Pli",NA,"Pl",3,"KI",FALSE
"9",6512,"-","ESSFwc3","ESSFwc3/103","Sx",NA,"Sx",1,"KI",FALSE
"10",6513,"-","ESSFwc3","ESSFwc3/110","Bl",NA,"Bl",1,"KI",FALSE
"11",6514,"-","ESSFwc3","ESSFwc3/110","Sx",NA,"Sx",1,"KI",FALSE
"12",6515,"-","ESSFwc3","ESSFwc3/111","Bl",NA,"Bl",1,"KI",FALSE
"13",6516,"-","ESSFwc3","ESSFwc3/111","Sx",NA,"Sx",1,"KI",FALSE
"14",6557,"+","ESSFwc7","ESSFwc7/101","Bl",NA,"Bl",1,"KI",FALSE
"15",6558,"+","ESSFwc7","ESSFwc7/101","Pli",NA,"Pl",3,"KI",FALSE
"16",6559,"+","ESSFwc7","ESSFwc7/101","Sx",NA,"Sx",1,"KI",FALSE
"17",6560,"+","ESSFwc7","ESSFwc7/102","Bl",NA,"Bl",3,"KI",FALSE
"18",6561,"+","ESSFwc7","ESSFwc7/102","Pli",NA,"Pl",3,"KI",FALSE
"19",6562,"+","ESSFwc7","ESSFwc7/102","Sx",NA,"Sx",3,"KI",FALSE
"20",6563,"+","ESSFwc7","ESSFwc7/103","Bl",NA,"Bl",1,"KI",FALSE
"21",6564,"+","ESSFwc7","ESSFwc7/103","Pli",NA,"Pl",3,"KI",FALSE
"22",6565,"+","ESSFwc7","ESSFwc7/103","Sx",NA,"Sx",1,"KI",FALSE
"23",6566,"+","ESSFwc7","ESSFwc7/110","Bl",NA,"Bl",1,"KI",FALSE
"24",6567,"+","ESSFwc7","ESSFwc7/110","Sx",NA,"Sx",1,"KI",FALSE
"25",6568,"+","ESSFwc7","ESSFwc7/111","Bl",NA,"Bl",1,"KI",FALSE
"26",6569,"+","ESSFwc7","ESSFwc7/111","Sx",NA,"Sx",1,"KI",FALSE
