"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"27",793,"+","BWBSmw","BWBSmw/104","Ac",3,"Ac",4,"cd",FALSE
"28",793,"-","BWBSmw","BWBSmw/104","Ac",NA,"Ac",3,"inputed",NA
"29",795,"+","BWBSmw","BWBSmw/104","Bl",3,"Bl",3,"cd",FALSE
"30",795,"-","BWBSmw","BWBSmw/104","Bl",NA,"Bl",3,"inputed",NA
"31",803,"+","BWBSmw","BWBSmw/110","Sb",5,"Sb",5,"cd",FALSE
"32",803,"-","BWBSmw","BWBSmw/110","Sb",5,"Sb",5,NA,FALSE
"33",807,"+","BWBSmw","BWBSmw/111","Bl",3,"Bl",3,"cd",FALSE
"34",807,"-","BWBSmw","BWBSmw/111","Bl",NA,"Bl",3,"inputed",NA
"35",962,"+","BWBSvk","BWBSvk/h","Acb",1,"Ac",1,"cd",FALSE
"36",962,"-","BWBSvk","BWBSvk/h","Acb",1,"Ac",1,NA,FALSE
"37",963,"+","BWBSvk","BWBSvk/h","Bl",1,"Bl",4,"cd",FALSE
"38",963,"-","BWBSvk","BWBSvk/h","Bl",1,"Bl",1,NA,FALSE
"39",964,"+","BWBSvk","BWBSvk/h","Sw",1,"Sx",1,"cd",FALSE
"40",964,"-","BWBSvk","BWBSvk/h","Sw",1,"Sx",1,NA,FALSE
"41",965,"+","BWBSvk","BWBSvk/m","Acb",1,"Ac",1,"cd",FALSE
"42",965,"-","BWBSvk","BWBSvk/m","Acb",1,"Ac",1,NA,FALSE
"43",966,"+","BWBSvk","BWBSvk/m","Bl",1,"Bl",2,"cd",FALSE
"44",966,"-","BWBSvk","BWBSvk/m","Bl",1,"Bl",1,NA,FALSE
"45",967,"+","BWBSvk","BWBSvk/m","Ep",2,"Ep",1,"cd",FALSE
"46",967,"-","BWBSvk","BWBSvk/m","Ep",2,"Ep",2,NA,FALSE
"47",968,"+","BWBSvk","BWBSvk/m","Sw",1,"Sx",1,"cd",FALSE
"48",968,"-","BWBSvk","BWBSvk/m","Sw",1,"Sx",1,NA,FALSE
"49",969,"+","BWBSvk","BWBSvk/x","At",3,"At",2,"cd",FALSE
"50",969,"-","BWBSvk","BWBSvk/x","At",3,"At",3,NA,FALSE
"51",970,"+","BWBSvk","BWBSvk/x","Bl",1,"Bl",2,"cd",FALSE
"52",970,"-","BWBSvk","BWBSvk/x","Bl",1,"Bl",1,NA,FALSE
"53",971,"+","BWBSvk","BWBSvk/x","Sw",1,"Sx",2,"cd",FALSE
"54",971,"-","BWBSvk","BWBSvk/x","Sw",1,"Sx",1,NA,FALSE
"55",972,"+","BWBSwk1","BWBSwk1/101","Ac",2,"Ac",4,"cd",FALSE
"56",972,"-","BWBSwk1","BWBSwk1/101","Ac",NA,"Ac",2,"inputed",NA
"57",975,"+","BWBSwk1","BWBSwk1/101","Ep",3,"Ep",3,"cd",FALSE
"58",975,"-","BWBSwk1","BWBSwk1/101","Ep",NA,"Ep",3,"inputed",NA
"59",985,"+","BWBSwk1","BWBSwk1/103","Sb",2,"Sb",3,"cd",FALSE
"60",985,"-","BWBSwk1","BWBSwk1/103","Sb",NA,"Sb",2,"inputed",NA
"61",993,"+","BWBSwk1","BWBSwk1/110","Bl",2,"Bl",2,"cd",FALSE
"62",993,"-","BWBSwk1","BWBSwk1/110","Bl",NA,"Bl",2,"inputed",NA
"63",996,"+","BWBSwk1","BWBSwk1/111","Bl",1,"Bl",2,"cd",FALSE
"64",996,"-","BWBSwk1","BWBSwk1/111","Bl",NA,"Bl",1,"inputed",NA
"65",997,"+","BWBSwk1","BWBSwk1/111","Ep",2,"Ep",5,"cd",FALSE
"66",997,"-","BWBSwk1","BWBSwk1/111","Ep",NA,"Ep",2,"inputed",NA
"67",998,"+","BWBSwk1","BWBSwk1/111","Lt",2,"Lt",5,"cd",FALSE
"68",998,"-","BWBSwk1","BWBSwk1/111","Lt",2,"Lt",2,NA,FALSE
"69",1010,"+","BWBSwk2","BWBSwk2/102","Bl",2,"Bl",3,"cd",FALSE
"70",1010,"-","BWBSwk2","BWBSwk2/102","Bl",NA,"Bl",2,"inputed",NA
"71",1026,"+","BWBSwk2","BWBSwk2/110","Bl",3,"Bl",3,"cd",FALSE
"72",1026,"-","BWBSwk2","BWBSwk2/110","Bl",NA,"Bl",3,"inputed",NA
"73",1055,"+","BWBSwk3","BWBSwk3/110","Lt",2,"Lt",5,"cd",FALSE
"74",1055,"-","BWBSwk3","BWBSwk3/110","Lt",2,"Lt",2,NA,FALSE
"75",1061,"+","BWBSwk3","BWBSwk3/111","Lt",2,"Lt",5,"cd",FALSE
"76",1061,"-","BWBSwk3","BWBSwk3/111","Lt",2,"Lt",2,NA,FALSE
"77",6116,"+","ESSFmc","ESSFmc/02","At",3,"At",2,"cd",FALSE
"78",6116,"-","ESSFmc","ESSFmc/02","At",NA,"At",3,"inputed",NA
"79",6120,"+","ESSFmc","ESSFmc/03","Ac",4,"Ac",4,"cd",FALSE
"80",6120,"-","ESSFmc","ESSFmc/03","Ac",NA,"Ac",4,"inputed",NA
"81",6137,"+","ESSFmc","ESSFmc/08","Pli",3,"Pl",4,"cd",FALSE
"82",6137,"-","ESSFmc","ESSFmc/08","Pli",NA,"Pl",3,"inputed",NA
"83",6140,"+","ESSFmc","ESSFmc/09","Pli",4,"Pl",4,"cd",FALSE
"84",6140,"-","ESSFmc","ESSFmc/09","Pli",NA,"Pl",4,"inputed",NA
"85",6143,"+","ESSFmc","ESSFmc/10","Pli",3,"Pl",4,"cd",FALSE
"86",6143,"-","ESSFmc","ESSFmc/10","Pli",NA,"Pl",3,"inputed",NA
"87",6155,"+","ESSFmcw","ESSFmcw/110","Sx",3,"Sx",3,"cd",FALSE
"88",6155,"-","ESSFmcw","ESSFmcw/110","Sx",NA,"Sx",3,"inputed",NA
"89",6417,"-","ESSFmv3","ESSFmv3/01","At",NA,"At",1,"inputed",NA
"90",6712,"+","ESSFwc2","ESSFwc2/01","Hw",3,"Hw",2,"cd",FALSE
"91",6712,"-","ESSFwc2","ESSFwc2/01","Hw",NA,"Hw",3,"inputed",NA
"92",6715,"+","ESSFwc2","ESSFwc2/02","Fdi",3,"Fd",2,"cd",FALSE
"93",6715,"-","ESSFwc2","ESSFwc2/02","Fdi",NA,"Fd",3,"inputed",NA
"94",6725,"+","ESSFwc2","ESSFwc2/05","Hw",3,"Hw",2,"cd",FALSE
"95",6725,"-","ESSFwc2","ESSFwc2/05","Hw",NA,"Hw",3,"inputed",NA
"96",7009,"+","ESSFwk1","ESSFwk1/01","At",3,"At",2,"cd",FALSE
"97",7009,"-","ESSFwk1","ESSFwk1/01","At",NA,"At",3,"inputed",NA
"98",7011,"+","ESSFwk1","ESSFwk1/01","Lw",3,"Lw",4,"cd",TRUE
"99",7011,"-","ESSFwk1","ESSFwk1/01","Lw",3,"Lw",3,NA,TRUE
"100",7019,"+","ESSFwk1","ESSFwk1/03","Lw",3,"Lw",4,"cd",TRUE
"101",7019,"-","ESSFwk1","ESSFwk1/03","Lw",3,"Lw",3,NA,TRUE
"102",7022,"+","ESSFwk1","ESSFwk1/04","Ac",3,"Ac",2,"cd",FALSE
"103",7022,"-","ESSFwk1","ESSFwk1/04","Ac",NA,"Ac",3,"inputed",NA
"104",7024,"+","ESSFwk1","ESSFwk1/04","Cw",3,"Cw",2,"cd",FALSE
"105",7024,"-","ESSFwk1","ESSFwk1/04","Cw",NA,"Cw",3,"inputed",NA
"106",7039,"+","ESSFwk2","ESSFwk2/03","Ac",3,"Ac",3,"cd",FALSE
"107",7039,"-","ESSFwk2","ESSFwk2/03","Ac",NA,"Ac",3,"inputed",NA
"108",8225,"+","ICHmc1","ICHmc1/01","At",2,"At",1,"cd",FALSE
"109",8225,"-","ICHmc1","ICHmc1/01","At",2,"At",2,NA,FALSE
"110",8228,"+","ICHmc1","ICHmc1/01","Ep",2,"Ep",1,"cd",FALSE
"111",8228,"-","ICHmc1","ICHmc1/01","Ep",2,"Ep",2,NA,FALSE
"112",8229,"+","ICHmc1","ICHmc1/01","Fdi",3,"Fd",5,"cd",TRUE
"113",8229,"-","ICHmc1","ICHmc1/01","Fdi",3,"Fd",3,NA,TRUE
"114",8231,"+","ICHmc1","ICHmc1/01","Lw",3,"Lw",5,"cd",TRUE
"115",8231,"-","ICHmc1","ICHmc1/01","Lw",3,"Lw",3,NA,TRUE
"116",8234,"+","ICHmc1","ICHmc1/01a","At",2,"At",1,"cd",FALSE
"117",8234,"-","ICHmc1","ICHmc1/01a","At",2,"At",2,NA,FALSE
"118",8237,"+","ICHmc1","ICHmc1/01a","Ep",2,"Ep",1,"cd",FALSE
"119",8237,"-","ICHmc1","ICHmc1/01a","Ep",2,"Ep",2,NA,FALSE
"120",8238,"+","ICHmc1","ICHmc1/01a","Fdi",3,"Fd",5,"cd",TRUE
"121",8238,"-","ICHmc1","ICHmc1/01a","Fdi",3,"Fd",3,NA,TRUE
"122",8240,"+","ICHmc1","ICHmc1/01a","Lw",3,"Lw",5,"cd",TRUE
"123",8240,"-","ICHmc1","ICHmc1/01a","Lw",3,"Lw",3,NA,TRUE
"124",8244,"+","ICHmc1","ICHmc1/01b","At",2,"At",1,"cd",FALSE
"125",8244,"-","ICHmc1","ICHmc1/01b","At",2,"At",2,NA,FALSE
"126",8247,"+","ICHmc1","ICHmc1/01b","Ep",2,"Ep",1,"cd",FALSE
"127",8247,"-","ICHmc1","ICHmc1/01b","Ep",2,"Ep",2,NA,FALSE
"128",8248,"+","ICHmc1","ICHmc1/01b","Fdi",3,"Fd",5,"cd",TRUE
"129",8248,"-","ICHmc1","ICHmc1/01b","Fdi",3,"Fd",3,NA,TRUE
"130",8250,"+","ICHmc1","ICHmc1/01b","Lw",3,"Lw",5,"cd",TRUE
"131",8250,"-","ICHmc1","ICHmc1/01b","Lw",3,"Lw",3,NA,TRUE
"132",8254,"+","ICHmc1","ICHmc1/02","Ac",4,"Ac",4,"cd",FALSE
"133",8254,"-","ICHmc1","ICHmc1/02","Ac",NA,"Ac",4,"inputed",NA
"134",8255,"+","ICHmc1","ICHmc1/02","At",3,"At",2,"cd",FALSE
"135",8255,"-","ICHmc1","ICHmc1/02","At",3,"At",3,NA,FALSE
"136",8258,"+","ICHmc1","ICHmc1/02","Ep",3,"Ep",4,"cd",FALSE
"137",8258,"-","ICHmc1","ICHmc1/02","Ep",NA,"Ep",3,"inputed",NA
"138",8263,"+","ICHmc1","ICHmc1/03","At",2,"At",1,"cd",FALSE
"139",8263,"-","ICHmc1","ICHmc1/03","At",2,"At",2,NA,FALSE
"140",8266,"+","ICHmc1","ICHmc1/03","Ep",2,"Ep",1,"cd",FALSE
"141",8266,"-","ICHmc1","ICHmc1/03","Ep",2,"Ep",2,NA,FALSE
"142",8267,"+","ICHmc1","ICHmc1/03","Fdi",3,"Fd",5,"cd",TRUE
"143",8267,"-","ICHmc1","ICHmc1/03","Fdi",3,"Fd",3,NA,TRUE
"144",8269,"+","ICHmc1","ICHmc1/03","Lw",3,"Lw",5,"cd",TRUE
"145",8269,"-","ICHmc1","ICHmc1/03","Lw",3,"Lw",3,NA,TRUE
"146",8274,"+","ICHmc1","ICHmc1/04","At",2,"At",1,"cd",FALSE
"147",8274,"-","ICHmc1","ICHmc1/04","At",2,"At",2,NA,FALSE
"148",8277,"+","ICHmc1","ICHmc1/04","Ep",2,"Ep",1,"cd",FALSE
"149",8277,"-","ICHmc1","ICHmc1/04","Ep",2,"Ep",2,NA,FALSE
"150",8283,"+","ICHmc1","ICHmc1/05","At",3,"At",1,"cd",FALSE
"151",8283,"-","ICHmc1","ICHmc1/05","At",3,"At",3,NA,FALSE
"152",8286,"+","ICHmc1","ICHmc1/05","Ep",3,"Ep",3,"cd",FALSE
"153",8286,"-","ICHmc1","ICHmc1/05","Ep",3,"Ep",3,NA,FALSE
"154",8297,"+","ICHmc1a","ICHmc1a/01","At",3,"At",1,"cd",FALSE
"155",8297,"-","ICHmc1a","ICHmc1a/01","At",3,"At",3,NA,FALSE
"156",8298,"+","ICHmc1a","ICHmc1a/01","Ba",1,"Ba",2,"cd",FALSE
"157",8298,"-","ICHmc1a","ICHmc1a/01","Ba",1,"Ba",1,NA,FALSE
"158",8299,"+","ICHmc1a","ICHmc1a/01","Bl",3,"Bl",2,"cd",FALSE
"159",8299,"-","ICHmc1a","ICHmc1a/01","Bl",3,"Bl",3,NA,FALSE
"160",8300,"+","ICHmc1a","ICHmc1a/01","Cw",4,"Cw",4,"cd",FALSE
"161",8300,"-","ICHmc1a","ICHmc1a/01","Cw",4,"Cw",4,NA,FALSE
"162",8301,"+","ICHmc1a","ICHmc1a/01","Ep",3,"Ep",1,"cd",FALSE
"163",8301,"-","ICHmc1a","ICHmc1a/01","Ep",3,"Ep",3,NA,FALSE
"164",8302,"+","ICHmc1a","ICHmc1a/01","Hw",1,"Hw",1,"cd",FALSE
"165",8302,"-","ICHmc1a","ICHmc1a/01","Hw",1,"Hw",1,NA,FALSE
"166",8303,"+","ICHmc1a","ICHmc1a/01","Pli",1,"Pl",1,"cd",FALSE
"167",8303,"-","ICHmc1a","ICHmc1a/01","Pli",1,"Pl",1,NA,FALSE
"168",8304,"+","ICHmc1a","ICHmc1a/01","Sxw",1,"Sx",1,"cd",FALSE
"169",8304,"-","ICHmc1a","ICHmc1a/01","Sxw",1,"Sx",1,NA,FALSE
"170",8305,"+","ICHmc1a","ICHmc1a/01a","At",3,"At",1,"cd",FALSE
"171",8305,"-","ICHmc1a","ICHmc1a/01a","At",3,"At",3,NA,FALSE
"172",8306,"+","ICHmc1a","ICHmc1a/01a","Ba",1,"Ba",1,"cd",FALSE
"173",8306,"-","ICHmc1a","ICHmc1a/01a","Ba",1,"Ba",1,NA,FALSE
"174",8307,"+","ICHmc1a","ICHmc1a/01a","Bl",3,"Bl",2,"cd",FALSE
"175",8307,"-","ICHmc1a","ICHmc1a/01a","Bl",3,"Bl",3,NA,FALSE
"176",8308,"+","ICHmc1a","ICHmc1a/01a","Cw",4,"Cw",4,"cd",FALSE
"177",8308,"-","ICHmc1a","ICHmc1a/01a","Cw",4,"Cw",4,NA,FALSE
"178",8309,"+","ICHmc1a","ICHmc1a/01a","Ep",3,"Ep",1,"cd",FALSE
"179",8309,"-","ICHmc1a","ICHmc1a/01a","Ep",3,"Ep",3,NA,FALSE
"180",8310,"+","ICHmc1a","ICHmc1a/01a","Hw",1,"Hw",1,"cd",FALSE
"181",8310,"-","ICHmc1a","ICHmc1a/01a","Hw",1,"Hw",1,NA,FALSE
"182",8311,"+","ICHmc1a","ICHmc1a/01a","Pli",1,"Pl",1,"cd",FALSE
"183",8311,"-","ICHmc1a","ICHmc1a/01a","Pli",1,"Pl",1,NA,FALSE
"184",8312,"+","ICHmc1a","ICHmc1a/01a","Sxw",1,"Sx",1,"cd",FALSE
"185",8312,"-","ICHmc1a","ICHmc1a/01a","Sxw",1,"Sx",1,NA,FALSE
"186",8313,"+","ICHmc1a","ICHmc1a/01b","At",3,"At",1,"cd",FALSE
"187",8313,"-","ICHmc1a","ICHmc1a/01b","At",3,"At",3,NA,FALSE
"188",8314,"+","ICHmc1a","ICHmc1a/01b","Ba",1,"Ba",2,"cd",FALSE
"189",8314,"-","ICHmc1a","ICHmc1a/01b","Ba",1,"Ba",1,NA,FALSE
"190",8315,"+","ICHmc1a","ICHmc1a/01b","Bl",3,"Bl",2,"cd",FALSE
"191",8315,"-","ICHmc1a","ICHmc1a/01b","Bl",3,"Bl",3,NA,FALSE
"192",8316,"+","ICHmc1a","ICHmc1a/01b","Cw",4,"Cw",4,"cd",FALSE
"193",8316,"-","ICHmc1a","ICHmc1a/01b","Cw",4,"Cw",4,NA,FALSE
"194",8317,"+","ICHmc1a","ICHmc1a/01b","Ep",3,"Ep",1,"cd",FALSE
"195",8317,"-","ICHmc1a","ICHmc1a/01b","Ep",3,"Ep",3,NA,FALSE
"196",8318,"+","ICHmc1a","ICHmc1a/01b","Hw",1,"Hw",1,"cd",FALSE
"197",8318,"-","ICHmc1a","ICHmc1a/01b","Hw",1,"Hw",1,NA,FALSE
"198",8319,"+","ICHmc1a","ICHmc1a/01b","Pli",1,"Pl",1,"cd",FALSE
"199",8319,"-","ICHmc1a","ICHmc1a/01b","Pli",1,"Pl",1,NA,FALSE
"200",8320,"+","ICHmc1a","ICHmc1a/01b","Sxw",1,"Sx",1,"cd",FALSE
"201",8320,"-","ICHmc1a","ICHmc1a/01b","Sxw",1,"Sx",1,NA,FALSE
"202",8321,"+","ICHmc1a","ICHmc1a/02","Act",3,"Ac",4,"cd",FALSE
"203",8321,"-","ICHmc1a","ICHmc1a/02","Act",3,"Ac",3,NA,FALSE
"204",8322,"+","ICHmc1a","ICHmc1a/02","At",3,"At",2,"cd",FALSE
"205",8322,"-","ICHmc1a","ICHmc1a/02","At",3,"At",3,NA,FALSE
"206",8323,"+","ICHmc1a","ICHmc1a/02","Ba",1,"Ba",3,"cd",FALSE
"207",8323,"-","ICHmc1a","ICHmc1a/02","Ba",1,"Ba",1,NA,FALSE
"208",8324,"+","ICHmc1a","ICHmc1a/02","Bl",3,"Bl",3,"cd",FALSE
"209",8324,"-","ICHmc1a","ICHmc1a/02","Bl",3,"Bl",3,NA,FALSE
"210",8325,"+","ICHmc1a","ICHmc1a/02","Cw",4,"Cw",5,"cd",FALSE
"211",8325,"-","ICHmc1a","ICHmc1a/02","Cw",4,"Cw",4,NA,FALSE
"212",8326,"+","ICHmc1a","ICHmc1a/02","Ep",3,"Ep",1,"cd",FALSE
"213",8326,"-","ICHmc1a","ICHmc1a/02","Ep",3,"Ep",3,NA,FALSE
"214",8327,"+","ICHmc1a","ICHmc1a/02","Hw",2,"Hw",2,"cd",FALSE
"215",8327,"-","ICHmc1a","ICHmc1a/02","Hw",2,"Hw",2,NA,FALSE
"216",8328,"+","ICHmc1a","ICHmc1a/02","Pli",2,"Pl",2,"cd",FALSE
"217",8328,"-","ICHmc1a","ICHmc1a/02","Pli",2,"Pl",2,NA,FALSE
"218",8329,"+","ICHmc1a","ICHmc1a/02","Sxw",1,"Sx",2,"cd",FALSE
"219",8329,"-","ICHmc1a","ICHmc1a/02","Sxw",1,"Sx",1,NA,FALSE
"220",8330,"+","ICHmc1a","ICHmc1a/03","Ba",1,"Ba",1,"cd",FALSE
"221",8330,"-","ICHmc1a","ICHmc1a/03","Ba",1,"Ba",1,NA,FALSE
"222",8331,"+","ICHmc1a","ICHmc1a/03","Bl",2,"Bl",2,"cd",FALSE
"223",8331,"-","ICHmc1a","ICHmc1a/03","Bl",2,"Bl",2,NA,FALSE
"224",8332,"+","ICHmc1a","ICHmc1a/03","Cw",4,"Cw",4,"cd",FALSE
"225",8332,"-","ICHmc1a","ICHmc1a/03","Cw",4,"Cw",4,NA,FALSE
"226",8333,"+","ICHmc1a","ICHmc1a/03","Hw",2,"Hw",1,"cd",FALSE
"227",8333,"-","ICHmc1a","ICHmc1a/03","Hw",2,"Hw",2,NA,FALSE
"228",8334,"+","ICHmc1a","ICHmc1a/03","Pli",2,"Pl",2,"cd",FALSE
"229",8334,"-","ICHmc1a","ICHmc1a/03","Pli",2,"Pl",2,NA,FALSE
"230",8335,"+","ICHmc1a","ICHmc1a/03","Sxw",1,"Sx",1,"cd",FALSE
"231",8335,"-","ICHmc1a","ICHmc1a/03","Sxw",1,"Sx",1,NA,FALSE
"232",8812,"+","ICHmm","ICHmm/01","Lw",3,"Lw",4,"cd",TRUE
"233",8812,"-","ICHmm","ICHmm/01","Lw",3,"Lw",3,NA,TRUE
"234",8815,"+","ICHmm","ICHmm/02","Ac",3,"Ac",4,"cd",FALSE
"235",8815,"-","ICHmm","ICHmm/02","Ac",NA,"Ac",3,"inputed",NA
"236",9403,"+","ICHvk1","ICHvk1/01","Act",3,"Ac",2,"cd",FALSE
"237",9403,"-","ICHvk1","ICHvk1/01","Act",3,"Ac",NA,NA,FALSE
"238",9404,"+","ICHvk1","ICHvk1/01","At",3,"At",2,"cd",FALSE
"239",9404,"-","ICHvk1","ICHvk1/01","At",3,"At",NA,NA,FALSE
"240",9407,"+","ICHvk1","ICHvk1/01","Ep",3,"Ep",2,"cd",FALSE
"241",9407,"-","ICHvk1","ICHvk1/01","Ep",3,"Ep",NA,NA,FALSE
"242",9408,"+","ICHvk1","ICHvk1/01","Fdi",3,"Fd",2,"cd",FALSE
"243",9408,"-","ICHvk1","ICHvk1/01","Fdi",3,"Fd",NA,NA,FALSE
"244",9412,"+","ICHvk1","ICHvk1/02","Act",3,"Ac",4,"cd",FALSE
"245",9412,"-","ICHvk1","ICHvk1/02","Act",3,"Ac",NA,NA,FALSE
"246",9413,"+","ICHvk1","ICHvk1/02","At",3,"At",2,"cd",FALSE
"247",9413,"-","ICHvk1","ICHvk1/02","At",3,"At",NA,NA,FALSE
"248",9416,"+","ICHvk1","ICHvk1/02","Ep",3,"Ep",3,"cd",FALSE
"249",9416,"-","ICHvk1","ICHvk1/02","Ep",3,"Ep",NA,NA,FALSE
"250",9419,"+","ICHvk1","ICHvk1/02","Lw",3,"Lw",2,"cd",TRUE
"251",9419,"-","ICHvk1","ICHvk1/02","Lw",3,"Lw",NA,NA,TRUE
"252",9420,"+","ICHvk1","ICHvk1/02","Pli",4,"Pl",2,"cd",FALSE
"253",9420,"-","ICHvk1","ICHvk1/02","Pli",4,"Pl",NA,NA,FALSE
"254",9421,"+","ICHvk1","ICHvk1/02","Pw",3,"Pw",5,"cd",FALSE
"255",9421,"-","ICHvk1","ICHvk1/02","Pw",3,"Pw",NA,NA,FALSE
"256",9423,"+","ICHvk1","ICHvk1/03","Act",3,"Ac",4,"cd",FALSE
"257",9423,"-","ICHvk1","ICHvk1/03","Act",3,"Ac",NA,NA,FALSE
"258",9430,"+","ICHvk1","ICHvk1/03","Lw",3,"Lw",2,"cd",TRUE
"259",9430,"-","ICHvk1","ICHvk1/03","Lw",3,"Lw",NA,NA,TRUE
"260",9431,"+","ICHvk1","ICHvk1/03","Pli",4,"Pl",2,"cd",FALSE
"261",9431,"-","ICHvk1","ICHvk1/03","Pli",4,"Pl",NA,NA,FALSE
"262",9434,"+","ICHvk1","ICHvk1/04","Act",3,"Ac",2,"cd",FALSE
"263",9434,"-","ICHvk1","ICHvk1/04","Act",3,"Ac",NA,NA,FALSE
"264",9439,"+","ICHvk1","ICHvk1/04","Fdi",3,"Fd",2,"cd",FALSE
"265",9439,"-","ICHvk1","ICHvk1/04","Fdi",3,"Fd",NA,NA,FALSE
"266",9441,"+","ICHvk1","ICHvk1/04","Lw",3,"Lw",2,"cd",TRUE
"267",9441,"-","ICHvk1","ICHvk1/04","Lw",3,"Lw",NA,NA,TRUE
"268",9444,"+","ICHvk1","ICHvk1/04","Tw",3,"Tw",3,"cd",FALSE
"269",9444,"-","ICHvk1","ICHvk1/04","Tw",NA,"Tw",3,"inputed",NA
"270",9451,"+","ICHvk1","ICHvk1/05","Pw",3,"Pw",5,"cd",FALSE
"271",9451,"-","ICHvk1","ICHvk1/05","Pw",3,"Pw",NA,NA,FALSE
"272",9459,"+","ICHvk1","ICHvk1/06","Pli",4,"Pl",4,"cd",FALSE
"273",9459,"-","ICHvk1","ICHvk1/06","Pli",4,"Pl",NA,NA,FALSE
"274",9460,"+","ICHvk1","ICHvk1/06","Pw",3,"Pw",5,"cd",FALSE
"275",9460,"-","ICHvk1","ICHvk1/06","Pw",3,"Pw",NA,NA,FALSE
"276",9462,"+","ICHvk2","ICHvk2/01","Act",3,"Ac",2,"cd",FALSE
"277",9462,"-","ICHvk2","ICHvk2/01","Act",3,"Ac",3,NA,FALSE
"278",9463,"+","ICHvk2","ICHvk2/01","At",3,"At",2,"cd",FALSE
"279",9463,"-","ICHvk2","ICHvk2/01","At",3,"At",3,NA,FALSE
"280",9464,"+","ICHvk2","ICHvk2/01","Bl",2,"Bl",2,"cd",FALSE
"281",9464,"-","ICHvk2","ICHvk2/01","Bl",2,"Bl",2,NA,FALSE
"282",9465,"+","ICHvk2","ICHvk2/01","Cw",2,"Cw",2,"cd",FALSE
"283",9465,"-","ICHvk2","ICHvk2/01","Cw",2,"Cw",2,NA,FALSE
"284",9466,"+","ICHvk2","ICHvk2/01","Ep",3,"Ep",2,"cd",FALSE
"285",9466,"-","ICHvk2","ICHvk2/01","Ep",3,"Ep",3,NA,FALSE
"286",9467,"+","ICHvk2","ICHvk2/01","Fdi",3,"Fd",2,"cd",FALSE
"287",9467,"-","ICHvk2","ICHvk2/01","Fdi",3,"Fd",3,NA,FALSE
"288",9468,"+","ICHvk2","ICHvk2/01","Hw",1,"Hw",2,"cd",FALSE
"289",9468,"-","ICHvk2","ICHvk2/01","Hw",1,"Hw",1,NA,FALSE
"290",9469,"+","ICHvk2","ICHvk2/01","Lw",3,"Lw",5,"cd",TRUE
"291",9469,"-","ICHvk2","ICHvk2/01","Lw",3,"Lw",3,NA,TRUE
"292",9470,"+","ICHvk2","ICHvk2/01","Pli",2,"Pl",2,"cd",FALSE
"293",9470,"-","ICHvk2","ICHvk2/01","Pli",2,"Pl",2,NA,FALSE
"294",9471,"+","ICHvk2","ICHvk2/01","Pw",4,"Pw",5,"cd",FALSE
"295",9471,"-","ICHvk2","ICHvk2/01","Pw",4,"Pw",4,NA,FALSE
