"","grp","chng_type","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"1",1,"+","BAFAun","BAFAun/00","X",NA,"X",NA,NA,FALSE
"2",1,"-","BAFAun","BAFAun/00","X",NA,"X",NA,"",FALSE
"3",2,"+","BAFAunp","BAFAunp/00","X",NA,"X",NA,NA,FALSE
"4",2,"-","BAFAunp","BAFAunp/00","X",NA,"X",NA,"",FALSE
"5",3,"+","BGdh_OR","BGdh_OR/110","Ju",1,"Ju",1,NA,FALSE
"6",3,"-","BGdh_OR","BGdh_OR/110","Ju",1,"Ju",1,"",FALSE
"7",4,"+","BGdh_OR","BGdh_OR/110","Jw",3,"Jw",3,NA,FALSE
"8",4,"-","BGdh_OR","BGdh_OR/110","Jw",3,"Jw",3,"",FALSE
"9",6,"+","BGdh_OR","BGdh_OR/111","Aa",1,"Aa",1,NA,FALSE
"10",6,"-","BGdh_OR","BGdh_OR/111","Aa",1,"Aa",1,"D6",FALSE
"11",7,"+","BGdh_OR","BGdh_OR/111","Act",5,"Ac",5,NA,FALSE
"12",7,"-","BGdh_OR","BGdh_OR/111","Act",5,"Ac",5,"D6",FALSE
"13",8,"+","BGdh_OR","BGdh_OR/111","Pyi",5,"Py",5,NA,FALSE
"14",8,"-","BGdh_OR","BGdh_OR/111","Pyi",5,"Py",5,"D6",FALSE
"15",9,"+","BGdh_OR","BGdh_OR/Gg1","X",NA,"X",NA,NA,FALSE
"16",9,"-","BGdh_OR","BGdh_OR/Gg1","X",NA,"X",NA,"",FALSE
"17",10,"+","BGdh_OR","BGdh_OR/Gg2","Ju",3,"Ju",3,NA,FALSE
"18",10,"-","BGdh_OR","BGdh_OR/Gg2","Ju",3,"Ju",3,"C4",FALSE
"19",11,"+","BGdh_OR","BGdh_OR/Gg2","Jw",3,"Jw",3,NA,FALSE
"20",11,"-","BGdh_OR","BGdh_OR/Gg2","Jw",3,"Jw",3,"C4",FALSE
"21",12,"+","BGdh_OR","BGdh_OR/Ro","X",NA,"X",NA,NA,FALSE
"22",12,"-","BGdh_OR","BGdh_OR/Ro","X",NA,"X",NA,"",FALSE
"23",13,"+","BGdw_OR","BGdw_OR/110","Fdi",1,"Fd",1,NA,FALSE
"24",13,"-","BGdw_OR","BGdw_OR/110","Fdi",1,"Fd",1,"",FALSE
"25",14,"+","BGdw_OR","BGdw_OR/110","Pyi",1,"Py",1,NA,FALSE
"26",14,"-","BGdw_OR","BGdw_OR/110","Pyi",1,"Py",1,"",FALSE
"27",15,"+","BGdw_OR","BGdw_OR/111","Act",2,"Ac",2,NA,FALSE
"28",15,"-","BGdw_OR","BGdw_OR/111","Act",2,"Ac",2,"",FALSE
"29",16,"+","BGdw_OR","BGdw_OR/Gg","X",NA,"X",NA,NA,FALSE
"30",16,"-","BGdw_OR","BGdw_OR/Gg","X",NA,"X",NA,"",FALSE
"31",17,"+","BGdw_OR","BGdw_OR/Ro","X",NA,"X",NA,NA,FALSE
"32",17,"-","BGdw_OR","BGdw_OR/Ro","X",NA,"X",NA,"",FALSE
"33",18,"+","BGdw_WA","BGdw_WA/110","Fdi",1,"Fd",1,NA,FALSE
"34",18,"-","BGdw_WA","BGdw_WA/110","Fdi",1,"Fd",1,"",FALSE
"35",19,"+","BGdw_WA","BGdw_WA/110","Pyi",1,"Py",1,NA,FALSE
"36",19,"-","BGdw_WA","BGdw_WA/110","Pyi",1,"Py",1,"",FALSE
"37",20,"+","BGdw_WA","BGdw_WA/111","Act",2,"Ac",2,NA,FALSE
"38",20,"-","BGdw_WA","BGdw_WA/111","Act",2,"Ac",2,"D6",FALSE
"39",21,"+","BGdw_WA","BGdw_WA/Gg","X",NA,"X",NA,NA,FALSE
"40",21,"-","BGdw_WA","BGdw_WA/Gg","X",NA,"X",NA,"",FALSE
"41",22,"+","BGdw_WA","BGdw_WA/Ro","X",NA,"X",NA,NA,FALSE
"42",22,"-","BGdw_WA","BGdw_WA/Ro","X",NA,"X",NA,"",FALSE
"43",23,"+","BGmk_ID","BGmk_ID/110","At",1,"At",1,NA,FALSE
"44",23,"-","BGmk_ID","BGmk_ID/110","At",1,"At",1,"",FALSE
"45",24,"+","BGmk_ID","BGmk_ID/110","Jr",3,"Jr",3,NA,FALSE
"46",24,"-","BGmk_ID","BGmk_ID/110","Jr",3,"Jr",3,"",FALSE
"47",25,"+","BGmk_ID","BGmk_ID/110","Om",3,"Om",3,NA,FALSE
"48",25,"-","BGmk_ID","BGmk_ID/110","Om",3,"Om",3,"",FALSE
"49",26,"+","BGmk_ID","BGmk_ID/111","Act",1,"Ac",1,NA,FALSE
"50",26,"-","BGmk_ID","BGmk_ID/111","Act",1,"Ac",1,"",FALSE
"51",27,"+","BGmk_ID","BGmk_ID/111","At",2,"At",2,NA,FALSE
"52",27,"-","BGmk_ID","BGmk_ID/111","At",2,"At",2,"",FALSE
"53",28,"+","BGmk_ID","BGmk_ID/Gg","Jr",3,"Jr",3,NA,FALSE
"54",28,"-","BGmk_ID","BGmk_ID/Gg","Jr",3,"Jr",3,"",FALSE
"55",29,"+","BGmk_ID","BGmk_ID/Gg","Pf",3,"Pf",3,NA,FALSE
"56",29,"-","BGmk_ID","BGmk_ID/Gg","Pf",3,"Pf",3,"",FALSE
"57",30,"+","BGmk_ID","BGmk_ID/Ro","X",NA,"X",NA,NA,FALSE
"58",30,"-","BGmk_ID","BGmk_ID/Ro","X",NA,"X",NA,"",FALSE
"59",31,"+","BGmk_MT","BGmk_MT/110","Fdi",1,"Fd",1,NA,FALSE
"60",31,"-","BGmk_MT","BGmk_MT/110","Fdi",1,"Fd",1,"",FALSE
"61",32,"+","BGmk_MT","BGmk_MT/110","Jr",3,"Jr",3,NA,FALSE
"62",32,"-","BGmk_MT","BGmk_MT/110","Jr",3,"Jr",3,"",FALSE
"63",33,"+","BGmk_MT","BGmk_MT/111","Aa",2,"Aa",2,NA,FALSE
"64",33,"-","BGmk_MT","BGmk_MT/111","Aa",2,"Aa",2,"D6",FALSE
"65",34,"+","BGmk_MT","BGmk_MT/111","Act",5,"Ac",5,NA,FALSE
"66",34,"-","BGmk_MT","BGmk_MT/111","Act",5,"Ac",5,"D6",FALSE
"67",35,"+","BGmk_MT","BGmk_MT/111","Fdi",2,"Fd",2,NA,FALSE
"68",35,"-","BGmk_MT","BGmk_MT/111","Fdi",2,"Fd",2,"D6",FALSE
"69",36,"+","BGmk_MT","BGmk_MT/Gg1","X",NA,"X",NA,NA,FALSE
"70",36,"-","BGmk_MT","BGmk_MT/Gg1","X",NA,"X",NA,"",FALSE
"71",37,"+","BGmk_MT","BGmk_MT/Gg2","Jr",3,"Jr",3,NA,FALSE
"72",37,"-","BGmk_MT","BGmk_MT/Gg2","Jr",3,"Jr",3,"C4",FALSE
"73",38,"+","BGmk_MT","BGmk_MT/Ro","X",NA,"X",NA,NA,FALSE
"74",38,"-","BGmk_MT","BGmk_MT/Ro","X",NA,"X",NA,"",FALSE
"75",39,"+","BGmk_NV","BGmk_NV/110","At",1,"At",1,NA,FALSE
"76",39,"-","BGmk_NV","BGmk_NV/110","At",1,"At",1,"",FALSE
"77",40,"+","BGmk_NV","BGmk_NV/110","Jw",3,"Jw",3,NA,FALSE
"78",40,"-","BGmk_NV","BGmk_NV/110","Jw",3,"Jw",3,"",FALSE
"79",41,"+","BGmk_NV","BGmk_NV/110","Om",3,"Om",3,NA,FALSE
"80",41,"-","BGmk_NV","BGmk_NV/110","Om",3,"Om",3,"",FALSE
"81",42,"+","BGmk_NV","BGmk_NV/111","Aa",3,"Aa",3,NA,FALSE
"82",42,"-","BGmk_NV","BGmk_NV/111","Aa",3,"Aa",3,"",FALSE
"83",43,"+","BGmk_NV","BGmk_NV/111","Act",3,"Ac",3,NA,FALSE
"84",43,"-","BGmk_NV","BGmk_NV/111","Act",3,"Ac",3,"",FALSE
"85",44,"+","BGmk_NV","BGmk_NV/111","Af",2,"Af",2,NA,FALSE
"86",44,"-","BGmk_NV","BGmk_NV/111","Af",2,"Af",2,"",FALSE
"87",45,"+","BGmk_NV","BGmk_NV/111","At",1,"At",1,NA,FALSE
"88",45,"-","BGmk_NV","BGmk_NV/111","At",1,"At",1,"",FALSE
"89",46,"+","BGmk_NV","BGmk_NV/Gg1","X",NA,"X",NA,NA,FALSE
"90",46,"-","BGmk_NV","BGmk_NV/Gg1","X",NA,"X",NA,"",FALSE
"91",47,"+","BGmk_NV","BGmk_NV/Gg2","Om",3,"Om",3,NA,FALSE
"92",47,"-","BGmk_NV","BGmk_NV/Gg2","Om",3,"Om",3,"",FALSE
"93",48,"+","BGmk_NV","BGmk_NV/Ro","X",NA,"X",NA,NA,FALSE
"94",48,"-","BGmk_NV","BGmk_NV/Ro","X",NA,"X",NA,"",FALSE
"95",49,"+","BGmm_MT","BGmm_MT/110","Fdi",1,"Fd",1,NA,FALSE
"96",49,"-","BGmm_MT","BGmm_MT/110","Fdi",1,"Fd",1,"",FALSE
"97",50,"+","BGmm_MT","BGmm_MT/110","Jr",3,"Jr",3,NA,FALSE
"98",50,"-","BGmm_MT","BGmm_MT/110","Jr",3,"Jr",3,"",FALSE
"99",51,"+","BGmm_MT","BGmm_MT/111","Act",2,"Ac",2,NA,FALSE
"100",51,"-","BGmm_MT","BGmm_MT/111","Act",2,"Ac",2,"D6",FALSE
"101",52,"+","BGmm_MT","BGmm_MT/111","Fdi",5,"Fd",5,NA,FALSE
"102",52,"-","BGmm_MT","BGmm_MT/111","Fdi",5,"Fd",5,"D6",FALSE
"103",53,"+","BGmm_MT","BGmm_MT/Gg1","X",NA,"X",NA,NA,FALSE
"104",53,"-","BGmm_MT","BGmm_MT/Gg1","X",NA,"X",NA,"",FALSE
"105",54,"+","BGmm_MT","BGmm_MT/Gg2","Jr",3,"Jr",3,NA,FALSE
"106",54,"-","BGmm_MT","BGmm_MT/Gg2","Jr",3,"Jr",3,"C4",FALSE
"107",55,"+","BGmm_MT","BGmm_MT/Ro","X",NA,"X",NA,NA,FALSE
"108",55,"-","BGmm_MT","BGmm_MT/Ro","X",NA,"X",NA,"",FALSE
"109",56,"+","BGmw_OR","BGmw_OR/110","Fdi",2,"Fd",2,NA,FALSE
"110",56,"-","BGmw_OR","BGmw_OR/110","Fdi",2,"Fd",2,"",FALSE
"111",57,"+","BGmw_OR","BGmw_OR/110","Pyi",1,"Py",1,NA,FALSE
"112",57,"-","BGmw_OR","BGmw_OR/110","Pyi",1,"Py",1,"",FALSE
"113",58,"+","BGmw_OR","BGmw_OR/111","Act",2,"Ac",2,NA,FALSE
"114",58,"-","BGmw_OR","BGmw_OR/111","Act",2,"Ac",2,"",FALSE
"115",59,"+","BGmw_OR","BGmw_OR/Gg","X",NA,"X",NA,NA,FALSE
"116",59,"-","BGmw_OR","BGmw_OR/Gg","X",NA,"X",NA,"",FALSE
"117",60,"+","BGmw_OR","BGmw_OR/Ro","X",NA,"X",NA,NA,FALSE
"118",60,"-","BGmw_OR","BGmw_OR/Ro","X",NA,"X",NA,"",FALSE
