bgc,ss_nospace,sppsplit,feasible,spp,newfeas,mod,FEASFEB2025,outrange
CWHmm2,CWHmm2/Ws55,Cw,2,Cw,2,DVM,2,FALSE
CWHmm2,CWHmm2/Ws55,Hm,,Hm,2,DVM,2,FALSE
CWHmm2,CWHmm2/Ws55,Hw,3,Hw,2,DVM,2,FALSE
CWHmm2,CWHmm2/Ws55,Yc,2,Yc,2,DVM,2,FALSE
CWHmm2,CWHmm2/Ws55,Pw,3,Pw,3,,3,FALSE
CWHmm2,CWHmm2/Ws55,Wt,,Wt,3,DVM,3,FALSE
CWHms3,CWHms3/101,Fdc,1,Fd,1,BG,1,FALSE
CWHms3,CWHms3/101,Ba,2,Ba,2,BG,2,FALSE
CWHms3,CWHms3/101,Cw,2,Cw,2,BG,2,FALSE
CWHms3,CWHms3/101,Hw,2,Hw,2,BG,2,FALSE
CWHms3,CWHms3/101,Act,3,Ac,3,BG,3,FALSE
CWHms3,CWHms3/101,Dr,3,Dr,3,BG,3,FALSE
CWHms3,CWHms3/101,Ep,3,Ep,3,BG,3,FALSE
CWHms3,CWHms3/101,Sxw,,Sx,3,BGx,3,FALSE
CWHms3,CWHms3/101,Bp,4,Bp,4,BGx,4,TRUE
CWHms3,CWHms3/101,Ss,4,Ss,4,BG,4,FALSE
CWHms3,CWHms3/101,Sxl,4,Ss,4,BG,4,FALSE
CWHms3,CWHms3/101,Mb,5,Mb,5,BG,5,FALSE
CWHms3,CWHms3/101,Yc,3,Yc,5,BGx,5,FALSE
CWHms3,CWHms3/102,Fdc,2,Fd,3,BG,3,FALSE
CWHms3,CWHms3/102,Hw,3,Hw,3,BG,3,FALSE
CWHms3,CWHms3/102,Plc,2,Pl,3,BG,3,FALSE
CWHms3,CWHms3/102,Pw,,Pw,3,BGx,3,FALSE
CWHms3,CWHms3/102,Ep,3,Ep,5,BGx,5,FALSE
CWHms3,CWHms3/103,Fdc,1,Fd,1,BG,1,FALSE
CWHms3,CWHms3/103,Ba,3,Ba,3,BG,3,FALSE
CWHms3,CWHms3/103,Cw,3,Cw,3,BG,3,FALSE
CWHms3,CWHms3/103,Ep,3,Ep,3,BG,3,FALSE
CWHms3,CWHms3/103,Hw,3,Hw,3,BG,3,FALSE
CWHms3,CWHms3/103,Lw,3,Lw,3,BG,3,TRUE
CWHms3,CWHms3/103,Plc,,Pl,3,BG,3,FALSE
CWHms3,CWHms3/103,Pw,,Pw,3,BGx,3,FALSE
CWHms3,CWHms3/103,Sxw,,Sx,3,BGx,3,FALSE
CWHms3,CWHms3/103,Act,3,Ac,4,BGx,4,FALSE
CWHms3,CWHms3/103,Dr,3,Dr,4,BGx,4,FALSE
CWHms3,CWHms3/103,Mb,5,Mb,5,BG,5,FALSE
CWHms3,CWHms3/103,Ss,4,Ss,5,BGx,5,FALSE
CWHms3,CWHms3/103,Sxl,4,Ss,5,BGx,5,FALSE
CWHms3,CWHms3/104,Fdc,,Fd,1,BGx,1,FALSE
CWHms3,CWHms3/104,Cw,,Cw,2,BGx,2,FALSE
CWHms3,CWHms3/104,Hw,,Hw,2,BGx,2,FALSE
CWHms3,CWHms3/104,Ba,,Ba,3,BGx,3,FALSE
CWHms3,CWHms3/104,Lw,,Lw,3,BGx,3,TRUE
CWHms3,CWHms3/110,Fdc,1,Fd,1,BG,1,FALSE
CWHms3,CWHms3/110,Cw,2,Cw,2,BG,1,FALSE
CWHms3,CWHms3/110,Hw,2,Hw,2,BG,1,FALSE
CWHms3,CWHms3/110,Act,2,Ac,2,BG,2,FALSE
CWHms3,CWHms3/110,Ba,2,Ba,2,BG,2,FALSE
CWHms3,CWHms3/110,Bg,3,Bg,3,BG,3,FALSE
CWHms3,CWHms3/110,Dr,3,Dr,3,BG,3,FALSE
CWHms3,CWHms3/110,Ep,3,Ep,3,BG,3,FALSE
CWHms3,CWHms3/110,Lw,3,Lw,3,BG,3,TRUE
CWHms3,CWHms3/110,Mb,3,Mb,3,BG,3,FALSE
CWHms3,CWHms3/110,Pw,2,Pw,3,BGx,3,FALSE
CWHms3,CWHms3/110,Sxw,,Sx,3,BG,3,FALSE
CWHms3,CWHms3/110,Bp,4,Bp,4,BGx,4,TRUE
CWHms3,CWHms3/110,Ss,4,Ss,4,BG,4,FALSE
CWHms3,CWHms3/110,Sxl,4,Ss,4,BG,4,FALSE
CWHms3,CWHms3/110,Yc,2,Yc,5,BGx,5,FALSE
CWHms3,CWHms3/111,Hw,1,Hw,1,BG,1,FALSE
CWHms3,CWHms3/111,Ba,2,Ba,2,BGx,2,FALSE
CWHms3,CWHms3/111,Cw,2,Cw,2,BG,2,FALSE
CWHms3,CWHms3/111,Act,3,Ac,3,BG,3,FALSE
CWHms3,CWHms3/111,Dr,3,Dr,3,BG,3,FALSE
CWHms3,CWHms3/111,Ep,3,Ep,3,BG,3,FALSE
CWHms3,CWHms3/111,Fdc,,Fd,3,BGx,4,FALSE
CWHms3,CWHms3/111,Mb,5,Mb,5,BG,5,FALSE
CWHms3,CWHms3/111,Yc,2,Yc,5,BGx,5,FALSE
CWHms3,CWHms3/112,Ba,2,Ba,2,BGx,1,FALSE
CWHms3,CWHms3/112,Hw,1,Hw,2,BGx,1,FALSE
CWHms3,CWHms3/112,Act,2,Ac,2,BG,2,FALSE
CWHms3,CWHms3/112,Cw,2,Cw,2,BG,2,FALSE
CWHms3,CWHms3/112,Dr,2,Dr,2,BG,2,FALSE
CWHms3,CWHms3/112,Fdc,2,Fd,2,BG,2,FALSE
CWHms3,CWHms3/112,Bg,2,Bg,2,BG,3,FALSE
CWHms3,CWHms3/112,Ep,3,Ep,3,BG,3,FALSE
CWHms3,CWHms3/112,Mb,3,Mb,3,BG,3,FALSE
CWHms3,CWHms3/112,Pw,2,Pw,3,BG,3,FALSE
CWHms3,CWHms3/112,Sxw,,Sx,3,BG,3,FALSE
CWHms3,CWHms3/112,Sxl,4,Ss,2 or 4?,BGx,3,FALSE
CWHms3,CWHms3/112,Bp,4,Bp,4,BGx,4,TRUE
CWHms3,CWHms3/112,Ss,4,Ss,4,BG,4,FALSE
CWHms3,CWHms3/112,Yc,2,Yc,5,BGx,5,FALSE
CWHms3,CWHms3/113,Act,2,Ac,1,BG,1,FALSE
CWHms3,CWHms3/113,Cw,2,Cw,2,BG,1,FALSE
CWHms3,CWHms3/113,Hw,2,Hw,2,BG,1,FALSE
CWHms3,CWHms3/113,Ba,1,Ba,2,BG,2,FALSE
CWHms3,CWHms3/113,Dr,2,Dr,2,BG,2,FALSE
CWHms3,CWHms3/113,Fdc,2,Fd,2,BG,2,FALSE
CWHms3,CWHms3/113,Ss,4,Ss,2,BGx,2,FALSE
CWHms3,CWHms3/113,Sxl,4,Ss,2,BGx,2,FALSE
CWHms3,CWHms3/113,Sxw,,Sx,2,BG,2,FALSE
CWHms3,CWHms3/113,Bl,,Bl,3,BGx,3,FALSE
CWHms3,CWHms3/113,Ep,3,Ep,3,BG,3,FALSE
CWHms3,CWHms3/113,Mb,3,Mb,3,BG,3,FALSE
CWHms3,CWHms3/Fl51,Act,1,Ac,2,BG,1,FALSE
CWHms3,CWHms3/Fl51,Dr,3,Dr,3,BG,2,FALSE
CWHms3,CWHms3/Fl51,Ep,3,Ep,3,BG,3,FALSE
CWHms3,CWHms3/Fl51,Mb,3,Mb,3,BG,3,FALSE
CWHms3,CWHms3/Fl51,Sxs,,Ss,3,BG,3,FALSE
CWHms3,CWHms3/Fm51.1,Act,1,Ac,1,BG,1,FALSE
CWHms3,CWHms3/Fm51.1,Dr,2,Dr,2,BG,2,FALSE
CWHms3,CWHms3/Fm51.1,Ba,2,Ba,3,BG,3,FALSE
CWHms3,CWHms3/Fm51.1,Cw,3,Cw,3,BG,3,FALSE
CWHms3,CWHms3/Fm51.1,Ep,3,Ep,3,BG,3,FALSE
CWHms3,CWHms3/Fm51.1,Hw,3,Hw,3,BG,3,FALSE
CWHms3,CWHms3/Fm51.1,Mb,3,Mb,3,BG,3,FALSE
CWHms3,CWHms3/Fm51.1,Sxs,,Ss,3,BG,3,FALSE
CWHms3,CWHms3/Wb50.2,Plc,2,Pl,2,BG,2,FALSE
CWHms3,CWHms3/Wb50.2,Cw,3,Cw,3,BG,3,FALSE
CWHms3,CWHms3/Wb50.2,Hw,3,Hw,3,BG,3,FALSE
CWHms3,CWHms3/Wf,X,,X,,VC,,FALSE
CWHms3,CWHms3/Wm,X,,X,,VC,,FALSE
CWHms3,CWHms3/Ws56.1,Cw,2,Cw,2,BG,2,FALSE
CWHms3,CWHms3/Ws56.1,Ba,,Ba,3,BGx,2,FALSE
CWHms3,CWHms3/Ws56.1,Hw,3,Hw,3,BG,2,FALSE
CWHms3,CWHms3/Ws56.1,Ss,4,Ss,3,BG,2,FALSE
CWHms3,CWHms3/Ws56.1,Act,3,Ac,3,BG,3,FALSE
CWHms3,CWHms3/Ws56.1,Dr,3,Dr,3,BG,3,FALSE
CWHms3,CWHms3/Ws56.1,Ep,3,Ep,3,BG,3,FALSE
CWHms3,CWHms3/Ws56.1,Pw,3,Pw,3,BG,3,FALSE
CWHms3,CWHms3/Ws56.1,Sxl,4,Ss,3,BG,3,FALSE
CWHms3,CWHms3/Ws56.1,Sxw,,Sx,3,BG,3,FALSE
CWHms3,CWHms3/Ws56.1,Mb,5,Mb,5,BG,5,FALSE
CWHms3,CWHms3/Ws56.1,Yc,2,Yc,5,BGx,5,FALSE
CWHms4,CWHms4/101,Ba,2,Ba,1,BGx,1,FALSE
CWHms4,CWHms4/101,Hw,2,Hw,2,BG,1,FALSE
CWHms4,CWHms4/101,Cw,2,Cw,2,BG,2,FALSE
CWHms4,CWHms4/101,Fdc,1,Fd,2,BGx,2,FALSE
CWHms4,CWHms4/101,Hm,,Hm,3,BGx,3,FALSE
CWHms4,CWHms4/101,Pw,,Pw,3,BGx,3,FALSE
CWHms4,CWHms4/101,Sxw,,Sx,3,BGx,3,FALSE
CWHms4,CWHms4/101,Yc,3,Yc,3,BG,4,FALSE
CWHms4,CWHms4/101,Act,3,Ac,4,BGx,4,FALSE
CWHms4,CWHms4/101,Bp,4,Bp,4,BGx,4,TRUE
CWHms4,CWHms4/101,Sx,4,Ss,5,BGx,4,FALSE
CWHms4,CWHms4/101,Dr,3,Dr,5,BGx,5,FALSE
CWHms4,CWHms4/101,Ep,3,Ep,5,BGx,5,FALSE
CWHms4,CWHms4/101,Mb,5,Mb,5,BG,5,FALSE
CWHms4,CWHms4/101,Ss,4,Ss,5,BGx,5,FALSE
CWHms4,CWHms4/102,Bl,,Bl,3,BGx,3,FALSE
CWHms4,CWHms4/102,Fdc,2,Fd,3,BG,3,FALSE
CWHms4,CWHms4/102,Hw,3,Hw,3,BG,3,FALSE
CWHms4,CWHms4/102,Plc,2,Pl,3,BG,3,FALSE
CWHms4,CWHms4/102,Pw,,Pw,3,BGx,3,FALSE
CWHms4,CWHms4/102,Yc,,Yc,3,BGx,3,FALSE
CWHms4,CWHms4/102,Hm,,Hm,,,3,
CWHms4,CWHms4/102,Ep,3,Ep,5,BGx,5,FALSE
CWHms4,CWHms4/103,Fdc,1,Fd,2,BGx,2,FALSE
CWHms4,CWHms4/103,Hw,3,Hw,3,BG,2,FALSE
CWHms4,CWHms4/103,Ba,3,Ba,3,BG,3,FALSE
CWHms4,CWHms4/103,Bl,,Bl,3,BGx,3,FALSE
CWHms4,CWHms4/103,Cw,3,Cw,3,BG,3,FALSE
CWHms4,CWHms4/103,Lw,3,Lw,3,BG,3,TRUE
CWHms4,CWHms4/103,Plc,,Pl,3,BG,3,FALSE
CWHms4,CWHms4/103,Pw,,Pw,3,BGx,3,FALSE
CWHms4,CWHms4/103,Sx,,Sx,3,BGx,3,FALSE
CWHms4,CWHms4/103,Yc,,Yc,3,BGx,3,FALSE
CWHms4,CWHms4/103,Hm,,Hm,4,BGx,3,FALSE
CWHms4,CWHms4/103,Act,3,Ac,5,BGx,5,FALSE
CWHms4,CWHms4/103,Dr,3,Dr,5,BGx,5,FALSE
CWHms4,CWHms4/103,Ep,3,Ep,5,BGx,5,FALSE
CWHms4,CWHms4/103,Mb,5,Mb,5,BG,5,FALSE
CWHms4,CWHms4/103,Ss,4,Ss,5,BGx,5,FALSE
CWHms4,CWHms4/103,Sxl,4,Ss,5,BGx,5,FALSE
CWHms4,CWHms4/104,Fdc,,Fd,2,BGx,2,FALSE
CWHms4,CWHms4/104,Hw,,Hw,2,BGx,2,FALSE
CWHms4,CWHms4/104,Cw,,Cw,2,BGx,3,FALSE
CWHms4,CWHms4/104,Bl,,Bl,3,BGx,3,FALSE
CWHms4,CWHms4/104,Pw,,Pw,3,BGx,3,FALSE
CWHms4,CWHms4/105,Fdc,,Fd,2,BGx,1,FALSE
CWHms4,CWHms4/105,Ba,,Ba,2,BGx,2,FALSE
CWHms4,CWHms4/105,Cw,,Cw,2,BGx,2,FALSE
CWHms4,CWHms4/105,Hw,,Hw,2,BGx,2,FALSE
CWHms4,CWHms4/105,Sxl,,Sx,3,BGx,3,FALSE
CWHms4,CWHms4/110,Ba,2,Ba,1,BGx,1,FALSE
CWHms4,CWHms4/110,Cw,2,Cw,2,BG,2,FALSE
CWHms4,CWHms4/110,Fdc,1,Fd,2,BGx,2,FALSE
CWHms4,CWHms4/110,Hw,2,Hw,2,BG,2,FALSE
CWHms4,CWHms4/110,Act,2,Ac,3,BGx,3,FALSE
CWHms4,CWHms4/110,Hm,,Hm,3,BGx,3,FALSE
CWHms4,CWHms4/110,Lw,3,Lw,3,BG,3,TRUE
CWHms4,CWHms4/110,Pw,2,Pw,3,BGx,3,FALSE
CWHms4,CWHms4/110,Sxw,,Sx,3,BG,3,FALSE
CWHms4,CWHms4/110,Yc,2,Yc,3,BG,4,FALSE
CWHms4,CWHms4/110,Bp,4,Bp,4,BGx,4,TRUE
CWHms4,CWHms4/110,Ss,4,Ss,4,BG,4,FALSE
CWHms4,CWHms4/110,Sx,4,Ss,4,BG,4,FALSE
CWHms4,CWHms4/110,Bg,3,Bg,5,BGx,5,FALSE
CWHms4,CWHms4/110,Dr,3,Dr,5,BGx,5,FALSE
CWHms4,CWHms4/110,Ep,3,Ep,5,BGx,5,FALSE
CWHms4,CWHms4/110,Mb,3,Mb,5,BGx,5,FALSE
CWHms4,CWHms4/111,Ba,2,Ba,1,BG,1,FALSE
CWHms4,CWHms4/111,Hw,1,Hw,1,BG,1,FALSE
CWHms4,CWHms4/111,Cw,2,Cw,2,BG,2,FALSE
CWHms4,CWHms4/111,Hm,,Hm,3,BGx,3,FALSE
CWHms4,CWHms4/111,Yc,2,Yc,3,BG,4,FALSE
CWHms4,CWHms4/111,Act,3,Ac,4,BGx,4,FALSE
CWHms4,CWHms4/111,Dr,3,Dr,5,BGx,5,FALSE
CWHms4,CWHms4/111,Ep,3,Ep,5,BGx,5,FALSE
CWHms4,CWHms4/111,Mb,5,Mb,5,BG,5,FALSE
CWHms4,CWHms4/112,Ba,2,Ba,1,BG,1,FALSE
CWHms4,CWHms4/112,Hw,1,Hw,1,BG,1,FALSE
CWHms4,CWHms4/112,Cw,2,Cw,2,BG,2,FALSE
CWHms4,CWHms4/112,Act,2,Ac,3,BGx,3,FALSE
CWHms4,CWHms4/112,Fdc,2,Fd,3,BGx,3,FALSE
CWHms4,CWHms4/112,Pw,2,Pw,3,BG,3,FALSE
CWHms4,CWHms4/112,Sxw,,Sx,3,BG,3,FALSE
CWHms4,CWHms4/112,Yc,2,Yc,3,BG,4,FALSE
CWHms4,CWHms4/112,Bp,4,Bp,4,BGx,4,TRUE
CWHms4,CWHms4/112,Ss,4,Ss,4,BG,4,FALSE
CWHms4,CWHms4/112,Sx,4,Ss,4,BG,4,FALSE
CWHms4,CWHms4/112,Bg,2,Bg,5,BGx,5,FALSE
CWHms4,CWHms4/112,Dr,2,Dr,5,BGx,5,FALSE
CWHms4,CWHms4/112,Ep,3,Ep,5,BGx,5,FALSE
CWHms4,CWHms4/112,Mb,3,Mb,5,BGx,5,FALSE
CWHms4,CWHms4/Wb50.2,Plc,2,Pl,2,BG,2,FALSE
CWHms4,CWHms4/Wb50.2,Cw,3,Cw,3,BG,3,FALSE
CWHms4,CWHms4/Wb50.2,Hm,,Hm,3,BGx,3,FALSE
CWHms4,CWHms4/Wb50.2,Hw,3,Hw,3,BG,3,FALSE
CWHms4,CWHms4/Wb50.2,Yc,,Yc,3,BGx,3,FALSE
CWHms4,CWHms4/Ws56.1,Ba,,Ba,2,BG,2,FALSE
CWHms4,CWHms4/Ws56.1,Cw,2,Cw,2,BG,2,FALSE
CWHms4,CWHms4/Ws56.1,Hm,,Hm,3,BGx,3,FALSE
CWHms4,CWHms4/Ws56.1,Hw,3,Hw,3,BG,3,FALSE
CWHms4,CWHms4/Ws56.1,Pw,3,Pw,3,BG,3,FALSE
CWHms4,CWHms4/Ws56.1,Sxw,,Sx,3,BG,3,FALSE
CWHms4,CWHms4/Ws56.1,Yc,2,Yc,3,BG,3,FALSE
CWHms4,CWHms4/Ws56.1,Act,3,Ac,4,BGx,4,FALSE
CWHms4,CWHms4/Ws56.1,Ss,4,Ss,4,BGx,4,FALSE
CWHms4,CWHms4/Ws56.1,Sxl,4,Ss,4,BGx,4,FALSE
CWHms4,CWHms4/Ws56.1,Dr,3,Dr,5,BGx,5,FALSE
CWHms4,CWHms4/Ws56.1,Ep,3,Ep,5,BGx,5,FALSE
CWHms4,CWHms4/Ws56.1,Mb,5,Mb,5,BG,5,FALSE
CWHms5,CWHms5/101,Ba,2,Ba,2,BG,1,FALSE
CWHms5,CWHms5/101,Hw,2,Hw,2,BG,1,FALSE
CWHms5,CWHms5/101,Cw,2,Cw,2,BG,2,FALSE
CWHms5,CWHms5/101,Fdc,1,Fd,4,BGx,2,FALSE
CWHms5,CWHms5/101,Act,3,Ac,3,BG,3,FALSE
CWHms5,CWHms5/101,Bl,,Bl,3,BGx,3,FALSE
CWHms5,CWHms5/101,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/101,Hm,,Hm,3,BGx,3,FALSE
CWHms5,CWHms5/101,Sx,,Sx,3,BGx,3,FALSE
CWHms5,CWHms5/101,Bp,4,Bp,4,BGx,4,TRUE
CWHms5,CWHms5/101,Dr,3,Dr,4,BGx,4,FALSE
CWHms5,CWHms5/101,Ss,4,Ss,4,BG,4,FALSE
CWHms5,CWHms5/101,Yc,3,Yc,4,BGx,5,FALSE
CWHms5,CWHms5/101,Mb,5,Mb,5,BG,5,FALSE
CWHms5,CWHms5/101.1,Ba,2,Ba,2,BG,1,FALSE
CWHms5,CWHms5/101.1,Hw,2,Hw,2,BG,1,FALSE
CWHms5,CWHms5/101.1,Cw,2,Cw,2,BG,2,FALSE
CWHms5,CWHms5/101.1,Fdc,1,Fd,4,BGx,2,FALSE
CWHms5,CWHms5/101.1,Act,3,Ac,3,BG,3,FALSE
CWHms5,CWHms5/101.1,Bl,,Bl,3,BGx,3,FALSE
CWHms5,CWHms5/101.1,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/101.1,Hm,,Hm,3,BGx,3,FALSE
CWHms5,CWHms5/101.1,Sx,,Sx,3,BGx,3,FALSE
CWHms5,CWHms5/101.1,Bp,4,Bp,4,BGx,4,TRUE
CWHms5,CWHms5/101.1,Dr,3,Dr,4,BGx,4,FALSE
CWHms5,CWHms5/101.1,Ss,4,Ss,4,BG,4,FALSE
CWHms5,CWHms5/101.1,Yc,3,Yc,4,BGx,5,FALSE
CWHms5,CWHms5/101.1,Mb,5,Mb,5,BG,5,FALSE
CWHms5,CWHms5/101.2,Fdc,,Fd,2,BGx,1,FALSE
CWHms5,CWHms5/101.2,Hw,,Hw,2,BGx,1,FALSE
CWHms5,CWHms5/101.2,Ba,,Ba,2,BGx,2,FALSE
CWHms5,CWHms5/101.2,Cw,,Cw,2,BGx,2,FALSE
CWHms5,CWHms5/101.2,Bl,,Bl,3,BGx,3,FALSE
CWHms5,CWHms5/101.2,Hm,,Hm,3,BGx,3,FALSE
CWHms5,CWHms5/101.2,Pw,,Pw,3,BGx,3,FALSE
CWHms5,CWHms5/101.2,Sx,,Sx,3,BGx,3,FALSE
CWHms5,CWHms5/102,Fdc,2,Fd,3,BG,2,FALSE
CWHms5,CWHms5/102,Pl,2,Pl,3,BG,2,FALSE
CWHms5,CWHms5/102,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/102,Hw,3,Hw,3,BG,3,FALSE
CWHms5,CWHms5/103,Fdc,1,Fd,2,BGx,1,FALSE
CWHms5,CWHms5/103,Hw,3,Hw,3,BG,1,FALSE
CWHms5,CWHms5/103,Act,3,Ac,3,BG,3,FALSE
CWHms5,CWHms5/103,Ba,3,Ba,3,BG,3,FALSE
CWHms5,CWHms5/103,Bl,,Bl,3,BGx,3,FALSE
CWHms5,CWHms5/103,Cw,3,Cw,3,BG,3,FALSE
CWHms5,CWHms5/103,Lw,3,Lw,3,BG,3,TRUE
CWHms5,CWHms5/103,Plc,,Pl,3,BG,3,FALSE
CWHms5,CWHms5/103,Pw,,Pw,3,BGx,3,FALSE
CWHms5,CWHms5/103,Sx,,Sx,4,BGx,3,FALSE
CWHms5,CWHms5/103,Ep,3,Ep,4,BGx,4,FALSE
CWHms5,CWHms5/103,Dr,3,Dr,5,BGx,5,FALSE
CWHms5,CWHms5/103,Mb,5,Mb,5,BG,5,FALSE
CWHms5,CWHms5/103,Ss,4,Ss,5,BGx,5,FALSE
CWHms5,CWHms5/103,Sxl,4,Ss,5,BGx,5,FALSE
CWHms5,CWHms5/103.1,Fdc,1,Fd,2,BGx,1,FALSE
CWHms5,CWHms5/103.1,Hw,3,Hw,3,BG,1,FALSE
CWHms5,CWHms5/103.1,Act,3,Ac,3,BG,3,FALSE
CWHms5,CWHms5/103.1,Ba,3,Ba,3,BG,3,FALSE
CWHms5,CWHms5/103.1,Bl,,Bl,3,BGx,3,FALSE
CWHms5,CWHms5/103.1,Cw,3,Cw,3,BG,3,FALSE
CWHms5,CWHms5/103.1,Lw,3,Lw,3,BG,3,TRUE
CWHms5,CWHms5/103.1,Plc,,Pl,3,BG,3,FALSE
CWHms5,CWHms5/103.1,Pw,,Pw,3,BGx,3,FALSE
CWHms5,CWHms5/103.1,Sx,,Sx,4,BGx,3,FALSE
CWHms5,CWHms5/103.1,Ep,3,Ep,4,BGx,4,FALSE
CWHms5,CWHms5/103.1,Dr,3,Dr,5,BGx,5,FALSE
CWHms5,CWHms5/103.1,Mb,5,Mb,5,BG,5,FALSE
CWHms5,CWHms5/103.1,Ss,4,Ss,5,BGx,5,FALSE
CWHms5,CWHms5/103.1,Sxl,4,Ss,5,BGx,5,FALSE
CWHms5,CWHms5/103.2,Fdc,,Fd,2,BGx,1,FALSE
CWHms5,CWHms5/103.2,Hw,,Hw,3,BGx,1,FALSE
CWHms5,CWHms5/103.2,Ba,,Ba,3,BGx,3,FALSE
CWHms5,CWHms5/103.2,Bl,,Bl,3,BGx,3,FALSE
CWHms5,CWHms5/103.2,Cw,,Cw,3,BGx,3,FALSE
CWHms5,CWHms5/103.2,Plc,,Pl,3,BGx,3,FALSE
CWHms5,CWHms5/103.2,Pw,,Pw,3,BGx,3,FALSE
CWHms5,CWHms5/103.2,Sx,,Sx,4,BGx,4,FALSE
CWHms5,CWHms5/110,Cw,2,Cw,2,BG,1,FALSE
CWHms5,CWHms5/110,Hw,2,Hw,2,BG,1,FALSE
CWHms5,CWHms5/110,Act,2,Ac,2,BG,2,FALSE
CWHms5,CWHms5/110,Ba,2,Ba,2,BG,2,FALSE
CWHms5,CWHms5/110,Fdc,1,Fd,2,BGx,2,FALSE
CWHms5,CWHms5/110,Pw,2,Pw,2,BG,2,FALSE
CWHms5,CWHms5/110,Bg,3,Bg,3,BG,3,FALSE
CWHms5,CWHms5/110,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/110,Lw,3,Lw,3,BG,3,TRUE
CWHms5,CWHms5/110,Sxw,,Sx,3,BG,3,FALSE
CWHms5,CWHms5/110,Bp,4,Bp,4,BGx,4,TRUE
CWHms5,CWHms5/110,Dr,3,Dr,4,BGx,4,FALSE
CWHms5,CWHms5/110,Mb,3,Mb,4,BGx,4,FALSE
CWHms5,CWHms5/110,Ss,4,Ss,4,BG,4,FALSE
CWHms5,CWHms5/110,Sxl,4,Ss,4,BG,4,FALSE
CWHms5,CWHms5/110,Yc,2,Yc,4,BGx,5,FALSE
CWHms5,CWHms5/111,Ba,2,Ba,1,BG,1,FALSE
CWHms5,CWHms5/111,Cw,2,Cw,2,BG,2,FALSE
CWHms5,CWHms5/111,Hw,1,Hw,2,BGx,2,FALSE
CWHms5,CWHms5/111,Act,3,Ac,3,BG,3,FALSE
CWHms5,CWHms5/111,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/111,Dr,3,Dr,4,BGx,4,FALSE
CWHms5,CWHms5/111,Yc,2,Yc,4,BGx,4,FALSE
CWHms5,CWHms5/111,Mb,5,Mb,5,BG,5,FALSE
CWHms5,CWHms5/112,Hw,1,Hw,2,BG,1,FALSE
CWHms5,CWHms5/112,Act,2,Ac,2,BG,2,FALSE
CWHms5,CWHms5/112,Ba,2,Ba,2,BGx,2,FALSE
CWHms5,CWHms5/112,Bg,2,Bg,2,BG,2,FALSE
CWHms5,CWHms5/112,Cw,2,Cw,2,BG,2,FALSE
CWHms5,CWHms5/112,Fdc,2,Fd,2,BG,2,FALSE
CWHms5,CWHms5/112,Dr,2,Dr,3,BGx,3,FALSE
CWHms5,CWHms5/112,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/112,Mb,3,Mb,3,BG,3,FALSE
CWHms5,CWHms5/112,Pw,2,Pw,3,BG,3,FALSE
CWHms5,CWHms5/112,Sx,,Sx,3,BG,3,FALSE
CWHms5,CWHms5/112,Bp,4,Bp,4,BGx,4,TRUE
CWHms5,CWHms5/112,Ss,4,Ss,4,BG,4,FALSE
CWHms5,CWHms5/112,Sxl,4,Ss,4,BG,4,FALSE
CWHms5,CWHms5/112,Yc,2,Yc,4,BGx,4,FALSE
CWHms5,CWHms5/113,Act,2,Ac,1,BG,1,FALSE
CWHms5,CWHms5/113,Ba,1,Ba,2,BG,2,FALSE
CWHms5,CWHms5/113,Cw,2,Cw,2,BG,2,FALSE
CWHms5,CWHms5/113,Fdc,2,Fd,2,BG,2,FALSE
CWHms5,CWHms5/113,Hw,2,Hw,2,BG,2,FALSE
CWHms5,CWHms5/113,Ss,4,Ss,2,BGx,2,FALSE
CWHms5,CWHms5/113,Sxl,4,Ss,2,BGx,2,FALSE
CWHms5,CWHms5/113,Sxw,,Sx,2,BG,2,FALSE
CWHms5,CWHms5/113,Dr,2,Dr,3,BGx,3,FALSE
CWHms5,CWHms5/113,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/113,Mb,3,Mb,3,BG,3,FALSE
CWHms5,CWHms5/Fl51,Act,1,Ac,2,BG,2,FALSE
CWHms5,CWHms5/Fl51,Dr,3,Dr,3,BG,3,FALSE
CWHms5,CWHms5/Fl51,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/Fl51,Mb,3,Mb,3,BG,3,FALSE
CWHms5,CWHms5/Fl51,Ss,,Ss,3,BG,3,FALSE
CWHms5,CWHms5/Fl51,Sx,,Sx,3,BGx,3,FALSE
CWHms5,CWHms5/Fm51.1,Act,1,Ac,1,BG,1,FALSE
CWHms5,CWHms5/Fm51.1,Ba,2,Ba,3,BG,3,FALSE
CWHms5,CWHms5/Fm51.1,Cw,3,Cw,3,BG,3,FALSE
CWHms5,CWHms5/Fm51.1,Dr,2,Dr,3,BGx,3,FALSE
CWHms5,CWHms5/Fm51.1,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/Fm51.1,Hw,3,Hw,3,BG,3,FALSE
