bgc,ss_nospace,spp,newsuit,mod,outrange
ICHwk1,ICHwk1/02,Lw,3,MR,TRUE
ICHwk1,ICHwk1/02,Fd,3,MR,FALSE
ICHwk1,ICHwk1/02,Hw,4,MR,FALSE
ICHwk1,ICHwk1/02,Sx,4,MR,FALSE
ICHwk1,ICHwk1/03,Fd,1,MR,FALSE
ICHwk1,ICHwk1/03,Cw,1,MR,FALSE
ICHwk1,ICHwk1/03,Lw,1,MR,TRUE
ICHwk1,ICHwk1/03,Hw,1,MR,FALSE
ICHwk1,ICHwk1/03,Pw,2,MR,FALSE
ICHwk1,ICHwk1/03,At,2,MR,FALSE
ICHwk1,ICHwk1/03,Ep,2,MR,FALSE
ICHwk1,ICHwk1/03,Pl,2,MR,FALSE
ICHwk1,ICHwk1/03,Bl,3,MR,FALSE
ICHwk1,ICHwk1/03,Sx,3,MR,FALSE
ICHwk1,ICHwk1/04,Cw,1,MR,FALSE
ICHwk1,ICHwk1/04,Hw,1,MR,FALSE
ICHwk1,ICHwk1/04,Fd,2,MR,FALSE
ICHwk1,ICHwk1/04,Lw,2,MR,TRUE
ICHwk1,ICHwk1/04,Pw,2,MR,FALSE
ICHwk1,ICHwk1/04,Ep,2,MR,FALSE
ICHwk1,ICHwk1/04,At,2,MR,FALSE
ICHwk1,ICHwk1/04,Sx,3,MR,FALSE
ICHwk1,ICHwk1/04,Bl,3,MR,FALSE
ICHwk1,ICHwk1/05,Cw,1,MR,FALSE
ICHwk1,ICHwk1/05,Hw,1,MR,FALSE
ICHwk1,ICHwk1/05,Sx,2,MR,FALSE
ICHwk1,ICHwk1/05,Pw,2,MR,FALSE
ICHwk1,ICHwk1/05,At,2,MR,FALSE
ICHwk1,ICHwk1/05,Ep,2,MR,FALSE
ICHwk1,ICHwk1/05,Ac,2,MR,FALSE
ICHwk1,ICHwk1/05,Bl,3,MR,FALSE
ICHwk1,ICHwk1/06,Sx,2,MR,FALSE
ICHwk1,ICHwk1/06,Bl,3,MR,FALSE
ICHwk1,ICHwk1/06,Cw,3,MR,FALSE
ICHwk1,ICHwk1/06,Hw,3,MR,FALSE
ICHwk1,ICHwk1/06,Ac,3,MR,FALSE
ICHwk1,ICHwk1/06,Ep,3,MR,FALSE
ICHwk1,ICHwk1/06,At,3,MR,FALSE
ICHwk1,ICHwk1/07,Cw,2,MR,FALSE
ICHwk1,ICHwk1/07,Hw,2,MR,FALSE
ICHwk1,ICHwk1/07,Sx,2,MR,FALSE
ICHwk1,ICHwk1/07,Bl,3,MR,FALSE
ICHwk1,ICHwk1/07,Ac,3,MR,FALSE
ICHwk1,ICHwk1/07,Ep,3,MR,FALSE
ICHwk1,ICHwk1/07,At,3,MR,FALSE
IDFdc,IDFdc/01,Fd,1,MR,FALSE
IDFdc,IDFdc/01,Pl,1,MR,FALSE
IDFdc,IDFdc/01,Lw,1,MR,TRUE
IDFdc,IDFdc/01,Py,3,MR,FALSE
IDFdc,IDFdc/01,Sx,4,MR,FALSE
IDFdc,IDFdc/02,Fd,3,MR,FALSE
IDFdc,IDFdc/02,Py,3,MR,FALSE
IDFdc,IDFdc/03,Fd,1,MR,FALSE
IDFdc,IDFdc/03,Py,2,MR,FALSE
IDFdc,IDFdc/03,Pl,3,MR,FALSE
IDFdc,IDFdc/04,Fd,1,MR,FALSE
IDFdc,IDFdc/04,Lw,1,MR,TRUE
IDFdc,IDFdc/04,Py,2,MR,FALSE
IDFdc,IDFdc/04,Pl,3,MR,FALSE
IDFdc,IDFdc/04,At,3,MR,FALSE
IDFdc,IDFdc/05,Fd,2,MR,FALSE
IDFdc,IDFdc/05,Lw,2,MR,TRUE
IDFdc,IDFdc/05,At,2,MR,FALSE
IDFdc,IDFdc/05,Ep,2,MR,FALSE
IDFdc,IDFdc/05,Sx,3,MR,FALSE
IDFdc,IDFdc/05,Pl,3,MR,FALSE
IDFdc,IDFdc/05,Cw,3,MR,FALSE
IDFdc,IDFdc/05,Bl,4,MR,FALSE
IDFdc,IDFdc/06,Pl,2,MR,FALSE
IDFdc,IDFdc/06,Sx,2,MR,FALSE
IDFdc,IDFdc/06,Fd,3,MR,FALSE
IDFdc,IDFdc/06,At,3,MR,FALSE
IDFdc,IDFdc/06,Ep,3,MR,FALSE
IDFdc,IDFdc/06,Ac,3,MR,FALSE
IDFdc,IDFdc/06,Bl,4,MR,FALSE
IDFdc,IDFdc/06,Cw,4,MR,FALSE
IDFdc,IDFdc/07,X,NA,MR,FALSE
IDFdc,IDFdc/08,X,NA,MR,FALSE
IDFmw2,IDFmw2/01,Fd,1,MR,FALSE
IDFmw2,IDFmw2/01,Lw,1,MR,TRUE
IDFmw2,IDFmw2/01,Ep,1,MR,FALSE
IDFmw2,IDFmw2/01,Cw,2,MR,FALSE
IDFmw2,IDFmw2/01,Pl,2,MR,FALSE
IDFmw2,IDFmw2/01,Pw,2,MR,FALSE
IDFmw2,IDFmw2/01,At,2,MR,FALSE
IDFmw2,IDFmw2/01,Sx,3,MR,FALSE
IDFmw2,IDFmw2/01,Bl,4,MR,FALSE
IDFmw2,IDFmw2/01,Hw,4,MR,FALSE
IDFmw2,IDFmw2/02,Fd,3,MR,FALSE
IDFmw2,IDFmw2/02,Pl,3,MR,FALSE
IDFmw2,IDFmw2/02,Py,3,MR,FALSE
IDFmw2,IDFmw2/02,Pw,4,MR,FALSE
IDFmw2,IDFmw2/03,Fd,1,MR,FALSE
IDFmw2,IDFmw2/03,Lw,1,MR,TRUE
IDFmw2,IDFmw2/03,Pl,2,MR,FALSE
IDFmw2,IDFmw2/03,Pw,2,MR,FALSE
IDFmw2,IDFmw2/03,At,2,MR,FALSE
IDFmw2,IDFmw2/03,Ep,2,MR,FALSE
IDFmw2,IDFmw2/03,Py,3,MR,FALSE
IDFmw2,IDFmw2/04,Fd,1,MR,FALSE
IDFmw2,IDFmw2/04,Lw,1,MR,TRUE
IDFmw2,IDFmw2/04,Pw,1,MR,FALSE
IDFmw2,IDFmw2/04,Cw,1,MR,FALSE
IDFmw2,IDFmw2/04,Ep,1,MR,FALSE
IDFmw2,IDFmw2/04,Sx,2,MR,FALSE
IDFmw2,IDFmw2/04,Pl,2,MR,FALSE
IDFmw2,IDFmw2/04,At,2,MR,FALSE
IDFmw2,IDFmw2/04,Bl,3,MR,FALSE
IDFmw2,IDFmw2/04,Ac,3,MR,FALSE
IDFmw2,IDFmw2/05,Cw,2,MR,FALSE
IDFmw2,IDFmw2/05,Hw,2,MR,FALSE
IDFmw2,IDFmw2/05,Ac,2,MR,FALSE
IDFmw2,IDFmw2/05,Ep,2,MR,FALSE
IDFxc,IDFxc/01,Fd,1,MR,FALSE
IDFxc,IDFxc/01,Py,2,MR,FALSE
IDFxc,IDFxc/02,Fd,3,MR,FALSE
IDFxc,IDFxc/02,Py,3,MR,FALSE
IDFxc,IDFxc/03,Fd,1,MR,FALSE
IDFxc,IDFxc/03,Py,1,MR,FALSE
IDFxc,IDFxc/04,Fd,1,MR,FALSE
IDFxc,IDFxc/04,Py,1,MR,FALSE
IDFxc,IDFxc/05,Fd,1,MR,FALSE
IDFxc,IDFxc/05,Py,1,MR,FALSE
IDFxc,IDFxc/06,Fd,1,MR,FALSE
IDFxc,IDFxc/06,Py,2,MR,FALSE
IDFxc,IDFxc/07,Fd,1,MR,FALSE
IDFxc,IDFxc/07,Sx,2,MR,FALSE
IDFxc,IDFxc/07,Cw,2,MR,FALSE
IDFxc,IDFxc/07,Ep,2,MR,FALSE
IDFxc,IDFxc/07,At,2,MR,FALSE
IDFxc,IDFxc/07,Py,3,MR,FALSE
IDFxc,IDFxc/07,Ac,3,MR,FALSE
IDFxc,IDFxc/08,Sx,1,MR,FALSE
IDFxc,IDFxc/08,Cw,2,MR,FALSE
IDFxc,IDFxc/08,Fd,2,MR,FALSE
IDFxc,IDFxc/08,Ep,2,MR,FALSE
IDFxc,IDFxc/08,At,2,MR,FALSE
IDFxc,IDFxc/08,Ac,2,MR,FALSE
MSdc1,MSdc1/01,Sx,1,MR,FALSE
MSdc1,MSdc1/01,Bl,1,MR,FALSE
MSdc1,MSdc1/01,Pl,2,MR,FALSE
MSdc1,MSdc1/01,Fd,2,MR,FALSE
MSdc1,MSdc1/01,Lw,2,MR,TRUE
MSdc1,MSdc1/01,Pw,3,MR,FALSE
MSdc1,MSdc1/01,At,3,MR,FALSE
MSdc1,MSdc1/02,Pl,3,MR,FALSE
MSdc1,MSdc1/02,Fd,3,MR,FALSE
MSdc1,MSdc1/02,Lw,3,MR,TRUE
MSdc1,MSdc1/02,Py,4,MR,FALSE
MSdc1,MSdc1/03,Pl,1,MR,FALSE
MSdc1,MSdc1/03,Fd,2,MR,FALSE
MSdc1,MSdc1/03,Lw,2,MR,TRUE
MSdc1,MSdc1/03,Sx,3,MR,FALSE
MSdc1,MSdc1/03,Bl,3,MR,FALSE
MSdc1,MSdc1/03,Pw,3,MR,FALSE
MSdc1,MSdc1/03,Pa,3,MR,FALSE
MSdc1,MSdc1/03,At,3,MR,FALSE
MSdc1,MSdc1/04,Sx,1,MR,FALSE
MSdc1,MSdc1/04,Bl,1,MR,FALSE
MSdc1,MSdc1/04,Pl,2,MR,FALSE
MSdc1,MSdc1/04,Pw,2,MR,FALSE
MSdc1,MSdc1/04,At,2,MR,FALSE
MSdc1,MSdc1/04,Fd,5,MR,FALSE
MSdc1,MSdc1/05,X,NA,MR,FALSE
MSdc3,MSdc3/01,Pl,1,MR,FALSE
MSdc3,MSdc3/01,Sx,1,MR,FALSE
MSdc3,MSdc3/01,Bl,1,MR,FALSE
MSdc3,MSdc3/01,Fd,2,MR,FALSE
MSdc3,MSdc3/01,Lw,2,MR,TRUE
MSdc3,MSdc3/01,At,2,MR,FALSE
MSdc3,MSdc3/02,Pl,3,MR,FALSE
MSdc3,MSdc3/02,Fd,3,MR,FALSE
MSdc3,MSdc3/02,Pa,3,MR,FALSE
MSdc3,MSdc3/02,Py,4,MR,FALSE
MSdc3,MSdc3/03,Pl,1,MR,FALSE
MSdc3,MSdc3/03,Fd,2,MR,FALSE
MSdc3,MSdc3/03,Lw,2,MR,TRUE
MSdc3,MSdc3/03,Pa,2,MR,FALSE
MSdc3,MSdc3/03,Py,3,MR,FALSE
MSdc3,MSdc3/04,Sx,1,MR,FALSE
MSdc3,MSdc3/04,Bl,1,MR,FALSE
MSdc3,MSdc3/04,Pl,1,MR,FALSE
MSdc3,MSdc3/04,Fd,4,MR,FALSE
MSdc3,MSdc3/04,Lw,4,MR,TRUE
MSdc3,MSdc3/05,Sx,2,MR,FALSE
MSdc3,MSdc3/05,Bl,3,MR,FALSE
MSdc3,MSdc3/05,Pl,3,MR,FALSE
MSdm3,MSdm3/01,Bl,1,MR,FALSE
MSdm3,MSdm3/01,Sx,1,MR,FALSE
MSdm3,MSdm3/01,Pl,1,MR,FALSE
MSdm3,MSdm3/01,At,3,MR,FALSE
MSdm3,MSdm3/01,Fd,4,MR,FALSE
MSdm3,MSdm3/01,Lw,4,MR,TRUE
MSdm3,MSdm3/02,X,NA,MR,FALSE
MSdm3,MSdm3/03,Pl,3,MR,FALSE
MSdm3,MSdm3/03,Fd,3,MR,FALSE
MSdm3,MSdm3/03,Py,4,MR,FALSE
MSdm3,MSdm3/04,Pl,1,MR,FALSE
MSdm3,MSdm3/04,Fd,2,MR,FALSE
MSdm3,MSdm3/04,Pa,2,MR,FALSE
MSdm3,MSdm3/04,Lw,2,MR,TRUE
MSdm3,MSdm3/04,Sx,2,MR,FALSE
MSdm3,MSdm3/04,Bl,3,MR,FALSE
MSdm3,MSdm3/04,At,3,MR,FALSE
MSdm3,MSdm3/04,Py,4,MR,FALSE
MSdm3,MSdm3/05,Sx,1,MR,FALSE
MSdm3,MSdm3/05,Bl,1,MR,FALSE
MSdm3,MSdm3/05,Pl,2,MR,FALSE
MSdm3,MSdm3/05,At,3,MR,FALSE
MSdm3,MSdm3/05,Fd,4,MR,FALSE
MSdm3,MSdm3/05,Lw,4,MR,TRUE
MSdm3,MSdm3/06,Sx,1,MR,FALSE
MSdm3,MSdm3/06,Bl,1,MR,FALSE
MSdm3,MSdm3/06,Pl,2,MR,FALSE
MSdm3,MSdm3/06,At,3,MR,FALSE
MSdm3,MSdm3/06,Fd,4,MR,FALSE
MSdm3,MSdm3/06,Lw,4,MR,TRUE
MSdm3,MSdm3/07,Sx,2,MR,FALSE
MSdm3,MSdm3/07,Pl,3,MR,FALSE
MSdm3,MSdm3/07,Bl,3,MR,FALSE
MSdm3,MSdm3/07,At,3,MR,FALSE
MSdm3,MSdm3/07,Ac,3,MR,FALSE
MSxk3,MSxk3/01,Pl,1,MR,FALSE
MSxk3,MSxk3/01,Sx,3,MR,FALSE
MSxk3,MSxk3/01,Bl,3,MR,FALSE
MSxk3,MSxk3/01,Fd,4,MR,FALSE
MSxk3,MSxk3/01,Lw,4,MR,TRUE
MSxk3,MSxk3/02,Pl,3,MR,FALSE
MSxk3,MSxk3/02,Fd,3,MR,FALSE
MSxk3,MSxk3/02,Bl,4,MR,FALSE
MSxk3,MSxk3/03,X,NA,MR,FALSE
MSxk3,MSxk3/04,X,NA,MR,FALSE
MSxk3,MSxk3/05,Pl,1,MR,FALSE
MSxk3,MSxk3/05,Fd,2,MR,FALSE
MSxk3,MSxk3/05,Lw,2,MR,TRUE
MSxk3,MSxk3/05,Py,3,MR,FALSE
MSxk3,MSxk3/05,Sx,4,MR,FALSE
MSxk3,MSxk3/05,Bl,4,MR,FALSE
MSxk3,MSxk3/06,Pl,1,MR,FALSE
MSxk3,MSxk3/06,Sx,2,MR,FALSE
MSxk3,MSxk3/06,Bl,2,MR,FALSE
MSxk3,MSxk3/06,Fd,3,MR,FALSE
MSxk3,MSxk3/06,Lw,3,MR,TRUE
MSxk3,MSxk3/08,Sx,1,MR,FALSE
MSxk3,MSxk3/08,Bl,1,MR,FALSE
MSxk3,MSxk3/08,Pl,2,MR,FALSE
MSxk3,MSxk3/08,At,3,MR,FALSE
MSxk3,MSxk3/09,Sx,2,MR,FALSE
MSxk3,MSxk3/09,Bl,2,MR,FALSE
MSxk3,MSxk3/09,Pl,2,MR,FALSE
MSxk3,MSxk3/09,At,3,MR,FALSE
MSxk3,MSxk3/09,Ac,3,MR,FALSE
SBSmm,SBSmm/01,Sx,1,MR,FALSE
SBSmm,SBSmm/01,Bl,1,MR,FALSE
SBSmm,SBSmm/01,Pl,1,MR,FALSE
SBSmm,SBSmm/01,Fd,3,MR,FALSE
SBSmm,SBSmm/01,Lw,3,MR,TRUE
SBSmm,SBSmm/01,At,3,MR,FALSE
SBSmm,SBSmm/02,Pl,3,MR,FALSE
SBSmm,SBSmm/02,Sx,4,MR,FALSE
SBSmm,SBSmm/02,Bl,4,MR,FALSE
SBSmm,SBSmm/02,Fd,4,MR,FALSE
SBSmm,SBSmm/03,Pl,1,MR,FALSE
SBSmm,SBSmm/03,Sx,2,MR,FALSE
SBSmm,SBSmm/03,Bl,3,MR,FALSE
SBSmm,SBSmm/03,At,3,MR,FALSE
SBSmm,SBSmm/03,Fd,4,MR,FALSE
SBSmm,SBSmm/03,Lw,4,MR,TRUE
SBSmm,SBSmm/04,Pl,1,MR,FALSE
SBSmm,SBSmm/04,Sx,2,MR,FALSE
SBSmm,SBSmm/04,Bl,2,MR,FALSE
SBSmm,SBSmm/04,Fd,3,MR,FALSE
SBSmm,SBSmm/04,Lw,3,MR,TRUE
SBSmm,SBSmm/05,Sx,1,MR,FALSE
SBSmm,SBSmm/05,Bl,1,MR,FALSE
SBSmm,SBSmm/05,Pl,1,MR,FALSE
SBSmm,SBSmm/05,Fd,3,MR,FALSE
SBSmm,SBSmm/05,Lw,3,MR,TRUE
SBSmm,SBSmm/05,At,3,MR,FALSE
SBSmm,SBSmm/06,Sx,1,MR,FALSE
SBSmm,SBSmm/06,Bl,1,MR,FALSE
SBSmm,SBSmm/06,Pl,1,MR,FALSE
SBSmm,SBSmm/06,Fd,3,MR,FALSE
SBSmm,SBSmm/06,Lw,3,MR,TRUE
SBSmm,SBSmm/06,At,3,MR,FALSE
SBSmm,SBSmm/07,Sx,1,MR,FALSE
SBSmm,SBSmm/07,Bl,1,MR,FALSE
SBSmm,SBSmm/07,Pl,2,MR,FALSE
SBSmm,SBSmm/07,At,3,MR,FALSE
SBSmm,SBSmm/07,Cw,4,MR,FALSE
SBSmm,SBSmm/07,Fd,4,MR,FALSE
SBSmm,SBSmm/07,Sx,1,MR,FALSE
SBSmm,SBSmm/07,Bl,2,MR,FALSE
SBSmm,SBSmm/07,Pl,2,MR,FALSE
SBSmm,SBSmm/07,At,3,MR,FALSE
SBSmm,SBSmm/08,Pl,3,MR,FALSE
SBSmm,SBSmm/08,At,4,MR,FALSE
SBSmm,SBSmm/08,Ac,4,MR,FALSE
SBSmm,SBSmm/09,Bl,2,MR,FALSE
SBSmm,SBSmm/09,Sx,2,MR,FALSE
SBSmm,SBSmm/09,Pl,3,MR,FALSE
SBSmm,SBSmm/09,At,4,MR,FALSE
SBSmm,SBSmm/09,Ac,4,MR,FALSE
