Region_review,zone,BGC,SS_NoSpace,SpecialCode,spp,expert,expert_updated,expert_initials,review_date,ordforfeas_pred,feas.diff,expert_model_same,CFRG,footnotes,expert justification,mean_cover,freq,DD5.grow,SNR_num_mean,EdaCMD_max,EdaCMD_min,aSMR_max,CMD_sm,DDsub0_sp,DD5_sp,Eref_sm,Eref_sp,EXT,MWMT,NFFD_sm,NFFD_sp,PAS,PAS_sp,SHM,Tave_sm,Tave_sp,Tmax_sm,Tmin_sp,Tmin_wt,CMI,feas.orig,pred.feas,SiteUnit.orig,Species
,ESSF,ESSFmww,ESSFmww/110,,Yc,4,,,,3,-1,FALSE,,,,,,630.12,4,100.045,4.585,7,128.41,176.45,53.52,264.99,110.83,27.37,11.61,82.68,18.44,876.95,211.93,43.08,10.23,0.83,15.53,-3.99,-8.83,114.49,4,3,,
,ESSF,ESSFun,ESSFun/h,,Bl,2,,,,1,-1,FALSE,,,,,,529.54,3,187.9,0,8,101.21,254.05,49.48,256.33,68.05,26.86,10.52,77.11,12.59,483.92,88.99,40.07,9.57,-0.27,15.7,-5.57,-13.55,51.21,2,1,,
,ESSF,ESSFun,ESSFun/h,,Sx,4,,,,1,-3,FALSE,,,,,,529.54,3,187.9,0,8,101.21,254.05,49.48,256.33,68.05,26.86,10.52,77.11,12.59,483.92,88.99,40.07,9.57,-0.27,15.7,-5.57,-13.55,51.21,4,1,,
,ESSF,ESSFun,ESSFun/m,,Bl,1,,,,2,1,FALSE,,,,,,529.54,3,500.8,0,5.5,101.21,254.05,49.48,256.33,68.05,26.86,10.52,77.11,12.59,483.92,88.99,40.07,9.57,-0.27,15.7,-5.57,-13.55,51.21,1,2,,
,ESSF,ESSFun,ESSFun/m,,Pl,4,,,,1,-3,FALSE,,,,,,529.54,3,500.8,0,5.5,101.21,254.05,49.48,256.33,68.05,26.86,10.52,77.11,12.59,483.92,88.99,40.07,9.57,-0.27,15.7,-5.57,-13.55,51.21,4,1,,
,ESSF,ESSFun,ESSFun/m,,Sx,4,,,,1,-3,FALSE,,,,,,529.54,3,500.8,0,5.5,101.21,254.05,49.48,256.33,68.05,26.86,10.52,77.11,12.59,483.92,88.99,40.07,9.57,-0.27,15.7,-5.57,-13.55,51.21,4,1,,
,ESSF,ESSFunp,ESSFunp/00,,Bl,3,,,,3,0,TRUE,,,,,,305.12,3,653.62,0,8,75.31,423.23,17.35,203.44,52.83,25.26,8.36,69.2,5.33,1674.89,298.6,29.37,7.34,-3.32,12.12,-8.31,-17.05,180.12,3,3,,
,ESSF,ESSFvc,ESSFvc/01,,Bl,1,,,,1,0,TRUE,1,,,,,582.88,2.5,346.83,0,5.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,1,1,,
,ESSF,ESSFvc,ESSFvc/01,,Hm,2,,,,3,1,FALSE,3,,,,,582.88,2.5,346.83,0,5.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,2,3,,
,ESSF,ESSFvc,ESSFvc/01,,Sx,1,,,,1,0,TRUE,1,,,,,582.88,2.5,346.83,0,5.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,1,1,,
,ESSF,ESSFvc,ESSFvc/02,,Bl,2,,,,3,1,FALSE,2,,,,,582.88,1.5,596.83,250,4.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,2,3,,
,ESSF,ESSFvc,ESSFvc/02,,Hm,3,,,,2,-1,FALSE,3,,,,,582.88,1.5,596.83,250,4.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,3,2,,
,ESSF,ESSFvc,ESSFvc/02,,Pl,3,,,,4,1,FALSE,3,"23, 34",,,,582.88,1.5,596.83,250,4.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,3,4,,
,ESSF,ESSFvc,ESSFvc/02,,Sx,2,,,,2,0,TRUE,1,,,,,582.88,1.5,596.83,250,4.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,2,2,,
,ESSF,ESSFvc,ESSFvc/03,,Bl,1,,,,3,2,FALSE,1,,,,,582.88,2.615384615,596.83,125,5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,1,3,,
,ESSF,ESSFvc,ESSFvc/03,,Hm,2,,,,2,0,TRUE,3,,,,,582.88,2.615384615,596.83,125,5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,2,2,,
,ESSF,ESSFvc,ESSFvc/03,,Pl,4,,,,3,-1,FALSE,,,,,,582.88,2.615384615,596.83,125,5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,4,3,,
,ESSF,ESSFvc,ESSFvc/03,,Sx,1,,,,2,1,FALSE,1,,,,,582.88,2.615384615,596.83,125,5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,1,2,,
,ESSF,ESSFvc,ESSFvc/04,,Bl,1,,,,1,0,TRUE,1,,,,,582.88,3.5,96.83,0,7.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,1,1,,
,ESSF,ESSFvc,ESSFvc/04,,Hm,2,,,,3,1,FALSE,3,,,,,582.88,3.5,96.83,0,7.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,2,3,,
,ESSF,ESSFvc,ESSFvc/04,,Sx,1,,,,1,0,TRUE,1,,,,,582.88,3.5,96.83,0,7.5,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,1,1,,
,ESSF,ESSFvc,ESSFvc/05,,Bl,1,,,,1,0,TRUE,1,"1, 32",,,,582.88,3.3,48.415,0,8,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,1,1,,
,ESSF,ESSFvc,ESSFvc/05,,Hm,2,,,,2,0,TRUE,3,1,,,,582.88,3.3,48.415,0,8,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,2,2,,
,ESSF,ESSFvc,ESSFvc/05,,Sx,1,,,,1,0,TRUE,1,"1, 32",,,,582.88,3.3,48.415,0,8,0,243.44,48.41,249.72,63.4,27.88,11.16,83.66,17.91,1192.42,230.98,20.16,10.01,-0.18,14.99,-4.6,-12.28,156.79,1,1,,
,ESSF,ESSFvcp,ESSFvcp/00,,Bl,3,,,,3,0,TRUE,,,,,,550.44,3,516.71,0,8,0,257.07,40.7,231.44,56.36,27.01,10.79,84.06,18.35,1227.64,246.98,24.33,9.7,-0.55,14.09,-4.69,-12.41,153.29,3,3,,
,ESSF,ESSFvcp,ESSFvcp/00,,Hm,4,,,,2,-2,FALSE,,,,,,550.44,3,516.71,0,8,0,257.07,40.7,231.44,56.36,27.01,10.79,84.06,18.35,1227.64,246.98,24.33,9.7,-0.55,14.09,-4.69,-12.41,153.29,4,2,,
,ESSF,ESSFvcw,ESSFvcw/01,,Bl,2,,,,1,-1,FALSE,1,,,,,610.38,2.5,288.99,0,6,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,2,1,,
,ESSF,ESSFvcw,ESSFvcw/01,,Hm,3,,,,3,0,TRUE,3,,,,,610.38,2.5,288.99,0,6,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,3,3,,
,ESSF,ESSFvcw,ESSFvcw/01,,Sx,2,,,,1,-1,FALSE,1,,,,,610.38,2.5,288.99,0,6,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,2,1,,
,ESSF,ESSFvcw,ESSFvcw/02,,Bl,3,,,,2,-1,FALSE,2,,,,,610.38,1.5,538.99,250,4.5,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,3,2,,
,ESSF,ESSFvcw,ESSFvcw/02,,Hm,3,,,,3,0,TRUE,3,,,,,610.38,1.5,538.99,250,4.5,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,3,3,,
,ESSF,ESSFvcw,ESSFvcw/02,,Pl,4,,,,2,-2,FALSE,3,"23, 34",,,,610.38,1.5,538.99,250,4.5,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,4,2,,
,ESSF,ESSFvcw,ESSFvcw/02,,Sx,3,,,,2,-1,FALSE,1,,,,,610.38,1.5,538.99,250,4.5,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,3,2,,
,ESSF,ESSFvcw,ESSFvcw/03,,Bl,2,,,,3,1,FALSE,1,,,,,610.38,2.615384615,538.99,125,5,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,2,3,,
,ESSF,ESSFvcw,ESSFvcw/03,,Hm,3,,,,3,0,TRUE,3,,,,,610.38,2.615384615,538.99,125,5,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,3,3,,
,ESSF,ESSFvcw,ESSFvcw/03,,Pl,4,,,,1,-3,FALSE,,,,,,610.38,2.615384615,538.99,125,5,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,4,1,,
,ESSF,ESSFvcw,ESSFvcw/03,,Sx,2,,,,2,0,TRUE,1,,,,,610.38,2.615384615,538.99,125,5,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,2,2,,
,ESSF,ESSFvcw,ESSFvcw/04,,Bl,2,,,,2,0,TRUE,1,,,,,610.38,3.5,38.99,0,8,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,2,2,,
,ESSF,ESSFvcw,ESSFvcw/04,,Hm,3,,,,3,0,TRUE,3,,,,,610.38,3.5,38.99,0,8,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,3,3,,
,ESSF,ESSFvcw,ESSFvcw/04,,Sx,2,,,,2,0,TRUE,1,,,,,610.38,3.5,38.99,0,8,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,2,2,,
,ESSF,ESSFvcw,ESSFvcw/05,,Bl,2,,,,2,0,TRUE,1,"1, 32",,,,610.38,3.3,19.495,0,8,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,2,2,,
,ESSF,ESSFvcw,ESSFvcw/05,,Hm,3,,,,3,0,TRUE,3,1,,,,610.38,3.3,19.495,0,8,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,3,3,,
,ESSF,ESSFvcw,ESSFvcw/05,,Sx,2,,,,2,0,TRUE,1,"1, 32",,,,610.38,3.3,19.495,0,8,7.37,224.36,51.48,252.65,104.9,28.13,11.36,85.05,18.26,1055.49,203.15,26.76,10.25,0.15,15.22,-4.33,-11.82,130.55,2,2,,
,ESSF,ESSFwc2,ESSFwc2/01,,Bl,1,,,,1,0,TRUE,1,,,31.09,1,1055.04,2.5,326.9,0,5.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /01,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/01,,Pl,3,,,,3,0,TRUE,3,"23, 34",,,,1055.04,2.5,326.9,0,5.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,,
,ESSF,ESSFwc2,ESSFwc2/01,,Sx,1,,,,1,0,TRUE,1,,,17.68,1,1055.04,2.5,326.9,0,5.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /01,PICEENE
,ESSF,ESSFwc2,ESSFwc2/02,,Bl,3,,,,3,0,TRUE,2,34,,8.9,1,1055.04,1.5,576.9,250,4.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /02,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/02,,Bl,3,,,,3,0,TRUE,2,"10, 13, 14",,8.9,1,1055.04,1.5,576.9,250,4.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /02,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/02,,Pl,2,,,,3,1,FALSE,2,"34, 32",,23,1,1055.04,1.5,576.9,250,4.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,2,3,ESSFwc 2 /02,PINUCON
,ESSF,ESSFwc2,ESSFwc2/02,,Pl,2,,,,3,1,FALSE,1,,,23,1,1055.04,1.5,576.9,250,4.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,2,3,ESSFwc 2 /02,PINUCON
,ESSF,ESSFwc2,ESSFwc2/02,,Sx,2,,,,3,1,FALSE,1,,,11.88,0.8,1055.04,1.5,576.9,250,4.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,2,3,ESSFwc 2 /02,PICEENE
,ESSF,ESSFwc2,ESSFwc2/02,,Sx,2,,,,3,1,FALSE,2,"10, 13",,11.88,0.8,1055.04,1.5,576.9,250,4.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,2,3,ESSFwc 2 /02,PICEENE
,ESSF,ESSFwc2,ESSFwc2/03,,Bl,2,,,,1,-1,FALSE,1,,,23.7,1,1055.04,2.8,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,2,1,ESSFwc 2 /03,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/03,,Bl,2,,,,1,-1,FALSE,2,"10, 13",,23.7,1,1055.04,2.8,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,2,1,ESSFwc 2 /03,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/03,,Pl,3,,,,3,0,TRUE,3,34,,40,0.2,1055.04,2.8,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /03,PINUCON
,ESSF,ESSFwc2,ESSFwc2/03,,Pl,3,,,,3,0,TRUE,2,"23, 34",,40,0.2,1055.04,2.8,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /03,PINUCON
,ESSF,ESSFwc2,ESSFwc2/03,,Pl,3,,,,3,0,TRUE,3,"23, 34",,40,0.2,1055.04,2.8,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /03,PINUCON
,ESSF,ESSFwc2,ESSFwc2/03,,Sx,1,,,,1,0,TRUE,1,,,22.2,1,1055.04,2.8,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /03,PICEENE
,ESSF,ESSFwc2,ESSFwc2/04,,Bl,2,,,,1,-1,FALSE,1,,,28.67,1,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,2,1,ESSFwc 2 /04,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/04,,Pl,3,,,,3,0,TRUE,3,34,,26,0.33,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /04,PINUCON
,ESSF,ESSFwc2,ESSFwc2/04,,Pl,3,,,,3,0,TRUE,2,"23, 34",,26,0.33,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /04,PINUCON
,ESSF,ESSFwc2,ESSFwc2/04,,Pl,3,,,,3,0,TRUE,3,"23, 34",,26,0.33,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /04,PINUCON
,ESSF,ESSFwc2,ESSFwc2/04,,Sx,1,,,,1,0,TRUE,1,,,21.17,1,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /04,PICEENE
,ESSF,ESSFwc2,ESSFwc2/05,,Bl,1,,,,2,1,FALSE,1,,,30.71,1,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,2,ESSFwc 2 /05,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/05,,Pl,3,,,,3,0,TRUE,3,"34, 28",,2,0.29,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /05,PINUCON
,ESSF,ESSFwc2,ESSFwc2/05,,Pl,3,,,,3,0,TRUE,3,"23, 34",,2,0.29,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /05,PINUCON
,ESSF,ESSFwc2,ESSFwc2/05,,Pl,3,,,,3,0,TRUE,3,34,,2,0.29,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,ESSFwc 2 /05,PINUCON
,ESSF,ESSFwc2,ESSFwc2/05,,Sx,1,,,,1,0,TRUE,1,32,,13.3,0.71,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /05,PICEENE
,ESSF,ESSFwc2,ESSFwc2/05,,Sx,1,,,,1,0,TRUE,1,,,13.3,0.71,1055.04,2.5,451.9,125,5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /05,PICEENE
,ESSF,ESSFwc2,ESSFwc2/06,,Bl,1,,,,1,0,TRUE,1,32,,26.63,1,1055.04,2.5,201.9,0,6.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /06,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/06,,Pl,3,,,,3,0,TRUE,3,"23, 34",,,,1055.04,2.5,201.9,0,6.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,,
,ESSF,ESSFwc2,ESSFwc2/06,,Sx,1,,,,1,0,TRUE,1,32,,19.25,1,1055.04,2.5,201.9,0,6.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /06,PICEENE
,ESSF,ESSFwc2,ESSFwc2/07,,Bl,1,,,,1,0,TRUE,1,,,25.04,1,1055.04,3.5,201.9,0,6.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /07,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/07,,Bl,1,,,,1,0,TRUE,1,32,,25.04,1,1055.04,3.5,201.9,0,6.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /07,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/07,,Pl,3,,,,3,0,TRUE,3,"23, 34",,,,1055.04,3.5,201.9,0,6.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,,
,ESSF,ESSFwc2,ESSFwc2/07,,Sx,1,,,,1,0,TRUE,1,1,,18.08,1,1055.04,3.5,201.9,0,6.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /07,PICEENE
,ESSF,ESSFwc2,ESSFwc2/07,,Sx,1,,,,1,0,TRUE,1,32,,18.08,1,1055.04,3.5,201.9,0,6.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /07,PICEENE
,ESSF,ESSFwc2,ESSFwc2/07,,Sx,1,,,,1,0,TRUE,1,,,18.08,1,1055.04,3.5,201.9,0,6.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /07,PICEENE
,ESSF,ESSFwc2,ESSFwc2/08,,Bl,1,,,,1,0,TRUE,1,1,,25.83,1,1055.04,3.5,100.95,0,7.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /08,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/08,,Bl,1,,,,1,0,TRUE,1,"1, 32",,25.83,1,1055.04,3.5,100.95,0,7.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /08,ABIELAS
,ESSF,ESSFwc2,ESSFwc2/08,,Pl,3,,,,3,0,TRUE,3,"23, 34",,,,1055.04,3.5,100.95,0,7.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,,
,ESSF,ESSFwc2,ESSFwc2/08,,Pl,3,,,,3,0,TRUE,3,"23, 24",,,,1055.04,3.5,100.95,0,7.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,,
,ESSF,ESSFwc2,ESSFwc2/08,,Sx,1,,,,1,0,TRUE,2,"1, 32",,21.25,1,1055.04,3.5,100.95,0,7.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /08,PICEENE
,ESSF,ESSFwc2,ESSFwc2/08,,Sx,1,,,,1,0,TRUE,1,"1, 32",,21.25,1,1055.04,3.5,100.95,0,7.5,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,1,1,ESSFwc 2 /08,PICEENE
,ESSF,ESSFwc2,ESSFwc2/09,,Bl,2,,,,1,-1,FALSE,1,,,,,1055.04,2.5,50.475,0,8,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,2,1,,
,ESSF,ESSFwc2,ESSFwc2/09,,Pl,3,,,,3,0,TRUE,1,1,,,,1055.04,2.5,50.475,0,8,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,3,3,,
,ESSF,ESSFwc2,ESSFwc2/09,,Sx,2,,,,1,-1,FALSE,2,"1, 32",,,,1055.04,2.5,50.475,0,8,110.18,123.79,130.5,300.49,127.4,31.21,14.61,90.19,33.94,479.21,72.26,45.09,13.61,3.04,19.15,-1.71,-9.92,60.21,2,1,,
