"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","expert_update","mod","outrange"
"7861","ICHdw4","ICHdw4/110","Bl",3,"Bl",3,NA,NA,FALSE
"7862","ICHdw4","ICHdw4/110","Cw",1,"Cw",1,NA,NA,FALSE
"7863","ICHdw4","ICHdw4/110","Ep",2,"Ep",2,NA,NA,FALSE
"7864","ICHdw4","ICHdw4/110","Fdi",2,"Fd",2,NA,NA,TRUE
"7865","ICHdw4","ICHdw4/110","Hw",1,"Hw",1,NA,NA,FALSE
"7866","ICHdw4","ICHdw4/110","Lw",2,"Lw",2,NA,NA,TRUE
"7867","ICHdw4","ICHdw4/110","Pli",2,"Pl",2,NA,NA,FALSE
"7868","ICHdw4","ICHdw4/110","Pw",2,"Pw",2,NA,NA,FALSE
"7869","ICHdw4","ICHdw4/110","Sxw",2,"Sx",2,NA,NA,FALSE
"7870","ICHdw4","ICHdw4/111","Act",2,"Ac",2,NA,NA,FALSE
"7871","ICHdw4","ICHdw4/111","At",3,"At",3,NA,NA,FALSE
"7872","ICHdw4","ICHdw4/111","Bl",3,"Bl",3,NA,NA,FALSE
"7873","ICHdw4","ICHdw4/111","Cw",1,"Cw",1,NA,NA,FALSE
"7874","ICHdw4","ICHdw4/111","Ep",2,"Ep",2,NA,NA,FALSE
"7875","ICHdw4","ICHdw4/111","Hw",2,"Hw",2,NA,NA,FALSE
"7876","ICHdw4","ICHdw4/111","Pw",3,"Pw",3,NA,NA,FALSE
"7877","ICHdw4","ICHdw4/111","Sxw",1,"Sx",1,NA,NA,FALSE
"7878","ICHdw4","ICHdw4/112","Act",2,"Ac",2,NA,NA,FALSE
"7879","ICHdw4","ICHdw4/112","At",5,"At",5,NA,NA,FALSE
"7880","ICHdw4","ICHdw4/112","Bl",3,"Bl",3,NA,NA,FALSE
"7881","ICHdw4","ICHdw4/112","Cw",1,"Cw",1,NA,NA,FALSE
"7882","ICHdw4","ICHdw4/112","Ep",2,"Ep",2,NA,NA,FALSE
"7883","ICHdw4","ICHdw4/112","Hw",2,"Hw",2,NA,NA,FALSE
"7884","ICHdw4","ICHdw4/112","Pw",5,"Pw",5,NA,NA,FALSE
"7885","ICHdw4","ICHdw4/112","Sxw",2,"Sx",2,NA,NA,FALSE
"8181","ICHmk1","ICHmk1/101","Act",3,"Ac",3,NA,NA,FALSE
"8182","ICHmk1","ICHmk1/101","At",2,"At",2,NA,NA,FALSE
"8183","ICHmk1","ICHmk1/101","Bl",2,"Bl",2,NA,NA,FALSE
"8184","ICHmk1","ICHmk1/101","Cw",1,"Cw",1,NA,NA,FALSE
"8185","ICHmk1","ICHmk1/101","Ep",2,"Ep",2,NA,NA,FALSE
"8186","ICHmk1","ICHmk1/101","Fdi",1,"Fd",1,NA,NA,FALSE
"8187","ICHmk1","ICHmk1/101","Lw",1,"Lw",1,NA,NA,FALSE
"8188","ICHmk1","ICHmk1/101","Pli",2,"Pl",2,NA,NA,FALSE
"8189","ICHmk1","ICHmk1/101","Pyi",4,"Py",4,NA,NA,FALSE
"8190","ICHmk1","ICHmk1/101","Sxw",1,"Sx",1,NA,NA,FALSE
"8191","ICHmk1","ICHmk1/102","Bl",3,"Bl",3,NA,NA,FALSE
"8192","ICHmk1","ICHmk1/102","Fdi",1,"Fd",1,NA,NA,FALSE
"8193","ICHmk1","ICHmk1/102","Pli",2,"Pl",2,NA,NA,FALSE
"8194","ICHmk1","ICHmk1/102","Pyi",3,"Py",3,NA,NA,FALSE
"8195","ICHmk1","ICHmk1/102","Sxw",3,"Sx",3,NA,NA,FALSE
"8196","ICHmk1","ICHmk1/103","At",3,"At",3,NA,NA,FALSE
"8197","ICHmk1","ICHmk1/103","Bl",3,"Bl",3,NA,NA,FALSE
"8198","ICHmk1","ICHmk1/103","Cw",3,"Cw",3,NA,NA,FALSE
"8199","ICHmk1","ICHmk1/103","Ep",3,"Ep",3,NA,NA,FALSE
"8200","ICHmk1","ICHmk1/103","Fdi",1,"Fd",1,NA,NA,FALSE
"8201","ICHmk1","ICHmk1/103","Lw",2,"Lw",2,NA,NA,FALSE
"8202","ICHmk1","ICHmk1/103","Pli",2,"Pl",2,NA,NA,FALSE
"8203","ICHmk1","ICHmk1/103","Pyi",4,"Py",4,NA,NA,FALSE
"8204","ICHmk1","ICHmk1/103","Sxw",3,"Sx",3,NA,NA,FALSE
"8205","ICHmk1","ICHmk1/104","At",2,"At",2,NA,NA,FALSE
"8206","ICHmk1","ICHmk1/104","Bl",2,"Bl",2,NA,NA,FALSE
"8207","ICHmk1","ICHmk1/104","Cw",3,"Cw",3,NA,NA,FALSE
"8208","ICHmk1","ICHmk1/104","Ep",2,"Ep",2,NA,NA,FALSE
"8209","ICHmk1","ICHmk1/104","Fdi",2,"Fd",2,NA,NA,FALSE
"8210","ICHmk1","ICHmk1/104","Lw",2,"Lw",2,NA,NA,FALSE
"8211","ICHmk1","ICHmk1/104","Pli",1,"Pl",1,NA,NA,FALSE
"8212","ICHmk1","ICHmk1/104","Pyi",4,"Py",4,NA,NA,FALSE
"8213","ICHmk1","ICHmk1/104","Sxw",2,"Sx",2,NA,NA,FALSE
"8214","ICHmk1","ICHmk1/105","At",2,"At",2,NA,NA,FALSE
"8215","ICHmk1","ICHmk1/105","Bl",3,"Bl",3,NA,NA,FALSE
"8216","ICHmk1","ICHmk1/105","Cw",2,"Cw",2,NA,NA,FALSE
"8217","ICHmk1","ICHmk1/105","Ep",2,"Ep",2,NA,NA,FALSE
"8218","ICHmk1","ICHmk1/105","Fdi",1,"Fd",1,NA,NA,FALSE
"8219","ICHmk1","ICHmk1/105","Lw",1,"Lw",1,NA,NA,FALSE
"8220","ICHmk1","ICHmk1/105","Pli",1,"Pl",1,NA,NA,FALSE
"8221","ICHmk1","ICHmk1/105","Sxw",2,"Sx",2,NA,NA,FALSE
"8222","ICHmk1","ICHmk1/110","Act",2,"Ac",2,NA,NA,FALSE
"8223","ICHmk1","ICHmk1/110","At",2,"At",2,NA,NA,FALSE
"8224","ICHmk1","ICHmk1/110","Bl",2,"Bl",2,NA,NA,FALSE
"8225","ICHmk1","ICHmk1/110","Cw",1,"Cw",1,NA,NA,FALSE
"8226","ICHmk1","ICHmk1/110","Ep",3,"Ep",3,NA,NA,FALSE
"8227","ICHmk1","ICHmk1/110","Fdi",1,"Fd",1,NA,NA,FALSE
"8228","ICHmk1","ICHmk1/110","Lw",2,"Lw",2,NA,NA,FALSE
"8229","ICHmk1","ICHmk1/110","Pli",2,"Pl",2,NA,NA,FALSE
"8230","ICHmk1","ICHmk1/110","Sxw",1,"Sx",1,NA,NA,FALSE
"8231","ICHmk1","ICHmk1/111","Act",2,"Ac",2,NA,NA,FALSE
"8232","ICHmk1","ICHmk1/111","At",2,"At",2,NA,NA,FALSE
"8233","ICHmk1","ICHmk1/111","Bl",2,"Bl",2,NA,NA,FALSE
"8234","ICHmk1","ICHmk1/111","Cw",1,"Cw",1,NA,NA,FALSE
"8235","ICHmk1","ICHmk1/111","Ep",2,"Ep",2,NA,NA,FALSE
"8236","ICHmk1","ICHmk1/111","Fdi",2,"Fd",2,NA,NA,FALSE
"8237","ICHmk1","ICHmk1/111","Lw",2,"Lw",2,NA,NA,FALSE
"8238","ICHmk1","ICHmk1/111","Pli",2,"Pl",2,NA,NA,FALSE
"8239","ICHmk1","ICHmk1/111","Sxw",1,"Sx",1,NA,NA,FALSE
"8240","ICHmk1","ICHmk1/112","Act",2,"Ac",2,NA,NA,FALSE
"8241","ICHmk1","ICHmk1/112","At",3,"At",3,NA,NA,FALSE
"8242","ICHmk1","ICHmk1/112","Bl",2,"Bl",2,NA,NA,FALSE
"8243","ICHmk1","ICHmk1/112","Cw",2,"Cw",2,NA,NA,FALSE
"8244","ICHmk1","ICHmk1/112","Ep",3,"Ep",3,NA,NA,FALSE
"8245","ICHmk1","ICHmk1/112","Fdi",5,"Fd",5,NA,NA,FALSE
"8246","ICHmk1","ICHmk1/112","Lw",5,"Lw",5,NA,NA,FALSE
"8247","ICHmk1","ICHmk1/112","Pli",3,"Pl",3,NA,NA,FALSE
"8248","ICHmk1","ICHmk1/112","Sxw",1,"Sx",1,NA,NA,FALSE
"8353","ICHmk4","ICHmk4/101","Act",3,"Ac",3,NA,NA,FALSE
"8354","ICHmk4","ICHmk4/101","At",2,"At",2,NA,NA,FALSE
"8355","ICHmk4","ICHmk4/101","Bl",2,"Bl",2,NA,NA,FALSE
"8356","ICHmk4","ICHmk4/101","Cw",1,"Cw",1,NA,NA,FALSE
"8357","ICHmk4","ICHmk4/101","Ep",2,"Ep",2,NA,NA,FALSE
"8358","ICHmk4","ICHmk4/101","Fdi",2,"Fd",2,NA,NA,FALSE
"8359","ICHmk4","ICHmk4/101","Lw",2,"Lw",2,NA,NA,FALSE
"8360","ICHmk4","ICHmk4/101","Pli",3,"Pl",3,NA,NA,FALSE
"8361","ICHmk4","ICHmk4/101","Sxw",1,"Sx",1,NA,NA,FALSE
"8362","ICHmk4","ICHmk4/102","At",3,"At",3,NA,NA,FALSE
"8363","ICHmk4","ICHmk4/102","Ep",3,"Ep",3,NA,NA,FALSE
"8364","ICHmk4","ICHmk4/102","Fdi",2,"Fd",2,NA,NA,FALSE
"8365","ICHmk4","ICHmk4/102","Lw",3,"Lw",3,NA,NA,FALSE
"8366","ICHmk4","ICHmk4/102","Pli",3,"Pl",3,NA,NA,FALSE
"8367","ICHmk4","ICHmk4/102","Pyi",4,"Py",4,NA,NA,FALSE
"8368","ICHmk4","ICHmk4/102a","At",3,"At",3,NA,NA,FALSE
"8369","ICHmk4","ICHmk4/102a","Ep",3,"Ep",3,NA,NA,FALSE
"8370","ICHmk4","ICHmk4/102a","Fdi",2,"Fd",2,NA,NA,FALSE
"8371","ICHmk4","ICHmk4/102a","Lw",3,"Lw",3,NA,NA,FALSE
"8372","ICHmk4","ICHmk4/102a","Pli",3,"Pl",3,NA,NA,FALSE
"8373","ICHmk4","ICHmk4/102a","Pyi",4,"Py",4,NA,NA,FALSE
"8374","ICHmk4","ICHmk4/102b","At",3,"At",3,NA,NA,FALSE
"8375","ICHmk4","ICHmk4/102b","Ep",3,"Ep",3,NA,NA,FALSE
"8376","ICHmk4","ICHmk4/102b","Fdi",2,"Fd",2,NA,NA,FALSE
"8377","ICHmk4","ICHmk4/102b","Lw",3,"Lw",3,NA,NA,FALSE
"8378","ICHmk4","ICHmk4/102b","Pli",3,"Pl",3,NA,NA,FALSE
"8379","ICHmk4","ICHmk4/102b","Pyi",4,"Py",4,NA,NA,FALSE
"8380","ICHmk4","ICHmk4/103","At",2,"At",2,NA,NA,FALSE
"8381","ICHmk4","ICHmk4/103","Bl",3,"Bl",3,NA,NA,FALSE
"8382","ICHmk4","ICHmk4/103","Ep",2,"Ep",2,NA,NA,FALSE
"8383","ICHmk4","ICHmk4/103","Fdi",1,"Fd",1,NA,NA,FALSE
"8384","ICHmk4","ICHmk4/103","Lw",2,"Lw",2,NA,NA,FALSE
"8385","ICHmk4","ICHmk4/103","Pli",2,"Pl",2,NA,NA,FALSE
"8386","ICHmk4","ICHmk4/103","Sxw",2,"Sx",2,NA,NA,FALSE
"8387","ICHmk4","ICHmk4/110","Act",2,"Ac",2,NA,NA,FALSE
"8388","ICHmk4","ICHmk4/110","At",2,"At",2,NA,NA,FALSE
"8389","ICHmk4","ICHmk4/110","Bl",2,"Bl",2,NA,NA,FALSE
"8390","ICHmk4","ICHmk4/110","Cw",1,"Cw",1,NA,NA,FALSE
"8391","ICHmk4","ICHmk4/110","Ep",2,"Ep",2,NA,NA,FALSE
"8392","ICHmk4","ICHmk4/110","Fdi",3,"Fd",3,NA,NA,FALSE
"8393","ICHmk4","ICHmk4/110","Lw",3,"Lw",3,NA,NA,FALSE
"8394","ICHmk4","ICHmk4/110","Sxw",1,"Sx",1,NA,NA,FALSE
"8395","ICHmk4","ICHmk4/111","Act",2,"Ac",2,NA,NA,FALSE
"8396","ICHmk4","ICHmk4/111","At",3,"At",3,NA,NA,FALSE
"8397","ICHmk4","ICHmk4/111","Bl",2,"Bl",2,NA,NA,FALSE
"8398","ICHmk4","ICHmk4/111","Cw",1,"Cw",1,NA,NA,FALSE
"8399","ICHmk4","ICHmk4/111","Ep",2,"Ep",2,NA,NA,FALSE
"8400","ICHmk4","ICHmk4/111","Sxw",1,"Sx",1,NA,NA,FALSE
"8401","ICHmk4","ICHmk4/112","Act",2,"Ac",2,NA,NA,FALSE
"8402","ICHmk4","ICHmk4/112","At",2,"At",2,NA,NA,FALSE
"8403","ICHmk4","ICHmk4/112","Bl",2,"Bl",2,NA,NA,FALSE
"8404","ICHmk4","ICHmk4/112","Cw",2,"Cw",2,NA,NA,FALSE
"8405","ICHmk4","ICHmk4/112","Ep",2,"Ep",2,NA,NA,FALSE
"8406","ICHmk4","ICHmk4/112","Sxw",1,"Sx",1,NA,NA,FALSE
"8411","ICHmk5","ICHmk5/101","Act",3,"Ac",3,NA,NA,FALSE
"8412","ICHmk5","ICHmk5/101","At",2,"At",2,NA,NA,FALSE
"8413","ICHmk5","ICHmk5/101","Bl",2,"Bl",2,NA,NA,FALSE
"8414","ICHmk5","ICHmk5/101","Cw",2,"Cw",2,NA,NA,FALSE
"8415","ICHmk5","ICHmk5/101","Ep",2,"Ep",2,NA,NA,FALSE
"8416","ICHmk5","ICHmk5/101","Fdi",1,"Fd",1,NA,NA,FALSE
"8417","ICHmk5","ICHmk5/101","Lw",3,"Lw",3,NA,NA,TRUE
"8418","ICHmk5","ICHmk5/101","Pli",2,"Pl",2,NA,NA,FALSE
"8419","ICHmk5","ICHmk5/101","Sxw",1,"Sx",1,NA,NA,FALSE
"8420","ICHmk5","ICHmk5/102","At",3,"At",3,NA,NA,FALSE
"8421","ICHmk5","ICHmk5/102","Ep",3,"Ep",3,NA,NA,FALSE
"8422","ICHmk5","ICHmk5/102","Fdi",1,"Fd",1,NA,NA,FALSE
"8423","ICHmk5","ICHmk5/102","Pf",3,"Pf",3,NA,NA,FALSE
"8424","ICHmk5","ICHmk5/102","Pli",3,"Pl",3,NA,NA,FALSE
"8425","ICHmk5","ICHmk5/103","At",2,"At",2,NA,NA,FALSE
"8426","ICHmk5","ICHmk5/103","Ep",2,"Ep",2,NA,NA,FALSE
"8427","ICHmk5","ICHmk5/103","Fdi",1,"Fd",1,NA,NA,FALSE
"8428","ICHmk5","ICHmk5/103","Lw",3,"Lw",3,NA,NA,TRUE
"8429","ICHmk5","ICHmk5/103","Pli",2,"Pl",2,NA,NA,FALSE
"8430","ICHmk5","ICHmk5/104","At",2,"At",2,NA,NA,FALSE
"8431","ICHmk5","ICHmk5/104","Bl",3,"Bl",3,NA,NA,FALSE
"8432","ICHmk5","ICHmk5/104","Ep",2,"Ep",2,NA,NA,FALSE
"8433","ICHmk5","ICHmk5/104","Fdi",1,"Fd",1,NA,NA,FALSE
"8434","ICHmk5","ICHmk5/104","Lw",3,"Lw",3,NA,NA,TRUE
"8435","ICHmk5","ICHmk5/104","Pli",2,"Pl",2,NA,NA,FALSE
"8436","ICHmk5","ICHmk5/104","Sxw",2,"Sx",2,NA,NA,FALSE
"8437","ICHmk5","ICHmk5/110","Act",2,"Ac",2,NA,NA,FALSE
"8438","ICHmk5","ICHmk5/110","At",2,"At",2,NA,NA,FALSE
"8439","ICHmk5","ICHmk5/110","Bl",2,"Bl",2,NA,NA,FALSE
"8440","ICHmk5","ICHmk5/110","Cw",1,"Cw",1,NA,NA,FALSE
"8441","ICHmk5","ICHmk5/110","Ep",2,"Ep",2,NA,NA,FALSE
"8442","ICHmk5","ICHmk5/110","Fdi",2,"Fd",2,NA,NA,FALSE
"8443","ICHmk5","ICHmk5/110","Lw",3,"Lw",3,NA,NA,TRUE
"8444","ICHmk5","ICHmk5/110","Sxw",1,"Sx",1,NA,NA,FALSE
"8445","ICHmk5","ICHmk5/111","Act",2,"Ac",2,NA,NA,FALSE
"8446","ICHmk5","ICHmk5/111","At",2,"At",2,NA,NA,FALSE
"8447","ICHmk5","ICHmk5/111","Bl",2,"Bl",2,NA,NA,FALSE
"8448","ICHmk5","ICHmk5/111","Ep",2,"Ep",2,NA,NA,FALSE
"8449","ICHmk5","ICHmk5/111","Fdi",2,"Fd",2,NA,NA,FALSE
"8450","ICHmk5","ICHmk5/111","Sxw",1,"Sx",1,NA,NA,FALSE
"8451","ICHmk5","ICHmk5/112","Act",2,"Ac",2,NA,NA,FALSE
"8452","ICHmk5","ICHmk5/112","At",3,"At",3,NA,NA,FALSE
"8453","ICHmk5","ICHmk5/112","Bl",2,"Bl",2,NA,NA,FALSE
"8454","ICHmk5","ICHmk5/112","Cw",2,"Cw",2,NA,NA,FALSE
"8455","ICHmk5","ICHmk5/112","Ep",2,"Ep",2,NA,NA,FALSE
"8456","ICHmk5","ICHmk5/112","Sxw",1,"Sx",1,NA,NA,FALSE
"8573","ICHmw1","ICHmw1/01","At",2,"At",2,NA,NA,FALSE
"8574","ICHmw1","ICHmw1/01","Bl",3,"Bl",3,NA,NA,FALSE
"8575","ICHmw1","ICHmw1/01","Cw",2,"Cw",2,NA,NA,FALSE
"8576","ICHmw1","ICHmw1/01","Ep",2,"Ep",2,NA,NA,FALSE
"8577","ICHmw1","ICHmw1/01","Fdi",1,"Fd",1,NA,NA,FALSE
"8578","ICHmw1","ICHmw1/01","Hw",3,"Hw",3,NA,NA,FALSE
"8579","ICHmw1","ICHmw1/01","Lw",3,"Lw",3,NA,NA,TRUE
"8580","ICHmw1","ICHmw1/01","Pli",1,"Pl",1,NA,NA,FALSE
"8581","ICHmw1","ICHmw1/01","Pw",2,"Pw",2,NA,NA,FALSE
"8582","ICHmw1","ICHmw1/01","Sxw",2,"Sx",2,NA,NA,FALSE
"8583","ICHmw1","ICHmw1/02","At",3,"At",3,NA,NA,FALSE
"8584","ICHmw1","ICHmw1/02","Bl",3,"Bl",3,NA,NA,FALSE
"8585","ICHmw1","ICHmw1/02","Cw",3,"Cw",3,NA,NA,FALSE
"8586","ICHmw1","ICHmw1/02","Ep",3,"Ep",3,NA,NA,FALSE
"8587","ICHmw1","ICHmw1/02","Fdi",1,"Fd",1,NA,NA,FALSE
"8588","ICHmw1","ICHmw1/02","Hw",3,"Hw",3,NA,NA,FALSE
"8589","ICHmw1","ICHmw1/02","Lw",3,"Lw",3,NA,NA,TRUE
"8590","ICHmw1","ICHmw1/02","Pli",2,"Pl",2,NA,NA,FALSE
"8591","ICHmw1","ICHmw1/02","Pw",2,"Pw",2,NA,NA,FALSE
"8592","ICHmw1","ICHmw1/02","Sxw",3,"Sx",3,NA,NA,FALSE
"8593","ICHmw1","ICHmw1/03","At",3,"At",3,NA,NA,FALSE
"8594","ICHmw1","ICHmw1/03","Bl",2,"Bl",2,NA,NA,FALSE
"8595","ICHmw1","ICHmw1/03","Cw",3,"Cw",3,NA,NA,FALSE
"8596","ICHmw1","ICHmw1/03","Ep",3,"Ep",3,NA,NA,FALSE
"8597","ICHmw1","ICHmw1/03","Fdi",1,"Fd",1,NA,NA,FALSE
"8598","ICHmw1","ICHmw1/03","Hw",3,"Hw",3,NA,NA,FALSE
"8599","ICHmw1","ICHmw1/03","Lw",3,"Lw",3,NA,NA,TRUE
"8600","ICHmw1","ICHmw1/03","Pli",1,"Pl",1,NA,NA,FALSE
"8601","ICHmw1","ICHmw1/03","Pw",2,"Pw",2,NA,NA,FALSE
"8602","ICHmw1","ICHmw1/03","Sxw",2,"Sx",2,NA,NA,FALSE
"8603","ICHmw1","ICHmw1/04","At",3,"At",3,NA,NA,FALSE
"8604","ICHmw1","ICHmw1/04","Bl",3,"Bl",3,NA,NA,FALSE
"8605","ICHmw1","ICHmw1/04","Cw",3,"Cw",3,NA,NA,FALSE
"8606","ICHmw1","ICHmw1/04","Ep",2,"Ep",2,NA,NA,FALSE
"8607","ICHmw1","ICHmw1/04","Fdi",1,"Fd",1,NA,NA,FALSE
"8608","ICHmw1","ICHmw1/04","Hw",3,"Hw",3,NA,NA,FALSE
"8609","ICHmw1","ICHmw1/04","Lw",3,"Lw",3,NA,NA,TRUE
"8610","ICHmw1","ICHmw1/04","Pa",3,"Pa",3,NA,NA,FALSE
"8611","ICHmw1","ICHmw1/04","Pli",1,"Pl",1,NA,NA,FALSE
"8612","ICHmw1","ICHmw1/04","Pw",2,"Pw",2,NA,NA,FALSE
"8613","ICHmw1","ICHmw1/04","Sxw",3,"Sx",3,NA,NA,FALSE
"8614","ICHmw1","ICHmw1/05","Act",2,"Ac",2,NA,NA,FALSE
"8615","ICHmw1","ICHmw1/05","At",3,"At",3,NA,NA,FALSE
"8616","ICHmw1","ICHmw1/05","Bl",2,"Bl",2,NA,NA,FALSE
"8617","ICHmw1","ICHmw1/05","Cw",1,"Cw",1,NA,NA,FALSE
"8618","ICHmw1","ICHmw1/05","Ep",2,"Ep",2,NA,NA,FALSE
"8619","ICHmw1","ICHmw1/05","Fdi",1,"Fd",1,NA,NA,FALSE
"8620","ICHmw1","ICHmw1/05","Hw",1,"Hw",1,NA,NA,FALSE
"8621","ICHmw1","ICHmw1/05","Pli",2,"Pl",2,NA,NA,FALSE
"8622","ICHmw1","ICHmw1/05","Pw",2,"Pw",2,NA,NA,FALSE
"8623","ICHmw1","ICHmw1/05","Sxw",1,"Sx",1,NA,NA,FALSE
"8624","ICHmw1","ICHmw1/06","Act",2,"Ac",2,NA,NA,FALSE
"8625","ICHmw1","ICHmw1/06","At",3,"At",3,NA,NA,FALSE
"8626","ICHmw1","ICHmw1/06","Bl",1,"Bl",1,NA,NA,FALSE
"8627","ICHmw1","ICHmw1/06","Cw",1,"Cw",1,NA,NA,FALSE
"8628","ICHmw1","ICHmw1/06","Ep",2,"Ep",2,NA,NA,FALSE
"8629","ICHmw1","ICHmw1/06","Fdi",2,"Fd",2,NA,NA,FALSE
"8630","ICHmw1","ICHmw1/06","Hw",1,"Hw",1,NA,NA,FALSE
"8631","ICHmw1","ICHmw1/06","Lw",3,"Lw",3,NA,NA,TRUE
"8632","ICHmw1","ICHmw1/06","Pli",2,"Pl",2,NA,NA,FALSE
"8633","ICHmw1","ICHmw1/06","Pw",2,"Pw",2,NA,NA,FALSE
"8634","ICHmw1","ICHmw1/06","Sxw",1,"Sx",1,NA,NA,FALSE
"8635","ICHmw1","ICHmw1/07","Act",2,"Ac",2,NA,NA,FALSE
"8636","ICHmw1","ICHmw1/07","At",3,"At",3,NA,NA,FALSE
"8637","ICHmw1","ICHmw1/07","Bl",2,"Bl",2,NA,NA,FALSE
"8638","ICHmw1","ICHmw1/07","Cw",1,"Cw",1,NA,NA,FALSE
"8639","ICHmw1","ICHmw1/07","Ep",2,"Ep",2,NA,NA,FALSE
"8640","ICHmw1","ICHmw1/07","Fdi",2,"Fd",2,NA,NA,FALSE
"8641","ICHmw1","ICHmw1/07","Hw",1,"Hw",1,NA,NA,FALSE
"8642","ICHmw1","ICHmw1/07","Pli",2,"Pl",2,NA,NA,FALSE
"8643","ICHmw1","ICHmw1/07","Sxw",1,"Sx",1,NA,NA,FALSE
"8645","ICHmw2","ICHmw2/101","Act",3,"Ac",3,NA,NA,FALSE
"8646","ICHmw2","ICHmw2/101","At",2,"At",2,NA,NA,FALSE
"8647","ICHmw2","ICHmw2/101","Bl",3,"Bl",3,NA,NA,FALSE
"8648","ICHmw2","ICHmw2/101","Cw",1,"Cw",1,NA,NA,FALSE
"8649","ICHmw2","ICHmw2/101","Ep",2,"Ep",2,NA,NA,FALSE
"8650","ICHmw2","ICHmw2/101","Fdi",2,"Fd",2,NA,NA,FALSE
"8651","ICHmw2","ICHmw2/101","Hw",1,"Hw",1,NA,NA,FALSE
"8652","ICHmw2","ICHmw2/101","Lw",2,"Lw",2,NA,NA,FALSE
"8653","ICHmw2","ICHmw2/101","Pw",2,"Pw",2,NA,NA,FALSE
"8654","ICHmw2","ICHmw2/101","Sxw",3,"Sx",3,NA,NA,FALSE
"8655","ICHmw2","ICHmw2/102","At",3,"At",3,NA,NA,FALSE
"8656","ICHmw2","ICHmw2/102","Cw",3,"Cw",3,NA,NA,FALSE
"8657","ICHmw2","ICHmw2/102","Ep",3,"Ep",3,NA,NA,FALSE
"8658","ICHmw2","ICHmw2/102","Fdi",1,"Fd",1,NA,NA,FALSE
"8659","ICHmw2","ICHmw2/102","Hw",3,"Hw",3,NA,NA,FALSE
"8660","ICHmw2","ICHmw2/102","Lw",3,"Lw",3,NA,NA,FALSE
"8661","ICHmw2","ICHmw2/102","Pli",1,"Pl",1,NA,NA,FALSE
"8662","ICHmw2","ICHmw2/102","Pyi",4,"Py",4,NA,NA,FALSE
"8663","ICHmw2","ICHmw2/103","At",2,"At",2,NA,NA,FALSE
"8664","ICHmw2","ICHmw2/103","Cw",3,"Cw",3,NA,NA,FALSE
"8665","ICHmw2","ICHmw2/103","Ep",2,"Ep",2,NA,NA,FALSE
"8666","ICHmw2","ICHmw2/103","Fdi",1,"Fd",1,NA,NA,FALSE
"8667","ICHmw2","ICHmw2/103","Lw",2,"Lw",2,NA,NA,FALSE
"8668","ICHmw2","ICHmw2/103","Pli",2,"Pl",2,NA,NA,FALSE
"8669","ICHmw2","ICHmw2/103","Pw",3,"Pw",3,NA,NA,FALSE
"8670","ICHmw2","ICHmw2/103","Pyi",4,"Py",4,NA,NA,FALSE
"8671","ICHmw2","ICHmw2/104","At",2,"At",2,NA,NA,FALSE
"8672","ICHmw2","ICHmw2/104","Bl",3,"Bl",3,NA,NA,FALSE
"8673","ICHmw2","ICHmw2/104","Cw",1,"Cw",1,NA,NA,FALSE
"8674","ICHmw2","ICHmw2/104","Ep",2,"Ep",2,NA,NA,FALSE
"8675","ICHmw2","ICHmw2/104","Fdi",1,"Fd",1,NA,NA,FALSE
"8676","ICHmw2","ICHmw2/104","Hw",2,"Hw",2,NA,NA,FALSE
"8677","ICHmw2","ICHmw2/104","Lw",2,"Lw",2,NA,NA,FALSE
"8678","ICHmw2","ICHmw2/104","Pli",3,"Pl",3,NA,NA,FALSE
"8679","ICHmw2","ICHmw2/104","Pw",2,"Pw",2,NA,NA,FALSE
"8680","ICHmw2","ICHmw2/104","Pyi",4,"Py",4,NA,NA,FALSE
"8681","ICHmw2","ICHmw2/104","Sxw",3,"Sx",3,NA,NA,FALSE
"8682","ICHmw2","ICHmw2/110","Act",2,"Ac",2,NA,NA,FALSE
"8683","ICHmw2","ICHmw2/110","At",3,"At",3,NA,NA,FALSE
"8684","ICHmw2","ICHmw2/110","Bl",3,"Bl",3,NA,NA,FALSE
"8685","ICHmw2","ICHmw2/110","Cw",1,"Cw",1,NA,NA,FALSE
"8686","ICHmw2","ICHmw2/110","Ep",2,"Ep",2,NA,NA,FALSE
"8687","ICHmw2","ICHmw2/110","Fdi",3,"Fd",3,NA,NA,FALSE
"8688","ICHmw2","ICHmw2/110","Hw",1,"Hw",1,NA,NA,FALSE
"8689","ICHmw2","ICHmw2/110","Lw",3,"Lw",3,NA,NA,FALSE
"8690","ICHmw2","ICHmw2/110","Pw",3,"Pw",3,NA,NA,FALSE
"8691","ICHmw2","ICHmw2/110","Sxw",2,"Sx",2,NA,NA,FALSE
"8692","ICHmw2","ICHmw2/111","Act",2,"Ac",2,NA,NA,FALSE
"8693","ICHmw2","ICHmw2/111","At",3,"At",3,NA,NA,FALSE
"8694","ICHmw2","ICHmw2/111","Bl",3,"Bl",3,NA,NA,FALSE
"8695","ICHmw2","ICHmw2/111","Cw",1,"Cw",1,NA,NA,FALSE
"8696","ICHmw2","ICHmw2/111","Ep",3,"Ep",3,NA,NA,FALSE
"8697","ICHmw2","ICHmw2/111","Fdi",5,"Fd",5,NA,NA,FALSE
"8698","ICHmw2","ICHmw2/111","Hw",1,"Hw",1,NA,NA,FALSE
"8699","ICHmw2","ICHmw2/111","Lw",5,"Lw",5,NA,NA,FALSE
