bgc,ss_nospace,sppsplit,suitability,spp,newsuit,mod,outrange,Zone,Note,Comments
MSdk,MSdk/103,Fdi,1,Fd,1,cd,FALSE,MS,NA,
MSdk,MSdk/105,Fdi,1,Fd,1,cd,FALSE,MS,NA,
MSdk,MSdk/110,Fdi,2,Fd,2,cd,FALSE,MS,NA,saturated soils may limit establishment
MSdk,MSdk/101,Hw,3,Hw,2,cd,FALSE,MS,imputed,limited to lower elevations
MSdk,MSdk/111,Lw,3,Lw,3,cd,FALSE,MS,imputed,saturated soils may limit establishment; restricted to southern portions of this BGC unit
MSdk,MSdk/101,Lw,3,Lw,2,cd,FALSE,MS,NA,restricted to southern portions of this BGC unit
MSdk,MSdk/103,Lw,3,Lw,2,cd,FALSE,MS,NA,
MSdk,MSdk/105,Lw,3,Lw,2,cd,FALSE,MS,NA,
MSdk,MSdk/110,Lw,3,Lw,2,cd,FALSE,MS,NA,
MSdk,MSdk/102,Pf,3,Pf,2,cd,FALSE,MS,NA,often outcompeted on these sites
MSdk,MSdk/103,Pf,3,Pf,2,cd,FALSE,MS,NA,often outcompeted on these sites
MSdk,MSdk/101,Pli,2,Pl,1,cd,FALSE,MS,NA,
MSdk,MSdk/102,Pli,3,Pl,2,cd,FALSE,MS,NA,may be limited by drought
MSdk,MSdk/103,Pli,2,Pl,1,cd,FALSE,MS,NA,
MSdk,MSdk/104,Pli,1,Pl,1,cd,FALSE,MS,NA,
MSdk,MSdk/105,Pli,1,Pl,1,cd,FALSE,MS,NA,
MSdk,MSdk/110,Pli,2,Pl,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdk,MSdk/112,Pli,3,Pl,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdk,MSdk/112a,Pli,3,Pl,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdk,MSdk/112b,Pli,3,Pl,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdk,MSdk/102,Pyi,4,Py,5,cd,FALSE,MS,NA,not suitable
MSdk,MSdk/103,Pyi,4,Py,5,cd,FALSE,MS,NA,not suitable
MSdk,MSdk/102,Sx,3,Sx,3,cd,FALSE,MS,imputed,drought limits establishment
MSdk,MSdk/101,Sxw,1,Sx,1,cd,FALSE,MS,NA,
MSdk,MSdk/103,Sxw,3,Sx,3,cd,FALSE,MS,NA,drought limits establishment
MSdk,MSdk/104,Sxw,1,Sx,1,cd,FALSE,MS,NA,
MSdk,MSdk/105,Sxw,2,Sx,1,cd,FALSE,MS,NA,
MSdk,MSdk/110,Sxw,1,Sx,1,cd,FALSE,MS,NA,
MSdk,MSdk/111,Sxw,2,Sx,2,cd,FALSE,MS,NA,
MSdk,MSdk/111a,Sxw,1,Sx,1,cd,FALSE,MS,NA,
MSdk,MSdk/111b,Sxw,3,Sx,2,cd,FALSE,MS,NA,poorly aerated soils will reduce establishment
MSdk,MSdk/112,Sxw,2,Sx,3,cd,FALSE,MS,NA,poorly aerated soils will reduce establishment
MSdk,MSdk/112a,Sxw,2,Sx,2,cd,FALSE,MS,NA,
MSdk,MSdk/112b,Sxw,2,Sx,3,cd,FALSE,MS,NA,poorly aerated soils will reduce establishment
MSdm1,MSdm1/111,Act,2,Ac,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/112,Act,2,Ac,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/113,Act,2,Ac,2,cd,FALSE,MS,NA,poorly aerated soils restrict establishment especially on the organic phase
MSdm1,MSdm1/101,At,2,At,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/102,At,3,At,2,cd,FALSE,MS,NA,drought may limit establishment
MSdm1,MSdm1/103,At,3,At,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/104,At,2,At,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/111,At,2,At,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdm1,MSdm1/112,At,2,At,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdm1,MSdm1/113,At,2,At,3,cd,FALSE,MS,NA,poorly aerated soils restrict establishment especially on the organic phase
MSdm1,MSdm1/101,Bl,1,Bl,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/103,Bl,3,Bl,3,cd,FALSE,MS,NA,drought will limit establishment
MSdm1,MSdm1/104,Bl,2,Bl,3,cd,FALSE,MS,NA,drought will limit establishment
MSdm1,MSdm1/110,Bl,2,Bl,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/111,Bl,1,Bl,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/112,Bl,1,Bl,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/113,Bl,2,Bl,2,cd,FALSE,MS,NA,poorly aerated soils restrict establishment especially on the organic phase
MSdm1,MSdm1/101,Cw,3,Cw,3,cd,FALSE,MS,imputed,drought will limit establishment
MSdm1,MSdm1/111,Cw,2,Cw,2,cd,FALSE,MS,NA,generally restricted to lower elevations
MSdm1,MSdm1/111,Ep,2,Ep,2,cd,FALSE,MS,NA,
MSdm1,MSdm1/112,Ep,2,Ep,2,cd,FALSE,MS,NA,
MSdm1,MSdm1/113,Ep,2,Ep,3,cd,FALSE,MS,NA,poorly aerated soils will restrict establishment
MSdm1,MSdm1/101,Fdi,2,Fd,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/102,Fdi,2,Fd,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/103,Fdi,1,Fd,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/104,Fdi,2,Fd,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/110,Fdi,5,Fd,2,cd,FALSE,MS,NA,frost will limit establishment
MSdm1,MSdm1/111,Fdi,3,Fd,2,cd,FALSE,MS,NA,frost may limit establishment
MSdm1,MSdm1/112,Fdi,2,Fd,2,cd,FALSE,MS,NA,frost may limit establishment
MSdm1,MSdm1/113,Fdi,5,Fd,5,cd,FALSE,MS,NA,
MSdm1,MSdm1/101,Lw,2,Lw,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/102,Lw,2,Lw,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/103,Lw,2,Lw,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/104,Lw,2,Lw,2,cd,FALSE,MS,NA,frost may limit establishment
MSdm1,MSdm1/110,Lw,3,Lw,3,cd,FALSE,MS,NA,wetter soils limit establishment
MSdm1,MSdm1/111,Lw,3,Lw,3,cd,FALSE,MS,NA,
MSdm1,MSdm1/112,Lw,3,Lw,3,cd,FALSE,MS,NA,
MSdm1,MSdm1/113,Lw,5,Lw,5,cd,FALSE,MS,NA,
MSdm1,MSdm1/101,Pli,1,Pl,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/102,Pli,2,Pl,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/103,Pli,2,Pl,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/104,Pli,1,Pl,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/110,Pli,1,Pl,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/111,Pli,1,Pl,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdm1,MSdm1/112,Pli,2,Pl,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdm1,MSdm1/113,Pli,2,Pl,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdm1,MSdm1/102,Pyi,4,Py,5,cd,FALSE,MS,NA,not suitable
MSdm1,MSdm1/103,Pyi,3,Py,5,cd,FALSE,MS,NA,not suitable
MSdm1,MSdm1/101,Sxw,1,Sx,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/103,Sxw,3,Sx,2,cd,FALSE,MS,NA,drought may limit establishment
MSdm1,MSdm1/104,Sxw,2,Sx,2,cd,FALSE,MS,NA,frost may limit establishment
MSdm1,MSdm1/110,Sxw,2,Sx,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/111,Sxw,1,Sx,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/112,Sxw,1,Sx,1,cd,FALSE,MS,NA,
MSdm1,MSdm1/113,Sxw,1,Sx,2,cd,FALSE,MS,NA,frost may limit establishment
ESSFdk2,ESSFdk2/101,Bl,1,Bl,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/102,Bl,3,Bl,3,cd,FALSE,ESSF,NA,drought will limit establishment
ESSFdk2,ESSFdk2/103,Bl,2,Bl,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFdk2,ESSFdk2/104,Bl,2,Bl,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/110,Bl,2,Bl,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/111,Bl,2,Bl,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/112,Bl,2,Bl,3,cd,FALSE,ESSF,NA,saturated soils will limit establishment
ESSFdk2,ESSFdk2/101,Fdi,3,Fd,3,cd,FALSE,ESSF,NA,
ESSFdk2,ESSFdk2/102,Fdi,2,Fd,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFdk2,ESSFdk2/103,Fdi,2,Fd,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFdk2,ESSFdk2/104,Fdi,2,Fd,3,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFdk2,ESSFdk2/111,Hw,4,Hw,4,cd,FALSE,ESSF,imputed,restricted to lower elevations
ESSFdk2,ESSFdk2/101,Lw,3,Lw,5,cd,FALSE,ESSF,NA,not known to occur; limitations unknown
ESSFdk2,ESSFdk2/102,Lw,3,Lw,5,cd,FALSE,ESSF,NA,not known to occur; limitations unknown
ESSFdk2,ESSFdk2/103,Lw,3,Lw,5,cd,FALSE,ESSF,NA,not known to occur; limitations unknown
ESSFdk2,ESSFdk2/104,Lw,3,Lw,5,cd,FALSE,ESSF,NA,not known to occur; limitations unknown
ESSFdk2,ESSFdk2/101,Pa,3,Pa,5,cd,FALSE,ESSF,NA,outcompeted on these sites
ESSFdk2,ESSFdk2/102,Pa,2,Pa,2,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/103,Pa,2,Pa,3,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFdk2,ESSFdk2/104,Pa,3,Pa,5,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/102,Pf,3,Pf,2,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/103,Pf,3,Pf,3,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFdk2,ESSFdk2/111,Pli,2,Pl,3,cd,FALSE,ESSF,imputed,generally outcompeted on these sites
ESSFdk2,ESSFdk2/101,Pli,2,Pl,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/102,Pli,2,Pl,2,cd,FALSE,ESSF,NA,drought limits establishment
ESSFdk2,ESSFdk2/103,Pli,1,Pl,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/104,Pli,2,Pl,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/112,Pli,3,Pl,3,cd,FALSE,ESSF,NA,generally outcompeted on these sites; saturated soils limits establishment
ESSFdk2,ESSFdk2/101,Se,1,Sx,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/102,Se,2,Sx,3,cd,FALSE,ESSF,NA,drought limits establishment
ESSFdk2,ESSFdk2/103,Se,2,Sx,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFdk2,ESSFdk2/104,Se,1,Sx,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/110,Se,1,Sx,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/111,Se,1,Sx,1,cd,FALSE,ESSF,NA, 
ESSFdk2,ESSFdk2/112,Se,2,Sx,2,cd,FALSE,ESSF,NA,saturated soils may limit establishment
ESSFdkp,ESSFdkp/00,Bl,3,Bl,3,cd,FALSE,ESSF,NA, 
ESSFdkp,ESSFdkp/00,Pli,3,Pl,3,cd,FALSE,ESSF,imputed, 
ESSFmm3,ESSFmm3/101,Bl,1,Bl,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/102,Bl,3,Bl,3,cd,FALSE,ESSF,NA,drought will limit establishment
ESSFmm3,ESSFmm3/103,Bl,2,Bl,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFmm3,ESSFmm3/104,Bl,2,Bl,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/110,Bl,2,Bl,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/111,Bl,2,Bl,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/112,Bl,2,Bl,2,cd,FALSE,ESSF,NA,saturated soils will limit establishment
ESSFmm3,ESSFmm3/102,Fdi,2,Fd,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFmm3,ESSFmm3/103,Fdi,2,Fd,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/103,Hw,3,Hw,4,cd,FALSE,ESSF,imputed,restricted to lower elevations generally in the understory
ESSFmm3,ESSFmm3/110,Hw,3,Hw,4,cd,FALSE,ESSF,imputed,restricted to lower elevations generally in the understory
ESSFmm3,ESSFmm3/102,Pa,3,Pa,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFmm3,ESSFmm3/103,Pa,3,Pa,3,cd,FALSE,ESSF,NA,often outcompeted on these sites
ESSFmm3,ESSFmm3/104,Pa,3,Pa,4,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFmm3,ESSFmm3/101,Pli,3,Pl,3,cd,FALSE,ESSF,NA,lack of fire has limited establishment
ESSFmm3,ESSFmm3/102,Pli,2,Pl,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFmm3,ESSFmm3/103,Pli,2,Pl,2,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/104,Pli,3,Pl,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/101,Sxw,1,Sx,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/102,Sxw,2,Sx,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFmm3,ESSFmm3/103,Sxw,1,Sx,2,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/104,Sxw,1,Sx,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/110,Sxw,1,Sx,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/111,Sxw,1,Sx,1,cd,FALSE,ESSF,NA, 
ESSFmm3,ESSFmm3/112,Sxw,2,Sx,2,cd,FALSE,ESSF,NA,saturated soils may limit establishment
ESSFwm1,ESSFwm1/110,Bl,1,Bl,1,cd,FALSE,ESSF,NA, 
ESSFwm1,ESSFwm1/110,Se,1,Sx,1,cd,FALSE,ESSF,NA, 
ICHmk4,ICHmk4/101,Act,3,Ac,3,cd,FALSE,ICH,NA,restricted to areas adjacent to stream channells
ICHmk4,ICHmk4/110,Act,2,Ac,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/111,Act,2,Ac,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/112,Act,2,Ac,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/101,At,2,At,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102,At,3,At,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHmk4,ICHmk4/102a,At,3,At,2,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102b,At,3,At,2,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/103,At,2,At,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/110,At,2,At,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/111,At,3,At,3,cd,FALSE,ICH,NA,generally outcompeted on these sites
ICHmk4,ICHmk4/112,At,2,At,3,cd,FALSE,ICH,NA,generally outcompeted on these sites
ICHmk4,ICHmk4/101,Bl,2,Bl,2,cd,FALSE,ICH,NA,will establish better at higher elevations
ICHmk4,ICHmk4/103,Bl,3,Bl,3,cd,FALSE,ICH,NA,drought will limit establishment
ICHmk4,ICHmk4/110,Bl,2,Bl,2,cd,FALSE,ICH,NA,will establish better at higher elevations
ICHmk4,ICHmk4/111,Bl,2,Bl,2,cd,FALSE,ICH,NA,will establish better at higher elevations
ICHmk4,ICHmk4/112,Bl,2,Bl,3,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHmk4,ICHmk4/101,Cw,1,Cw,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/110,Cw,1,Cw,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/111,Cw,1,Cw,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/112,Cw,2,Cw,2,cd,FALSE,ICH,NA,saturated soils may limit establishment
ICHmk4,ICHmk4/101,Ep,2,Ep,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102,Ep,3,Ep,3,cd,FALSE,ICH,NA,drought will limit establishment
ICHmk4,ICHmk4/102a,Ep,3,Ep,3,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102b,Ep,3,Ep,3,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/103,Ep,2,Ep,2,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/110,Ep,2,Ep,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/111,Ep,2,Ep,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/112,Ep,2,Ep,3,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHmk4,ICHmk4/101,Fdi,2,Fd,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102,Fdi,2,Fd,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk4,ICHmk4/102a,Fdi,2,Fd,2,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102b,Fdi,2,Fd,2,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/103,Fdi,1,Fd,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/110,Fdi,3,Fd,3,cd,FALSE,ICH,NA,generally outcompeted on these sites
ICHmk4,ICHmk4/101,Hw,3,Hw,4,cd,FALSE,ICH,imputed,restricted distribution in this BGC unit
ICHmk4,ICHmk4/101,Lw,2,Lw,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102,Lw,3,Lw,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk4,ICHmk4/102a,Lw,3,Lw,2,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102b,Lw,3,Lw,2,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/103,Lw,2,Lw,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/110,Lw,3,Lw,3,cd,FALSE,ICH,NA,generally outcompeted on these sites
ICHmk4,ICHmk4/110,Pli,3,Pl,3,cd,FALSE,ICH,imputed,generally outcompeted on these sites
ICHmk4,ICHmk4/101,Pli,3,Pl,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102,Pli,3,Pl,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk4,ICHmk4/102a,Pli,3,Pl,2,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102b,Pli,3,Pl,2,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/103,Pli,2,Pl,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/102,Pyi,4,Py,5,cd,FALSE,ICH,NA,not known to occur; limitations unknown
ICHmk4,ICHmk4/102a,Pyi,4,Py,5,cd,FALSE,ICH,NA,not known to occur; limitations unknown
ICHmk4,ICHmk4/102b,Pyi,4,Py,5,cd,FALSE,ICH,NA,not known to occur; limitations unknown
ICHmk4,ICHmk4/101,Sxw,1,Sx,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/103,Sxw,2,Sx,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk4,ICHmk4/110,Sxw,1,Sx,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/111,Sxw,1,Sx,1,cd,FALSE,ICH,NA, 
ICHmk4,ICHmk4/112,Sxw,1,Sx,2,cd,FALSE,ICH,NA,saturated soils may limit establishment
ICHmk4,ICHmk4/101,Tw,3,Tw,3,cd,FALSE,ICH,imputed, 
ICHmk5,ICHmk5/101,Act,3,Ac,3,cd,FALSE,ICH,NA,restricted to areas adjacent to stream channells
ICHmk5,ICHmk5/110,Act,2,Ac,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/111,Act,2,Ac,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/112,Act,2,Ac,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/101,At,2,At,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/102,At,3,At,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk5,ICHmk5/103,At,2,At,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/104,At,2,At,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/110,At,2,At,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/111,At,2,At,1,cd,FALSE,ICH,NA,
ICHmk5,ICHmk5/112,At,3,At,3,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHmk5,ICHmk5/101,Bl,2,Bl,3,cd,FALSE,ICH,NA,drought will limit establishment in open conditions
ICHmk5,ICHmk5/104,Bl,3,Bl,3,cd,FALSE,ICH,NA,drought will limit establishment in open conditions
ICHmk5,ICHmk5/110,Bl,2,Bl,2,cd,FALSE,ICH,NA,generally less productive
ICHmk5,ICHmk5/111,Bl,2,Bl,2,cd,FALSE,ICH,NA,generally less productive
ICHmk5,ICHmk5/112,Bl,2,Bl,2,cd,FALSE,ICH,NA,saturated soils may limit establishment
ICHmk5,ICHmk5/101,Cw,2,Cw,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/110,Cw,1,Cw,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/112,Cw,2,Cw,3,cd,FALSE,ICH,NA,frost will limit establishment
ICHmk5,ICHmk5/101,Ep,2,Ep,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/102,Ep,3,Ep,3,cd,FALSE,ICH,NA,drought will limit estabishment
ICHmk5,ICHmk5/103,Ep,2,Ep,3,cd,FALSE,ICH,NA,drought will limit establishment
ICHmk5,ICHmk5/104,Ep,2,Ep,2,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/110,Ep,2,Ep,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/111,Ep,2,Ep,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/112,Ep,2,Ep,3,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHmk5,ICHmk5/101,Fdi,1,Fd,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/102,Fdi,1,Fd,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk5,ICHmk5/103,Fdi,1,Fd,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/104,Fdi,1,Fd,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/110,Fdi,2,Fd,2,cd,FALSE,ICH,NA,frost will limit establishment
ICHmk5,ICHmk5/111,Fdi,2,Fd,2,cd,FALSE,ICH,NA,frost will limit establishment
ICHmk5,ICHmk5/101,Lw,3,Lw,2,cd,TRUE,ICH,NA,restricted to southern portions of this BGC unit
ICHmk5,ICHmk5/103,Lw,3,Lw,2,cd,TRUE,ICH,NA,restricted to southern portions of this BGC unit
ICHmk5,ICHmk5/104,Lw,3,Lw,2,cd,TRUE,ICH,NA,restricted to southern portions of this BGC unit
ICHmk5,ICHmk5/110,Lw,3,Lw,2,cd,TRUE,ICH,NA,restricted to southern portions of this BGC unit
ICHmk5,ICHmk5/102,Pf,3,Pf,3,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/101,Pli,2,Pl,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/102,Pli,3,Pl,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk5,ICHmk5/103,Pli,2,Pl,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/104,Pli,2,Pl,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/101,Sxw,1,Sx,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/104,Sxw,2,Sx,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk5,ICHmk5/110,Sxw,1,Sx,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/111,Sxw,1,Sx,1,cd,FALSE,ICH,NA, 
ICHmk5,ICHmk5/112,Sxw,1,Sx,2,cd,FALSE,ICH,NA,frost will limit establishment
IDFdk5,IDFdk5/110,Act,2,Ac,1,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/111,Act,2,Ac,2,cd,FALSE,IDF,NA,limited establishment on poorly drained sites
IDFdk5,IDFdk5/102,At,5,At,5,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/103,At,5,At,5,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/104,At,2,At,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFdk5,IDFdk5/110,At,1,At,1,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/111,At,2,At,3,cd,FALSE,IDF,NA,saturated soils will limit establishment
IDFdk5,IDFdk5/101,Bl,3,Bl,3,cd,FALSE,IDF,imputed,may establish in shaded conditions
IDFdk5,IDFdk5/101,Ep,2,Ep,1,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/104,Ep,3,Ep,3,cd,FALSE,IDF,NA,drought will limit establishment
IDFdk5,IDFdk5/110,Ep,1,Ep,1,cd,FALSE,IDF,NA,
IDFdk5,IDFdk5/111,Ep,3,Ep,2,cd,FALSE,IDF,NA,limited establishment on poorly drained sites
IDFdk5,IDFdk5/101,Fdi,1,Fd,1,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/102,Fdi,2,Fd,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFdk5,IDFdk5/103,Fdi,1,Fd,1,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/104,Fdi,1,Fd,1,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/110,Fdi,2,Fd,1,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/101,Lw,3,Lw,2,cd,TRUE,IDF,NA,restricted to southern portions of this BGC unit
IDFdk5,IDFdk5/104,Lw,3,Lw,2,cd,TRUE,IDF,NA,restricted to southern portions of this BGC unit
IDFdk5,IDFdk5/110,Lw,3,Lw,3,cd,TRUE,IDF,NA,restricted to southern portions of this BGC unit; generally outcompeted on these sites
IDFdk5,IDFdk5/103,Pli,3,Pl,3,cd,FALSE,IDF,imputed,drought will limit establishment
IDFdk5,IDFdk5/101,Pli,2,Pl,1,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/102,Pli,3,Pl,5,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/104,Pli,2,Pl,3,cd,FALSE,IDF,NA,drought will limit establishment
IDFdk5,IDFdk5/110,Pli,3,Pl,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdk5,IDFdk5/111,Pli,3,Pl,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdk5,IDFdk5/102,Pyi,4,Py,5,cd,FALSE,IDF,NA,not known to occur; limitations unknown
IDFdk5,IDFdk5/103,Pyi,4,Py,5,cd,FALSE,IDF,NA,not known to occur; limitations unknown
IDFdk5,IDFdk5/104,Pyi,4,Py,5,cd,FALSE,IDF,NA,not known to occur; limitations unknown
