bgc,ss_nospace,sppsplit,suitability,spp,newsuit,mod,outrange,Region,Notes
BGxh2,BGxh1/Fm01,Act,1,Ac,, ,FALSE,TO, 
BGxh2,BGxh1/Fm01,At,2,At,, ,FALSE,TO, 
BGxh2,BGxh1/Fm01,Ep,2,Ep,, ,FALSE,TO, 
BGxh2,BGxh1/Fm01,Fdi,3,Fd,, ,FALSE,TO, 
BGxh2,BGxh1/Fm01,Pyi,3,Py,, ,FALSE,TO, 
BGxh2,BGxh1/Fm06,Act,1,Ac,, ,FALSE,TO, 
BGxh2,BGxh1/Fm06,At,2,At,, ,FALSE,TO, 
BGxh2,BGxh1/Fm06,Ep,2,Ep,, ,FALSE,TO, 
BGxh2,BGxh1/Fm06,Fdi,3,Fd,, ,FALSE,TO, 
BGxh2,BGxh1/Fm06,Pyi,3,Py,, ,FALSE,TO, 
BGxh2,BGxh2/Fm01,Act,1,Ac,, ,FALSE,TO, 
BGxh2,BGxh2/Fm01,At,2,At,, ,FALSE,TO, 
BGxh2,BGxh2/Fm01,Ep,2,Ep,, ,FALSE,TO, 
BGxh2,BGxh2/Fm01,Fdi,3,Fd,, ,FALSE,TO, 
BGxh2,BGxh2/Fm01,Pyi,3,Py,, ,FALSE,TO, 
BGxh2,BGxh2/Fm06,Act,1,Ac,, ,FALSE,TO, 
BGxh2,BGxh2/Fm06,At,2,At,, ,FALSE,TO, 
BGxh2,BGxh2/Fm06,Ep,2,Ep,, ,FALSE,TO, 
BGxh2,BGxh2/Fm06,Fdi,3,Fd,, ,FALSE,TO, 
BGxh2,BGxh2/Fm06,Pyi,3,Py,, ,FALSE,TO, 
BGxw1,BGxw1/Fm01,Act,1,Ac,, ,FALSE,TO, 
BGxw1,BGxw1/Fm01,At,2,At,, ,FALSE,TO, 
BGxw1,BGxw1/Fm01,Ep,2,Ep,, ,FALSE,TO, 
BGxw1,BGxw1/Fm01,Fdi,3,Fd,, ,FALSE,TO, 
BGxw1,BGxw1/Fm01,Pyi,3,Py,, ,FALSE,TO, 
BGxw1,BGxw1/Fm05,Act,1,Ac,, ,FALSE,TO, 
BGxw1,BGxw1/Fm05,At,2,At,, ,FALSE,TO, 
BGxw1,BGxw1/Fm05,Ep,2,Ep,, ,FALSE,TO, 
BGxw1,BGxw1/Fm05,Fdi,3,Fd,, ,FALSE,TO, 
BGxw1,BGxw1/Fm05,Pyi,3,Py,, ,FALSE,TO, 
CDFmm,CDFmm/105,Tw,3,Tw,,,FALSE,Coast,imputed
CDFmm,CDFmm/105,Hw,2,Hw,,,FALSE,Coast,imputed
CDFmm,CDFmm/111,Bg,3,Bg,,,FALSE,Coast,imputed
CDFmm,CDFmm/112,Ss,3,Ss,,,FALSE,Coast,imputed
CDFmm,CDFmm/Ws53,Fdc,3,Fd,4,HAK/SCS,FALSE,Coast,imputed
CMAunp,CMAunp/00,Hw,1,Hw,5,HAK/SCS,FALSE,Coast,imputed
CMAunp,CMAunp/00,Hm,2,Hm,5,HAK/SCS,FALSE,Coast,imputed
CMAunp,CMAunp/00,Pa,3,Pa,5,HAK/SCS,FALSE,Coast,imputed
CWHdm2,CWHdm2/101,Ba,2,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHdm2,CWHdm2/101,Tw,4,Tw,,,FALSE,Coast,imputed
CWHdm2,CWHdm2/102,Cw,3,Cw,,,FALSE,Coast,imputed
CWHdm2,CWHdm2/103,Cw,3,Cw,,,FALSE,Coast,imputed
CWHdm2,CWHdm2/104,Ba,3,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHdm2,CWHdm2/110,Ss,2,Ss,,,FALSE,Coast,imputed
CWHdm2,CWHdm2/111,Ba,2,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHdm2,CWHdm2/111,Ss,3,Ss,,,FALSE,Coast,imputed
CWHdm2,CWHdm2/112.1,Ss,3,Ss,,,FALSE,Coast,imputed
CWHdm2,CWHdm2/112.1,Ba,3,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHdm2,CWHdm2/112.2,Ss,1,Ss,,,FALSE,Coast,imputed
CWHdm3,CWHdm3/101,Ba,2,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHdm3,CWHdm3/104,Ba,2,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHdm3,CWHdm3/110,Ba,3,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHdm3,CWHdm3/110,Ss,3,Ss,,,FALSE,Coast,imputed
CWHdm3,CWHdm3/112,Ba,2,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHds1,CWHds1/101,Mv,3,Mv,,,FALSE,Coast,imputed
CWHds1,CWHds1/101,Bl,2,Bl,5,HAK/SCS,FALSE,Coast,imputed
CWHds1,CWHds1/101,Hm,3,Hm,,,FALSE,Coast,imputed
CWHds1,CWHds1/101,Ba,2,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHds1,CWHds1/101,Yc,2,Yc,5,HAK/SCS,FALSE,Coast,imputed
CWHds1,CWHds1/101,Ss,3,Ss,,,FALSE,Coast,imputed
CWHds1,CWHds1/101a,Mv,3,Mv,,,FALSE,Coast,imputed
CWHds1,CWHds1/101a,Bl,2,Bl,5,HAK/SCS,FALSE,Coast,imputed
CWHds1,CWHds1/101a,Hm,3,Hm,,,FALSE,Coast,imputed
CWHds1,CWHds1/101a,Ba,2,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHds1,CWHds1/101a,Yc,2,Yc,5,HAK/SCS,FALSE,Coast,imputed
CWHds1,CWHds1/101a,Ss,3,Ss,,,FALSE,Coast,imputed
CWHds1,CWHds1/101b,Tw,3,Tw,,,FALSE,Coast,imputed
CWHds1,CWHds1/104,Tw,3,Tw,,,FALSE,Coast,imputed
CWHds1,CWHds1/104,Mv,1,Mv,,,FALSE,Coast,imputed
CWHds1,CWHds1/110,Mv,2,Mv,,,FALSE,Coast,imputed
CWHds1,CWHds1/110,Tw,3,Tw,,,FALSE,Coast,imputed
CWHds2,CWHds2/101,Ba,2,Ba,5,HAK/SCS,FALSE,Coast,imputed
CWHmm1,CWHmm1/101,Yc,3,Yc,,,FALSE,Coast,imputed
CWHmm1,CWHmm1/103,Yc,3,Yc,,,FALSE,Coast,imputed
CWHmm1,CWHmm1/103,Tw,4,Tw,,,FALSE,Coast,imputed
CWHmm1,CWHmm1/110,Bg,3,Bg,,,FALSE,Coast,imputed
CWHms3,CWHms3/101,Bl,2,Bl,,,FALSE,Coast,imputed
CWHms3,CWHms3/101,Pw,3,Pw,,,FALSE,Coast,imputed
CWHms3,CWHms3/103,Bl,2,Bl,,,FALSE,Coast,imputed
CWHms3,CWHms3/103,Yc,3,Yc,,,FALSE,Coast,imputed
CWHms3,CWHms3/103,Mv,4,Mv,,,FALSE,Coast,imputed
CWHms3,CWHms3/104,Tw,3,Tw,,,FALSE,Coast,imputed
CWHms3,CWHms3/104,Sx,4,Sx,,,FALSE,Coast,imputed
CWHms3,CWHms3/104,Bl,4,Bl,,,FALSE,Coast,imputed
CWHms3,CWHms3/104,Hm,4,Hm,5,HAK/SCS,FALSE,Coast,imputed
CWHms3,CWHms3/112,Hm,3,Hm,5,HAK/SCS,FALSE,Coast,imputed
CWHms4,CWHms4/101,Mv,2,Mv,,,FALSE,Coast,imputed
CWHms4,CWHms4/103,Mv,4,Mv,,,FALSE,Coast,imputed
CWHms4,CWHms4/104,Mv,3,Mv,,,FALSE,Coast,imputed
CWHms4,CWHms4/104,Ba,3,Ba,,,FALSE,Coast,imputed
CWHms4,CWHms4/104,Hm,3,Hm,,,FALSE,Coast,imputed
CWHms4,CWHms4/104,Plc,2,Pl,,,FALSE,Coast,imputed
CWHms4,CWHms4/105,Yc,2,Yc,,,FALSE,Coast,imputed
CWHms4,CWHms4/105,Bl,3,Bl,,,FALSE,Coast,imputed
CWHms4,CWHms4/110,Tw,3,Tw,,,FALSE,Coast,imputed
CWHms4,CWHms4/110,Mv,2,Mv,,,FALSE,Coast,imputed
CWHms4,CWHms4/112,Hm,2,Hm,,,FALSE,Coast,imputed
CWHms5,CWHms5/101,Mv,1,Mv,,,FALSE,Coast,imputed
CWHms5,CWHms5/101.1,Mv,3,Mv,,,FALSE,Coast,imputed
CWHms5,CWHms5/101.2,Yc,2,Yc,5,HAK/SCS,FALSE,Coast,imputed
CWHms5,CWHms5/101.2,Plc,3,Pl,,,FALSE,Coast,imputed
CWHms5,CWHms5/101.2,Ss,3,Ss,,,FALSE,Coast,imputed
CWHms5,CWHms5/101.2,Mv,1,Mv,,,FALSE,Coast,imputed
CWHms5,CWHms5/102,Sx,4,Sx,,,FALSE,Coast,imputed
CWHms5,CWHms5/103,Yc,3,Yc,5,HAK/SCS,FALSE,Coast,imputed
CWHms5,CWHms5/103.1,Yc,3,Yc,5,HAK/SCS,FALSE,Coast,imputed
CWHms5,CWHms5/103.1,Hm,2,Hm,,,FALSE,Coast,imputed
CWHms5,CWHms5/103.1,Mv,2,Mv,,,FALSE,Coast,imputed
CWHms5,CWHms5/103.1,Tw,3,Tw,,,FALSE,Coast,imputed
CWHms5,CWHms5/103.1,Bg,2,Bg,,,FALSE,Coast,imputed
CWHms5,CWHms5/103.2,Yc,3,Yc,5,HAK/SCS,FALSE,Coast,imputed
CWHms5,CWHms5/103.2,Bg,3,Bg,5,HAK/SCS,FALSE,Coast,imputed
CWHms5,CWHms5/103.2,Mv,3,Mv,,,FALSE,Coast,imputed
CWHms5,CWHms5/110,Bl,2,Bl,,,FALSE,Coast,imputed
CWHms5,CWHms5/110,Mv,3,Mv,,,FALSE,Coast,imputed
CWHms5,CWHms5/112,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvh1,CWHvh1/101,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvh1,CWHvh1/102,Tw,4,Tw,,,FALSE,Coast,imputed
CWHvh1,CWHvh1/103,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvh1,CWHvh1/103,Fdc,3,Fd,,,FALSE,Coast,imputed
CWHvh1,CWHvh1/112,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvh1,CWHvh1/Ws54,Tw,4,Tw,,,FALSE,Coast,imputed
CWHvh1,CWHvh1/Ws56,Tw,4,Tw,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/101,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/102,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/103,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/104,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/105,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/110,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/110,Tw,4,Tw,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/112,Yc,1,Yc,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/112,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/113,Ba,3,Ba,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/113,Tw,4,Tw,,,FALSE,Coast,imputed
CWHvh2,CWHvh2/Wb53,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/101,Ba,2,Ba,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/101a,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/103.1,Hw,1,Hw,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/103.1,Ss,2,Ss,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/103.2,Ss,1,Ss,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/103.2,Dr,3,Dr,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/105,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/105,Ba,2,Ba,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/106,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/110,Ba,1,Ba,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/110,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/112,Yc,1,Yc,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/112,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/114,Ba,2,Ba,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/115,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/115,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/117,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/Wb53,Hw,3,Hw,,,FALSE,Coast,imputed
CWHvh3,CWHvh3/Wb53,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/101,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/101,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/101,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/101,Mv,3,Mv,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/102,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/102,Ba,3,Ba,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/102,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/103,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/103,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/103,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/104,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/105,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/105,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/110,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/110,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/110,Mv,3,Mv,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/110,Ep,2,Ep,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/111,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/111,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/111.1,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/111.2,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/111.2,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/112,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/112.1,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/112.2,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/112.2,Fdc,3,Fd,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/113,Ba,3,Ba,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/113,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/113,Tw,4,Tw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/114,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/114,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/Fl51,Yc,1,Yc,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/Fl51,Hw,1,Hw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/Fl51,Cw,2,Cw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/Fl51,Hm,2,Hm,5,HAK/SCS,FALSE,Coast,imputed
CWHvm1,CWHvm1/Fl51,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/Fl51,Plc,2,Pl,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/Wb51,Ba,2,Ba,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/Wb55,Ba,2,Ba,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/Ws54,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm1,CWHvm1/Ws56,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/101,Bl,3,Bl,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/101,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/102,Ba,3,Ba,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/102,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/105,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/110,Bl,1,Bl,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/110,Dr,4,Dr,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/111.1,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/111.1,Pw,2,Pw,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/112,Dr,2,Dr,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/112.1,Tw,4,Tw,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/112.2,Dr,2,Dr,,,FALSE,Coast,imputed
CWHvm2,CWHvm2/115,Ss,1,Ss,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/101,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/101,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/101,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/102,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/103,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/103,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/104,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/104,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/110,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/110,Tw,4,Tw,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/110,Ep,2,Ep,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/111,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/111,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/111.1,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/111.2,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/111.2,Pw,3,Pw,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/112,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/112.1,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/112.2,Hm,3,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/113,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/113,Ba,3,Ba,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/114,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/114,Hm,2,Hm,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Fl51,Yc,1,Yc,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Fl51,Hw,1,Hw,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Fl51,Cw,2,Cw,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Fl51,Hm,2,Hm,5,HAK/SCS,FALSE,Coast,imputed
CWHvm3,CWHvm3/Fl51,Tw,3,Tw,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Fl51,Plc,2,Pl,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Wb51,Ba,2,Ba,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Wb53,Ba,2,Ba,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Ws54,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Ws56,Ba,2,Ba,,,FALSE,Coast,imputed
CWHvm3,CWHvm3/Ws56,Yc,2,Yc,,,FALSE,Coast,imputed
CWHvm4,CWHvm4/102,Ba,3,Ba,,,FALSE,Coast,imputed
CWHvm4,CWHvm4/111,Pw,2,Pw,,,FALSE,Coast,imputed
CWHvm4,CWHvm4/111,Plc,3,Pl,,,FALSE,Coast,imputed
CWHvm4,CWHvm4/112,Dr,2,Dr,5,HAK/SCS,FALSE,Coast,imputed
CWHvm4,CWHvm4/113,Tw,4,Tw,,,FALSE,Coast,imputed
CWHvm4,CWHvm4/113,Pw,3,Pw,,,FALSE,Coast,imputed
CWHwh1,CWHwh1/101,Dr,2,Dr,2,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/101,Hw,1,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/101,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/101,Cw,,Cw,1,HAK/SCS,,,
CWHwh1,CWHwh1/101,Yc,3,Yc,3,HAK/SCS,FALSE,Coast,imputed
CWHwh1,CWHwh1/101,Plc,3,Pl,4,HAK/SCS,FALSE,Coast,imputed
CWHwh1,CWHwh1/101,Tw,,Tw,3,HAK/SCS,,,
CWHwh1,CWHwh1/101a,Dr,2,Dr,2,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/101a,Hw,1,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/101a,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/101a,Cw,,Cw,1,HAK/SCS,,,
CWHwh1,CWHwh1/101a,Hm,2,Hm,5,HAK/SCS,FALSE,Coast,imputed
CWHwh1,CWHwh1/101a,Yc,,Yc,3,HAK/SCS,,,
CWHwh1,CWHwh1/101a,Plc,,Pl,4,HAK/SCS,,,
CWHwh1,CWHwh1/101a,Tw,,Tw,3,HAK/SCS,,,
CWHwh1,CWHwh1/101b,Dr,2,Dr,2,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/101b,Hw,1,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/101b,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/101b,Cw,,Cw,1,HAK/SCS,,,
CWHwh1,CWHwh1/101b,Yc,,Yc,3,HAK/SCS,,,
CWHwh1,CWHwh1/101b,Plc,,Pl,4,HAK/SCS,,,
CWHwh1,CWHwh1/101b,Tw,,Tw,3,HAK/SCS,,,
CWHwh1,CWHwh1/102,Dr,3,Dr,4,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/102,Hw,1,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/102,Plc,3,Pl,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/102,Ss,2,Ss,2,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/102,Cw,,Cw,1,HAK/SCS,,,
CWHwh1,CWHwh1/102,Yc,3,Yc,3,HAK/SCS,FALSE,Coast,imputed
CWHwh1,CWHwh1/102,Tw,3,Tw,3,HAK/SCS,FALSE,Coast,imputed
CWHwh1,CWHwh1/103,Cw,3,Cw,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/103,Dr,3,Dr,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/103,Hw,3,Hw,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/103,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/104,Dr,3,Dr,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/104,Hw,3,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/104,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105,Dr,2,Dr,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105,Hw,2,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105,Cw,,Cw,2,HAK/SCS,,,
CWHwh1,CWHwh1/105a,Dr,2,Dr,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105a,Hw,2,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105a,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105a,Cw,,Cw,2,HAK/SCS,,,
CWHwh1,CWHwh1/105b,Dr,2,Dr,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105b,Hw,2,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105b,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/105b,Cw,,Cw,2,HAK/SCS,,,
CWHwh1,CWHwh1/110,Dr,3,Dr,4,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110,Hw,1,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110,Plc,3,Pl,4,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110,Ss,3,Ss,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110,Cw,,,1,HAK/SCS,,,
CWHwh1,CWHwh1/110,Tw,,Tw,3,HAK/SCS,,,
CWHwh1,CWHwh1/110,Yc,,,4,HAK/SCS,,,
CWHwh1,CWHwh1/110a,Dr,3,Dr,4,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110a,Hw,1,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110a,Plc,3,Pl,4,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110a,Ss,3,Ss,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110a,Cw,,,1,HAK/SCS,,,
CWHwh1,CWHwh1/110a,Yc,2,Yc,4,HAK/SCS,FALSE,Coast,imputed
CWHwh1,CWHwh1/110a,Tw,3,Tw,3,HAK/SCS,FALSE,Coast,imputed
CWHwh1,CWHwh1/110b,Dr,3,Dr,4,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110b,Hw,1,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110b,Plc,3,Pl,4,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110b,Ss,3,Ss,3,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/110b,Cw,,,1,HAK/SCS,,,
CWHwh1,CWHwh1/110b,Tw,,Tw,3,HAK/SCS,,,
CWHwh1,CWHwh1/110b,Yc,2,Yc,4,HAK/SCS,FALSE,Coast,imputed
CWHwh1,CWHwh1/110b,Hm,2,Hm,5,HAK/SCS,FALSE,Coast,imputed
CWHwh1,CWHwh1/111,Dr,2,Dr,2,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/111,Hw,2,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/111,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/111,Cw,,Cw,2,HAK/SCS,,,
CWHwh1,CWHwh1/111,Tw,,Tw,2,HAK/SCS,,,
CWHwh1,CWHwh1/111a,Dr,2,Dr,2,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/111a,Hw,2,Hw,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/111a,Ss,1,Ss,1,HAK/SCS,FALSE,Coast, 
CWHwh1,CWHwh1/111a,Cw,,Cw,2,HAK/SCS,,,
