bgc,ss_nospace,sppsplit,suitability,spp,newsuit,mod,outrange,Region,Notes
MSdm2,MSdm2/105,Fdi,3,Fd,,,FALSE,TO,imputed
MSdm3,MSdm3/01,Ac,3,Ac,,,FALSE,TO,imputed
MSdm3,MSdm3/01,At,2,At,,,FALSE,TO,imputed
MSdm3,MSdm3/03,Bl,3,Bl,, ,FALSE,TO, 
MSdm3,MSdm3/05,At,3,At,,,FALSE,TO,imputed
MSdv,MSdv/01,Bl,2,Bl,1,KI,FALSE,CAR, 
MSdv,MSdv/01,Pli,1,Pl,1,KI,FALSE,CAR, 
MSdv,MSdv/01,Sxw,1,Sx,1,KI,FALSE,CAR, 
MSdv,MSdv/02,Pli,2,Pl,2,KI,FALSE,CAR, 
MSdv,MSdv/03,Bl,3,Bl,3,KI,FALSE,CAR, 
MSdv,MSdv/03,Pli,1,Pl,1,KI,FALSE,CAR, 
MSdv,MSdv/03,Sxw,3,Sx,3,KI,FALSE,CAR, 
MSdv,MSdv/04,Bl,3,Bl,3,KI,FALSE,CAR, 
MSdv,MSdv/04,Pli,1,Pl,1,KI,FALSE,CAR, 
MSdv,MSdv/04,Sxw,3,Sx,3,KI,FALSE,CAR, 
MSdv,MSdv/05,Bl,3,Bl,3,KI,FALSE,CAR, 
MSdv,MSdv/05,Pli,1,Pl,1,KI,FALSE,CAR, 
MSdv,MSdv/05,Sxw,3,Sx,3,KI,FALSE,CAR, 
MSdv,MSdv/06,Bl,2,Bl,2,KI,FALSE,CAR, 
MSdv,MSdv/06,Pli,1,Pl,1,KI,FALSE,CAR, 
MSdv,MSdv/06,Sxw,2,Sx,1,KI,FALSE,CAR, 
MSdv,MSdv/07,Bl,2,Bl,2,KI,FALSE,CAR, 
MSdv,MSdv/07,Pli,1,Pl,1,KI,FALSE,CAR, 
MSdv,MSdv/07,Sxw,1,Sx,1,KI,FALSE,CAR, 
MSdv,MSdv/08,Bl,2,Bl,2,KI,FALSE,CAR, 
MSdv,MSdv/08,Pli,2,Pl,2,KI,FALSE,CAR, 
MSdv,MSdv/08,Sxw,1,Sx,1,KI,FALSE,CAR, 
MSdv,MSdv/09,Bl,2,Bl,3,KI,FALSE,CAR, 
MSdv,MSdv/09,Pli,2,Pl,2,KI,FALSE,CAR, 
MSdv,MSdv/09,Sxw,1,Sx,1,KI,FALSE,CAR, 
MSxk1,MSxk1/101a,Fdi,3,Fd,, ,FALSE,TO, 
MSxk1,MSxk1/101a,Lw,3,Lw,, ,TRUE,TO, 
MSxk1,MSxk1/101a,Pli,1,Pl,, ,FALSE,TO, 
MSxk1,MSxk1/101b,Bl,3,Bl,, ,FALSE,TO, 
MSxk1,MSxk1/101b,Pli,1,Pl,, ,FALSE,TO, 
MSxk1,MSxk1/103,Sx,3,Sx,,,FALSE,TO,imputed
MSxk2,MSxk2/104,Sx,3,Sx,,,FALSE,TO,imputed
MSxk3,MSxk3/03,Pli,1,Pl,,,FALSE,CAR,imputed
MSxk3,MSxk3/03,Pa,3,Pa,,,FALSE,CAR,imputed
MSxv,MSxv/01,Lw,5,Lw,5,KI,TRUE,CAR, 
PPxh1,PPxh1/Fm01,Act,1,Ac,, ,FALSE,TO, 
PPxh1,PPxh1/Fm01,At,2,At,, ,FALSE,TO, 
PPxh1,PPxh1/Fm01,Ep,2,Ep,, ,FALSE,TO, 
PPxh1,PPxh1/Fm01,Fdi,3,Fd,, ,FALSE,TO, 
PPxh1,PPxh1/Fm01,Pyi,3,Py,, ,FALSE,TO, 
PPxh1,PPxh1/Fm05,Act,1,Ac,, ,FALSE,TO, 
PPxh1,PPxh1/Fm05,At,2,At,, ,FALSE,TO, 
PPxh1,PPxh1/Fm05,Ep,2,Ep,, ,FALSE,TO, 
PPxh1,PPxh1/Fm05,Fdi,3,Fd,, ,FALSE,TO, 
PPxh1,PPxh1/Fm05,Pyi,3,Py,, ,FALSE,TO, 
PPxh1,PPxh1/Fm06,Act,1,Ac,, ,FALSE,TO, 
PPxh1,PPxh1/Fm06,At,2,At,, ,FALSE,TO, 
PPxh1,PPxh1/Fm06,Ep,2,Ep,, ,FALSE,TO, 
PPxh1,PPxh1/Fm06,Fdi,3,Fd,, ,FALSE,TO, 
PPxh1,PPxh1/Fm06,Pyi,3,Py,, ,FALSE,TO, 
PPxh2,BGxh2/Fm05,Act,1,Ac,, ,FALSE,TO, 
PPxh2,BGxh2/Fm05,At,2,At,, ,FALSE,TO, 
PPxh2,BGxh2/Fm05,Ep,2,Ep,, ,FALSE,TO, 
PPxh2,BGxh2/Fm05,Fdi,3,Fd,, ,FALSE,TO, 
PPxh2,BGxh2/Fm05,Pyi,3,Py,, ,FALSE,TO, 
PPxh2,PPxh2/Fm01,Act,1,Ac,, ,FALSE,TO, 
PPxh2,PPxh2/Fm01,At,2,At,, ,FALSE,TO, 
PPxh2,PPxh2/Fm01,Ep,2,Ep,, ,FALSE,TO, 
PPxh2,PPxh2/Fm01,Fdi,3,Fd,, ,FALSE,TO, 
PPxh2,PPxh2/Fm01,Pyi,3,Py,, ,FALSE,TO, 
PPxh2,PPxh2/Fm01,Sxw,3,Sx,, ,FALSE,TO, 
PPxh2,PPxh2/Fm05,Act,1,Ac,, ,FALSE,TO, 
PPxh2,PPxh2/Fm05,At,2,At,, ,FALSE,TO, 
PPxh2,PPxh2/Fm05,Cw,3,Cw,, ,FALSE,TO, 
PPxh2,PPxh2/Fm05,Ep,2,Ep,, ,FALSE,TO, 
PPxh2,PPxh2/Fm05,Fdi,2,Fd,, ,FALSE,TO, 
PPxh2,PPxh2/Fm05,Pyi,3,Py,, ,FALSE,TO, 
PPxh2,PPxh2/Fm05,Sxw,3,Sx,, ,FALSE,TO, 
SBPSmk,SBPSmk/01,Lw,3,Lw,2,KI,TRUE,CAR, 
SBPSxc,SBPSxc/02,Fdi,5,Fd,4,KI,FALSE,CAR, 
SBPSxc,SBPSxc/02a,Fdi,5,Fd,4,KI,FALSE,CAR, 
SBPSxc,SBPSxc/02b,Fdi,5,Fd,5,KI,FALSE,CAR, 
SBPSxc,SBPSxc/02c,Fdi,5,Fd,4,KI,FALSE,CAR, 
SBPSxc,SBPSxc/05,Hw,1,Hw,5,KI,FALSE,CAR,imputed
SBSdh2,SBSdh2/01,At,3,At,, ,FALSE,OM, 
SBSdh2,SBSdh2/01,Bl,2,Bl,, ,FALSE,OM, 
SBSdh2,SBSdh2/01,Ep,3,Ep,, ,FALSE,OM, 
SBSdh2,SBSdh2/01,Fdi,3,Fd,, ,FALSE,OM, 
SBSdh2,SBSdh2/01,Pli,1,Pl,, ,FALSE,OM, 
SBSdh2,SBSdh2/01,Sxw,1,Sx,, ,FALSE,OM, 
SBSdh2,SBSdh2/01,Sb,2,Sb,,,FALSE,OM,imputed
SBSdh2,SBSdh2/02,Pli,2,Pl,, ,FALSE,OM, 
SBSdh2,SBSdh2/02,Sxw,3,Sx,, ,FALSE,OM, 
SBSdh2,SBSdh2/03,Fdi,3,Fd,, ,FALSE,OM, 
SBSdh2,SBSdh2/03,Pli,1,Pl,, ,FALSE,OM, 
SBSdh2,SBSdh2/03,Pw,3,Pw,, ,FALSE,OM, 
SBSdh2,SBSdh2/04,Fdi,3,Fd,, ,FALSE,OM, 
SBSdh2,SBSdh2/04,Pli,1,Pl,, ,FALSE,OM, 
SBSdh2,SBSdh2/04,Sxw,2,Sx,, ,FALSE,OM, 
SBSdh2,SBSdh2/05,At,3,At,, ,FALSE,OM, 
SBSdh2,SBSdh2/05,Pli,1,Pl,, ,FALSE,OM, 
SBSdh2,SBSdh2/05,Sb,3,Sb,, ,FALSE,OM, 
SBSdh2,SBSdh2/05,Sxw,3,Sx,, ,FALSE,OM, 
SBSdh2,SBSdh2/06,At,2,At,, ,FALSE,OM, 
SBSdh2,SBSdh2/06,Bl,2,Bl,, ,FALSE,OM, 
SBSdh2,SBSdh2/06,Ep,3,Ep,, ,FALSE,OM, 
SBSdh2,SBSdh2/06,Fdi,3,Fd,, ,FALSE,OM, 
SBSdh2,SBSdh2/06,Pli,1,Pl,, ,FALSE,OM, 
SBSdh2,SBSdh2/06,Sxw,1,Sx,, ,FALSE,OM, 
SBSdh2,SBSdh2/06,Sb,2,Sb,,,FALSE,OM,imputed
SBSdh2,SBSdh2/07,Act,2,Ac,, ,FALSE,OM, 
SBSdh2,SBSdh2/07,At,2,At,, ,FALSE,OM, 
SBSdh2,SBSdh2/07,Bl,2,Bl,, ,FALSE,OM, 
SBSdh2,SBSdh2/07,Ep,3,Ep,, ,FALSE,OM, 
SBSdh2,SBSdh2/07,Fdi,5,Fd,, ,FALSE,OM, 
SBSdh2,SBSdh2/07,Pli,3,Pl,, ,FALSE,OM, 
SBSdh2,SBSdh2/07,Sxw,1,Sx,, ,FALSE,OM, 
SBSdh2,SBSdh2/08,Pli,3,Pl,, ,FALSE,OM, 
SBSdh2,SBSdh2/08,Sb,1,Sb,, ,FALSE,OM, 
SBSdh2,SBSdh2/08,Sxw,1,Sx,, ,FALSE,OM, 
SBSmm,SBSmm/08,Bl,2,Bl,, ,FALSE,TO, 
SBSun,SBSun/h,Bl,1,Bl,, ,FALSE,SKE, 
SBSun,SBSun/m,Bl,1,Bl,, ,FALSE,SKE, 
SBSun,SBSun/x,Bl,1,Bl,, ,FALSE,SKE, 
SWBvk,SWBvk/h,Sw,3,Sx,, ,FALSE,SKE, 
SWBvk,SWBvk/m,Sw,2,Sx,, ,FALSE,SKE, 
SWBvk,SWBvk/x,Sw,2,Sx,, ,FALSE,SKE, 
