bgc,ss_nospace,sppsplit,suitability,spp,newsuit,mod,outrange,Zone,Note
ESSFwh2,ESSFwh2/111,Hw,3,Hw,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/101,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/103,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/104,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/102,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/103,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/101,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/102,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/103,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/104,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/101,Pw,3,Pw,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/102,Pw,5,Pw,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/103,Pw,3,Pw,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/104,Pw,3,Pw,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/101,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/102,Se,3,Sx,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/103,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/104,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/110,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwh2,ESSFwh2/111,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,Act,3,Ac,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/110,Act,2,Ac,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/111,Act,2,Ac,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,At,3,At,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/102,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/103,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/104,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/110,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/111,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,Cw,3,Cw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/104,Cw,3,Cw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/110,Cw,3,Cw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/111,Cw,3,Cw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/102,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/103,Fdi,2,Fd,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/104,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,Hw,2,Hw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/103,Hw,3,Hw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/104,Hw,3,Hw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/110,Hw,2,Hw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/111,Hw,1,Hw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/102,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/103,Lw,2,Lw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/104,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/102,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/103,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/102,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/103,Pli,1,Pl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/104,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/110,Pli,5,Pl,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,Pw,3,Pw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/103,Pw,3,Pw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/104,Pw,3,Pw,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/101,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/102,Se,3,Sx,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/103,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/104,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/110,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwh3,ESSFwh3/111,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwk1,ESSFwk1/04,Ac,3,Ac,,,FALSE,ESSF,imputed
ESSFwk1,ESSFwk1/01,At,3,At,,,FALSE,ESSF,imputed
ESSFwk1,ESSFwk1/04,Cw,3,Cw,,,FALSE,ESSF,imputed
ESSFwk1,ESSFwk1/01,Lw,3,Lw,,,TRUE,ESSF,NA
ESSFwk1,ESSFwk1/03,Lw,3,Lw,,,TRUE,ESSF,NA
ESSFwk2,ESSFwk2/03,Ac,3,Ac,,,FALSE,ESSF,imputed
ESSFwm1,ESSFwm1/101,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/102,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/103,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/104,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/110,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/111,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/112,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/102,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/103,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/103,Lw,5,Lw,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/102,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/103,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/101,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/102,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/103,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/104,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/101,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/102,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/103,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/104,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/110,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/111,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm1,ESSFwm1/112,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/101,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/102,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/103,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/104,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/110,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/111,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/102,Fdi,5,Fd,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/104,Hw,3,Hw,,,FALSE,ESSF,imputed
ESSFwm2,ESSFwm2/101,Hw,4,Hw,,,FALSE,ESSF,imputed
ESSFwm2,ESSFwm2/102,La,3,La,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/102,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/103,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/104,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/101,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/102,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/103,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/104,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/101,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/102,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/103,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/104,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/110,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm2,ESSFwm2/111,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/101,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/102,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/103,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/104,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/105,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/110,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/111,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/112,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/112a,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/112b,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/101,Hw,4,Hw,,,FALSE,ESSF,imputed
ESSFwm3,ESSFwm3/104,Hw,3,Hw,,,FALSE,ESSF,imputed
ESSFwm3,ESSFwm3/102,La,3,La,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/104,Pa,3,Pa,,,FALSE,ESSF,imputed
ESSFwm3,ESSFwm3/102,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/103,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/101,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/102,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/103,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/104,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/105,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/101,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/102,Se,3,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/103,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/104,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/105,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/110,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/111,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/112,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/112a,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwm3,ESSFwm3/112b,Se,3,Sx,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/110,At,3,At,,,FALSE,ESSF,imputed
ESSFwm4,ESSFwm4/101,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102a,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102b,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/103,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/110,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/111,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/101,Cw,3,Cw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/110,Cw,3,Cw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/101,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102a,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102b,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/103,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/101,Hw,3,Hw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/103,Hw,3,Hw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/110,Hw,3,Hw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102,La,3,La,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102a,La,3,La,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102b,La,3,La,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/101,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102a,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102b,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/103,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102a,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102b,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/101,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102a,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102b,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/103,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/101,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102,Se,3,Sx,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102a,Se,3,Sx,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/102b,Se,3,Sx,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/103,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/110,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwm4,ESSFwm4/111,Se,1,Sx,,,FALSE,ESSF,NA
ESSFwmp,ESSFwmp/00,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/101,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/102,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/103,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/110,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/101,La,3,La,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/102,La,2,La,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/103,La,2,La,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/102,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/103,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/102,Pli,5,Pl,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/103,Pli,5,Pl,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/101,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/102,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/103,Se,2,Sx,,,FALSE,ESSF,NA
ESSFwmw,ESSFwmw/110,Se,2,Sx,,,FALSE,ESSF,NA
ESSFxc1,ESSFxc1/Ws08,Bl,4,Bl,,,FALSE,ESSF,NA
ESSFxc1,ESSFxc1/Ws12,Bl,4,Bl,,,FALSE,ESSF,NA
ESSFxc1,ESSFxc1/102,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFxc1,ESSFxc1/Ws08,Sx,4,Sx,,,FALSE,ESSF,NA
ESSFxc1,ESSFxc1/Ws12,Sx,4,Sx,,,FALSE,ESSF,NA
ESSFxc2,ESSFxc2/Ws08,Bl,4,Bl,,,FALSE,ESSF,NA
ESSFxc2,ESSFxc2/111,Pli,3,Pl,,,FALSE,ESSF,imputed
ESSFxc2,ESSFxc2/Ws08,Sx,4,Sx,,,FALSE,ESSF,NA
ESSFxc3,ESSFxc3/03,Bl,3,Bl,,,FALSE,ESSF,imputed
ESSFxc3,ESSFxc3/10,Bl,4,Bl,,,FALSE,ESSF,NA
ESSFxc3,ESSFxc3/03,Pa,2,Pa,,,FALSE,ESSF,imputed
ESSFxc3,ESSFxc3/04,Pli,1,Pl,,,FALSE,ESSF,imputed
ESSFxc3,ESSFxc3/03,Pli,2,Pl,,,FALSE,ESSF,imputed
ESSFxc3,ESSFxc3/04,Sx,3,Sx,,,FALSE,ESSF,imputed
ESSFxc3,ESSFxc3/10,Se,4,Sx,,,FALSE,ESSF,NA
ESSFxcp,ESSFxcp/00,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFxcp,ESSFxcp/00,Pa,3,Pa,,,FALSE,ESSF,imputed
ESSFxcp,ESSFxcp/00,Sx,4,Sx,,,FALSE,ESSF,imputed
ESSFxv2,ESSFxv2/03,At,3,At,,,FALSE,ESSF,imputed
ESSFxv2,ESSFxv2/02,Sx,3,Sx,,,FALSE,ESSF,imputed
ESSFxvp,ESSFxvp/00,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/01,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/02,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/04,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/05,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/06,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/07,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/08,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/09,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/10,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/01,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/02,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/03,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/04,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/05,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/06,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/01,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/02,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/03,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/04,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/05,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/06,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/07,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/08,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/09,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/10,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFxvw,ESSFxvw/01,Sx,3,Sx,,,FALSE,ESSF,imputed
ESSFxvw,ESSFxvw/10,Sxw,2,Sx,,,FALSE,ESSF,NA
ICHdk,ICHdk/04,Ac,4,Ac,,,FALSE,ICH,imputed
ICHdk,ICHdk/01,Lw,3,Lw,,,TRUE,ICH,NA
ICHdk,ICHdk/04,Lw,3,Lw,,,TRUE,ICH,NA
ICHdk,ICHdk/05,Lw,3,Lw,,,TRUE,ICH,NA
ICHdm,ICHdm/111,Fdi,4,Fd,,,FALSE,ICH,imputed
ICHdm,ICHdm/111,Pli,3,Pl,,,FALSE,ICH,imputed
ICHdm,ICHdm/110,Tw,3,Tw,,,FALSE,ICH,imputed
ICHdw1,ICHdw1/103,Bg,3,Bg,,,FALSE,ICH,imputed
ICHdw1,ICHdw1/102,Cw,5,Cw,,,FALSE,ICH,NA
ICHdw1,ICHdw1/111,Tw,3,Tw,,,FALSE,ICH,imputed
ICHdw1,ICHdw1/104,Tw,3,Tw,,,FALSE,ICH,imputed
ICHdw3,ICHdw3/08,At,3,At,,,FALSE,ICH,NA
ICHdw3,ICHdw3/08,Ep,3,Ep,,,FALSE,ICH,NA
ICHdw3,ICHdw3/02,Lw,3,Lw,,,TRUE,ICH,NA
ICHdw4,ICHdw4/110,Fdi,2,Fd,,,TRUE,ICH,NA
ICHdw4,ICHdw4/102,Lw,3,Lw,,,TRUE,ICH,NA
ICHdw4,ICHdw4/104,Tw,3,Tw,,,FALSE,ICH,imputed
ICHmc1,ICHmc1/02,Ac,4,Ac,,,FALSE,ICH,imputed
ICHmc1,ICHmc1/01,At,2,At,,,FALSE,ICH,NA
ICHmc1,ICHmc1/01a,At,2,At,,,FALSE,ICH,NA
ICHmc1,ICHmc1/01b,At,2,At,,,FALSE,ICH,NA
ICHmc1,ICHmc1/02,At,3,At,,,FALSE,ICH,NA
ICHmc1,ICHmc1/03,At,2,At,,,FALSE,ICH,NA
ICHmc1,ICHmc1/04,At,2,At,,,FALSE,ICH,NA
ICHmc1,ICHmc1/05,At,3,At,,,FALSE,ICH,NA
ICHmc1,ICHmc1/02,Ep,3,Ep,,,FALSE,ICH,imputed
ICHmc1,ICHmc1/01,Ep,2,Ep,,,FALSE,ICH,NA
ICHmc1,ICHmc1/01a,Ep,2,Ep,,,FALSE,ICH,NA
ICHmc1,ICHmc1/01b,Ep,2,Ep,,,FALSE,ICH,NA
ICHmc1,ICHmc1/03,Ep,2,Ep,,,FALSE,ICH,NA
ICHmc1,ICHmc1/04,Ep,2,Ep,,,FALSE,ICH,NA
ICHmc1,ICHmc1/05,Ep,3,Ep,,,FALSE,ICH,NA
ICHmc1,ICHmc1/01,Fdi,3,Fd,,,TRUE,ICH,NA
ICHmc1,ICHmc1/01a,Fdi,3,Fd,,,TRUE,ICH,NA
ICHmc1,ICHmc1/01b,Fdi,3,Fd,,,TRUE,ICH,NA
ICHmc1,ICHmc1/03,Fdi,3,Fd,,,TRUE,ICH,NA
ICHmc1,ICHmc1/01,Lw,3,Lw,,,TRUE,ICH,NA
ICHmc1,ICHmc1/01a,Lw,3,Lw,,,TRUE,ICH,NA
ICHmc1,ICHmc1/01b,Lw,3,Lw,,,TRUE,ICH,NA
ICHmc1,ICHmc1/03,Lw,3,Lw,,,TRUE,ICH,NA
ICHmc1a,ICHmc1a/02,Act,3,Ac,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01,At,3,At,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01a,At,3,At,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01b,At,3,At,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/02,At,3,At,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01,Ba,1,Ba,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01a,Ba,1,Ba,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01b,Ba,1,Ba,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/02,Ba,1,Ba,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/03,Ba,1,Ba,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01,Bl,3,Bl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01a,Bl,3,Bl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01b,Bl,3,Bl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/02,Bl,3,Bl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/03,Bl,2,Bl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01,Cw,4,Cw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01a,Cw,4,Cw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01b,Cw,4,Cw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/02,Cw,4,Cw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/03,Cw,4,Cw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01,Ep,3,Ep,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01a,Ep,3,Ep,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01b,Ep,3,Ep,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/02,Ep,3,Ep,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01,Hw,1,Hw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01a,Hw,1,Hw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01b,Hw,1,Hw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/02,Hw,2,Hw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/03,Hw,2,Hw,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01,Pli,1,Pl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01a,Pli,1,Pl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01b,Pli,1,Pl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/02,Pli,2,Pl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/03,Pli,2,Pl,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01a,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/01b,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmc1a,ICHmc1a/02,Sxw,1,Sx,,,FALSE,ICH,NA
