"","X","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange","Region"
"562",13677,"CWHms4","CWHms4/110","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"563",13678,"CWHvm3","CWHvm3/103","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"564",13679,"CWHvm1","CWHvm1/101","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"565",13680,"CWHvm3","CWHvm3/101","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"566",13681,"CWHvh1","CWHvh1/102","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"567",13682,"CWHvh1","CWHvh1/112","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"568",13683,"CWHvh1","CWHvh1/103","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"569",13684,"CWHvm2","CWHvm2/115","Ss",NA,"Ss",1,"inputed",NA,"Coast"
"570",13685,"CWHvm3","CWHvm3/Ws56","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"571",13686,"CWHvh1","CWHvh1/101","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"572",13687,"CWHvh1","CWHvh1/Ws54","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"573",13688,"CWHvh1","CWHvh1/Ws56","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"574",13689,"CWHvm1","CWHvm1/111.2","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"575",13690,"CWHms5","CWHms5/110","Bl",NA,"Bl",2,"inputed",NA,"Coast"
"576",13691,"CWHdm3","CWHdm3/112","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"577",13692,"CWHxs","CWHxs/101","Bl",NA,"Bl",3,"inputed",NA,"Coast"
"578",13693,"IDFww","IDFww/101","Bl",NA,"Bl",3,"inputed",NA,"Coast"
"579",13694,"IDFww","IDFww/101.1","Bl",NA,"Bl",3,"inputed",NA,"Coast"
"580",13695,"IDFww","IDFww/101.2","Bl",NA,"Bl",3,"inputed",NA,"Coast"
"581",13696,"CWHxs","CWHxs/101.1","Bl",NA,"Bl",4,"inputed",NA,"Coast"
"582",13697,"CWHvm1","CWHvm1/101","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"583",13698,"CWHvm1","CWHvm1/111","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"584",13699,"CWHvm1","CWHvm1/111.2","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"585",13700,"CWHvm3","CWHvm3/101","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"586",13701,"CWHvm3","CWHvm3/111","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"587",13702,"CWHvm3","CWHvm3/111.2","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"588",13703,"CWHdm3","CWHdm3/101","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"589",13704,"CWHxs","CWHxs/101","Plc",NA,"Pl",3,"inputed",NA,"Coast"
"590",13705,"CWHms5","CWHms5/101.1","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"591",13706,"CWHds1","CWHds1/101b","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"592",13707,"CWHms5","CWHms5/101.2","Plc",NA,"Pl",3,"inputed",NA,"Coast"
"593",13708,"CWHds1","CWHds1/110","Mv",NA,"Mv",2,"inputed",NA,"Coast"
"594",13709,"CWHdm2","CWHdm2/101","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"595",13710,"CWHdm2","CWHdm2/101","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"596",13711,"CWHvh2","CWHvh2/104","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"597",13712,"CWHms5","CWHms5/102","Sx",NA,"Sx",4,"inputed",NA,"Coast"
"598",13713,"CWHvm1","CWHvm1/112","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"599",13714,"CWHvm1","CWHvm1/112.2","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"600",13715,"CWHvm3","CWHvm3/112","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"601",13716,"CWHvm3","CWHvm3/112.2","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"602",13717,"CWHvm2","CWHvm2/111.1","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"603",13718,"CWHms3","CWHms3/101","Bl",NA,"Bl",2,"inputed",NA,"Coast"
"604",13719,"IDFdk3","IDFdk3/06","Sx",NA,"Sx",4,"inputed",NA,"CAR"
"605",13720,"CWHdm2","CWHdm2/112.1","Ss",NA,"Ss",3,"inputed",NA,"Coast"
"606",13721,"CWHvm1","CWHvm1/112.1","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"607",13722,"CWHvm3","CWHvm3/112.1","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"608",13723,"CWHvm1","CWHvm1/110","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"609",13724,"CWHvm3","CWHvm3/110","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"610",13725,"CWHvm3","CWHvm3/103","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"611",13726,"CWHvm1","CWHvm1/105","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"612",13727,"CWHvm3","CWHvm3/104","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"613",13728,"CWHvh3","CWHvh3/114","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"614",13729,"CWHvh2","CWHvh2/105","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"615",13730,"CWHvh3","CWHvh3/106","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"616",13731,"MSdm2","MSdm2/101","Cw",NA,"Cw",3,"inputed",NA,"TO"
"617",13732,"ICHxm1","ICHxm1/104.1","Cw",NA,"Cw",3,"inputed",NA,"TO"
"618",13733,"ESSFdc2","ESSFdc2/101","Fdi",NA,"Fd",3,"inputed",NA,"TO"
"619",13734,"CWHvm1","CWHvm1/102","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"620",13735,"CWHvm1","CWHvm1/103","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"621",13736,"CWHvh1","CWHvh1/103","Fdc",NA,"Fd",3,"inputed",NA,"Coast"
"622",13737,"CWHws3","CWHws3/101","Ss",NA,"Ss",2,"inputed",NA,"Coast"
"623",13738,"MHmm1","MHmm1/102","Plc",NA,"Pl",2,"inputed",NA,"Coast"
"624",13739,"CWHvm1","CWHvm1/111.1","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"625",13740,"CWHvm3","CWHvm3/111.1","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"626",13741,"CWHws3","CWHws3/Fm50","Hw",NA,"Hw",1,"inputed",NA,"Coast"
"627",13742,"CWHvm3","CWHvm3/102","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"628",13743,"CWHvm2","CWHvm2/102","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"629",13744,"CWHvm4","CWHvm4/102","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"630",13745,"CWHvm1","CWHvm1/Fl51","Yc",NA,"Yc",1,"inputed",NA,"Coast"
"631",13746,"CWHvm3","CWHvm3/Fl51","Yc",NA,"Yc",1,"inputed",NA,"Coast"
"632",13747,"CWHvm1","CWHvm1/Fl51","Hw",NA,"Hw",1,"inputed",NA,"Coast"
"633",13748,"CWHvm3","CWHvm3/Fl51","Hw",NA,"Hw",1,"inputed",NA,"Coast"
"634",13749,"CWHvm1","CWHvm1/Fl51","Cw",NA,"Cw",2,"inputed",NA,"Coast"
"635",13750,"CWHvm3","CWHvm3/Fl51","Cw",NA,"Cw",2,"inputed",NA,"Coast"
"636",13751,"CWHvh2","CWHvh2/103","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"637",13752,"CWHvh2","CWHvh2/112","Yc",NA,"Yc",1,"inputed",NA,"Coast"
"638",13753,"CWHvh3","CWHvh3/112","Yc",NA,"Yc",1,"inputed",NA,"Coast"
"639",13754,"CWHvh2","CWHvh2/112","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"640",13755,"CWHvh3","CWHvh3/112","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"641",13756,"CWHvm1","CWHvm1/Ws54","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"642",13757,"CWHvm1","CWHvm1/Ws56","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"643",13758,"CWHvm3","CWHvm3/Ws54","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"644",13759,"CWHvm3","CWHvm3/Ws56","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"645",13760,"CWHvh3","CWHvh3/117","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"646",13761,"SBPSxc","SBPSxc/05","Hw",NA,"Hw",1,"inputed",NA,"CAR"
"647",13762,"CWHvm1","CWHvm1/113","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"648",13763,"CWHws2","CWHws2/101","Fdc",NA,"Fd",2,"inputed",NA,"Coast"
"649",13764,"CWHws2","CWHws2/110","Fdc",NA,"Fd",2,"inputed",NA,"Coast"
"650",13765,"CWHds2","CWHds2/101","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"651",13766,"CWHws2","CWHws2/101","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"652",13767,"CWHds1","CWHds1/101","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"653",13768,"CWHds1","CWHds1/101a","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"654",13769,"CWHms5","CWHms5/103.1","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"655",13770,"CWHms4","CWHms4/105","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"656",13771,"CWHms3","CWHms3/112","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"657",13772,"CWHms4","CWHms4/112","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"658",13773,"CWHms5","CWHms5/112","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"659",13774,"CWHms3","CWHms3/101","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"660",13775,"CWHdm2","CWHdm2/103","Cw",NA,"Cw",3,"inputed",NA,"Coast"
"661",13776,"CWHvm1","CWHvm1/110","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"662",13777,"ESSFxc2","ESSFxc2/111","Pli",NA,"Pl",3,"inputed",NA,"SKE"
"663",13778,"CWHms5","CWHms5/103.2","Bg",NA,"Bg",3,"inputed",NA,"Coast"
"664",13779,"CWHms5","CWHms5/103.2","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"665",13780,"CWHxs","CWHxs/101.2","Ba",NA,"Ba",4,"inputed",NA,"Coast"
"666",13781,"CWHws2","CWHws2/102","Ac",NA,"Ac",4,"inputed",NA,"Coast"
"667",13782,"CWHws2","CWHws2/101","At",NA,"At",3,"inputed",NA,"Coast"
"668",13783,"CWHws2","CWHws2/110","Plc",NA,"Pl",4,"inputed",NA,"Coast"
"669",13784,"ICHvc","ICHvc/02","Ac",NA,"Ac",4,"inputed",NA,"SKE"
"670",13785,"CWHws2","CWHws2/102","Sx",NA,"Sx",3,"inputed",NA,"Coast"
"671",13786,"CWHvh3","CWHvh3/101a","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"672",13787,"CWHvh3","CWHvh3/115","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"673",13788,"CWHvm1","CWHvm1/101","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"674",13789,"CWHvm1","CWHvm1/111","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"675",13790,"CWHvm3","CWHvm3/101","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"676",13791,"CWHvm3","CWHvm3/111","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"677",13792,"CWHvm3","CWHvm3/111.2","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"678",13793,"CWHvm2","CWHvm2/101","Bl",NA,"Bl",3,"inputed",NA,"Coast"
"679",13794,"CWHvm1","CWHvm1/110","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"680",13795,"CWHdm2","CWHdm2/112.1","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"681",13796,"CWHdm2","CWHdm2/102","Cw",NA,"Cw",3,"inputed",NA,"Coast"
"682",13797,"CWHdm2","CWHdm2/111","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"683",13798,"CWHdm2","CWHdm2/110","Ss",NA,"Ss",2,"inputed",NA,"Coast"
"684",13799,"CWHdm2","CWHdm2/112.2","Ss",NA,"Ss",1,"inputed",NA,"Coast"
"685",13800,"CWHdm2","CWHdm2/104","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"686",13801,"CWHvm2","CWHvm2/101","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"687",13802,"CWHvm1","CWHvm1/112.2","Fdc",NA,"Fd",3,"inputed",NA,"Coast"
"688",13803,"CWHvm1","CWHvm1/102","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"689",13804,"MHmm2","MHmm2/113","Bl",NA,"Bl",1,"inputed",NA,"Coast"
"690",13805,"MHmm2","MHmm2/112","Fdc",NA,"Fd",2,"inputed",NA,"Coast"
"691",13806,"MSxk1","MSxk1/103","Sx",NA,"Sx",3,"inputed",NA,"TO"
"692",13807,"IDFdk1","IDFdk1/105","Sx",NA,"Sx",3,"inputed",NA,"TO"
"693",13808,"IDFdk1","IDFdk1/103","At",NA,"At",3,"inputed",NA,"TO"
"694",13809,"CDFmm","CDFmm/Ws53","Fdi",NA,"Fd",3,"inputed",NA,"Coast"
"695",13810,"CDFmm","CDFmm/105","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"696",13811,"ICHmk2","ICHmk2/06","Fdi",NA,"Fd",2,"inputed",NA,"TO"
"697",13812,"CWHvh3","CWHvh3/Wb53","Hw",NA,"Hw",3,"inputed",NA,"Coast"
"698",13813,"CWHws3","CWHws3/102","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"699",13814,"MHwh","MHwh/101a","Hm",NA,"Hm",1,"inputed",NA,"Coast"
"700",13815,"MHwh","MHwh/101a","Ss",NA,"Ss",2,"inputed",NA,"Coast"
"701",13816,"MHwh","MHwh/101b","Hw",NA,"Hw",1,"inputed",NA,"Coast"
"702",13817,"MHwh","MHwh/101b","Ss",NA,"Ss",2,"inputed",NA,"Coast"
"703",13818,"MHwh","MHwh/101b","Yc",NA,"Yc",1,"inputed",NA,"Coast"
"704",13819,"MHwh","MHwh/101b","Hm",NA,"Hm",1,"inputed",NA,"Coast"
"705",13820,"CWHwh1","CWHwh1/115","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"706",13821,"CWHvh3","CWHvh3/115","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"707",13822,"MHwh","MHwh/102","Hw",NA,"Hw",3,"inputed",NA,"Coast"
"708",13823,"CWHvh3","CWHvh3/103.2","Ss",NA,"Ss",1,"inputed",NA,"Coast"
"709",13824,"CWHvh3","CWHvh3/105","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"710",13825,"MHwh","MHwh/101a","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"711",13826,"CWHvh3","CWHvh3/103.1","Hw",NA,"Hw",1,"inputed",NA,"Coast"
"712",13827,"CWHvh3","CWHvh3/103.1","Ss",NA,"Ss",2,"inputed",NA,"Coast"
"713",13828,"CWHvm1","CWHvm1/Fl51","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"714",13829,"CWHvm3","CWHvm3/Fl51","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"715",13830,"CWHvm1","CWHvm1/Fl51","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"716",13831,"CWHvm3","CWHvm3/Fl51","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"717",13832,"CWHvm1","CWHvm1/Fl51","Plc",NA,"Pl",2,"inputed",NA,"Coast"
"718",13833,"CWHvm3","CWHvm3/Fl51","Plc",NA,"Pl",2,"inputed",NA,"Coast"
"719",13834,"CWHvm1","CWHvm1/Wb51","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"720",13835,"CWHvm1","CWHvm1/Wb55","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"721",13836,"CWHvm3","CWHvm3/Wb51","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"722",13837,"CWHvm3","CWHvm3/Wb53","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"723",13838,"CWHvm1","CWHvm1/105","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"724",13839,"CWHvm3","CWHvm3/104","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"725",13840,"CWHvh2","CWHvh2/110","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"726",13841,"CWHvh3","CWHvh3/110","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"727",13842,"MHvh","MHvh/102","Hw",NA,"Hw",3,"inputed",NA,"Coast"
"728",13843,"CWHvm2","CWHvm2/112","Dr",NA,"Dr",2,"inputed",NA,"Coast"
"729",13844,"CWHvm2","CWHvm2/112.2","Dr",NA,"Dr",2,"inputed",NA,"Coast"
"730",13845,"CWHvm4","CWHvm4/112","Dr",NA,"Dr",2,"inputed",NA,"Coast"
"731",13846,"CWHvh3","CWHvh3/105","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"732",13847,"CWHvh2","CWHvh2/101","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"733",13848,"CWHvh2","CWHvh2/102","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"734",13849,"CWHvh2","CWHvh2/Wb53","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"735",13850,"CWHvh3","CWHvh3/Wb53","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"736",13851,"CWHvh2","CWHvh2/113","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"737",13852,"CWHvh2","CWHvh2/113","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"738",13853,"ICHmc2","ICHmc2/04","Ss",NA,"Ss",3,"inputed",NA,"SKE"
"739",13854,"CWHwm","CWHwm/Fm50","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"740",13855,"CWHwm","CWHwm/101b","Yc",NA,"Yc",1,"inputed",NA,"Coast"
"741",13856,"CWHds1","CWHds1/110","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"742",13857,"CWHms5","CWHms5/101.2","Ss",NA,"Ss",3,"inputed",NA,"Coast"
"743",13858,"MHmm2","MHmm2/101a","Pw",NA,"Pw",4,"inputed",NA,"Coast"
"744",13859,"CWHmm1","CWHmm1/101","Yc",NA,"Yc",3,"inputed",NA,"Coast"
"745",13860,"ESSFdh1","ESSFdh1/104","Pw",NA,"Pw",3,"inputed",NA,"TO"
"746",13861,"ESSFdh1","ESSFdh1/104","Hw",NA,"Hw",3,"inputed",NA,"TO"
"747",13862,"ESSFmw1","ESSFmw1/103","Ba",NA,"Ba",3,"inputed",NA,"TO"
"748",13863,"ESSFmw1","ESSFmw1/105","Pw",NA,"Pw",3,"inputed",NA,"TO"
"749",13864,"ESSFmw1","ESSFmw1/110","Ba",NA,"Ba",2,"inputed",NA,"TO"
"750",13865,"ESSFdh1","ESSFdh1/101","Pw",NA,"Pw",3,"inputed",NA,"TO"
"751",13866,"CWHwh1","CWHwh1/102","Yc",NA,"Yc",3,"inputed",NA,"Coast"
"752",13867,"CWHmm1","CWHmm1/103","Yc",NA,"Yc",3,"inputed",NA,"Coast"
"753",13868,"CDFmm","CDFmm/112","Ss",NA,"Ss",3,"inputed",NA,"Coast"
"754",13869,"CDFmm","CDFmm/111","Bg",NA,"Bg",3,"inputed",NA,"Coast"
"755",13870,"CWHvm3","CWHvm3/110","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"756",13871,"CWHdm3","CWHdm3/110","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"757",13872,"CWHdm3","CWHdm3/110","Ss",NA,"Ss",3,"inputed",NA,"Coast"
"758",13873,"MHmm1","MHmm1/104","Cw",NA,"Cw",3,"inputed",NA,"Coast"
"759",13874,"CWHvm2","CWHvm2/111.1","Pw",NA,"Pw",2,"inputed",NA,"Coast"
"760",13875,"CWHvm4","CWHvm4/111","Pw",NA,"Pw",2,"inputed",NA,"Coast"
"761",13876,"CWHvm1","CWHvm1/102","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"762",13877,"MHmm1","MHmm1/110","Cw",NA,"Cw",3,"inputed",NA,"Coast"
"763",13878,"CWHvm2","CWHvm2/102","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"764",13879,"CDFmm","CDFmm/105","Hw",NA,"Hw",2,"inputed",NA,"Coast"
"765",13880,"CWHvm1","CWHvm1/114","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"766",13881,"CWHvm3","CWHvm3/114","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"767",13882,"MHmm1","MHmm1/111","Cw",NA,"Cw",2,"inputed",NA,"Coast"
"768",13883,"CWHvm1","CWHvm1/114","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"769",13884,"CWHvm3","CWHvm3/114","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"770",13885,"CWHvm1","CWHvm1/113","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"771",13886,"CWHvm3","CWHvm3/113","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"772",13887,"CWHvm3","CWHvm3/113","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"773",13888,"IDFdk2","IDFdk2/110","Ac",NA,"Ac",3,"inputed",NA,"TO"
"774",13889,"MSdc3","MSdc3/04","Fdi",NA,"Fd",2,"inputed",NA,"TO"
"775",13890,"ESSFxc3","ESSFxc3/04","Pli",NA,"Pl",1,"inputed",NA,"SKE"
"776",13891,"MSxk3","MSxk3/03","Pli",NA,"Pl",1,"inputed",NA,"CAR"
"777",13892,"MSdc1","MSdc1/05","Fdi",NA,"Fd",2,"inputed",NA,"TO"
"778",13893,"MSdc1","MSdc1/05","Pli",NA,"Pl",1,"inputed",NA,"TO"
"779",13894,"ESSFxv2","ESSFxv2/03","At",NA,"At",3,"inputed",NA,"CAR"
"780",13895,"IDFdc","IDFdc/03","At",NA,"At",3,"inputed",NA,"TO"
"781",13896,"MSdc3","MSdc3/02","Bl",NA,"Bl",3,"inputed",NA,"TO"
"782",13897,"CWHwh1","CWHwh1/101","Yc",NA,"Yc",3,"inputed",NA,"Coast"
"783",13898,"CWHwh1","CWHwh1/Wb51","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"784",13899,"CWHwh1","CWHwh1/102","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"785",13900,"CWHwh1","CWHwh1/116","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"786",13901,"CWHvm4","CWHvm4/113","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"787",13902,"CWHmm1","CWHmm1/110","Bg",NA,"Bg",3,"inputed",NA,"Coast"
"788",13903,"MSxk2","MSxk2/104","Sx",NA,"Sx",3,"inputed",NA,"TO"
"789",13904,"ESSFdc2","ESSFdc2/101","Ba",NA,"Ba",2,"inputed",NA,"TO"
"790",13905,"IDFww","IDFww/101","Bg",NA,"Bg",3,"inputed",NA,"Coast"
"791",13906,"CWHxs","CWHxs/101","Mb",NA,"Mb",3,"inputed",NA,"Coast"
"792",13907,"IDFxh1","IDFxh1/111","At",NA,"At",1,"inputed",NA,"TO"
"793",13908,"IDFxh1","IDFxh1/110","Ep",NA,"Ep",3,"inputed",NA,"TO"
"794",13909,"ICHxm1","ICHxm1/101","Sx",NA,"Sx",3,"inputed",NA,"TO"
"795",13910,"ESSFmww","ESSFmww/103","Pa",NA,"Pa",3,"inputed",NA,"TO"
"796",13911,"CWHvm2","CWHvm2/110","Bl",NA,"Bl",1,"inputed",NA,"Coast"
"797",13912,"CWHvm1","CWHvm1/101","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"798",13913,"CWHds1","CWHds1/104","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"799",13914,"CWHxs","CWHxs/101","Mv",NA,"Mv",2,"inputed",NA,"Coast"
"800",13915,"IDFww","IDFww/101","Mv",NA,"Mv",2,"inputed",NA,"Coast"
"801",13916,"CWHxs","CWHxs/103","Ep",NA,"Ep",3,"inputed",NA,"Coast"
"802",13917,"CWHxs","CWHxs/103.1","Ep",NA,"Ep",3,"inputed",NA,"Coast"
"803",13918,"CWHms4","CWHms4/101","Mv",NA,"Mv",2,"inputed",NA,"Coast"
"804",13919,"CWHms5","CWHms5/101","Mv",NA,"Mv",1,"inputed",NA,"Coast"
"805",13920,"CWHms5","CWHms5/101.2","Mv",NA,"Mv",1,"inputed",NA,"Coast"
"806",13921,"CWHms4","CWHms4/110","Mv",NA,"Mv",2,"inputed",NA,"Coast"
"807",13922,"CWHms5","CWHms5/110","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"808",13923,"CWHms5","CWHms5/103.1","Mv",NA,"Mv",2,"inputed",NA,"Coast"
"809",13924,"CWHms4","CWHms4/105","Bl",NA,"Bl",3,"inputed",NA,"Coast"
"810",13925,"CWHvm2","CWHvm2/112.1","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"811",13926,"CWHmm1","CWHmm1/103","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"812",13927,"CWHvh3","CWHvh3/103.2","Dr",NA,"Dr",3,"inputed",NA,"Coast"
"813",13928,"CWHwh1","CWHwh1/110b","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"814",13929,"CWHwh1","CWHwh1/110a","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"815",13930,"CWHwh1","CWHwh1/110a","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"816",13931,"CWHds1","CWHds1/101","Ss",NA,"Ss",3,"inputed",NA,"Coast"
"817",13932,"CWHds1","CWHds1/101a","Ss",NA,"Ss",3,"inputed",NA,"Coast"
"818",13933,"MHmm2","MHmm2/112","Ac",NA,"Ac",3,"inputed",NA,"Coast"
"819",13934,"CWHms3","CWHms3/104","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"820",13935,"CWHxs","CWHxs/101.1","Ba",NA,"Ba",4,"inputed",NA,"Coast"
"821",13936,"CWHms3","CWHms3/104","Sx",NA,"Sx",4,"inputed",NA,"Coast"
"822",13937,"CWHms4","CWHms4/104","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"823",13938,"CWHms3","CWHms3/104","Bl",NA,"Bl",4,"inputed",NA,"Coast"
"824",13939,"CWHms3","CWHms3/104","Hm",NA,"Hm",4,"inputed",NA,"Coast"
"825",13940,"CWHms3","CWHms3/103","Mv",NA,"Mv",4,"inputed",NA,"Coast"
"826",13941,"CWHms4","CWHms4/104","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"827",13942,"CWHms4","CWHms4/104","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"828",13943,"CWHds1","CWHds1/104","Mv",NA,"Mv",1,"inputed",NA,"Coast"
"829",13944,"CWHxs","CWHxs/111","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"830",13945,"CWHxs","CWHxs/101.2","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"831",13946,"CWHxs","CWHxs/101.1","Plc",NA,"Pl",2,"inputed",NA,"Coast"
"832",13947,"CWHws3","CWHws3/101","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"833",13948,"CWHws3","CWHws3/101","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"834",13949,"CWHws3","CWHws3/103","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"835",13950,"CWHms4","CWHms4/103","Mv",NA,"Mv",4,"inputed",NA,"Coast"
