"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange","Zone","Note","Region"
"250","IDFdk4","IDFdk4/01","Lw",3,"Lw",NA,NA,TRUE,"IDF",NA,"CAR"
"251","IDFdk4","IDFdk4/01","Sxw",5,"Sx",NA,NA,FALSE,"IDF",NA,"CAR"
"252","IDFmw2","IDFmw2/05","At",3,"At",NA,NA,FALSE,"IDF",NA,"TO"
"253","IDFmw2","IDFmw2/05","Bl",3,"Bl",NA,NA,FALSE,"IDF",NA,"TO"
"254","IDFmw2","IDFmw2/05","Sxw",2,"Sx",NA,NA,FALSE,"IDF",NA,"TO"
"255","IDFxh1","IDFxh1/Fm01","Act",1,"Ac",NA,NA,FALSE,"IDF",NA,"TO"
"256","IDFxh1","IDFxh1/Fm05","Act",1,"Ac",NA,NA,FALSE,"IDF",NA,"TO"
"257","IDFxh1","IDFxh1/111","At",1,"At",NA,NA,FALSE,"IDF","imputed","TO"
"258","IDFxh1","IDFxh1/Fm01","At",2,"At",NA,NA,FALSE,"IDF",NA,"TO"
"259","IDFxh1","IDFxh1/Fm05","At",2,"At",NA,NA,FALSE,"IDF",NA,"TO"
"260","IDFxh1","IDFxh1/111","Cw",2,"Cw",NA,NA,FALSE,"IDF",NA,"TO"
"261","IDFxh1","IDFxh1/Fm01","Cw",3,"Cw",NA,NA,FALSE,"IDF",NA,"TO"
"262","IDFxh1","IDFxh1/Fm05","Cw",3,"Cw",NA,NA,FALSE,"IDF",NA,"TO"
"263","IDFxh1","IDFxh1/110","Ep",3,"Ep",NA,NA,FALSE,"IDF","imputed","TO"
"264","IDFxh1","IDFxh1/Fm01","Ep",2,"Ep",NA,NA,FALSE,"IDF",NA,"TO"
"265","IDFxh1","IDFxh1/Fm05","Ep",2,"Ep",NA,NA,FALSE,"IDF",NA,"TO"
"266","IDFxh1","IDFxh1/111","Fdi",1,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"267","IDFxh1","IDFxh1/Fm01","Fdi",3,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"268","IDFxh1","IDFxh1/Fm05","Fdi",3,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"269","IDFxh1","IDFxh1/Fm01","Pyi",3,"Py",NA,NA,FALSE,"IDF",NA,"TO"
"270","IDFxh1","IDFxh1/Fm05","Pyi",3,"Py",NA,NA,FALSE,"IDF",NA,"TO"
"271","IDFxh1","IDFxh1/111","Sxw",2,"Sx",NA,NA,FALSE,"IDF",NA,"TO"
"272","IDFxh1","IDFxh1/Fm01","Sxw",3,"Sx",NA,NA,FALSE,"IDF",NA,"TO"
"273","IDFxh1","IDFxh1/Fm05","Sxw",3,"Sx",NA,NA,FALSE,"IDF",NA,"TO"
"274","IDFxh2","IDFxh2/Fm01","Act",1,"Ac",NA,NA,FALSE,"IDF",NA,"TO"
"275","IDFxh2","IDFxh2/Fm02","Act",1,"Ac",NA,NA,FALSE,"IDF",NA,"TO"
"276","IDFxh2","IDFxh2/Fm05","Act",1,"Ac",NA,NA,FALSE,"IDF",NA,"TO"
"277","IDFxh2","IDFxh2/Fm01","At",2,"At",NA,NA,FALSE,"IDF",NA,"TO"
"278","IDFxh2","IDFxh2/Fm02","At",2,"At",NA,NA,FALSE,"IDF",NA,"TO"
"279","IDFxh2","IDFxh2/Fm05","At",2,"At",NA,NA,FALSE,"IDF",NA,"TO"
"280","IDFxh2","IDFxh2/Fm05","Cw",3,"Cw",NA,NA,FALSE,"IDF",NA,"TO"
"281","IDFxh2","IDFxh2/Fm01","Ep",2,"Ep",NA,NA,FALSE,"IDF",NA,"TO"
"282","IDFxh2","IDFxh2/Fm02","Ep",2,"Ep",NA,NA,FALSE,"IDF",NA,"TO"
"283","IDFxh2","IDFxh2/Fm05","Ep",2,"Ep",NA,NA,FALSE,"IDF",NA,"TO"
"284","IDFxh2","IDFxh2/Fm01","Fdi",3,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"285","IDFxh2","IDFxh2/Fm02","Fdi",3,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"286","IDFxh2","IDFxh2/Fm05","Fdi",2,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"287","IDFxh2","IDFxh2/110","Pyi",2,"Py",NA,NA,FALSE,"IDF",NA,"TO"
"288","IDFxh2","IDFxh2/Fm01","Sxw",2,"Sx",NA,NA,FALSE,"IDF",NA,"TO"
"289","IDFxh2","IDFxh2/Fm02","Sxw",2,"Sx",NA,NA,FALSE,"IDF",NA,"TO"
"290","IDFxm","IDFxm/03","At",3,"At",NA,NA,FALSE,"IDF","imputed","CAR"
"291","IDFxx1","IDFxx1/111","At",2,"At",NA,NA,FALSE,"IDF",NA,"TO"
"292","IDFxx1","IDFxx1/111","Ep",2,"Ep",NA,NA,FALSE,"IDF",NA,"TO"
"293","IDFxx1","IDFxx1/101","Fdi",2,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"294","IDFxx1","IDFxx1/102","Fdi",5,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"295","IDFxx1","IDFxx1/103","Fdi",5,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"296","IDFxx1","IDFxx1/104","Fdi",3,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"297","IDFxx1","IDFxx1/110","Fdi",1,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"298","IDFxx1","IDFxx1/111","Fdi",5,"Fd",NA,NA,FALSE,"IDF",NA,"TO"
"299","IDFxx1","IDFxx1/111","Lw",2,"Lw",NA,NA,FALSE,"IDF",NA,"TO"
"300","IDFxx1","IDFxx1/101","Pyi",1,"Py",NA,NA,FALSE,"IDF",NA,"TO"
"301","IDFxx1","IDFxx1/102","Pyi",2,"Py",NA,NA,FALSE,"IDF",NA,"TO"
"302","IDFxx1","IDFxx1/103","Pyi",2,"Py",NA,NA,FALSE,"IDF",NA,"TO"
"303","IDFxx1","IDFxx1/104","Pyi",1,"Py",NA,NA,FALSE,"IDF",NA,"TO"
"304","IDFxx1","IDFxx1/110","Pyi",2,"Py",NA,NA,FALSE,"IDF",NA,"TO"
"305","IDFxx1","IDFxx1/111","Pyi",2,"Py",NA,NA,FALSE,"IDF",NA,"TO"
"306","MSdc1","MSdc1/05","Fdi",2,"Fd",NA,NA,FALSE,"MS","imputed","TO"
"307","MSdc1","MSdc1/05","Pli",1,"Pl",NA,NA,FALSE,"MS","imputed","TO"
"308","MSdc2","MSdc2/01","Bl",2,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"309","MSdc2","MSdc2/02","Bl",3,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"310","MSdc2","MSdc2/03","Bl",2,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"311","MSdc2","MSdc2/04","Bl",2,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"312","MSdc2","MSdc2/05","Bl",1,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"313","MSdc2","MSdc2/06","Bl",1,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"314","MSdc2","MSdc2/07","Bl",1,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"315","MSdc2","MSdc2/08","Bl",2,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"316","MSdc2","MSdc2/01","Fdi",2,"Fd",NA,NA,FALSE,"MS",NA,"CAR"
"317","MSdc2","MSdc2/02","Fdi",2,"Fd",NA,NA,FALSE,"MS",NA,"CAR"
"318","MSdc2","MSdc2/03","Fdi",1,"Fd",NA,NA,FALSE,"MS",NA,"CAR"
"319","MSdc2","MSdc2/01","Pa",3,"Pa",NA,NA,FALSE,"MS",NA,"CAR"
"320","MSdc2","MSdc2/02","Pa",3,"Pa",NA,NA,FALSE,"MS",NA,"CAR"
"321","MSdc2","MSdc2/03","Pa",3,"Pa",NA,NA,FALSE,"MS",NA,"CAR"
"322","MSdc2","MSdc2/04","Pa",3,"Pa",NA,NA,FALSE,"MS",NA,"CAR"
"323","MSdc2","MSdc2/01","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"324","MSdc2","MSdc2/02","Pli",2,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"325","MSdc2","MSdc2/03","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"326","MSdc2","MSdc2/04","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"327","MSdc2","MSdc2/05","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"328","MSdc2","MSdc2/06","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"329","MSdc2","MSdc2/07","Pli",2,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"330","MSdc2","MSdc2/08","Pli",2,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"331","MSdc2","MSdc2/01","Sxw",1,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"332","MSdc2","MSdc2/04","Sxw",2,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"333","MSdc2","MSdc2/05","Sxw",1,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"334","MSdc2","MSdc2/06","Sxw",1,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"335","MSdc2","MSdc2/07","Sxw",1,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"336","MSdc2","MSdc2/08","Sxw",1,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"337","MSdc3","MSdc3/02","Bl",3,"Bl",NA,NA,FALSE,"MS","imputed","TO"
"338","MSdc3","MSdc3/03","Bl",3,"Bl",NA,NA,FALSE,"MS",NA,"TO"
"339","MSdc3","MSdc3/04","Fdi",2,"Fd",NA,NA,FALSE,"MS","imputed","TO"
"340","MSdc3","MSdc3/03","Sxw",3,"Sx",NA,NA,FALSE,"MS",NA,"TO"
"341","MSdm2","MSdm2/101","Ac",3,"Ac",NA,NA,FALSE,"MS","imputed","TO"
"342","MSdm2","MSdm2/104","At",3,"At",NA,NA,FALSE,"MS","imputed","TO"
"343","MSdm2","MSdm2/101","At",4,"At",NA,NA,FALSE,"MS","imputed","TO"
"344","MSdm2","MSdm2/101","Cw",3,"Cw",NA,NA,FALSE,"MS","imputed","TO"
"345","MSdm2","MSdm2/105","Fdi",3,"Fd",NA,NA,FALSE,"MS","imputed","TO"
"346","MSdm2","MSdm2/102","Pyi",3,"Py",NA,NA,FALSE,"MS",NA,"TO"
"347","MSdm3","MSdm3/01","Ac",3,"Ac",NA,NA,FALSE,"MS","imputed","TO"
"348","MSdm3","MSdm3/05","At",3,"At",NA,NA,FALSE,"MS","imputed","TO"
"349","MSdm3","MSdm3/01","At",2,"At",NA,NA,FALSE,"MS","imputed","TO"
"350","MSdm3","MSdm3/03","Bl",3,"Bl",NA,NA,FALSE,"MS",NA,"TO"
"351","MSdv","MSdv/01","Bl",2,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"352","MSdv","MSdv/03","Bl",3,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"353","MSdv","MSdv/04","Bl",3,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"354","MSdv","MSdv/05","Bl",3,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"355","MSdv","MSdv/06","Bl",2,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"356","MSdv","MSdv/07","Bl",2,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"357","MSdv","MSdv/08","Bl",2,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"358","MSdv","MSdv/09","Bl",2,"Bl",NA,NA,FALSE,"MS",NA,"CAR"
"359","MSdv","MSdv/01","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"360","MSdv","MSdv/02","Pli",2,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"361","MSdv","MSdv/03","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"362","MSdv","MSdv/04","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"363","MSdv","MSdv/05","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"364","MSdv","MSdv/06","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"365","MSdv","MSdv/07","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"366","MSdv","MSdv/08","Pli",2,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"367","MSdv","MSdv/09","Pli",2,"Pl",NA,NA,FALSE,"MS",NA,"CAR"
"368","MSdv","MSdv/01","Sxw",1,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"369","MSdv","MSdv/03","Sxw",3,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"370","MSdv","MSdv/04","Sxw",3,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"371","MSdv","MSdv/05","Sxw",3,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"372","MSdv","MSdv/06","Sxw",2,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"373","MSdv","MSdv/07","Sxw",1,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"374","MSdv","MSdv/08","Sxw",1,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"375","MSdv","MSdv/09","Sxw",1,"Sx",NA,NA,FALSE,"MS",NA,"CAR"
"376","MSxk1","MSxk1/101b","Bl",3,"Bl",NA,NA,FALSE,"MS",NA,"TO"
"377","MSxk1","MSxk1/101a","Fdi",3,"Fd",NA,NA,FALSE,"MS",NA,"TO"
"378","MSxk1","MSxk1/101a","Lw",3,"Lw",NA,NA,TRUE,"MS",NA,"TO"
"379","MSxk1","MSxk1/101a","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"TO"
"380","MSxk1","MSxk1/101b","Pli",1,"Pl",NA,NA,FALSE,"MS",NA,"TO"
"381","MSxk1","MSxk1/103","Sx",3,"Sx",NA,NA,FALSE,"MS","imputed","TO"
"382","MSxk2","MSxk2/104","Sx",3,"Sx",NA,NA,FALSE,"MS","imputed","TO"
"383","MSxk3","MSxk3/03","Pa",3,"Pa",NA,NA,FALSE,"MS","imputed","CAR"
"384","MSxk3","MSxk3/03","Pli",1,"Pl",NA,NA,FALSE,"MS","imputed","CAR"
"385","MSxv","MSxv/01","Lw",5,"Lw",NA,NA,TRUE,"MS",NA,"CAR"
"386","PPxh1","PPxh1/Fm01","Act",1,"Ac",NA,NA,FALSE,"PP",NA,"TO"
"387","PPxh1","PPxh1/Fm05","Act",1,"Ac",NA,NA,FALSE,"PP",NA,"TO"
"388","PPxh1","PPxh1/Fm06","Act",1,"Ac",NA,NA,FALSE,"PP",NA,"TO"
"389","PPxh1","PPxh1/Fm01","At",2,"At",NA,NA,FALSE,"PP",NA,"TO"
"390","PPxh1","PPxh1/Fm05","At",2,"At",NA,NA,FALSE,"PP",NA,"TO"
"391","PPxh1","PPxh1/Fm06","At",2,"At",NA,NA,FALSE,"PP",NA,"TO"
"392","PPxh1","PPxh1/Fm01","Ep",2,"Ep",NA,NA,FALSE,"PP",NA,"TO"
"393","PPxh1","PPxh1/Fm05","Ep",2,"Ep",NA,NA,FALSE,"PP",NA,"TO"
"394","PPxh1","PPxh1/Fm06","Ep",2,"Ep",NA,NA,FALSE,"PP",NA,"TO"
"395","PPxh1","PPxh1/Fm01","Fdi",3,"Fd",NA,NA,FALSE,"PP",NA,"TO"
"396","PPxh1","PPxh1/Fm05","Fdi",3,"Fd",NA,NA,FALSE,"PP",NA,"TO"
"397","PPxh1","PPxh1/Fm06","Fdi",3,"Fd",NA,NA,FALSE,"PP",NA,"TO"
"398","PPxh1","PPxh1/Fm01","Pyi",3,"Py",NA,NA,FALSE,"PP",NA,"TO"
"399","PPxh1","PPxh1/Fm05","Pyi",3,"Py",NA,NA,FALSE,"PP",NA,"TO"
"400","PPxh1","PPxh1/Fm06","Pyi",3,"Py",NA,NA,FALSE,"PP",NA,"TO"
"401","PPxh2","BGxh2/Fm05","Act",1,"Ac",NA,NA,FALSE,"PP",NA,"TO"
"402","PPxh2","PPxh2/Fm01","Act",1,"Ac",NA,NA,FALSE,"PP",NA,"TO"
"403","PPxh2","PPxh2/Fm05","Act",1,"Ac",NA,NA,FALSE,"PP",NA,"TO"
"404","PPxh2","BGxh2/Fm05","At",2,"At",NA,NA,FALSE,"PP",NA,"TO"
"405","PPxh2","PPxh2/Fm01","At",2,"At",NA,NA,FALSE,"PP",NA,"TO"
"406","PPxh2","PPxh2/Fm05","At",2,"At",NA,NA,FALSE,"PP",NA,"TO"
"407","PPxh2","PPxh2/Fm05","Cw",3,"Cw",NA,NA,FALSE,"PP",NA,"TO"
"408","PPxh2","BGxh2/Fm05","Ep",2,"Ep",NA,NA,FALSE,"PP",NA,"TO"
"409","PPxh2","PPxh2/Fm01","Ep",2,"Ep",NA,NA,FALSE,"PP",NA,"TO"
"410","PPxh2","PPxh2/Fm05","Ep",2,"Ep",NA,NA,FALSE,"PP",NA,"TO"
"411","PPxh2","BGxh2/Fm05","Fdi",3,"Fd",NA,NA,FALSE,"PP",NA,"TO"
"412","PPxh2","PPxh2/Fm01","Fdi",3,"Fd",NA,NA,FALSE,"PP",NA,"TO"
"413","PPxh2","PPxh2/Fm05","Fdi",2,"Fd",NA,NA,FALSE,"PP",NA,"TO"
"414","PPxh2","BGxh2/Fm05","Pyi",3,"Py",NA,NA,FALSE,"PP",NA,"TO"
"415","PPxh2","PPxh2/Fm01","Pyi",3,"Py",NA,NA,FALSE,"PP",NA,"TO"
"416","PPxh2","PPxh2/Fm05","Pyi",3,"Py",NA,NA,FALSE,"PP",NA,"TO"
"417","PPxh2","PPxh2/Fm01","Sxw",3,"Sx",NA,NA,FALSE,"PP",NA,"TO"
"418","PPxh2","PPxh2/Fm05","Sxw",3,"Sx",NA,NA,FALSE,"PP",NA,"TO"
"419","SBPSmk","SBPSmk/01","Lw",3,"Lw",NA,NA,TRUE,"SBPS",NA,"CAR"
"420","SBPSxc","SBPSxc/02","Fdi",5,"Fd",NA,NA,FALSE,"SBPS",NA,"CAR"
"421","SBPSxc","SBPSxc/02a","Fdi",5,"Fd",NA,NA,FALSE,"SBPS",NA,"CAR"
"422","SBPSxc","SBPSxc/02b","Fdi",5,"Fd",NA,NA,FALSE,"SBPS",NA,"CAR"
"423","SBPSxc","SBPSxc/02c","Fdi",5,"Fd",NA,NA,FALSE,"SBPS",NA,"CAR"
"424","SBPSxc","SBPSxc/05","Hw",1,"Hw",NA,NA,FALSE,"SBPS","imputed","CAR"
"425","SBSmm","SBSmm/08","Bl",2,"Bl",NA,NA,FALSE,"SBS",NA,"TO"
"426","SBSun","SBSun/h","Bl",1,"Bl",NA,NA,FALSE,"SBS",NA,"SKE"
"427","SBSun","SBSun/m","Bl",1,"Bl",NA,NA,FALSE,"SBS",NA,"SKE"
"428","SBSun","SBSun/x","Bl",1,"Bl",NA,NA,FALSE,"SBS",NA,"SKE"
"429","SWBvk","SWBvk/h","Sw",3,"Sx",NA,NA,FALSE,"SWB",NA,"SKE"
"430","SWBvk","SWBvk/m","Sw",2,"Sx",NA,NA,FALSE,"SWB",NA,"SKE"
"431","SWBvk","SWBvk/x","Sw",2,"Sx",NA,NA,FALSE,"SWB",NA,"SKE"
