"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange","Zone","Note"
"4737","ICHmc1","ICHmc1/05","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"4745","ICHmc1a","ICHmc1a/01","At",3,"At",3,NA,FALSE,"ICH",NA
"4746","ICHmc1a","ICHmc1a/01","Ba",1,"Ba",1,NA,FALSE,"ICH",NA
"4747","ICHmc1a","ICHmc1a/01","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"4748","ICHmc1a","ICHmc1a/01","Cw",4,"Cw",4,NA,FALSE,"ICH",NA
"4749","ICHmc1a","ICHmc1a/01","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"4750","ICHmc1a","ICHmc1a/01","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"4751","ICHmc1a","ICHmc1a/01","Pli",1,"Pl",1,NA,FALSE,"ICH",NA
"4752","ICHmc1a","ICHmc1a/01","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"4753","ICHmc1a","ICHmc1a/01a","At",3,"At",3,NA,FALSE,"ICH",NA
"4754","ICHmc1a","ICHmc1a/01a","Ba",1,"Ba",1,NA,FALSE,"ICH",NA
"4755","ICHmc1a","ICHmc1a/01a","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"4756","ICHmc1a","ICHmc1a/01a","Cw",4,"Cw",4,NA,FALSE,"ICH",NA
"4757","ICHmc1a","ICHmc1a/01a","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"4758","ICHmc1a","ICHmc1a/01a","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"4759","ICHmc1a","ICHmc1a/01a","Pli",1,"Pl",1,NA,FALSE,"ICH",NA
"4760","ICHmc1a","ICHmc1a/01a","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"4761","ICHmc1a","ICHmc1a/01b","At",3,"At",3,NA,FALSE,"ICH",NA
"4762","ICHmc1a","ICHmc1a/01b","Ba",1,"Ba",1,NA,FALSE,"ICH",NA
"4763","ICHmc1a","ICHmc1a/01b","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"4764","ICHmc1a","ICHmc1a/01b","Cw",4,"Cw",4,NA,FALSE,"ICH",NA
"4765","ICHmc1a","ICHmc1a/01b","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"4766","ICHmc1a","ICHmc1a/01b","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"4767","ICHmc1a","ICHmc1a/01b","Pli",1,"Pl",1,NA,FALSE,"ICH",NA
"4768","ICHmc1a","ICHmc1a/01b","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"4769","ICHmc1a","ICHmc1a/02","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"4770","ICHmc1a","ICHmc1a/02","At",3,"At",3,NA,FALSE,"ICH",NA
"4771","ICHmc1a","ICHmc1a/02","Ba",1,"Ba",1,NA,FALSE,"ICH",NA
"4772","ICHmc1a","ICHmc1a/02","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"4773","ICHmc1a","ICHmc1a/02","Cw",4,"Cw",4,NA,FALSE,"ICH",NA
"4774","ICHmc1a","ICHmc1a/02","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"4775","ICHmc1a","ICHmc1a/02","Hw",2,"Hw",2,NA,FALSE,"ICH",NA
"4776","ICHmc1a","ICHmc1a/02","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"4777","ICHmc1a","ICHmc1a/02","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"4778","ICHmc1a","ICHmc1a/03","Ba",1,"Ba",1,NA,FALSE,"ICH",NA
"4779","ICHmc1a","ICHmc1a/03","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"4780","ICHmc1a","ICHmc1a/03","Cw",4,"Cw",4,NA,FALSE,"ICH",NA
"4781","ICHmc1a","ICHmc1a/03","Hw",2,"Hw",2,NA,FALSE,"ICH",NA
"4782","ICHmc1a","ICHmc1a/03","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"4783","ICHmc1a","ICHmc1a/03","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"4785","ICHmc2","ICHmc2/01","Ba",5,"Ba",5,NA,FALSE,"ICH",NA
"4788","ICHmc2","ICHmc2/01","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4831","ICHmc2","ICHmc2/02","At",3,"At",3,NA,FALSE,"ICH",NA
"4832","ICHmc2","ICHmc2/02","Ba",5,"Ba",5,NA,FALSE,"ICH",NA
"4834","ICHmc2","ICHmc2/02","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"4862","ICHmc2","ICHmc2/05","At",2,"At",2,NA,FALSE,"ICH",NA
"4866","ICHmc2","ICHmc2/05","Ep",1,"Ep",1,NA,FALSE,"ICH",NA
"4910","ICHmk1","ICHmk1/101","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"4911","ICHmk1","ICHmk1/101","At",2,"At",2,NA,FALSE,"ICH",NA
"4912","ICHmk1","ICHmk1/101","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"4913","ICHmk1","ICHmk1/101","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"4914","ICHmk1","ICHmk1/101","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4915","ICHmk1","ICHmk1/101","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"4916","ICHmk1","ICHmk1/101","Lw",1,"Lw",1,NA,FALSE,"ICH",NA
"4917","ICHmk1","ICHmk1/101","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"4918","ICHmk1","ICHmk1/101","Pyi",4,"Py",4,NA,FALSE,"ICH",NA
"4919","ICHmk1","ICHmk1/101","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"4920","ICHmk1","ICHmk1/102","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"4921","ICHmk1","ICHmk1/102","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"4922","ICHmk1","ICHmk1/102","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"4923","ICHmk1","ICHmk1/102","Pyi",3,"Py",3,NA,FALSE,"ICH",NA
"4924","ICHmk1","ICHmk1/102","Sxw",3,"Sx",3,NA,FALSE,"ICH",NA
"4925","ICHmk1","ICHmk1/103","At",3,"At",3,NA,FALSE,"ICH",NA
"4926","ICHmk1","ICHmk1/103","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"4927","ICHmk1","ICHmk1/103","Cw",3,"Cw",3,NA,FALSE,"ICH",NA
"4928","ICHmk1","ICHmk1/103","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"4929","ICHmk1","ICHmk1/103","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"4930","ICHmk1","ICHmk1/103","Lw",2,"Lw",2,NA,FALSE,"ICH",NA
"4931","ICHmk1","ICHmk1/103","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"4932","ICHmk1","ICHmk1/103","Pyi",4,"Py",4,NA,FALSE,"ICH",NA
"4933","ICHmk1","ICHmk1/103","Sxw",3,"Sx",3,NA,FALSE,"ICH",NA
"4934","ICHmk1","ICHmk1/104","At",2,"At",2,NA,FALSE,"ICH",NA
"4935","ICHmk1","ICHmk1/104","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"4936","ICHmk1","ICHmk1/104","Cw",3,"Cw",3,NA,FALSE,"ICH",NA
"4937","ICHmk1","ICHmk1/104","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4938","ICHmk1","ICHmk1/104","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"4939","ICHmk1","ICHmk1/104","Lw",2,"Lw",2,NA,FALSE,"ICH",NA
"4940","ICHmk1","ICHmk1/104","Pli",1,"Pl",1,NA,FALSE,"ICH",NA
"4941","ICHmk1","ICHmk1/104","Pyi",4,"Py",4,NA,FALSE,"ICH",NA
"4942","ICHmk1","ICHmk1/104","Sxw",2,"Sx",2,NA,FALSE,"ICH",NA
"4943","ICHmk1","ICHmk1/105","At",2,"At",2,NA,FALSE,"ICH",NA
"4944","ICHmk1","ICHmk1/105","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"4945","ICHmk1","ICHmk1/105","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"4946","ICHmk1","ICHmk1/105","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4947","ICHmk1","ICHmk1/105","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"4948","ICHmk1","ICHmk1/105","Lw",1,"Lw",1,NA,FALSE,"ICH",NA
"4949","ICHmk1","ICHmk1/105","Pli",1,"Pl",1,NA,FALSE,"ICH",NA
"4950","ICHmk1","ICHmk1/105","Sxw",2,"Sx",2,NA,FALSE,"ICH",NA
"4951","ICHmk1","ICHmk1/110","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"4952","ICHmk1","ICHmk1/110","At",2,"At",2,NA,FALSE,"ICH",NA
"4953","ICHmk1","ICHmk1/110","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"4954","ICHmk1","ICHmk1/110","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"4955","ICHmk1","ICHmk1/110","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"4956","ICHmk1","ICHmk1/110","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"4957","ICHmk1","ICHmk1/110","Lw",2,"Lw",2,NA,FALSE,"ICH",NA
"4958","ICHmk1","ICHmk1/110","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"4959","ICHmk1","ICHmk1/110","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"4960","ICHmk1","ICHmk1/111","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"4961","ICHmk1","ICHmk1/111","At",2,"At",2,NA,FALSE,"ICH",NA
"4962","ICHmk1","ICHmk1/111","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"4963","ICHmk1","ICHmk1/111","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"4964","ICHmk1","ICHmk1/111","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4965","ICHmk1","ICHmk1/111","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"4966","ICHmk1","ICHmk1/111","Lw",2,"Lw",2,NA,FALSE,"ICH",NA
"4967","ICHmk1","ICHmk1/111","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"4968","ICHmk1","ICHmk1/111","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"4969","ICHmk1","ICHmk1/112","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"4970","ICHmk1","ICHmk1/112","At",3,"At",3,NA,FALSE,"ICH",NA
"4971","ICHmk1","ICHmk1/112","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"4972","ICHmk1","ICHmk1/112","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"4973","ICHmk1","ICHmk1/112","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"4974","ICHmk1","ICHmk1/112","Fdi",5,"Fd",5,NA,FALSE,"ICH",NA
"4975","ICHmk1","ICHmk1/112","Lw",5,"Lw",5,NA,FALSE,"ICH",NA
"4976","ICHmk1","ICHmk1/112","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"4977","ICHmk1","ICHmk1/112","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"4984","ICHmk3","ICHmk3/01","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"4997","ICHmk3","ICHmk3/03","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5006","ICHmk3","ICHmk3/04","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5031","ICHmk4","ICHmk4/101","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5032","ICHmk4","ICHmk4/101","At",2,"At",2,NA,FALSE,"ICH",NA
"5033","ICHmk4","ICHmk4/101","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5034","ICHmk4","ICHmk4/101","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"5035","ICHmk4","ICHmk4/101","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5036","ICHmk4","ICHmk4/101","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5037","ICHmk4","ICHmk4/101","Lw",2,"Lw",2,NA,FALSE,"ICH",NA
"5038","ICHmk4","ICHmk4/101","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5039","ICHmk4","ICHmk4/101","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5040","ICHmk4","ICHmk4/102","At",3,"At",3,NA,FALSE,"ICH",NA
"5041","ICHmk4","ICHmk4/102","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5042","ICHmk4","ICHmk4/102","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5043","ICHmk4","ICHmk4/102","Lw",3,"Lw",3,NA,FALSE,"ICH",NA
"5044","ICHmk4","ICHmk4/102","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5045","ICHmk4","ICHmk4/102","Pyi",4,"Py",4,NA,FALSE,"ICH",NA
"5046","ICHmk4","ICHmk4/102a","At",3,"At",3,NA,FALSE,"ICH",NA
"5047","ICHmk4","ICHmk4/102a","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5048","ICHmk4","ICHmk4/102a","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5049","ICHmk4","ICHmk4/102a","Lw",3,"Lw",3,NA,FALSE,"ICH",NA
"5050","ICHmk4","ICHmk4/102a","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5051","ICHmk4","ICHmk4/102a","Pyi",4,"Py",4,NA,FALSE,"ICH",NA
"5052","ICHmk4","ICHmk4/102b","At",3,"At",3,NA,FALSE,"ICH",NA
"5053","ICHmk4","ICHmk4/102b","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5054","ICHmk4","ICHmk4/102b","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5055","ICHmk4","ICHmk4/102b","Lw",3,"Lw",3,NA,FALSE,"ICH",NA
"5056","ICHmk4","ICHmk4/102b","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5057","ICHmk4","ICHmk4/102b","Pyi",4,"Py",4,NA,FALSE,"ICH",NA
"5058","ICHmk4","ICHmk4/103","At",2,"At",2,NA,FALSE,"ICH",NA
"5059","ICHmk4","ICHmk4/103","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"5060","ICHmk4","ICHmk4/103","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5061","ICHmk4","ICHmk4/103","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5062","ICHmk4","ICHmk4/103","Lw",2,"Lw",2,NA,FALSE,"ICH",NA
"5063","ICHmk4","ICHmk4/103","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5064","ICHmk4","ICHmk4/103","Sxw",2,"Sx",2,NA,FALSE,"ICH",NA
"5065","ICHmk4","ICHmk4/110","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"5066","ICHmk4","ICHmk4/110","At",2,"At",2,NA,FALSE,"ICH",NA
"5067","ICHmk4","ICHmk4/110","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5068","ICHmk4","ICHmk4/110","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"5069","ICHmk4","ICHmk4/110","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5070","ICHmk4","ICHmk4/110","Fdi",3,"Fd",3,NA,FALSE,"ICH",NA
"5071","ICHmk4","ICHmk4/110","Lw",3,"Lw",3,NA,FALSE,"ICH",NA
"5072","ICHmk4","ICHmk4/110","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5073","ICHmk4","ICHmk4/111","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"5074","ICHmk4","ICHmk4/111","At",3,"At",3,NA,FALSE,"ICH",NA
"5075","ICHmk4","ICHmk4/111","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5076","ICHmk4","ICHmk4/111","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"5077","ICHmk4","ICHmk4/111","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5078","ICHmk4","ICHmk4/111","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5079","ICHmk4","ICHmk4/112","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"5080","ICHmk4","ICHmk4/112","At",2,"At",2,NA,FALSE,"ICH",NA
"5081","ICHmk4","ICHmk4/112","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5082","ICHmk4","ICHmk4/112","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"5083","ICHmk4","ICHmk4/112","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5084","ICHmk4","ICHmk4/112","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5088","ICHmk5","ICHmk5/101","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5089","ICHmk5","ICHmk5/101","At",2,"At",2,NA,FALSE,"ICH",NA
"5090","ICHmk5","ICHmk5/101","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5091","ICHmk5","ICHmk5/101","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"5092","ICHmk5","ICHmk5/101","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5093","ICHmk5","ICHmk5/101","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5094","ICHmk5","ICHmk5/101","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5095","ICHmk5","ICHmk5/101","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5096","ICHmk5","ICHmk5/101","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5097","ICHmk5","ICHmk5/102","At",3,"At",3,NA,FALSE,"ICH",NA
"5098","ICHmk5","ICHmk5/102","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5099","ICHmk5","ICHmk5/102","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5100","ICHmk5","ICHmk5/102","Pf",3,"Pf",3,NA,FALSE,"ICH",NA
"5101","ICHmk5","ICHmk5/102","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5102","ICHmk5","ICHmk5/103","At",2,"At",2,NA,FALSE,"ICH",NA
"5103","ICHmk5","ICHmk5/103","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5104","ICHmk5","ICHmk5/103","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5105","ICHmk5","ICHmk5/103","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5106","ICHmk5","ICHmk5/103","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5107","ICHmk5","ICHmk5/104","At",2,"At",2,NA,FALSE,"ICH",NA
"5108","ICHmk5","ICHmk5/104","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"5109","ICHmk5","ICHmk5/104","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5110","ICHmk5","ICHmk5/104","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5111","ICHmk5","ICHmk5/104","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5112","ICHmk5","ICHmk5/104","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5113","ICHmk5","ICHmk5/104","Sxw",2,"Sx",2,NA,FALSE,"ICH",NA
"5114","ICHmk5","ICHmk5/110","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"5115","ICHmk5","ICHmk5/110","At",2,"At",2,NA,FALSE,"ICH",NA
"5116","ICHmk5","ICHmk5/110","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5117","ICHmk5","ICHmk5/110","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"5118","ICHmk5","ICHmk5/110","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5119","ICHmk5","ICHmk5/110","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5120","ICHmk5","ICHmk5/110","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5121","ICHmk5","ICHmk5/110","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5122","ICHmk5","ICHmk5/111","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"5123","ICHmk5","ICHmk5/111","At",2,"At",2,NA,FALSE,"ICH",NA
"5124","ICHmk5","ICHmk5/111","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5125","ICHmk5","ICHmk5/111","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5126","ICHmk5","ICHmk5/111","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5127","ICHmk5","ICHmk5/111","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5128","ICHmk5","ICHmk5/112","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"5129","ICHmk5","ICHmk5/112","At",3,"At",3,NA,FALSE,"ICH",NA
"5130","ICHmk5","ICHmk5/112","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5131","ICHmk5","ICHmk5/112","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"5132","ICHmk5","ICHmk5/112","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5133","ICHmk5","ICHmk5/112","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5140","ICHmm","ICHmm/01","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5192","ICHmw1","ICHmw1/01","At",2,"At",2,NA,FALSE,"ICH",NA
"5193","ICHmw1","ICHmw1/01","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"5194","ICHmw1","ICHmw1/01","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"5195","ICHmw1","ICHmw1/01","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5196","ICHmw1","ICHmw1/01","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5197","ICHmw1","ICHmw1/01","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"5198","ICHmw1","ICHmw1/01","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5199","ICHmw1","ICHmw1/01","Pli",1,"Pl",1,NA,FALSE,"ICH",NA
"5200","ICHmw1","ICHmw1/01","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"5201","ICHmw1","ICHmw1/01","Sxw",2,"Sx",2,NA,FALSE,"ICH",NA
"5202","ICHmw1","ICHmw1/02","At",3,"At",3,NA,FALSE,"ICH",NA
"5203","ICHmw1","ICHmw1/02","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"5204","ICHmw1","ICHmw1/02","Cw",3,"Cw",3,NA,FALSE,"ICH",NA
"5205","ICHmw1","ICHmw1/02","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5206","ICHmw1","ICHmw1/02","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5207","ICHmw1","ICHmw1/02","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"5208","ICHmw1","ICHmw1/02","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5209","ICHmw1","ICHmw1/02","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5210","ICHmw1","ICHmw1/02","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"5211","ICHmw1","ICHmw1/02","Sxw",3,"Sx",3,NA,FALSE,"ICH",NA
"5212","ICHmw1","ICHmw1/03","At",3,"At",3,NA,FALSE,"ICH",NA
"5213","ICHmw1","ICHmw1/03","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5214","ICHmw1","ICHmw1/03","Cw",3,"Cw",3,NA,FALSE,"ICH",NA
"5215","ICHmw1","ICHmw1/03","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5216","ICHmw1","ICHmw1/03","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5217","ICHmw1","ICHmw1/03","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"5218","ICHmw1","ICHmw1/03","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5219","ICHmw1","ICHmw1/03","Pli",1,"Pl",1,NA,FALSE,"ICH",NA
"5220","ICHmw1","ICHmw1/03","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"5221","ICHmw1","ICHmw1/03","Sxw",2,"Sx",2,NA,FALSE,"ICH",NA
"5222","ICHmw1","ICHmw1/04","At",3,"At",3,NA,FALSE,"ICH",NA
"5223","ICHmw1","ICHmw1/04","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"5224","ICHmw1","ICHmw1/04","Cw",3,"Cw",3,NA,FALSE,"ICH",NA
"5225","ICHmw1","ICHmw1/04","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5226","ICHmw1","ICHmw1/04","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5227","ICHmw1","ICHmw1/04","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"5228","ICHmw1","ICHmw1/04","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5229","ICHmw1","ICHmw1/04","Pa",3,"Pa",3,NA,FALSE,"ICH",NA
"5230","ICHmw1","ICHmw1/04","Pli",1,"Pl",1,NA,FALSE,"ICH",NA
"5231","ICHmw1","ICHmw1/04","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"5232","ICHmw1","ICHmw1/04","Sxw",3,"Sx",3,NA,FALSE,"ICH",NA
"5233","ICHmw1","ICHmw1/05","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"5234","ICHmw1","ICHmw1/05","At",3,"At",3,NA,FALSE,"ICH",NA
"5235","ICHmw1","ICHmw1/05","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5236","ICHmw1","ICHmw1/05","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"5237","ICHmw1","ICHmw1/05","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5238","ICHmw1","ICHmw1/05","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"5239","ICHmw1","ICHmw1/05","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"5240","ICHmw1","ICHmw1/05","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5241","ICHmw1","ICHmw1/05","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"5242","ICHmw1","ICHmw1/05","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5243","ICHmw1","ICHmw1/06","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"5244","ICHmw1","ICHmw1/06","At",3,"At",3,NA,FALSE,"ICH",NA
"5245","ICHmw1","ICHmw1/06","Bl",1,"Bl",1,NA,FALSE,"ICH",NA
"5246","ICHmw1","ICHmw1/06","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"5247","ICHmw1","ICHmw1/06","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5248","ICHmw1","ICHmw1/06","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5249","ICHmw1","ICHmw1/06","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"5250","ICHmw1","ICHmw1/06","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5251","ICHmw1","ICHmw1/06","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5252","ICHmw1","ICHmw1/06","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"5253","ICHmw1","ICHmw1/06","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5254","ICHmw1","ICHmw1/07","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"5255","ICHmw1","ICHmw1/07","At",3,"At",3,NA,FALSE,"ICH",NA
"5256","ICHmw1","ICHmw1/07","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
